obs_id,src_id,ra,dec,livetime,src_n,likelihood,num_obs,name,significance,photflux_aper_lolim_b,photflux_aper_hilim_b,photflux_aper_b,photflux_aper_h,photflux_aper_hilim_h,photflux_aper_lolim_h,flux_aper_b,flux_aper_hilim_b,flux_aper_lolim_b,photflux_aper_hilim_s,photflux_aper_s,photflux_aper_lolim_s,photflux_aper_hilim_m,photflux_aper_lolim_m,photflux_aper_m,hard_hs,hard_hm,hard_ms,flux_aper_lolim_s,flux_aper_hilim_s,flux_aper_s,flux_aper_hilim_h,flux_aper_lolim_h,flux_aper_h,flux_aper_lolim_m,flux_aper_hilim_m,flux_aper_m,photflux_aper_lolim_u,photflux_aper_u,photflux_aper_hilim_u,flux_aper_u,flux_aper_hilim_u,flux_aper_lolim_u,var_inter_index_b,var_inter_prob_b,var_inter_sigma_b,var_inter_sigma_s,var_inter_prob_s,var_inter_index_s,var_inter_index_m,var_inter_prob_m,var_inter_sigma_m,var_inter_index_h,var_inter_prob_h,var_inter_sigma_h,var_prob_b,var_max_b,var_mean_b,var_sigma_b,var_min_b,ks_prob_b,kp_prob_b,var_max_m,var_prob_m,ks_prob_m,var_index_m,var_mean_m,var_min_m,var_sigma_m,kp_prob_m,var_index_h,var_prob_h,var_max_h,var_min_h,var_mean_h,var_sigma_h,kp_prob_h,ks_prob_h,var_prob_s,var_index_s,ks_prob_s,kp_prob_s,var_sigma_s,var_mean_s,var_min_s,var_max_s,var_inter_index_u,var_inter_prob_u,var_inter_sigma_u,class
PL_17_obs_1,PL_17,248.9659,-47.58982,19506.6,PSR_J1635-4735_,1471.2379999999994,8, 2CXO J163551.8-473523,15.74,5.134836780493914,4.941194513324093,5.027195677663422,5.196952789508871,5.112664069600833,5.301725423325633,13.20851988398,13.124186611160242,13.313274378925458,6.011441043121384,-20.0,-20.0,6.375202421039239,-20.0,-20.0,0.9994,0.9994,-0.9994,-20.0,14.59482445378201,-20.0,13.098051534926917,13.280420142286276,13.179732842839035,-20.0,14.944621668625,-20.0,-20.0,3.750801642608887,3.4384216316990392,-20.0,12.114130139096094,-20.0,8.0,1.0,7.7e-05,0.0,0.0,0.0,3.0,0.555,5.031e-07,8.0,1.0,5.427e-05,0.096,0.003339,0.00329,2.846e-05,0.003266,0.151,0.4370000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.315,0.0032380000000000004,0.002605,0.002885,0.0002624,0.865,0.768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,9.837e-07,PL
PL_17_obs_2,PL_17,248.9659,-47.58982,19013.7,PSR_J1635-4735_,1471.2379999999994,8, 2CXO J163551.8-473523,15.74,4.95506845385084,4.815024809301739,4.87942606879415,5.034939479388801,4.97061622231479,5.110418197850376,13.144783805266636,13.078833949362261,13.222500680409635,6.442974277613617,-20.0,-20.0,6.275724130399211,7.877784121727173,6.555486793665957,0.9994,0.9394,0.9994,0.0,0.0,0.0,13.06818629604086,13.211831628858832,13.134126471792186,16.493089274448483,14.90204892900585,15.1919917000896,-20.0,-20.0,4.170310359101029,0.0,0.0,0.0,8.0,1.0,7.7e-05,0.0,0.0,0.0,3.0,0.555,5.031e-07,8.0,1.0,5.427e-05,0.27899999999999997,0.0035299999999999997,0.003375,0.0001543,0.003221,0.7759999999999999,0.486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.251,0.0047539999999999995,0.003068,0.0032189999999999996,0.0002628,0.547,0.7909999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,9.837e-07,PL
PL_17_obs_3,PL_17,248.9659,-47.58982,25665.9,PSR_J1635-4735_,1471.2379999999994,8, 2CXO J163551.8-473523,15.74,4.8687022034023775,4.782252926737207,4.822175028135319,4.870310107800699,4.830619504688051,4.914352711703144,13.005111204635089,12.96537154337468,13.051684859310653,7.065148197034339,-20.0,-20.0,6.579219380451435,7.513711239039433,6.83238732727247,0.9994,0.9781,0.9994,0.0,0.0,0.0,12.958212681028249,13.042344833056509,12.998266287190999,15.951558196449595,15.086080235048534,15.331614083309999,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,7.7e-05,0.0,0.0,0.0,3.0,0.555,5.031e-07,8.0,1.0,5.427e-05,0.259,0.005406,0.005229999999999999,0.00017680000000000001,0.005053,0.774,0.767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32299999999999995,0.005397,0.004908,0.0051530000000000005,0.0002444,0.809,0.841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,9.837e-07,PL
PL_17_obs_4,PL_17,248.9659,-47.58982,19010.6,PSR_J1635-4735_,1471.2379999999994,8, 2CXO J163551.8-473523,15.74,4.928854709548917,4.789681480173768,4.853871964321762,4.988429556402722,4.926648297613099,5.06018133717862,13.066968504897595,13.00256992620253,13.142546882964734,6.451364940185249,-20.0,-20.0,6.615288257061717,-20.0,-20.0,0.9994,0.9994,-0.9994,-20.0,15.24603413413484,-20.0,12.98589967848038,13.122053048370812,13.048613905119707,-20.0,15.225045310919862,-20.0,-20.0,-20.0,4.050219791638,-20.0,14.131767131577535,-20.0,8.0,1.0,7.7e-05,0.0,0.0,0.0,3.0,0.555,5.031e-07,8.0,1.0,5.427e-05,0.207,0.005764,0.0037119999999999996,0.0002656,0.0035329999999999997,0.106,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16399999999999998,0.005261,0.0035210000000000007,0.003657,0.0002031,0.07200000000000001,0.062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,9.837e-07,PL
PL_17_obs_5,PL_17,248.9659,-47.58982,48929.8,PSR_J1635-4735_,1471.2379999999994,8, 2CXO J163551.8-473523,15.74,4.926648297613099,4.8598063214213685,4.892111974817201,4.93292914395463,4.901010360598823,4.96738123914928,12.989276134608227,12.95703092660682,13.023833499868024,7.3715088950328775,-20.0,-20.0,7.414764936634224,-20.0,-20.0,0.9994,0.9994,-0.9981,0.0,0.0,0.0,12.949233688766958,13.01601307803481,12.981299501333757,0.0,0.0,0.0,-20.0,-20.0,6.488651484509787,-20.0,15.90763030037088,-20.0,8.0,1.0,7.7e-05,0.0,0.0,0.0,3.0,0.555,5.031e-07,8.0,1.0,5.427e-05,0.051,0.004461,0.004456,4.5189999999999994e-06,0.00445,0.121,0.35200000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051,0.004461,0.00445,0.004456,4.5189999999999994e-06,0.35200000000000004,0.121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,9.837e-07,PL
PL_17_obs_6,PL_17,248.9659,-47.58982,9829.1,PSR_J1635-4735_,1471.2379999999994,8, 2CXO J163551.8-473523,15.74,5.052076380168273,4.886390848926972,4.959002307576509,5.005550862985964,4.931814138253839,5.094258072608398,13.013004460275619,12.940436582098732,13.106238237942057,6.6156465858624935,-20.0,-20.0,6.703554205793604,-20.0,-20.0,0.9994,0.9994,-0.9994,0.0,0.0,0.0,12.93255715722362,13.095068172604348,13.006343371384538,0.0,0.0,0.0,-20.0,-20.0,5.802168306671097,0.0,0.0,0.0,8.0,1.0,7.7e-05,0.0,0.0,0.0,3.0,0.555,5.031e-07,8.0,1.0,5.427e-05,0.14,0.0037560000000000002,0.0037240000000000003,3.418e-05,0.0036659999999999996,0.16399999999999998,0.243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0037560000000000002,0.0036659999999999996,0.0037240000000000003,3.418e-05,0.243,0.16399999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,9.837e-07,PL
PL_17_obs_7,PL_17,248.9659,-47.58982,10015.6,PSR_J1635-4735_,1471.2379999999994,8, 2CXO J163551.8-473523,15.74,5.046047116768077,4.888065723667318,4.959793372425289,5.035174882116611,4.960982678002588,5.124996646399959,13.124417895672114,13.05261529831526,13.210489795909746,6.623423042943488,-20.0,-20.0,6.152365655681745,7.017638298366853,6.397831448621003,0.9994,0.9194,0.9994,0.0,0.0,0.0,13.052762392129333,13.222863287495828,13.12714475529519,15.599980364934842,14.73471037413917,14.980053318321158,-20.0,-20.0,5.7975116829399065,0.0,0.0,0.0,8.0,1.0,7.7e-05,0.0,0.0,0.0,3.0,0.555,5.031e-07,8.0,1.0,5.427e-05,0.327,0.004051,0.003721,0.00027330000000000003,0.0034119999999999997,0.6509999999999999,0.42100000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36200000000000004,0.003875,0.003166,0.003522,0.0003076,0.457,0.728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,9.837e-07,PL
PL_19_obs_0,PL_19,265.4887,-20.90352,48783.7,PSR_J1741-2054,57964.79,7, 2CXO J174157.2-205412,98.07,3.772370350428991,3.753994095923971,3.763210900590707,4.730253626869233,4.704432900037521,4.757458571701616,12.462558716592053,12.453580733164808,12.472241247479028,4.0603809210433015,4.072270440228346,4.08444188458848,4.505706231334667,4.540607512240769,4.522878745280337,-0.6396,-0.2336,-0.47600000000000003,12.79997073344623,12.775985188627136,12.787812395596042,12.933674074637961,12.986741334716484,12.959397659885926,13.156704917263493,13.121938018709987,13.138943755423126,3.59773861754532,3.5744657795017365,3.5525318690502443,12.34084471905937,12.31884925006758,12.364114314718726,8.0,1.0,1.567e-05,7.178e-06,0.932,5.0,0.0,0.019,7.134999999999998e-07,0.0,0.41100000000000003,1.523e-06,0.113,0.057999999999999996,0.05778,0.0002227,0.05756,0.6940000000000001,0.488,0.01676,0.225,0.754,0.0,0.01651,0.01626,0.00025140000000000004,0.8390000000000001,0.0,0.096,0.007006999999999999,0.006856999999999999,0.006915,5.543e-05,0.84,0.594,0.033,0.0,0.021,0.043,1.392e-05,0.03436,0.034339999999999996,0.03437,6.0,0.9990000000000001,4.949e-05,PL
PL_19_obs_2,PL_19,265.4887,-20.90352,57154.6,PSR_J1741-2054,57964.79,7, 2CXO J174157.2-205412,98.07,3.8350526273781584,3.8161609629435786,3.8253588073395517,4.749336080536756,4.724688645458189,4.775725985705742,12.469288162018342,12.460296761052174,12.478992747591397,4.102922996790579,4.115317895793975,4.12801864615663,4.511590311096802,4.544698228342924,4.5278288533076365,-0.6221,-0.2473,-0.4422,12.775466937393915,12.750312572194698,12.762707662432542,12.996539467890493,13.047643522676209,13.021317434843056,13.159642940796644,13.12662126359086,13.142848497312507,3.503485481302255,3.4788619162959638,3.4556838582525726,12.037110012608208,12.013810700263177,12.061680456657845,8.0,1.0,1.567e-05,7.178e-06,0.932,5.0,0.0,0.019,7.134999999999998e-07,0.0,0.41100000000000003,1.523e-06,0.03,0.049339999999999995,0.049319999999999996,2.117e-05,0.0493,0.12300000000000001,0.381,0.01568,0.075,0.735,0.0,0.01563,0.015590000000000001,4.46e-05,0.47700000000000004,0.0,0.063,0.006567,0.006554000000000001,0.00656,6.3920000000000025e-06,0.18,0.287,0.02,0.0,0.6509999999999999,0.499,6.676e-06,0.02713,0.02712,0.02713,6.0,0.9990000000000001,4.949e-05,PL
PL_19_obs_6,PL_19,265.4887,-20.90352,29362.5,PSR_J1741-2054,57964.79,7, 2CXO J174157.2-205412,98.07,3.844663962534938,3.8184422261372135,3.8309136425129773,4.794795636051855,4.758951849328356,4.834162375309872,12.48214458106997,12.469544156415324,12.495801081460556,4.108685600617857,4.126098402135539,4.14417809459397,4.487315603782836,4.532687937019448,4.508638306165727,-0.6458,-0.3148,-0.41600000000000004,12.795066477645856,12.760450279159526,12.776763726897002,13.020087589665284,13.094960071923788,13.055912320584566,13.14880282382584,13.103418672494268,13.124822940185297,3.4813544756696886,3.447210149807218,3.4155556928348236,12.196338076763777,12.166151950468851,12.230992129056226,8.0,1.0,1.567e-05,7.178e-06,0.932,5.0,0.0,0.019,7.134999999999998e-07,0.0,0.41100000000000003,1.523e-06,0.022000000000000002,0.0485,0.04848,1.359e-05,0.04847,0.627,0.805,0.01649,0.146,0.778,0.0,0.01633,0.01617,0.00015959999999999998,0.623,0.0,0.08800000000000001,0.005895,0.005877,0.005886,8.656e-06,0.141,0.099,0.054000000000000006,0.0,0.7659999999999999,0.9309999999999999,6.459999999999997e-05,0.026269999999999998,0.026189999999999998,0.02635,6.0,0.9990000000000001,4.949e-05,PL
PL_20_obs_0,PL_20,171.1632,-59.27206999999999,43607.1,PSR_J1124-5916,62909.28,7, 2CXO J112439.1-591619,144.29,3.574302786637409,3.5576770442544254,3.5659103615821093,4.0561099517515276,4.043063586155804,4.0695604052333,12.084072788302883,12.07639335698254,12.091890459607448,4.333482019445119,4.350567776758384,4.36835333704158,4.213248577854439,4.239351380418644,4.226067352532355,0.3273,0.1936,0.1424,13.178486471595226,13.143754599209945,13.160773425986564,12.199008138739828,12.225410049735206,12.211973115904197,12.839231438138873,12.813043664534588,12.825940192274974,5.434270212168873,5.337336590425963,5.262250926108443,14.525929496784956,14.450751443145943,14.622875957653545,5.0,0.887,1.139e-05,4.908e-06,0.983,6.0,3.0,0.552,3.489e-06,3.0,0.4920000000000001,3.7939999999999996e-06,0.027000000000000003,0.1122,0.1122,4.161e-05,0.1121,0.32,0.478,0.0407,0.042,0.624,0.0,0.04066,0.04063,3.591e-05,0.467,0.0,0.032,0.03601,0.03599,0.036000000000000004,1.004e-05,0.7290000000000001,0.3670000000000001,0.033,0.0,0.46,0.36,1.18e-05,0.0355,0.03549,0.03551,8.0,1.0,2.498e-05,PL
PL_20_obs_1,PL_20,171.1632,-59.27206999999999,159127.1,PSR_J1124-5916,62909.28,7, 2CXO J112439.1-591619,144.29,3.5941416006823634,3.583359492661719,3.5887170869826157,4.084547398311521,4.077015184291117,4.092266263002345,12.098650674584357,12.093557206182968,12.103749437538362,4.414539270491499,4.431680914904888,4.449527042893437,4.226359806739974,4.242907779881067,4.23455498190985,0.3798,0.1711,0.2236,13.25057290087825,13.21367456560993,13.231731983548451,12.22025924882326,12.23552497256559,12.227825039175386,12.825358807339551,12.80910828307783,12.817015032996418,4.636200054520891,4.5111673656176,4.4143137215475035,13.625618301949117,13.49390104007156,13.829738284605043,5.0,0.887,1.139e-05,4.908e-06,0.983,6.0,3.0,0.552,3.489e-06,3.0,0.4920000000000001,3.7939999999999996e-06,0.019,0.08606,0.08603999999999999,1.581e-05,0.08603,0.809,0.821,0.03481,0.024,0.7390000000000001,0.0,0.0348,0.034789999999999995,9.619e-06,0.826,0.0,0.027000000000000003,0.0336,0.03358,0.033589999999999995,1.197e-05,0.807,0.7440000000000001,0.023,0.0,0.079,0.147,8.504e-07,0.01765,0.01765,0.01765,8.0,1.0,2.498e-05,PL
PL_20_obs_2,PL_20,171.1632,-59.27206999999999,44298.4,PSR_J1124-5916,62909.28,7, 2CXO J112439.1-591619,144.29,3.6124322205828117,3.59159042153157,3.6018863082694974,4.088309841246139,4.074017899672897,4.103033098066845,12.102043189993049,12.092373695156734,12.11198908775497,4.424465781680135,4.457797217565972,4.494036481981874,4.234331445240986,4.266321344322912,4.250031916490597,0.401,0.1849,0.2336,13.308476477831846,13.233364113689733,13.269298455718154,12.208800753501125,12.237621570688036,12.22293584525757,12.848936746646249,12.817015032996418,12.832682665251824,4.837435593476981,4.546834607474143,4.374173286714289,13.069305612335464,12.899974269892137,13.35008128126458,5.0,0.887,1.139e-05,4.908e-06,0.983,6.0,3.0,0.552,3.489e-06,3.0,0.4920000000000001,3.7939999999999996e-06,0.032,0.08417000000000001,0.08413,4.320000000000001e-05,0.08408,0.747,0.7070000000000001,0.034010000000000006,0.159,0.873,0.0,0.03375,0.03349,0.0002585,0.773,0.0,0.032,0.03329,0.033280000000000004,0.03329,7.372999999999999e-06,0.21100000000000002,0.217,0.06,0.0,0.321,0.59,3.042e-05,0.01709,0.01706,0.01712,8.0,1.0,2.498e-05,PL
PL_20_obs_3,PL_20,171.1632,-59.27206999999999,153953.6,PSR_J1124-5916,62909.28,7, 2CXO J112439.1-591619,144.29,3.5856953118716683,3.5747919488613435,3.5802094138936376,4.070887743345339,4.063335486999924,4.078573658984735,12.085868487369106,12.0808172709575,12.091032699581612,4.378927628856374,4.395342027952129,4.412513534589036,4.233438447362469,4.25041826513444,4.24184537803261,0.3573,0.1949,0.1749,13.22548303427145,13.189431470783587,13.207118254614603,12.204676235670686,12.219826756357406,12.212185432936977,12.829738284605043,12.813043664534588,12.82131076022441,4.705093089394808,4.563201489768197,4.462055040708513,-20.0,14.182699121606678,-20.0,5.0,0.887,1.139e-05,4.908e-06,0.983,6.0,3.0,0.552,3.489e-06,3.0,0.4920000000000001,3.7939999999999996e-06,0.021,0.08753999999999999,0.08752,1.829e-05,0.0875,0.552,0.47700000000000004,0.03437,0.018000000000000002,0.062,0.0,0.03437,0.03436,3.6960000000000003e-06,0.087,0.0,0.021,0.03451,0.0345,0.03451,6.6260000000000014e-06,0.295,0.518,0.038,0.0,0.597,0.7340000000000001,1.383e-05,0.01864,0.01863,0.01866,8.0,1.0,2.498e-05,PL
PL_20_obs_4,PL_20,171.1632,-59.27206999999999,39349.5,PSR_J1124-5916,62909.28,7, 2CXO J112439.1-591619,144.29,3.598254917762937,3.5765902722669063,3.5872035712834567,4.081340706578176,4.066310291042106,4.0968557295904615,12.095446737023227,12.085339569410777,12.105794740857917,4.3584267468218245,4.390085589914002,4.4243503852447805,4.231435890486426,4.2652801583443205,4.248028425263673,0.341,0.1899,0.1611,13.241769591542251,13.171404543628297,13.205163542185439,12.20676855294348,12.23717144681091,12.221704008911166,12.847711655616944,12.814174640387037,12.83061950468805,4.617262734238669,4.385841290490825,4.2356743943740165,12.940436582098732,12.806875401645538,13.134244775928549,5.0,0.887,1.139e-05,4.908e-06,0.983,6.0,3.0,0.552,3.489e-06,3.0,0.4920000000000001,3.7939999999999996e-06,0.021,0.08617000000000001,0.08616,1.682e-06,0.08616,0.56,0.594,0.033889999999999997,0.036000000000000004,0.833,0.0,0.03385,0.033760000000000005,4.885e-05,0.985,0.0,0.1,0.03379,0.0335,0.03365,0.00014140000000000002,0.488,0.631,0.059000000000000004,0.0,0.382,0.26,3.121e-05,0.01867,0.01864,0.0187,8.0,1.0,2.498e-05,PL
PL_20_obs_5,PL_20,171.1632,-59.27206999999999,64959.1,PSR_J1124-5916,62909.28,7, 2CXO J112439.1-591619,144.29,3.5900668766687054,3.573163546196492,3.5815329790533994,4.07037674848476,4.0588365398415265,4.082284483440507,12.07727454200674,12.069458470135565,12.085181019552527,4.385841290490825,4.411616231621272,4.439137305272535,4.224535190654261,4.250572900878251,4.237396450433197,0.3735,0.1899,0.1974,13.233364113689733,13.177831920631982,13.204745817419116,12.188961491395784,12.212256228353533,12.200452692874386,12.831207979685818,12.805208242278075,12.817870785947001,4.895512888687605,4.614572485194869,4.452594540332511,12.255941834121165,12.1349552783069,12.42435038524478,5.0,0.887,1.139e-05,4.908e-06,0.983,6.0,3.0,0.552,3.489e-06,3.0,0.4920000000000001,3.7939999999999996e-06,0.03,0.08737,0.08732999999999999,3.925e-05,0.08728999999999999,0.55,0.132,0.03465,0.026000000000000002,0.21,0.0,0.03464,0.03464,4.709e-06,0.065,0.0,0.03,0.03456,0.034539999999999994,0.03455,1.273e-05,0.209,0.267,0.08,0.0,0.6990000000000001,0.281,5.599e-05,0.01814,0.018080000000000002,0.0182,8.0,1.0,2.498e-05,PL
PL_20_obs_6,PL_20,171.1632,-59.27206999999999,47700.4,PSR_J1124-5916,62909.28,7, 2CXO J112439.1-591619,144.29,3.6032777214962266,3.583359492661719,3.59328954139021,4.0695604052333,4.056159373598739,4.083440780698886,12.094960071923788,12.085709744334052,12.104411724333737,4.3819519032879075,4.411840383616908,4.444059562181489,4.252432837262375,4.284080182566421,4.268008550981071,0.3748,0.2249,0.1636,13.279096829186543,13.210842508088561,13.243668232678942,12.200797343699476,12.227971834675145,12.214172080004134,12.86043573382415,12.82915179635669,12.844663962534938,4.679438319804763,4.448062304635163,4.297914278564175,13.727694155597913,13.47237009912866,14.426664159933932,5.0,0.887,1.139e-05,4.908e-06,0.983,6.0,3.0,0.552,3.489e-06,3.0,0.4920000000000001,3.7939999999999996e-06,0.03,0.08551,0.08547,3.915e-05,0.08542999999999999,0.698,0.262,0.03273,0.024,0.606,0.0,0.03271,0.03269,1.463e-05,0.8440000000000001,0.0,0.053,0.03463,0.034460000000000005,0.03455,7.228e-05,0.7879999999999999,0.922,0.044000000000000004,0.0,0.183,0.39799999999999996,1.073e-05,0.01821,0.0182,0.01822,8.0,1.0,2.498e-05,PL
PL_21_obs_0,PL_21,308.0547,41.45674,27885.5,PSR_J2032+4127_,293.4485,6, 2CXO J203213.1+412724,8.11,4.9396799713117145,4.749824051916075,4.8344589232776265,5.355659901173677,5.2539109569438,5.497026940934369,13.130123186733233,13.078469586498757,13.193074223116268,5.376750709602099,5.565750547603525,5.930331903088405,5.371611069949688,5.727694155597914,5.510604078272871,0.1624,0.1674,-0.0137,14.911863911299449,14.287013766405618,14.489589051989823,13.163296200910269,13.357139947415508,13.249491605148654,14.239502124773473,13.93292914395463,14.056258234168686,-20.0,-20.0,4.359021942641668,0.0,0.0,0.0,6.0,0.995,4.873e-06,4.404e-07,0.93,5.0,5.0,0.675,8.659999999999998e-07,7.0,1.0,1.246e-06,0.175,0.006586,0.006409999999999999,0.0001519,0.00617,0.988,0.943,0.006803,0.6920000000000001,0.952,2.0,0.002727,0.002379,0.00062,0.8540000000000001,0.0,0.127,0.003086,0.002523,0.002585,9.763e-05,0.885,0.805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PL
PL_21_obs_1,PL_21,308.0547,41.45674,4913.0,PSR_J2032+4127_,293.4485,6, 2CXO J203213.1+412724,8.11,5.812761380168522,5.2512694439015055,5.440332721611942,5.826522356547005,5.580870692258024,6.446238301609996,14.043111545349923,13.854182285508172,14.415555692834824,6.034234035817314,-20.0,-20.0,5.7198771036976925,6.585193720498987,5.96537154337468,0.9994,0.2261,0.9994,-20.0,14.824488186636552,-20.0,13.869988050328097,14.80465394165158,14.1233203895808,15.230992129056226,14.365623505911632,14.611188586526476,-20.0,-20.0,4.55455148573395,-20.0,13.80576325127617,-20.0,6.0,0.995,4.873e-06,4.404e-07,0.93,5.0,5.0,0.675,8.659999999999998e-07,7.0,1.0,1.246e-06,0.667,0.001206,0.0008167,0.00031150000000000004,0.0004881000000000001,0.9179999999999999,0.8190000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PL
PL_21_obs_2,PL_21,308.0547,41.45674,48728.6,PSR_J2032+4127_,293.4485,6, 2CXO J203213.1+412724,8.11,5.2312879196223365,5.119987161633229,5.1720494716973695,5.779891911959945,5.695724949522871,5.891434976267165,13.740167300936516,13.687611050629409,13.79997073344623,5.770830297460899,5.877456475931246,6.0194512606402295,5.695294101787234,5.856048883576037,5.768275616671484,0.1062,-0.0037,0.1087,14.80106813006779,14.552531869050243,14.65915945018767,13.833569886156717,14.029374223311706,13.917933065714887,14.453580733164808,14.292941059372403,14.365925974512532,-20.0,-20.0,5.4641997091751024,-20.0,14.626536278367631,-20.0,6.0,0.995,4.873e-06,4.404e-07,0.93,5.0,5.0,0.675,8.659999999999998e-07,7.0,1.0,1.246e-06,0.09300000000000001,0.001916,0.001661,3.906e-05,0.001639,0.5920000000000001,0.34299999999999997,0.001383,0.515,0.589,1.0,0.0007699,0.0007262000000000001,8.833e-05,0.8,2.0,0.775,0.0009777000000000002,0.0002299,0.0005631,0.0002377,0.602,0.7979999999999999,0.428,0.0,0.545,0.35700000000000004,1.893e-05,0.0003242,0.0003175,0.0004604,0.0,0.0,0.0,PL
PL_21_obs_3,PL_21,308.0547,41.45674,29370.4,PSR_J2032+4127_,293.4485,6, 2CXO J203213.1+412724,8.11,5.067120542176201,4.930331903088405,4.993533957750769,5.4579218536643745,5.371713268910486,5.572351628813068,13.625618301949117,13.559878396812197,13.703115524461452,6.063285241788797,6.313185045492683,7.0913541610928865,5.475733731233022,5.671416550285798,5.560036064079095,0.7433,0.1237,0.6746,-20.0,15.324680016660707,-20.0,13.650722472532046,13.856672870007953,13.738975166007602,14.360413913326573,14.16475346000369,14.249106079617874,-20.0,-20.0,4.76598918241282,-20.0,13.95272513261582,-20.0,6.0,0.995,4.873e-06,4.404e-07,0.93,5.0,5.0,0.675,8.659999999999998e-07,7.0,1.0,1.246e-06,0.10099999999999999,0.002373,0.002358,1.168e-05,0.002345,0.40299999999999997,0.151,0.001713,0.273,0.728,0.0,0.001123,0.001013,0.0001195,0.399,0.0,0.341,0.001824,0.001045,0.001125,8.865e-05,0.171,0.194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PL
PL_21_obs_4,PL_21,308.0547,41.45674,29171.5,PSR_J2032+4127_,293.4485,6, 2CXO J203213.1+412724,8.11,5.053793446157217,4.940058111938045,4.991399828238082,5.300075597257523,5.232992636050196,5.379551615288291,13.31596296251348,13.262727823464457,13.376647318462007,6.125692166871961,6.337809009140993,6.815024809301739,5.702239488900866,5.924088238517222,5.799149501908922,0.8332,0.5247,0.5347,15.806597096937583,15.0762380391713,15.294735137682595,13.291494119044764,13.437945170343621,13.358625054807874,14.46042211665469,14.234853209891975,14.333107788933464,-20.0,-20.0,4.962175249411658,-20.0,14.18983471545685,-20.0,6.0,0.995,4.873e-06,4.404e-07,0.93,5.0,5.0,0.675,8.659999999999998e-07,7.0,1.0,1.246e-06,0.1,0.00297,0.002538,7.045e-05,0.002502,0.025,0.028999999999999998,0.001291,0.52,0.222,1.0,0.0007107999999999999,0.0006714,7.926e-05,0.142,0.0,0.165,0.002172,0.0016940000000000002,0.001726,6.922e-05,0.16899999999999998,0.056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PL
PL_21_obs_5,PL_21,308.0547,41.45674,28305.8,PSR_J2032+4127_,293.4485,6, 2CXO J203213.1+412724,8.11,5.004408675747647,4.779630367548606,4.877784121727173,5.289544135664576,5.189028600177792,5.428524096318056,13.260506769218384,13.18829097330381,13.347173697438995,5.486915639534856,5.645891560852599,5.917573699139228,5.3872161432802645,5.767512133647013,5.537003387971944,0.371,0.2686,0.1074,15.172760000494355,14.428058364925537,14.64994590642097,13.264800451577687,13.468904453129973,13.354970935278857,14.379655700245507,13.989276134608227,14.13834612978609,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.995,4.873e-06,4.404e-07,0.93,5.0,5.0,0.675,8.659999999999998e-07,7.0,1.0,1.246e-06,0.09300000000000001,0.006684999999999999,0.006663,2.24e-05,0.006640999999999999,0.285,0.41100000000000003,0.002709,0.098,0.552,0.0,0.0026850000000000003,0.002667,1.906e-05,0.591,0.0,0.36,0.003076,0.00227,0.002611,0.00031210000000000005,0.883,0.774,0.298,0.0,0.487,0.574,0.0001009,0.001395,0.001338,0.00204,0.0,0.0,0.0,PL
