#angDist,name,ra,dec,err_ellipse_r0,conf_flag,extent_flag,sat_src_flag,flux_aper_b,flux_aper_lolim_b,flux_aper_hilim_b,flux_aper_w,flux_aper_lolim_w,flux_aper_hilim_w,significance,hard_hm,hard_hm_lolim,hard_hm_hilim,hard_ms,hard_ms_lolim,hard_ms_hilim,var_intra_index_b,var_intra_index_w,var_inter_index_b,var_inter_index_w,solution_id,designation,source_id,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,astrometric_weight_al,astrometric_pseudo_colour,astrometric_pseudo_colour_error,mean_varpi_factor_al,astrometric_matched_observations,visibility_periods_used,astrometric_sigma5d_max,frame_rotator_object_type,matched_observations,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_nb_transits,rv_template_teff,rv_template_logg,rv_template_fe_h,phot_variable_flag,l,b,ecl_lon,ecl_lat,priam_flags,teff_val,teff_percentile_lower,teff_percentile_upper,a_g_val,a_g_percentile_lower,a_g_percentile_upper,e_bp_min_rp_val,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,flame_flags,radius_val,radius_percentile_lower,radius_percentile_upper,lum_val,lum_percentile_lower,lum_percentile_upper,datalink_url
0.780377,2CXO J162334.8-263159,245.8950813024744,-26.533311599083007,0.7444563245907655,0,0,0,7.0192686975156E-16,4.8515533644593E-16,9.0837594909026E-16,,,,4.108108108107991,-0.069956277326671,-0.44159900062461,0.26795752654591,-0.37601499063086,-0.59400374765771,-0.12554653341661,0,,0,,1635721458409799680,Gaia DR2 6045465815461971584,6045465815461971584,613662666,2015.5,245.89532356529753,15.756533278150632,-26.53330830622149,18.557124498921063,,,,,,,,-0.99147975,,,,,,,,,,45,0,45,0,5.2372603,106.2252,0.6650592744600983,7.366706481300414,3,false,1.4803249,,,-0.5775041,5,3,1187.047,0,15,false,55,4541.878401013029,23.933961833789567,189.76709,16.545277,0,,,,,0,,,,,,2,,,,,,0,,,,NOT_AVAILABLE,350.96621790876145,15.9680389475609,248.4867236909259,-4.876439635279667,,,,,,,,,,,,,,,,,,https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+6045465815461971584
0.278774,2CXO J162335.9-263124,245.89997380216755,-26.523542842583446,0.9029134318775779,0,0,0,2.5772059224028E-15,1.4384405148295E-15,3.6560363085249E-15,,,,2.2105263157894677,0.99937539038101,0.35040599625234,1.0,-0.99937539038101,-1.0,-0.30293566520924,1,,7,,1635721458409799680,Gaia DR2 6045465849821990272,6045465849821990272,887386902,2015.5,245.89992182136976,0.4166083053835533,-26.52360475681569,0.13666511755478272,,,,,,,,-0.103431664,,,,,,,,,,118,0,118,0,5.0718746,206.68332,0.5059132159518263,3.6011608089280136,3,false,1.3321424,1.435401659379995,0.04233772627761726,-0.00952123,14,5,0.99915445,0,15,false,119,2371.4744199917172,7.9545718200237285,298.12723,17.25082,0,,,,,0,,,,,,2,,,,,,0,,,,NOT_AVAILABLE,350.9765633176031,15.971525920611288,248.48920979441465,-4.866195188211549,,,,,,,,,,,,,,,,,,https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+6045465849821990272
0.260963,2CXO J162336.7-263144,245.90327460640447,-26.52894331442188,0.7424104721800266,1,0,0,1.0136727000913E-15,7.0957089006389E-16,1.3177745101187E-15,,,,5.387792415523797,-0.99937539038101,-1.0,-0.72392254840725,-0.0049968769519051,-0.22923173016864,0.22673329169269,2,,0,,1635721458409799680,Gaia DR2 6045465849821808128,6045465849821808128,1384445017,2015.5,245.90324864757665,0.4585106214340389,-26.529011982730125,0.18206611145330065,,,,,,,,-0.6676754,,,,,,,,,,285,0,274,11,55.873314,4755.749,1.6944928354557829,156.31228254423223,3,false,0.31781605,,,-0.124007575,32,8,1.31338,0,34,true,295,5243.555133054399,52.02961242304461,100.780205,16.389301,31,4355.332246014051,50.63390656137965,86.01612,16.253836,31,8127.986841176893,82.84610059592133,98.10947,14.986962,2.3806975,0,1.2668734,-0.13546562,1.402339,,,0,,,,NOT_AVAILABLE,350.9744864058347,15.965685440545945,248.4930418106443,-4.87104490151086,132011,5095.6333,4284.4497,6938.0,,,,,,,,,,,,,,https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+6045465849821808128
0.200018,2CXO J162336.8-263139,245.90371421951227,-26.527597134960793,0.7579126861698077,0,0,0,1.3662100388483E-15,9.9571240119455E-16,1.7367076765021E-15,,,,4.909090909090941,-0.048719550281074,-0.40037476577139,0.27795128044972,-0.31480324797002,-0.54278575890069,-0.061836352279825,2,,0,,1635721458409799680,Gaia DR2 6045465849831975936,6045465849831975936,770329640,2015.5,245.90368722521205,2.339251069703471,-26.527647171332656,1.02492602145794,,,,,,,,-0.7522145,,,,,,,,,,282,0,273,9,132.11432,29703.238,8.327957610896542,1575.1580738641874,3,false,0.0142781325,,,-0.11312398,31,7,4.5221443,0,35,true,292,2282.5858747626244,9.897358977720117,230.62575,17.292297,10,1611.3211300382509,18.5584164287222,86.82428,17.333433,9,3275.1497819623014,27.029988212895088,121.16727,15.973842,2.1407611,1,1.3595915,0.041135788,1.3184557,,,0,,,,NOT_AVAILABLE,350.975811139979,15.966313571798484,248.49320710969027,-4.8696343831020465,,,,,,,,,,,,,,,,,,https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+6045465849831975936
0.282547,2CXO J162337.0-263133,245.90418427760846,-26.52598784719835,0.7815323769503371,0,0,0,4.3349253363365E-16,2.6173134106183E-16,5.9707462179729E-16,,,,3.4054054054054737,-0.99937539038101,-1.0,-0.41786383510306,-0.28856964397252,-0.52904434728295,-0.031855090568395,0,,0,,1635721458409799680,Gaia DR2 6045465849831981440,6045465849831981440,137857313,2015.5,245.90418594571403,8.41256499474683,-26.526066318269528,2.4174127221477835,,,,,,,,-0.5396557,,,,,,,,,,43,0,43,0,3.1454787,71.52541,1.5848923157545807,3.642957767359718,3,false,0.16949873,,,-0.12325711,5,1,4900007.0,0,5,false,42,664.5831807088065,6.240991219016817,106.4868,18.631992,0,,,,,0,,,,,,2,,,,,,0,,,,NOT_AVAILABLE,350.97733977680355,15.967047255685678,248.49339036258047,-4.8680019410709665,,,,,,,,,,,,,,,,,,https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+6045465849831981440
0.094433,2CXO J162337.7-263519,245.90738974130102,-26.588618209330576,0.7304030836535653,0,0,0,9.6968361487175E-15,8.6143447784496E-15,1.0715651556028E-14,,,,9.11741963401275,0.079950031230481,-0.039350405996252,0.19675202998126,0.077451592754528,-0.055590256089944,0.21424109931293,1,,5,,1635721458409799680,Gaia DR2 6045464647232984960,6045464647232984960,1064034456,2015.5,245.9073975851317,13.970023119698444,-26.588592933012325,4.7505555038570035,,,,,,,,-0.9138469,,,,,,,,,,97,0,95,2,1.5462584,111.60873,4.7691604023057215,1.258078144177556,3,false,0.0071373275,,,-0.15120062,13,3,3373.484,0,13,false,102,67.99744286607977,1.4122170438612336,48.14943,21.107134,0,,,,,0,,,,,,2,,,,,,0,,,,NOT_AVAILABLE,350.93125100684307,15.922843612998498,248.5064632468108,-4.929224292149375,,,,,,,,,,,,,,,,,,https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+6045464647232984960
0.371685,2CXO J162338.8-263148,245.91205033571657,-26.530025905049772,0.8153880125616024,0,0,0,5.3317227356086E-16,2.8518516957907E-16,7.6876002234357E-16,,,,2.7647058823528994,-0.52592129918801,-0.82885696439725,-0.16552154903186,0.41848844472205,0.065584009993754,0.72142410993129,1,,3,,1635721458409799680,Gaia DR2 6045465849821691136,6045465849821691136,864066893,2015.5,245.911978352137,1.5866430330479433,-26.530106601094783,0.40952325352010166,,,,,,,,0.5493251,,,,,,,,,,68,0,68,0,4.3699365,124.830025,0.8705320496582108,2.8279162418400894,3,false,0.42115378,,,0.21212919,8,5,2.5830624,0,17,false,77,939.7471648749377,5.566644688913363,168.81752,18.255838,0,,,,,0,,,,,,0,,,,,,0,,,,NOT_AVAILABLE,350.97911051294426,15.959171080459788,248.500954863385,-4.870852051083865,,,,,,,,,,,,,,,,,,https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+6045465849821691136
0.287888,2CXO J162339.8-263126,245.91598616907868,-26.52405651862547,0.9039590978417792,0,0,0,3.2552870253898E-16,6.7818479695621E-17,5.8323892538234E-16,,,,2.6829268292682036,-0.99937539038101,-1.0,-0.32417239225484,0.0024984384759525,-0.40662086196127,0.44284821986259,,,0,,1635721458409799680,Gaia DR2 6045466227778889472,6045466227778889472,647772043,2015.5,245.91601641971278,6.739305645467783,-26.524131767740826,1.5266157832150258,,,,,,,,-0.9033435,,,,,,,,,,78,0,78,0,0.44745126,77.84324,0.0,0.0,3,false,0.09494302,,,-0.122003004,9,5,64.48564,0,9,false,77,263.4365939459739,2.3531525014857384,111.9505,19.636675,2,325.7044028872458,97.99102460105823,3.3238187,19.069328,3,828.559936784596,48.260943961061976,17.168333,17.46611,4.381564,0,1.6032181,-0.5673466,2.1705647,,,0,,,,NOT_AVAILABLE,350.9862362527309,15.960518233305606,248.5035554820924,-4.864368415087328,,,,,,,,,,,,,,,,,,https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+6045466227778889472
0.373892,2CXO J162341.4-263205,245.92287301297756,-26.534828892985217,0.8139733172530094,0,0,0,0.0,0.0,2.5998335235444E-16,,,,3.1627906976744242,-0.99937539038101,-1.0,-0.31667707682698,0.99937539038101,0.30793254216115,1.0,1,,6,,1635721458409799680,Gaia DR2 6045465093907182464,6045465093907182464,629751447,2015.5,245.9227762583497,0.5339674724870364,-26.534886282396585,0.2373777728410322,,,,,,,,0.28530177,,,,,,,,,,140,0,139,1,1.961738,167.97272,0.6702943577133827,1.0819129512417422,3,false,0.25732666,,,0.121356905,16,7,1.7616193,0,17,false,139,569.8864830934756,2.589880886426376,220.04352,18.798895,2,692.16645173122,79.93393477687066,8.659231,18.250862,3,1157.3057081483566,49.07553207968752,23.582132,17.1033,3.2453344,0,1.147562,-0.54803276,1.6955948,,,0,,,,NOT_AVAILABLE,350.9821930081776,15.948808154082533,248.51130251750442,-4.87399413246546,,,,,,,,,,,,,,,,,,https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+6045465093907182464
0.284923,2CXO J162343.1-263331,245.9299713867315,-26.55865015124193,0.9957381724884369,0,0,0,0.0,0.0,3.5905564588806E-16,,,,2.3243243243243548,0.60961898813242,-0.22548407245472,1.0,0.99937539038101,-0.16177389131793,1.0,,,5,,1635721458409799680,Gaia DR2 6045464819031714304,6045464819031714304,803956250,2015.5,245.92995913207076,8.59635795324699,-26.558728533745725,2.3783578533196432,,,,,,,,-0.7535753,,,,,,,,,,82,0,80,2,2.2301912,104.928024,4.482094366057292,7.552497411158168,3,false,0.01536014,,,0.044988178,10,5,99.23971,0,10,false,83,97.53390603018629,2.2947271426568454,42.503487,20.715477,0,,,,,0,,,,,,0,,,,,,0,,,,NOT_AVAILABLE,350.96834411829343,15.928013640909276,248.5215622763339,-4.896471716155737,,,,,,,,,,,,,,,,,,https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+6045464819031714304
