index_compiled,index,class,hea_class,B_M_FLUX_AP,B_B_FLUX_AP_AVG,B_B_FLUX_BB_AP,B_B_FLUX_BREMS_AP,B_B_FLUX_BREMS_AP90,B_B_FLUX_PLAW_AP,B_B_FLUX_PLAW_AP90,B_B_KP_INTRA_PROB,B_B_KS_INTRA_PROB,B_B_PHOTFLUX_AP,B_B_PHOTFLUX_AP90,B_B_PHOTFLUX_AP90_AVG,B_B_PHOTFLUX_AP_AVG,B_B_VAR_INTER_INDEX,B_B_VAR_INTER_PROB,B_B_VAR_INTER_SIGMA,B_B_VAR_INTRA_INDEX,B_B_VAR_INTRA_PROB,B_BB_AMPL,B_BB_AMPL_RHAT,B_BB_KT,B_BB_KT_RHAT,B_BB_NH,B_BB_NH_RHAT,B_BB_STAT,B_BREMS_KT,B_BREMS_KT_RHAT,B_BREMS_NH,B_BREMS_NH_RHAT,B_BREMS_NORM,B_BREMS_NORM_RHAT,B_BREMS_STAT,B_FLUX_APEC,B_FLUX_BB,B_FLUX_BREMS,B_FLUX_PLAW,B_H_FLUX_AP,B_H_FLUX_AP90,B_H_FLUX_AP90_AVG,B_H_FLUX_AP_AVG,B_H_FLUX_APEC_AP,B_H_FLUX_APEC_AP90,B_H_FLUX_BB_AP,B_H_FLUX_BB_AP90,B_H_FLUX_BREMS_AP,B_H_FLUX_BREMS_AP90,B_H_FLUX_PLAW_AP,B_H_FLUX_PLAW_AP90,B_H_KP_INTRA_PROB,B_H_KS_INTRA_PROB,B_H_PHOTFLUX_AP,B_H_PHOTFLUX_AP90,B_H_PHOTFLUX_AP90_AVG,B_H_PHOTFLUX_AP_AVG,B_H_VAR_INTER_INDEX,B_H_VAR_INTER_PROB,B_H_VAR_INTER_SIGMA,B_H_VAR_INTRA_INDEX,B_H_VAR_INTRA_PROB,B_HARDNESS_RATIO_HM,B_HARDNESS_RATIO_HS,B_HARDNESS_RATIO_MS,B_M_FLUX_AP90,B_M_FLUX_AP90_AVG,B_M_FLUX_AP_AVG,B_M_FLUX_APEC_AP,B_M_FLUX_APEC_AP90,B_M_FLUX_BB_AP,B_M_FLUX_BB_AP90,B_M_FLUX_BREMS_AP,B_M_FLUX_BREMS_AP90,B_M_FLUX_PLAW_AP,B_M_FLUX_PLAW_AP90,B_M_KP_INTRA_PROB,B_M_KS_INTRA_PROB,B_M_PHOTFLUX_AP,B_M_PHOTFLUX_AP90,B_M_PHOTFLUX_AP90_AVG,B_M_PHOTFLUX_AP_AVG,B_M_VAR_INTER_INDEX,B_M_VAR_INTER_PROB,B_M_VAR_INTER_SIGMA,B_M_VAR_INTRA_INDEX,B_M_VAR_INTRA_PROB,B_POWLAW_AMPL,B_POWLAW_AMPL_RHAT,B_POWLAW_GAMMA,B_POWLAW_GAMMA_RHAT,B_POWLAW_NH,B_POWLAW_NH_RHAT,B_POWLAW_STAT,B_S_FLUX_AP,B_S_FLUX_AP90,B_S_FLUX_AP90_AVG,B_S_FLUX_AP_AVG,B_S_FLUX_APEC_AP,B_S_FLUX_APEC_AP90,B_S_FLUX_BB_AP,B_S_FLUX_BB_AP90,B_S_FLUX_BREMS_AP,B_S_FLUX_BREMS_AP90,B_S_FLUX_PLAW_AP,B_S_FLUX_PLAW_AP90,B_S_KP_INTRA_PROB,B_S_KS_INTRA_PROB,B_S_PHOTFLUX_AP,B_S_PHOTFLUX_AP90,B_S_PHOTFLUX_AP90_AVG,B_S_PHOTFLUX_AP_AVG,B_S_VAR_INTER_INDEX,B_S_VAR_INTER_PROB,B_S_VAR_INTER_SIGMA,B_S_VAR_INTRA_INDEX,B_S_VAR_INTRA_PROB
248,268,1.0,0.8284023668639053,0.0026702127659574463,0.0006543438077634011,0.0009896193771626299,0.0009436090225563909,0.0019453125,0.0009154929577464789,0.0018695652173913045,1.0,1.0,0.0011440886699507391,0.0026657060518731988,0.0026657060518731988,0.0011440886699507391,0.0,0.0,0.0,0.8,1.0,0.0003432203389830508,0.0,0.1555363321799308,0.0,1.9464285714285717e-10,0.0,0.01776978417266187,1.0,0.0,0.0029128630705394193,0.0,0.00034755244755244757,0.0,0.014848024316109423,0.0,0.0005412262156448202,0.0006303901437371664,0.0006469387755102039,0.0005028142589118199,0.0010074074074074072,0.0010074074074074072,0.0005028142589118199,0.0005365344467640918,0.0011711711711711711,0.0005515320334261838,0.0012048192771084338,0.0005447570332480818,0.0011813186813186814,0.0005413711583924349,0.0011785714285714288,1.0,0.997,0.0005474339035769829,0.0012499999999999998,0.0012499999999999998,0.0005474339035769829,0.0,0.0,0.0,0.8,1.0,0.28128128128128127,0.2392392392392392,-0.046246246246246236,0.015993589743589744,0.016045016077170418,0.0026702127659574463,0.002855491329479769,0.03991869918699187,0.0028685714285714282,0.03992,0.0028596491228070173,0.04016528925619835,0.002864705882352941,0.04,1.0,0.983,0.002848920863309353,0.016982758620689653,0.016982758620689653,0.0028862973760932944,0.0,0.0,0.0,0.7,0.9990000000000001,0.0003304761904761905,0.0,0.1162046908315565,0.0,0.0013564814814814813,0.0,0.02128735632183908,0.004668246445497631,0.010403458213256483,0.010524781341107872,0.004906600249066004,0.004458128078817735,0.041820418204182044,0.00424802110817942,0.04021304926764315,0.004559902200488998,0.04235436893203883,0.0046642685851318935,0.043144208037825066,0.8759999999999999,0.9520000000000001,0.0035940099833610658,0.013533333333333335,0.013443708609271524,0.0038095238095238095,0.0,0.0,0.0,0.0,0.35100000000000003
249,624,0.0,0.9467455621301775,6.755319148936169e-06,0.0,2.719723183391004e-06,2.2781954887218044e-06,5.062500000000001e-06,2.1267605633802817e-06,4.673913043478261e-06,0.996,0.9940000000000001,3.509852216748769e-06,8.645533141210375e-06,8.414985590778097e-06,3.497536945812808e-06,0.0,0.389,0.0001753393665158371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.48148148148148e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.875583203732502e-07,2.2640845070422533e-06,7.922535211267605e-07,3.685847589424573e-07,0.375,0.524,4.525714285714285e-06,0.0,0.0,0.18618618618618618,-0.12412412412412412,-0.29029029029029024,4.7435897435897435e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.978417266187051e-06,4.6379310344827586e-05,3.689655172413793e-05,7.0408163265306125e-06,0.0,0.159,0.007478510028653297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5876777251184836e-05,5.187319884726225e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4176372712146422e-05,7.333333333333333e-05,9.205298013245033e-05,2.0987654320987655e-05,0.0,0.121,0.0006692307692307692,0.0,0.0
250,253,1.0,0.8284023668639053,0.0,0.0,9.411764705882354e-06,8.646616541353383e-06,1.8046875e-05,8.274647887323944e-06,1.7173913043478263e-05,0.88,0.889,1.1576354679802957e-05,2.7146974063400577e-05,2.432276657060519e-05,1.0258620689655173e-05,0.375,0.49200000000000005,4.9095022624434386e-05,0.0,0.48,1.0169491525423728e-05,0.0,0.1096885813148789,0.0,4.345238095238096e-10,0.0,0.009280575539568346,0.0955,0.0,0.0017261410788381743,0.0,2.1118881118881113e-06,0.0,0.010091185410334347,0.0,3.995771670190275e-06,4.989733059548255e-06,4.979591836734693e-06,3.639774859287054e-06,6.666666666666666e-06,0.0,0.0,4.237995824634656e-06,8.963963963963963e-06,4.345403899721448e-06,9.216867469879518e-06,4.296675191815856e-06,9.065934065934065e-06,4.255319148936171e-06,9.081632653061225e-06,0.8109999999999999,0.9329999999999999,4.385692068429238e-06,9.71830985915493e-06,8.450704225352112e-06,3.888024883359253e-06,0.0,0.243,1.3314285714285713e-05,0.0,0.0,0.14914914914914912,0.0,0.0,0.0,0.0,0.0,2.9421965317919073e-05,0.00041056910569105693,2.971428571428571e-05,0.00041279999999999995,2.953216374269006e-05,0.00041404958677685946,2.952941176470588e-05,0.00041157024793388424,0.885,0.937,3.0215827338129498e-05,0.0001758620689655172,0.0,0.0,0.5,0.597,0.0019111747851002867,0.0,0.0,4.7619047619047615e-06,0.0,0.17270788912579957,0.0,0.004300925925925926,0.0,0.015356321839080459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8290000000000001,0.873,0.0,0.0,0.0,0.0,0.0,0.40399999999999997,0.0022115384615384614,0.0,0.499
251,795,0.0,0.9467455621301775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,758,0.0,0.9467455621301775,2.5904255319148935e-05,8.521256931608133e-07,7.1972318339100345e-06,6.0526315789473685e-06,1.1171875000000002e-05,5.6338028169014084e-06,1.0289855072463768e-05,0.618,0.8140000000000001,1.2155172413793105e-05,2.527377521613833e-05,1.2622478386167145e-05,5.467980295566503e-06,0.0,0.42200000000000004,0.00016176470588235293,0.0,0.473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.868667917448405e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.121306376360809e-06,0.0,0.0,2.2395023328149302e-07,0.0,0.0,0.0,0.0,0.0,-0.4014014014014014,-0.7087087087087086,-0.4064064064064064,0.00014102564102564104,7.942122186495178e-05,1.3031914893617021e-05,2.445086705202312e-05,0.0003268292682926829,2.48e-05,0.00032959999999999993,2.456140350877193e-05,0.0003289256198347107,2.452941176470588e-05,0.0003264462809917355,0.226,0.0513,2.6618705035971226e-05,0.00016982758620689655,9.999999999999999e-05,1.6909620991253645e-05,0.375,0.555,0.01581661891117479,0.0,0.491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.21563981042654e-05,0.00018414985590778094,7.317784256559768e-05,2.926525529265256e-05,5.726600985221677e-05,0.0006088560885608857,5.844327176781002e-05,0.0006298268974700401,5.6968215158924207e-05,0.0006031553398058252,5.671462829736211e-05,0.0005957446808510638,0.32799999999999996,0.547,7.171381031613977e-05,0.0003,0.0001152317880794702,2.9276895943562608e-05,0.0,0.18,0.009750000000000002,0.0,0.0
253,169,0.0,0.9467455621301775,7.925531914893616e-05,5.730129390018484e-05,2.9377162629757788e-05,2.5601503759398495e-05,4.640625e-05,2.4190140845070423e-05,4.340579710144928e-05,1.0,1.0,3.8669950738916256e-05,7.896253602305475e-05,0.0003717579250720461,0.00016133004926108377,0.625,0.825,0.00033936651583710406,0.2,0.8190000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.185741088180111e-06,1.3148148148148146e-05,6.48148148148148e-05,3.320825515947467e-05,9.561586638830897e-06,1.828828828828829e-05,9.944289693593314e-06,1.9096385542168674e-05,9.769820971867009e-06,1.8626373626373625e-05,9.66903073286052e-06,1.8520408163265304e-05,1.0,1.0,9.393468118195957e-06,1.862676056338028e-05,9.647887323943662e-05,4.230171073094868e-05,0.0,0.0837,6.571428571428571e-06,0.0,0.0,0.047547547547547545,-0.2792792792792792,-0.3203203203203203,0.00042307692307692304,0.0018745980707395497,0.00032074468085106376,8.15028901734104e-05,0.001008130081300813,8.342857142857143e-05,0.001024,8.187134502923976e-05,0.0010082644628099172,8.11764705882353e-05,0.0009999999999999998,1.0,1.0,8.071942446043166e-05,0.000431896551724138,0.002103448275862069,0.0003644314868804665,0.75,0.96,0.03896848137535817,0.2,0.691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002381516587677726,0.0004927953890489913,0.0019504373177842568,0.0008779576587795767,0.00021674876847290646,0.0019311193111931119,0.00021503957783641163,0.0019440745672436757,0.00021882640586797067,0.0019296116504854367,0.00021942446043165468,0.001926713947990544,1.0,1.0,0.00017803660565723792,0.0006360000000000001,0.0026357615894039735,0.0007336860670194002,0.0,0.109,0.002692307692307692,0.0,0.0
254,568,0.0,0.9467455621301775,1.3138297872340424e-05,0.0,6.262975778546714e-06,5.225563909774436e-06,1.21875e-05,4.894366197183099e-06,1.1231884057971016e-05,0.83,0.9179999999999999,8.054187192118227e-06,2.1095100864553313e-05,1.685878962536023e-05,6.243842364532021e-06,0.5,0.594,3.280542986425339e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-0.5535535535535534,7.852564102564104e-05,0.0,0.0,1.578034682080925e-05,0.00022520325203252033,1.5999999999999996e-05,0.00022719999999999997,1.5789473684210526e-05,0.00022727272727272725,1.5823529411764706e-05,0.00022561983471074378,0.0573,0.131,1.5971223021582735e-05,9.741379310344828e-05,7.232758620689656e-05,1.153061224489796e-05,0.0,0.14,0.0020802292263610318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.21563981042654e-05,0.00018386167146974063,0.0,0.0,7.438423645320199e-05,0.0007699876998769988,7.598944591029024e-05,0.0007949400798934755,7.408312958435208e-05,0.000762135922330097,7.362110311750598e-05,0.0007529550827423168,0.894,0.9520000000000001,6.222961730449252e-05,0.00025866666666666665,0.00021456953642384104,5.4320987654320986e-05,0.375,0.498,0.0022692307692307695,0.0,0.0
255,594,0.0,0.9467455621301775,9.361702127659574e-06,0.0,4.636678200692042e-06,3.909774436090225e-06,6.828125e-06,3.6267605633802817e-06,6.311594202898552e-06,0.8009999999999999,0.9059999999999999,5.985221674876847e-06,1.1815561959654178e-05,1.2017291066282422e-05,5.775862068965518e-06,0.0,0.337,0.00012895927601809954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.312597200622084e-07,0.0,5.28169014084507e-07,0.0,0.0,0.000592,4.4742857142857145e-06,0.0,0.0,-0.43243243243243246,-0.8728728728728727,-0.6666666666666665,5.288461538461538e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.079136690647483e-06,4.78448275862069e-05,5.594827586206897e-05,1.0247813411078717e-05,0.0,0.0893,0.01871060171919771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.971563981042655e-05,0.000115850144092219,0.0,0.0,6.243842364532021e-05,0.0005055350553505536,6.385224274406332e-05,0.0005219707057256992,6.222493887530563e-05,0.0004999999999999999,6.175059952038369e-05,0.0004940898345153665,0.746,0.9229999999999999,5.2246256239600665e-05,0.00016999999999999999,0.00015629139072847683,5.1146384479717806e-05,0.0,0.17600000000000002,0.0018826923076923074,0.0,0.0
256,272,0.0,0.9467455621301775,5.372340425531915e-05,6.894639556377079e-06,1.394463667820069e-05,1.169172932330827e-05,2.5078125e-05,1.0915492957746478e-05,2.318840579710145e-05,0.95,0.857,1.9211822660098524e-05,4.755043227665706e-05,5.936599423631124e-05,2.4137931034482758e-05,0.0,0.2,7.918552036199095e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1144465290806755e-06,5.592592592592591e-06,7.629629629629629e-06,3.2082551594746717e-06,4.112734864300626e-06,7.927927927927929e-06,4.233983286908078e-06,8.132530120481928e-06,4.168797953964194e-06,7.967032967032966e-06,4.160756501182034e-06,8.010204081632652e-06,0.616,0.441,4.292379471228617e-06,8.521126760563379e-06,1.3133802816901407e-05,4.432348367029549e-06,0.0,0.23199999999999998,7.199999999999999e-06,0.0,0.0,-0.13613613613613612,-0.3013013013013013,-0.17117117117117117,0.0003365384615384615,0.0005241157556270097,8.244680851063828e-05,4.867052023121387e-05,0.0007414634146341462,4.9314285714285716e-05,0.000748,4.87719298245614e-05,0.000746280991735537,4.8705882352941175e-05,0.0007413223140495867,0.9590000000000001,0.747,5.1942446043165475e-05,0.00033620689655172416,0.0005655172413793103,9.110787172011663e-05,0.0,0.40399999999999997,0.003954154727793697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.786729857819907e-05,0.00024092219020172906,0.00031486880466472303,0.00013449564134495644,8.953201970443352e-05,0.0008880688806888069,9.155672823218998e-05,0.0009174434087882824,8.924205378973106e-05,0.0008798543689320388,8.860911270983213e-05,0.0008676122931442082,0.945,0.833,8.552412645590682e-05,0.0003353333333333333,0.0004364238410596027,0.0001111111111111111,0.0,0.0612,0.0023269230769230767,0.0,0.0
257,158,1.0,0.8284023668639053,2.2074468085106383e-05,0.0,7.1280276816609e-06,6.541353383458646e-06,1.4765625e-05,6.267605633802817e-06,1.3985507246376815e-05,0.894,0.9390000000000001,8.669950738916257e-06,2.207492795389049e-05,1.8414985590778096e-05,6.7610837438423645e-06,0.375,0.474,2.5791855203619907e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4577861163227016e-06,9.111111111111109e-07,0.0,0.0,2.275574112734864e-06,1.608108108108108e-06,2.328690807799443e-06,1.6566265060240964e-06,2.301790281329923e-06,1.626373626373626e-06,2.288416075650118e-06,1.622448979591837e-06,0.972,0.9740000000000001,2.332814930015552e-06,1.6760563380281689e-06,1.426056338028169e-06,2.4572317262830484e-06,0.0,0.105,3.7142857142857138e-06,0.0,0.0,-0.03373373373373373,-0.20520520520520516,-0.17217217217217215,0.0001314102564102564,0.0,0.0,2.329479768786127e-05,0.000332520325203252,2.3485714285714285e-05,0.0003335999999999999,2.3333333333333332e-05,0.00033471074380165286,2.335294117647059e-05,0.0003330578512396694,0.386,0.655,2.3453237410071945e-05,0.00014310344827586207,0.00012758620689655174,2.0262390670553938e-05,0.0,0.0959,0.001742120343839542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.225118483412323e-05,0.00015965417867435159,0.0,0.0,4.9261083743842374e-05,0.0006199261992619927,4.7493403693931406e-05,0.0006031957390146474,5e-05,0.0006262135922330096,5.095923261390887e-05,0.0006335697399527187,0.9009999999999999,0.9690000000000001,3.843594009983361e-05,0.000194,0.00013509933774834434,2.4514991181657847e-05,0.625,0.875,0.005134615384615384,0.0,0.0
258,634,0.0,0.9467455621301775,0.0,0.0,2.5570934256055365e-06,2.1428571428571427e-06,4.53125e-06,2e-06,4.18840579710145e-06,0.981,0.98,3.288177339901478e-06,7.838616714697405e-06,6.599423631123918e-06,2.5492610837438426e-06,0.0,0.348,1.4592760180995475e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.009380863039399e-07,3.018518518518518e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.51632970451011e-07,1.0246478873239436e-06,7.077464788732394e-07,4.743390357698289e-07,0.0,0.0,0.0,0.0,0.0,0.05755755755755755,-0.4104104104104103,-0.43743743743743746,0.0,0.0,0.0,6.127167630057803e-06,9.83739837398374e-05,6.171428571428571e-06,9.919999999999999e-05,6.140350877192982e-06,9.917355371900826e-05,6.117647058823529e-06,9.83471074380165e-05,0.972,0.593,6.187050359712231e-06,4.258620689655173e-05,3.206896551724138e-05,5e-06,0.0,0.0128,0.006361031518624643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1059113300492614e-05,0.00022878228782287826,2.150395778364116e-05,0.0002356857523302264,2.0904645476772616e-05,0.00022572815533980582,2.0863309352517984e-05,0.00022340425531914895,0.983,0.998,1.7637271214642264e-05,7.666666666666667e-05,6.311258278145695e-05,1.5079365079365079e-05,0.0,0.10099999999999999,0.0016519230769230767,0.0,0.0
259,464,0.0,0.9467455621301775,0.00010531914893617021,0.0,4.325259515570935e-05,3.703007518796992e-05,7.8125e-05,3.4788732394366196e-05,7.318840579710145e-05,0.963,0.9079999999999999,5.652709359605912e-05,0.0001345821325648415,0.00015763688760806916,6.637931034482759e-05,0.0,0.39299999999999996,0.0002771493212669683,0.0,0.244,0.00036610169491525427,0.0,0.05830449826989619,0.0,6.488095238095238e-10,0.0,0.014388489208633094,0.0209,0.0,1.1618257261410789e-09,0.0,1.076923076923077e-05,0.0,0.008601823708206687,0.0,1.0274841437632134e-05,1.455852156057495e-05,1.5959183673469386e-05,7.636022514071295e-06,1.418518518518518e-05,0.0,0.0,9.54070981210856e-06,2.054054054054054e-05,9.860724233983286e-06,2.132530120481928e-05,9.718670076726342e-06,2.082417582417582e-05,9.645390070921986e-06,2.0765306122448983e-05,0.996,0.95,9.642301710730948e-06,2.1760563380281688e-05,2.954225352112676e-05,1.3063763608087093e-05,0.375,0.5710000000000001,7.657142857142857e-05,0.0,0.47100000000000003,-0.12412412412412412,-0.49649649649649646,-0.39639639639639634,0.0006282051282051283,0.0,0.0,0.00011502890173410404,0.0016097560975609757,0.00011714285714285715,0.0016319999999999998,0.0001152046783625731,0.0016198347107438018,0.00011529411764705884,0.0016033057851239669,0.912,0.682,0.00011654676258992806,0.0006948275862068966,0.0007198275862068966,0.0001228862973760933,0.0,0.0139,0.0046131805157593134,0.1,0.664,2.0190476190476192e-05,0.0,0.23347547974413643,0.0,8.796296296296295e-09,0.0,0.009885057471264367,0.00039218009478672995,0.0009596541786743514,0.0,0.0,0.0003756157635467981,0.0037392373923739236,0.0003786279683377309,0.003808255659121173,0.0003765281173594132,0.003725728155339805,0.00037649880095923255,0.003699763593380615,0.975,0.866,0.00030948419301164725,0.00124,0.0014900662251655628,0.0003950617283950617,0.0,0.0892,0.011346153846153844,0.0,0.376
260,674,0.0,0.9467455621301775,0.0001234042553191489,0.0,6.782006920415225e-05,5.714285714285714e-05,0.00012187500000000001,5.352112676056338e-05,0.00011304347826086958,0.983,0.998,8.768472906403941e-05,0.00021037463976945244,0.00020547550432276657,8.596059113300493e-05,0.0,0.019,0.00020588235294117645,0.0,0.26,0.0024661016949152543,0.0,0.04013840830449827,0.0,1.3273809523809525e-10,0.0,0.019856115107913668,0.0111,0.0,9.294605809128631e-10,0.0,2.2937062937062934e-05,0.0,0.017173252279635256,0.0,1.4122621564482028e-05,1.8213552361396307e-05,2.1224489795918364e-05,7.279549718574108e-06,1.4555555555555551e-05,0.0,0.0,1.0772442588726515e-05,2.3468468468468468e-05,1.1086350974930363e-05,2.421686746987952e-05,1.0946291560102299e-05,2.3736263736263735e-05,1.0874704491725769e-05,2.3724489795918367e-05,0.9490000000000001,0.988,1.0964230171073096e-05,2.503521126760563e-05,2.3239436619718308e-05,1.0139968895800936e-05,0.5,0.667,1.6685714285714283e-05,0.0,0.465,-0.14114114114114112,-0.6536536536536536,-0.5625625625625625,0.0007660256410256409,0.0,0.0,0.00013468208092485548,0.001959349593495935,0.00013657142857142855,0.001976,0.0001350877192982456,0.0019669421487603306,0.00013470588235294116,0.001958677685950413,0.981,0.9690000000000001,0.0001353956834532374,0.0008370689655172413,0.0007939655172413793,0.00012973760932944605,0.0,0.354,0.0024326647564469916,0.0,0.42700000000000005,3.104761904761905e-05,0.0,0.2771855010660981,0.0,1.4259259259259257e-09,0.0,0.01349425287356322,0.0006860189573459716,0.0016945244956772332,0.0,0.0,0.0006711822660098524,0.006826568265682657,0.0006820580474934038,0.007003994673768311,0.0006699266503667482,0.006771844660194174,0.0006678657074340528,0.006702127659574469,0.941,0.981,0.0005590682196339434,0.00228,0.002271523178807947,0.0005978835978835979,0.0,0.107,0.026730769230769228,0.1,0.504
261,93,0.0,0.9467455621301775,2.085106382978723e-05,3.4750462107208876e-06,6.851211072664361e-06,5.827067669172932e-06,1.3125e-05,5.457746478873239e-06,1.2173913043478263e-05,0.7879999999999999,0.9420000000000001,8.953201970443351e-06,2.2680115273775215e-05,3.2564841498559076e-05,1.293103448275862e-05,0.625,0.674,3.653846153846153e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.078799249530957e-07,1.3370370370370368e-06,3.4592592592592588e-06,1.6303939962476546e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.035769828926905e-07,2.1654929577464787e-06,5.387323943661972e-06,2.255054432348367e-06,0.0,0.237,5.0285714285714285e-06,0.0,0.0,-0.4704704704704704,-0.6526526526526526,-0.25625625625625625,0.0001301282051282051,0.00018585209003215436,2.9468085106382977e-05,2.4335260115606934e-05,0.0003471544715447154,2.474285714285714e-05,0.00035119999999999997,2.43859649122807e-05,0.0003495867768595041,2.4352941176470587e-05,0.0003471074380165289,0.775,0.856,2.3884892086330937e-05,0.00014741379310344828,0.0002086206896551724,3.440233236151604e-05,0.625,0.715,0.002555873925501433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.414691943127963e-05,0.00015014409221902016,0.00018979591836734697,7.185554171855541e-05,5.566502463054188e-05,0.0006211562115621157,5.620052770448549e-05,0.000633821571238349,5.562347188264059e-05,0.0006177184466019417,5.551558752997602e-05,0.0006122931442080378,0.76,0.396,4.608985024958403e-05,0.00020933333333333332,0.0002615894039735099,6.278659611992945e-05,0.0,0.384,0.002692307692307692,0.0,0.0
262,798,0.0,0.9526627218934911,0.0,2.9205175600739374e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5475504322766568e-06,9.667487684729064e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7491961414791e-05,3.691489361702127e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.827586206896552e-05,3.935860058309038e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9241982507288632e-05,3.362391033623911e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.966887417218543e-05,6.172839506172839e-06,0.0,0.0,0.0,0.0,0.0
