,A_NAME,A_RA,A_DEC,A_DATABASE_TABLE,A_OBSERVATORY,B_NAME,B_RA,B_DEC,XOFFSET_
43,CEN X-4              ,224.591667,-31.668889,INTREFCAT       ,INTEGRAL     ,2CXO J145821.9-314007 ,224.591322,-31.668837,0.018
44,CEN X-4              ,224.591288,-31.668672,XRBCAT          ,             ,2CXO J145821.9-314007 ,224.591322,-31.668837,0.01
45,V822 CEN             ,224.59125,-31.668611,RITTERLMXB      ,             ,2CXO J145821.9-314007 ,224.591322,-31.668837,0.014
46,CIR X-1              ,230.170417,-57.166944,INTREFCAT       ,INTEGRAL     ,2CXO J152040.2-571000X,230.167685,-57.16686,0.089
47,CIR X-1              ,230.169803,-57.166747,XRBCAT          ,             ,2CXO J152040.2-571000X,230.167685,-57.16686,0.069
48,CIR X-1              ,230.170417,-57.166944,INTREFCAT       ,INTEGRAL     ,2CXO J152040.8-571000 ,230.1702,-57.166675,0.018
49,CIR X-1              ,230.169803,-57.166747,XRBCAT          ,             ,2CXO J152040.8-571000 ,230.1702,-57.166675,0.014
50,CIR X-1              ,230.170417,-57.166944,INTREFCAT       ,INTEGRAL     ,2CXO J152041.7-571011 ,230.174138,-57.169822,0.211
51,UW CRB               ,241.440417,25.8625,RITTERLMXB      ,             ,2CXO J160545.8+255145 ,241.441205,25.862581,0.043
52,SAXWFC J1612.7-5224.6,243.164583,-52.41,SAXWFCCAT       ,BEPPOSAX     ,2CXO J161240.6-522436 ,243.169511,-52.410272,0.181
53,QX NOR               ,243.179167,-52.423056,RITTERLMXB      ,             ,2CXO J161243.0-522523 ,243.179378,-52.423114,0.008
54,H 1608-522           ,243.179167,-52.423056,INTREFCAT       ,INTEGRAL     ,2CXO J161243.0-522523 ,243.179378,-52.423114,0.008
55,4U1608-522           ,243.178557,-52.422947,XRBCAT          ,             ,2CXO J161243.0-522523 ,243.179378,-52.423114,0.032
56,QX NOR               ,243.179167,-52.423056,RITTERLMXB      ,             ,2CXO J161243.1-522523X,243.179625,-52.423294,0.022
57,H 1608-522           ,243.179167,-52.423056,INTREFCAT       ,INTEGRAL     ,2CXO J161243.1-522523X,243.179625,-52.423294,0.022
58,4U1608-522           ,243.178557,-52.422947,XRBCAT          ,             ,2CXO J161243.1-522523X,243.179625,-52.423294,0.044
59,2E 1613.5-5053       ,244.40125,-51.040278,INTREFCAT       ,INTEGRAL     ,2CXO J161736.2-510224 ,244.400927,-51.04022,0.013
60,HER X-1              ,254.457223,35.34242,XRBCAT          ,             ,2CXO J165749.7+352033 ,254.457353,35.342512,0.008
61,HER X-1              ,254.4575,35.3425,INTREFCAT       ,INTEGRAL     ,2CXO J165749.7+352033 ,254.457353,35.342512,0.007
62,A1658-298            ,255.52595,-29.945881,XRBCAT          ,             ,2CXO J170206.5-295644 ,255.527181,-29.945609,0.066
63,H 1658-298           ,255.52625,-29.945833,INTREFCAT       ,INTEGRAL     ,2CXO J170206.5-295644 ,255.527181,-29.945609,0.05
64,V2134 OPH            ,255.526667,-29.945556,RITTERLMXB      ,             ,2CXO J170206.5-295644 ,255.527181,-29.945609,0.027
65,4U1702-429           ,256.563192,-43.035952,XRBCAT          ,             ,2CXO J170615.3-430208 ,256.563917,-43.035801,0.033
66,H 1702-429           ,256.56375,-43.035833,INTREFCAT       ,INTEGRAL     ,2CXO J170615.3-430208 ,256.563917,-43.035801,0.008
67,XTE J1709-267        ,257.376667,-26.655556,INTREFCAT       ,INTEGRAL     ,2CXO J170930.3-263919 ,257.376621,-26.655548,0.003
68,XTE J1710-281        ,257.55125,-28.131667,INTREFCAT       ,INTEGRAL     ,2CXO J171012.5-280750 ,257.552347,-28.130798,0.078
69,J1710-2807           ,257.5525,-28.130833,RITTERLMXB      ,             ,2CXO J171012.5-280750 ,257.552347,-28.130798,0.008
70,4U 1708-40           ,258.099167,-40.842778,INTREFCAT       ,INTEGRAL     ,2CXO J171223.7-405034 ,258.099163,-40.842823,0.003
71,1RXS J171824.2-40293 ,259.600417,-40.491667,INTREFCAT       ,INTEGRAL     ,2CXO J171824.1-402933 ,259.600626,-40.492545,0.054
72,M1715-321            ,259.696852,-32.177834,XRBCAT          ,             ,2CXO J171847.4-321032 ,259.697892,-32.17561,0.143
73,1H 1715-321          ,259.6975,-32.177778,INTREFCAT       ,INTEGRAL     ,2CXO J171847.4-321032 ,259.697892,-32.17561,0.132
74,IGR J17254-3257      ,261.353333,-32.954167,INTREFCAT       ,INTEGRAL     ,2CXO J172524.9-325714 ,261.354147,-32.954104,0.041
75,E1724-307            ,261.888086,-30.802042,XRBCAT          ,             ,2CXO J172733.1-304807 ,261.888321,-30.802216,0.016
76,4U 1722-30           ,261.888333,-30.801944,INTREFCAT       ,INTEGRAL     ,2CXO J172733.1-304807 ,261.888321,-30.802216,0.016
77,RAPID BURSTER        ,263.349799,-33.387828,XRBCAT          ,             ,2CXO J173324.1-332325 ,263.350452,-33.390546,0.166
78,4U 1730-335          ,263.350417,-33.387778,INTREFCAT       ,INTEGRAL     ,2CXO J173324.1-332325 ,263.350452,-33.390546,0.166
79,RAPID BURSTER        ,263.349799,-33.387828,XRBCAT          ,             ,2CXO J173324.5-332320 ,263.352479,-33.388921,0.149
80,4U 1730-335          ,263.350417,-33.387778,INTREFCAT       ,INTEGRAL     ,2CXO J173324.5-332320 ,263.352479,-33.388921,0.124
81,SAXWFC J1734.2-2605.2,263.54375,-26.087083,SAXWFCCAT       ,BEPPOSAX     ,2CXO J173410.1-260524 ,263.542399,-26.090134,0.197
82,K1731-260            ,263.553901,-26.085898,XRBCAT          ,             ,2CXO J173413.4-260518 ,263.556034,-26.088528,0.195
83,KS 1731-260          ,263.555833,-26.088611,INTREFCAT       ,INTEGRAL     ,2CXO J173413.4-260518 ,263.556034,-26.088528,0.012
84,XB 1732-304          ,263.948333,-30.482222,INTREFCAT       ,INTEGRAL     ,2CXO J173547.0-302858 ,263.945897,-30.482815,0.131
85,HA1732-304           ,263.94806,-30.482118,XRBCAT          ,             ,2CXO J173547.0-302858 ,263.945897,-30.482815,0.119
86,XB 1732-304          ,263.948333,-30.482222,INTREFCAT       ,INTEGRAL     ,2CXO J173547.2-302855 ,263.946951,-30.481989,0.073
87,HA1732-304           ,263.94806,-30.482118,XRBCAT          ,             ,2CXO J173547.2-302855 ,263.946951,-30.481989,0.058
88,XB 1732-304          ,263.948333,-30.482222,INTREFCAT       ,INTEGRAL     ,2CXO J173547.6-302858 ,263.948614,-30.482933,0.045
89,HA1732-304           ,263.94806,-30.482118,XRBCAT          ,             ,2CXO J173547.6-302858 ,263.948614,-30.482933,0.057
90,SLX 1735-269         ,264.57125,-26.994167,INTREFCAT       ,INTEGRAL     ,2CXO J173817.0-265939 ,264.571236,-26.994189,0.002
91,SLX 1735-269         ,264.57125,-26.994167,INTREFCAT       ,INTEGRAL     ,2CXO J173817.0-265940X,264.571102,-26.994616,0.028
92,XTE J1739-285        ,264.975,-28.496389,INTREFCAT       ,INTEGRAL     ,2CXO J173953.9-282946 ,264.974746,-28.49623,0.016
93,SAXWFC J1740.7-2818.5,265.17,-28.308389,SAXWFCCAT       ,BEPPOSAX     ,2CXO J174040.0-281830 ,265.166716,-28.308421,0.173
94,GRO J1744-28         ,266.137917,-28.738611,INTREFCAT       ,INTEGRAL     ,2CXO J174433.0-284426 ,266.137758,-28.740797,0.131
95,J1744-2844           ,266.137917,-28.740833,RITTERLMXB      ,             ,2CXO J174433.0-284426 ,266.137758,-28.740797,0.009
96,GRO J1744-28         ,266.153139,-28.760357,XRBCAT          ,             ,2CXO J174436.8-284537 ,266.153406,-28.760354,0.014
97,SAXWFC J1744.9-2921.2,266.216667,-29.353,SAXWFCCAT       ,BEPPOSAX     ,2CXO J174451.1-292116 ,266.212968,-29.354525,0.214
98,GRS 1741.9-2853      ,266.259583,-28.913889,INTREFCAT       ,INTEGRAL     ,2CXO J174502.3-285449 ,266.259684,-28.913859,0.006
99,GRS 1741.9-2853      ,266.259583,-28.913889,INTREFCAT       ,INTEGRAL     ,2CXO J174502.1-285448X,266.259099,-28.913482,0.035
100,1A 1742-289          ,266.404167,-29.018611,INTREFCAT       ,INTEGRAL     ,2CXO J174536.1-290107 ,266.400645,-29.018636,0.185
101,1A 1742-289          ,266.404167,-29.018611,INTREFCAT       ,INTEGRAL     ,2CXO J174536.3-290111 ,266.401499,-29.019758,0.156
102,1A 1742-289          ,266.404167,-29.018611,INTREFCAT       ,INTEGRAL     ,2CXO J174536.5-290109 ,266.402468,-29.019376,0.1
103,1A 1742-289          ,266.404167,-29.018611,INTREFCAT       ,INTEGRAL     ,2CXO J174536.5-290114 ,266.402147,-29.020567,0.158
104,1A 1742-289          ,266.404167,-29.018611,INTREFCAT       ,INTEGRAL     ,2CXO J174536.6-290109 ,266.402726,-29.019174,0.083
105,1A 1742-289          ,266.404167,-29.018611,INTREFCAT       ,INTEGRAL     ,2CXO J174536.7-290056 ,266.40307,-29.015745,0.181
106,1A 1742-289          ,266.404167,-29.018611,INTREFCAT       ,INTEGRAL     ,2CXO J174536.7-290107 ,266.403262,-29.018745,0.048
107,1A 1742-289          ,266.404167,-29.018611,INTREFCAT       ,INTEGRAL     ,2CXO J174536.8-290114 ,266.403427,-29.020625,0.127
108,1A 1742-289          ,266.404167,-29.018611,INTREFCAT       ,INTEGRAL     ,2CXO J174537.0-290058 ,266.404226,-29.016175,0.146
109,1A 1742-289          ,266.404167,-29.018611,INTREFCAT       ,INTEGRAL     ,2CXO J174537.0-290110 ,266.404221,-29.019606,0.06
110,1A 1742-289          ,266.404167,-29.018611,INTREFCAT       ,INTEGRAL     ,2CXO J174537.1-290055 ,266.404939,-29.015426,0.195
111,1A 1742-289          ,266.404167,-29.018611,INTREFCAT       ,INTEGRAL     ,2CXO J174537.3-290058 ,266.405434,-29.016159,0.161
112,1A 1742-289          ,266.404167,-29.018611,INTREFCAT       ,INTEGRAL     ,2CXO J174537.5-290058 ,266.406554,-29.016249,0.189
113,J1748-2021#1         ,267.2175,-20.358889,RITTERLMXB      ,             ,2CXO J174851.8-202133 ,267.216113,-20.359429,0.084
114,1A 1742-294          ,266.522917,-29.515278,INTREFCAT       ,INTEGRAL     ,2CXO J174605.2-293053 ,266.52171,-29.514876,0.067
115,1WGA J1746.0-2930    ,266.52,-29.5125,WGACAT          ,ROSAT        ,2CXO J174605.2-293053 ,266.52171,-29.514876,0.168
116,1WGA J1746.0-2930    ,266.519167,-29.515333,WGACAT          ,ROSAT        ,2CXO J174605.2-293053 ,266.52171,-29.514876,0.136
117,1WGA J1746.0-2930    ,266.52125,-29.511389,WGACAT          ,ROSAT        ,2CXO J174605.2-293053 ,266.52171,-29.514876,0.211
118,IGR J17473-2721      ,266.825417,-27.344167,INTREFCAT       ,INTEGRAL     ,2CXO J174718.0-272038 ,266.825156,-27.344152,0.014
119,SAXWFC J1747.0-2853.3,266.746667,-28.888278,SAXWFCCAT       ,BEPPOSAX     ,2CXO J174659.2-285328 ,266.74671,-28.891263,0.179
120,SAXWFC J1747.0-2853.3,266.746667,-28.888278,SAXWFCCAT       ,BEPPOSAX     ,2CXO J174659.3-285321 ,266.747305,-28.889387,0.075
121,1A 1743-288          ,266.760833,-28.883056,INTREFCAT       ,INTEGRAL     ,2CXO J174702.5-285259 ,266.760784,-28.883084,0.003
122,1A 1743-288          ,266.760833,-28.883056,INTREFCAT       ,INTEGRAL     ,2CXO J174702.9-285254 ,266.762132,-28.881751,0.104
123,1A 1743-288          ,266.760833,-28.883056,INTREFCAT       ,INTEGRAL     ,2CXO J174702.9-285305 ,266.762152,-28.884893,0.13
124,IGR J17464-2811      ,266.8175,-28.18,INTREFCAT       ,INTEGRAL     ,2CXO J174716.1-281048 ,266.817333,-28.180017,0.009
125,1WGA J1747.4-3002    ,266.854167,-30.039056,WGACAT          ,ROSAT        ,2CXO J174725.2-300216 ,266.855063,-30.037798,0.089
126,SL1744-300           ,266.857637,-30.041922,XRBCAT          ,             ,2CXO J174726.0-300241 ,266.85842,-30.044968,0.187
127,SLX 1744-300         ,266.855833,-30.044722,INTREFCAT       ,INTEGRAL     ,2CXO J174726.0-300241 ,266.85842,-30.044968,0.135
128,J1748-2446           ,267.02,-24.780278,RITTERLMXB      ,             ,2CXO J174803.9-244647 ,267.016625,-24.779865,0.185
129,J1748-2446           ,267.02,-24.780278,RITTERLMXB      ,             ,2CXO J174804.0-244640 ,267.017065,-24.777961,0.212
130,J1748-2446           ,267.02,-24.780278,RITTERLMXB      ,             ,2CXO J174804.1-244648 ,267.017438,-24.780039,0.14
131,J1748-2446           ,267.02,-24.780278,RITTERLMXB      ,             ,2CXO J174804.2-244642 ,267.017642,-24.778462,0.168
132,J1748-2446           ,267.02,-24.780278,RITTERLMXB      ,             ,2CXO J174804.4-244638 ,267.018377,-24.777343,0.197
133,J1748-2446           ,267.02,-24.780278,RITTERLMXB      ,             ,2CXO J174804.4-244641 ,267.018367,-24.77818,0.154
134,EXO 1745-248         ,267.021667,-24.780556,INTREFCAT       ,INTEGRAL     ,2CXO J174804.5-244640 ,267.019043,-24.777991,0.21
135,J1748-2446           ,267.02,-24.780278,RITTERLMXB      ,             ,2CXO J174804.5-244640 ,267.019043,-24.777991,0.147
136,EXO 1745-248         ,267.021667,-24.780556,INTREFCAT       ,INTEGRAL     ,2CXO J174804.5-244642 ,267.019036,-24.778378,0.194
137,J1748-2446           ,267.02,-24.780278,RITTERLMXB      ,             ,2CXO J174804.5-244642 ,267.019036,-24.778378,0.126
138,EXO 1745-248         ,267.021667,-24.780556,INTREFCAT       ,INTEGRAL     ,2CXO J174804.6-244645 ,267.019219,-24.779302,0.153
139,J1748-2446           ,267.02,-24.780278,RITTERLMXB      ,             ,2CXO J174804.6-244645 ,267.019219,-24.779302,0.072
140,EXO 1745-248         ,267.021667,-24.780556,INTREFCAT       ,INTEGRAL     ,2CXO J174804.7-244642 ,267.019767,-24.778574,0.158
141,J1748-2446           ,267.02,-24.780278,RITTERLMXB      ,             ,2CXO J174804.7-244642 ,267.019767,-24.778574,0.103
142,EXO 1745-248         ,267.021667,-24.780556,INTREFCAT       ,INTEGRAL     ,2CXO J174804.8-244639 ,267.020126,-24.777609,0.196
143,J1748-2446           ,267.02,-24.780278,RITTERLMXB      ,             ,2CXO J174804.8-244639 ,267.020126,-24.777609,0.16
144,EXO 1745-248         ,267.021667,-24.780556,INTREFCAT       ,INTEGRAL     ,2CXO J174804.8-244645 ,267.020052,-24.779181,0.121
145,J1748-2446           ,267.02,-24.780278,RITTERLMXB      ,             ,2CXO J174804.8-244645 ,267.020052,-24.779181,0.066
146,EXO 1745-248         ,267.021667,-24.780556,INTREFCAT       ,INTEGRAL     ,2CXO J174804.8-244649 ,267.020092,-24.780311,0.087
147,J1748-2446           ,267.02,-24.780278,RITTERLMXB      ,             ,2CXO J174804.8-244649 ,267.020092,-24.780311,0.005
148,EXO 1745-248         ,267.021667,-24.780556,INTREFCAT       ,INTEGRAL     ,2CXO J174805.0-244641 ,267.020973,-24.778135,0.15
149,J1748-2446           ,267.02,-24.780278,RITTERLMXB      ,             ,2CXO J174805.0-244641 ,267.020973,-24.778135,0.139
150,EXO 1745-248         ,267.021667,-24.780556,INTREFCAT       ,INTEGRAL     ,2CXO J174805.2-244647 ,267.021758,-24.779901,0.04
151,J1748-2446           ,267.02,-24.780278,RITTERLMXB      ,             ,2CXO J174805.2-244647 ,267.021758,-24.779901,0.098
152,EXO 1745-248         ,267.021667,-24.780556,INTREFCAT       ,INTEGRAL     ,2CXO J174805.2-244651 ,267.02194,-24.781027,0.032
153,J1748-2446           ,267.02,-24.780278,RITTERLMXB      ,             ,2CXO J174805.2-244651 ,267.02194,-24.781027,0.115
154,EXO 1745-248         ,267.021667,-24.780556,INTREFCAT       ,INTEGRAL     ,2CXO J174805.3-244637 ,267.022481,-24.777164,0.208
155,EXO 1745-248         ,267.021667,-24.780556,INTREFCAT       ,INTEGRAL     ,2CXO J174805.3-244652 ,267.022342,-24.781387,0.062
156,J1748-2446           ,267.02,-24.780278,RITTERLMXB      ,             ,2CXO J174805.3-244652 ,267.022342,-24.781387,0.144
157,EXO 1745-248         ,267.021667,-24.780556,INTREFCAT       ,INTEGRAL     ,2CXO J174805.3-244656 ,267.022397,-24.782381,0.117
158,J1748-2446           ,267.02,-24.780278,RITTERLMXB      ,             ,2CXO J174805.3-244656 ,267.022397,-24.782381,0.182
159,EXO 1745-248         ,267.021667,-24.780556,INTREFCAT       ,INTEGRAL     ,2CXO J174805.4-244643X,267.022568,-24.778799,0.116
160,J1748-2446           ,267.02,-24.780278,RITTERLMXB      ,             ,2CXO J174805.4-244643X,267.022568,-24.778799,0.166
161,SAXWFC J1748.1-2446.1,267.026667,-24.769083,SAXWFCCAT       ,BEPPOSAX     ,2CXO J174805.7-244603 ,267.024155,-24.767679,0.161
162,EXO 1745-248         ,267.021667,-24.780556,INTREFCAT       ,INTEGRAL     ,2CXO J174805.8-244656 ,267.024219,-24.782263,0.173
163,SAXWFC J1748.1-2446.1,267.026667,-24.769083,SAXWFCCAT       ,BEPPOSAX     ,2CXO J174806.1-244617 ,267.025705,-24.771629,0.161
164,J1748-3607           ,267.054583,-36.1325,RITTERLMXB      ,             ,2CXO J174813.1-360758 ,267.054676,-36.13281,0.019
165,1A 1744-361          ,267.08,-36.121389,INTREFCAT       ,INTEGRAL     ,2CXO J174819.2-360716 ,267.080098,-36.121268,0.009
166,J1748-2021#1         ,267.2175,-20.358889,RITTERLMXB      ,             ,2CXO J174851.8-202143 ,267.215945,-20.362173,0.216
167,J1748-2021#2         ,267.22,-20.356667,RITTERLMXB      ,             ,2CXO J174852.1-202132 ,267.217314,-20.359012,0.206
168,J1748-2021#1         ,267.2175,-20.358889,RITTERLMXB      ,             ,2CXO J174852.1-202132 ,267.217314,-20.359012,0.013
169,J1748-2021#2         ,267.22,-20.356667,RITTERLMXB      ,             ,2CXO J174852.3-202134 ,267.217944,-20.359585,0.21
170,J1748-2021#1         ,267.2175,-20.358889,RITTERLMXB      ,             ,2CXO J174852.3-202134 ,267.217944,-20.359585,0.049
171,J1748-2021#2         ,267.22,-20.356667,RITTERLMXB      ,             ,2CXO J174852.4-202129 ,267.218485,-20.358304,0.13
172,J1748-2021#1         ,267.2175,-20.358889,RITTERLMXB      ,             ,2CXO J174852.4-202129 ,267.218485,-20.358304,0.066
173,J1748-2021#2         ,267.22,-20.356667,RITTERLMXB      ,             ,2CXO J174852.4-202132 ,267.21837,-20.358959,0.165
174,J1748-2021#1         ,267.2175,-20.358889,RITTERLMXB      ,             ,2CXO J174852.4-202132 ,267.21837,-20.358959,0.049
175,J1748-2021#2         ,267.22,-20.356667,RITTERLMXB      ,             ,2CXO J174852.6-202134 ,267.219429,-20.359482,0.172
176,J1748-2021#1         ,267.2175,-20.358889,RITTERLMXB      ,             ,2CXO J174852.6-202134 ,267.219429,-20.359482,0.114
177,J1748-2021#1         ,267.2175,-20.358889,RITTERLMXB      ,             ,2CXO J174852.6-202140 ,267.219229,-20.361318,0.175
178,J1748-2021#2         ,267.22,-20.356667,RITTERLMXB      ,             ,2CXO J174852.7-202124 ,267.219768,-20.356872,0.018
179,J1748-2021#1         ,267.2175,-20.358889,RITTERLMXB      ,             ,2CXO J174852.7-202124 ,267.219768,-20.356872,0.176
180,J1748-2021#2         ,267.22,-20.356667,RITTERLMXB      ,             ,2CXO J174852.7-202125X,267.219619,-20.357165,0.037
181,J1748-2021#1         ,267.2175,-20.358889,RITTERLMXB      ,             ,2CXO J174852.7-202125X,267.219619,-20.357165,0.158
182,J1748-2021#1         ,267.2175,-20.358889,RITTERLMXB      ,             ,2CXO J174852.7-202141 ,267.219762,-20.361609,0.207
183,J1748-2021#2         ,267.22,-20.356667,RITTERLMXB      ,             ,2CXO J174852.8-202131 ,267.220334,-20.358797,0.129
184,J1748-2021#1         ,267.2175,-20.358889,RITTERLMXB      ,             ,2CXO J174852.8-202131 ,267.220334,-20.358797,0.16
185,J1748-2021#2         ,267.22,-20.356667,RITTERLMXB      ,             ,2CXO J174852.8-202133 ,267.22021,-20.359442,0.167
186,J1748-2021#1         ,267.2175,-20.358889,RITTERLMXB      ,             ,2CXO J174852.8-202133 ,267.22021,-20.359442,0.156
187,J1748-2021#1         ,267.2175,-20.358889,RITTERLMXB      ,             ,2CXO J174852.9-202138 ,267.220524,-20.360671,0.201
188,J1748-2021#2         ,267.22,-20.356667,RITTERLMXB      ,             ,2CXO J174853.1-202127 ,267.22131,-20.357511,0.089
189,4U1745-203           ,267.222663,-20.367235,XRBCAT          ,             ,2CXO J174853.1-202202 ,267.221514,-20.36745,0.066
190,J1749-2808           ,267.382083,-28.134722,RITTERLMXB      ,             ,2CXO J174931.1-280757 ,267.37983,-28.132752,0.168
191,J1749-2808           ,267.382083,-28.134722,RITTERLMXB      ,             ,2CXO J174931.7-280805 ,267.382206,-28.134737,0.007
192,J1749-2919           ,267.480833,-29.322222,RITTERLMXB      ,             ,2CXO J174955.3-291919 ,267.480748,-29.322086,0.009
193,SAXWFC J1750.2-3703.1,267.539167,-37.052083,SAXWFCCAT       ,BEPPOSAX     ,2CXO J175009.7-370300 ,267.54075,-37.050032,0.145
194,4U1746-370           ,267.552271,-37.052284,XRBCAT          ,             ,2CXO J175012.1-370313 ,267.550686,-37.053781,0.118
195,1H 1746-370          ,267.552917,-37.052222,INTREFCAT       ,INTEGRAL     ,2CXO J175012.1-370313 ,267.550686,-37.053781,0.142
196,4U1746-370           ,267.552271,-37.052284,XRBCAT          ,             ,2CXO J175012.3-370310 ,267.551581,-37.053012,0.055
