#name,ra,dec,usrid,separation,probability,err_ellipse_r0,err_ellipse_r1,err_ellipse_ang,significance,likelihood_class,conf_flag,sat_src_flag,streak_src_flag,flux_aper_b,flux_aper_lolim_b,flux_aper_hilim_b,flux_aper_w,flux_aper_lolim_w,flux_aper_hilim_w
 2CXO J002733.7-013452, 00 27 33.80,-01 34 52.58, 163704,     0.62,     0.07,     0.84,     0.82,    114.3,     2.17,                TRUE,FALSE,FALSE,FALSE,1.384e-14,7.451e-15,2.022e-14,         ,         ,         
 2CXO J002752.4+002615, 00 27 52.44,+00 26 15.22,  17184,     0.75,     0.11,     1.35,     0.83,    129.3,     5.35,                TRUE,FALSE,FALSE,FALSE,3.211e-13,2.523e-13,3.899e-13,         ,         ,         
 2CXO J003131.4+003420, 00 31 31.45,+00 34 20.11,  57090,     0.56,     0.06,     0.74,     0.73,    154.6,     6.82,                TRUE,FALSE,FALSE,FALSE,4.905e-14,4.182e-14,5.629e-14,         ,         ,         
 2CXO J003202.9+003751, 00 32 02.96,+00 37 51.75,   7627,     0.88,     0.23,     2.88,     2.01,     76.6,     3.20,                TRUE,FALSE,FALSE,FALSE,1.310e-14,7.174e-15,1.903e-14,         ,         ,         
 2CXO J003244.6-214420, 00 32 44.62,-21 44 20.83,  77738,     0.96,     0.22,     2.72,     1.95,    138.1,     8.11,                TRUE,FALSE,FALSE,FALSE,2.267e-13,1.893e-13,2.640e-13,         ,         ,         
 2CXO J003258.7-433037, 00 32 58.75,-43 30 37.72,  19746,     0.66,     0.20,     2.49,     1.63,    165.4,     3.41,                TRUE,FALSE,FALSE,FALSE,4.209e-15,2.391e-15,5.930e-15,         ,         ,         
 2CXO J003302.5-432652, 00 33 02.57,-43 26 52.24,  19762,     0.96,     0.15,     1.81,     1.33,     23.0,     6.57,                TRUE,FALSE,FALSE,FALSE,2.618e-14,2.182e-14,3.054e-14,         ,         ,         
 2CXO J003305.9-432051, 00 33 05.95,-43 20 51.34,  30587,     0.90,     0.27,     3.32,     1.82,     35.7,     2.72,                TRUE,FALSE,FALSE,FALSE,8.864e-16,0.000e+00,1.817e-15,         ,         ,         
 2CXO J003312.3-431841, 00 33 12.38,-43 18 41.94,  30591,     0.95,     0.10,     1.28,     0.97,     66.8,     5.84,                TRUE,FALSE,FALSE,FALSE,2.926e-14,2.402e-14,3.451e-14,         ,         ,         
 2CXO J003316.3-433131, 00 33 16.36,-43 31 31.68,  19740,     0.72,     0.12,     1.49,     1.08,    173.7,     3.28,                TRUE,FALSE,FALSE,FALSE,5.442e-15,3.724e-15,7.161e-15,         ,         ,         
 2CXO J003316.9-431706, 00 33 16.93,-43 17 06.23,  30592,     0.68,     0.15,     1.88,     1.18,     58.9,     4.11,                TRUE, TRUE,FALSE,FALSE,8.895e-15,6.354e-15,1.144e-14,         ,         ,         
 2CXO J003318.3+612743, 00 33 18.34,+61 27 43.01,  30021,     0.42,     0.08,     0.95,     0.82,     86.3,     6.94,                TRUE,FALSE,FALSE,FALSE,         ,         ,         ,7.414e-13,6.345e-13,8.483e-13
 2CXO J003319.1-433711, 00 33 19.11,-43 37 11.35,  19705,     0.43,     0.06,     0.74,     0.73,    114.9,     4.82,                TRUE,FALSE,FALSE,FALSE,1.542e-14,1.223e-14,1.862e-14,         ,         ,         
 2CXO J003320.6-434248, 00 33 20.66,-43 42 48.82,  19675,     0.99,     0.19,     2.33,     2.12,    166.6,     2.97,                TRUE,FALSE,FALSE,FALSE,1.317e-14,8.608e-15,1.747e-14,         ,         ,         
 2CXO J003320.9-433745, 00 33 20.96,-43 37 45.37,  19703,     0.62,     0.06,     0.77,     0.75,    130.3,     5.41,                TRUE,FALSE,FALSE,FALSE,1.073e-14,8.744e-15,1.271e-14,         ,         ,         
 2CXO J003324.1-431701, 00 33 24.10,-43 17 01.54,  19811,     0.52,     0.57,     7.65,     3.78,     94.8,     2.67,            MARGINAL,FALSE,FALSE,FALSE,4.397e-15,2.083e-15,6.595e-15,         ,         ,         
 2CXO J003325.4-432208, 00 33 25.44,-43 22 08.50,  19779,     0.82,     0.09,     1.05,     0.87,     50.6,     4.59,                TRUE,FALSE,FALSE,FALSE,1.207e-14,9.340e-15,1.466e-14,         ,         ,         
 2CXO J003326.1-432613, 00 33 26.10,-43 26 13.22,  19766,     0.38,     0.11,     1.34,     0.92,     17.7,     5.09,                TRUE,FALSE,FALSE,FALSE,1.190e-14,8.972e-15,1.483e-14,         ,         ,         
 2CXO J003328.6-433231, 00 33 28.62,-43 32 31.15,  30572,     0.32,     0.08,     0.95,     0.82,     22.1,     3.94,                TRUE,FALSE,FALSE,FALSE,5.368e-15,3.847e-15,6.889e-15,         ,         ,         
 2CXO J003328.7-433138, 00 33 28.72,-43 31 38.60,  19739,     0.71,     0.08,     0.99,     0.82,      7.2,     5.35,                TRUE,FALSE,FALSE,FALSE,1.716e-14,1.395e-14,2.036e-14,         ,         ,         
 2CXO J003331.6-433313, 00 33 31.62,-43 33 13.37,  30570,     0.43,     0.06,     0.77,     0.74,     21.2,     6.49,                TRUE,FALSE,FALSE,FALSE,2.296e-14,1.940e-14,2.652e-14,         ,         ,         
 2CXO J003332.0-432007, 00 33 32.05,-43 20 07.88,  19790,     0.53,     0.07,     0.91,     0.84,    115.0,     2.97,                TRUE,FALSE,FALSE,FALSE,3.345e-15,2.141e-15,4.549e-15,         ,         ,         
 2CXO J003334.3-432220, 00 33 34.31,-43 22 20.65,  30582,     0.40,     0.07,     0.88,     0.79,     33.2,     2.26,                TRUE,FALSE,FALSE,FALSE,1.675e-15,9.352e-16,2.416e-15,         ,         ,         
 2CXO J003335.3-433015, 00 33 35.38,-43 30 15.23,  19748,     0.20,     0.15,     1.85,     1.05,      7.9,     4.78,                TRUE,FALSE,FALSE,FALSE,0.000e+00,0.000e+00,8.510e-15,         ,         ,         
 2CXO J003336.0-433143, 00 33 36.02,-43 31 43.63,  30574,     0.93,     0.12,     1.52,     1.23,     27.8,     2.81,                TRUE,FALSE,FALSE,FALSE,5.071e-15,2.881e-15,7.261e-15,         ,         ,         
 2CXO J003336.2-434032, 00 33 36.23,-43 40 32.79,  19688,     0.41,     0.20,     2.41,     2.41,      0.0,     2.10,            MARGINAL,FALSE,FALSE,FALSE,1.778e-15,6.111e-16,2.944e-15,         ,         ,         
 2CXO J003338.9-434412, 00 33 38.99,-43 44 12.79,  19669,     0.69,     0.26,     3.25,     1.69,     84.1,     4.78,                TRUE,FALSE,FALSE,FALSE,1.690e-14,1.203e-14,2.149e-14,         ,         ,         
 2CXO J003339.0-432554, 00 33 39.08,-43 25 54.65,  19768,     0.57,     0.11,     1.29,     0.95,    179.9,     3.37,                TRUE,FALSE,FALSE,FALSE,3.590e-15,2.394e-15,4.721e-15,         ,         ,         
 2CXO J003344.9-434352, 00 33 44.98,-43 43 52.37,  19673,     0.49,     0.13,     1.61,     1.46,     40.8,     7.18,                TRUE,FALSE,FALSE,FALSE,3.292e-14,2.799e-14,3.786e-14,         ,         ,         
 2CXO J003345.4-433930, 00 33 45.41,-43 39 30.92,  30561,     0.04,     0.12,     1.48,     1.01,     55.5,     3.64,                TRUE,FALSE,FALSE,FALSE,1.101e-14,7.727e-15,1.430e-14,         ,         ,         
 2CXO J003346.2-431943, 00 33 46.25,-43 19 43.71, 168228,     0.61,     0.06,     0.71,     0.71,     85.8,     9.87,                TRUE,FALSE,FALSE,FALSE,4.316e-14,3.865e-14,4.740e-14,         ,         ,         
 2CXO J003352.6-433536, 00 33 52.61,-43 35 36.87,  19715,     0.99,     0.13,     1.55,     1.00,     44.0,     3.59,                TRUE,FALSE,FALSE,FALSE,5.514e-15,3.641e-15,7.282e-15,         ,         ,         
 2CXO J003353.5-432127, 00 33 53.55,-43 21 27.87,  19782,     0.47,     0.07,     0.80,     0.76,    127.4,     2.94,                TRUE,FALSE,FALSE,FALSE,2.729e-15,1.766e-15,3.693e-15,         ,         ,         
 2CXO J003359.2-432640, 00 33 59.23,-43 26 40.43,  30578,     0.63,     0.11,     1.36,     1.31,     27.7,     3.94,                TRUE,FALSE,FALSE,FALSE,7.003e-15,4.985e-15,8.902e-15,         ,         ,         
 2CXO J003403.1-432119, 00 34 03.19,-43 21 19.91,  30583,     0.83,     0.09,     1.10,     0.94,    131.3,     2.43,                TRUE,FALSE,FALSE,FALSE,1.491e-15,7.807e-16,2.200e-15,         ,         ,         
 2CXO J003413.6-432600, 00 34 13.69,-43 26 00.62,  19767,     0.77,     0.13,     1.62,     1.48,    109.6,     4.78,                TRUE,FALSE,FALSE,FALSE,1.094e-14,8.372e-15,1.337e-14,         ,         ,         
 2CXO J003414.9-433847, 00 34 14.97,-43 38 47.12,  19698,     0.33,     0.07,     0.82,     0.79,     15.9,     6.09,                TRUE,FALSE,FALSE,FALSE,1.904e-14,1.573e-14,2.217e-14,         ,         ,         
 2CXO J003416.0-433337, 00 34 16.01,-43 33 38.00,  19726,     0.92,     0.09,     1.06,     0.92,     53.4,     3.76,                TRUE,FALSE,FALSE,FALSE,6.588e-15,4.588e-15,8.588e-15,         ,         ,         
 2CXO J003417.9-433924, 00 34 17.94,-43 39 24.24,  30562,     0.71,     0.08,     1.03,     0.86,     23.7,     4.49,                TRUE,FALSE,FALSE,FALSE,9.073e-15,6.924e-15,1.122e-14,         ,         ,         
 2CXO J003424.3-432036, 00 34 24.30,-43 20 36.94,  19789,     0.09,     0.12,     1.44,     1.21,    117.1,     4.12,                TRUE,FALSE,FALSE,FALSE,8.143e-15,5.269e-15,1.086e-14,         ,         ,         
 2CXO J003453.3-431802, 00 34 53.37,-43 18 02.27,  19805,     0.72,     0.10,     1.23,     0.94,     52.2,     3.76,                TRUE,FALSE,FALSE,FALSE,6.216e-15,4.455e-15,7.977e-15,         ,         ,         
 2CXO J003454.8-434050, 00 34 54.82,-43 40 50.60,  19686,     0.51,     0.09,     1.06,     0.79,    156.3,     6.36,                TRUE,FALSE,FALSE,FALSE,2.556e-14,2.210e-14,2.883e-14,         ,         ,         
 2CXO J003455.1-433544, 00 34 55.10,-43 35 44.71,  19713,     0.17,     0.06,     0.78,     0.75,    110.6,     5.09,                TRUE,FALSE,FALSE,FALSE,1.593e-14,1.267e-14,1.900e-14,         ,         ,         
 2CXO J003455.5-432727, 00 34 55.56,-43 27 27.68,  30577,     0.92,     0.09,     1.13,     1.08,      3.7,     6.74,                TRUE,FALSE,FALSE,FALSE,2.424e-14,2.036e-14,2.811e-14,         ,         ,         
 2CXO J003502.5-433419, 00 35 02.50,-43 34 19.68,  19721,     0.25,     0.06,     0.79,     0.75,    132.8,    10.70,                TRUE,FALSE,FALSE,FALSE,7.346e-14,6.631e-14,8.018e-14,         ,         ,         
 2CXO J003503.9-434209, 00 35 03.96,-43 42 09.56,  19677,     0.95,     0.10,     1.27,     1.15,    167.6,     6.17,                TRUE,FALSE,FALSE,FALSE,2.679e-14,2.223e-14,3.135e-14,         ,         ,         
 2CXO J003504.4-431610, 00 35 04.42,-43 16 10.38,  19818,     0.60,     0.08,     0.95,     0.77,     68.7,     7.15,                TRUE,FALSE,FALSE,FALSE,2.418e-14,2.066e-14,2.749e-14,         ,         ,         
 2CXO J003504.5-434106, 00 35 04.51,-43 41 06.89,  19684,     0.19,     0.09,     1.08,     0.97,    138.5,     6.28,                TRUE,FALSE,FALSE,FALSE,1.425e-14,8.285e-15,2.022e-14,         ,         ,         
 2CXO J003515.6-433357, 00 35 15.61,-43 33 57.64,  19724,     0.77,     0.06,     0.73,     0.72,    105.7,    42.49,                TRUE,FALSE,FALSE,FALSE,5.565e-13,5.400e-13,5.729e-13,         ,         ,         
 2CXO J003516.1-432451, 00 35 16.11,-43 24 51.83,  19771,     0.05,     0.07,     0.89,     0.80,    167.4,     5.50,                TRUE,FALSE,FALSE,FALSE,1.192e-14,9.725e-15,1.412e-14,         ,         ,         
 2CXO J003520.3-433243, 00 35 20.36,-43 32 43.87,  19731,     0.90,     0.11,     1.30,     1.06,    134.9,     6.75,                TRUE, TRUE,FALSE,FALSE,2.243e-14,1.940e-14,2.546e-14,         ,         ,         
 2CXO J003529.3-433611, 00 35 29.30,-43 36 11.84,  30568,     0.68,     0.06,     0.79,     0.76,    154.9,     6.03,                TRUE,FALSE,FALSE,FALSE,1.619e-14,1.329e-14,1.889e-14,         ,         ,         
 2CXO J003536.5-431646, 00 35 36.53,-43 16 46.04,  19815,     0.96,     0.14,     1.68,     1.05,    146.7,     3.35,                TRUE,FALSE,FALSE,FALSE,1.082e-15,4.600e-16,1.705e-15,         ,         ,         
 2CXO J003536.8-433615, 00 35 36.81,-43 36 15.31,  30567,     0.30,     0.07,     0.82,     0.80,    176.2,     4.00,                TRUE,FALSE,FALSE,FALSE,7.953e-15,5.964e-15,9.941e-15,         ,         ,         
 2CXO J003541.1-431245, 00 35 41.16,-43 12 45.43,  30598,     0.86,     0.06,     0.73,     0.72,      4.3,     6.13,                TRUE,FALSE,FALSE,FALSE,1.003e-14,8.381e-15,1.167e-14,         ,         ,         
 2CXO J003541.2-431022, 00 35 41.24,-43 10 22.41,  19837,     0.48,     0.07,     0.81,     0.74,     21.6,     4.26,                TRUE,FALSE,FALSE,FALSE,2.502e-15,1.804e-15,3.158e-15,         ,         ,         
 2CXO J003547.3-430558, 00 35 47.40,-43 05 58.59,  19854,     0.76,     0.14,     1.74,     1.18,     63.7,     7.18,                TRUE,FALSE,FALSE,FALSE,9.768e-15,8.052e-15,1.138e-14,         ,         ,         
 2CXO J003548.4-431444, 00 35 48.47,-43 14 44.45,  19822,     0.45,     0.06,     0.72,     0.71,    125.4,    15.60,                TRUE,FALSE,FALSE,FALSE,3.405e-14,3.180e-14,3.630e-14,         ,         ,         
 2CXO J003611.0-430853, 00 36 11.04,-43 08 53.41,  19843,     0.83,     0.18,     2.18,     1.20,     82.4,     3.24,                TRUE,FALSE,FALSE,FALSE,3.059e-15,1.835e-15,4.282e-15,         ,         ,         
 2CXO J003616.5-433918, 00 36 16.56,-43 39 18.50,  30564,     0.96,     0.07,     0.84,     0.78,     42.0,     8.28,                TRUE,FALSE,FALSE,FALSE,2.331e-14,1.968e-14,2.694e-14,         ,         ,         
 2CXO J003630.4-433709, 00 36 30.43,-43 37 09.91,  19706,     0.26,     0.10,     1.22,     0.99,     41.5,     5.53,                TRUE,FALSE,FALSE,FALSE,1.172e-14,8.981e-15,1.446e-14,         ,         ,         
 2CXO J003631.0-431345, 00 36 31.05,-43 13 45.08,  19824,     0.55,     0.14,     1.68,     1.47,     96.5,     4.27,                TRUE,FALSE,FALSE,FALSE,1.079e-14,7.192e-15,1.422e-14,         ,         ,         
 2CXO J003820.5-020740, 00 38 20.52,-02 07 40.75,  29749,     0.74,     0.06,     0.71,     0.71,     84.2,    33.29,                TRUE,FALSE,FALSE,FALSE,1.808e-12,1.754e-12,1.859e-12,         ,         ,         
 2CXO J003922.4+005951, 00 39 22.44,+00 59 51.58,  60942,     0.96,     0.09,     1.09,     0.90,     14.9,     5.35,                TRUE,FALSE,FALSE,FALSE,9.525e-15,7.422e-15,1.150e-14,         ,         ,         
 2CXO J004013.8+405004, 00 40 13.83,+40 50 04.62, 166772,     0.83,     0.07,     0.80,     0.77,     93.0,    39.27,                TRUE,FALSE,FALSE,FALSE,6.400e-12,6.231e-12,6.570e-12,         ,         ,         
 2CXO J004043.4-440852, 00 40 43.47,-44 08 52.75,  30549,     0.98,     0.07,     0.90,     0.86,    166.8,     4.49,                TRUE,FALSE,FALSE,FALSE,3.392e-14,2.606e-14,4.178e-14,         ,         ,         
 2CXO J004252.7-233227, 00 42 52.80,-23 32 27.62,  13332,     0.34,     0.06,     0.71,     0.71,      0.0,    25.91,                TRUE,FALSE,FALSE,FALSE,1.749e-12,1.679e-12,1.814e-12,         ,         ,         
 2CXO J004311.6-093816, 00 43 11.61,-09 38 16.47,  15073,     0.47,     0.14,     1.69,     1.29,     81.4,     4.78,                TRUE,FALSE,FALSE,FALSE,3.650e-14,2.893e-14,4.407e-14,         ,         ,         
 2CXO J004314.0-092145, 00 43 14.09,-09 21 45.02,  15238,     0.04,     0.19,     2.31,     2.31,      0.0,     2.61,                TRUE,FALSE,FALSE,FALSE,1.792e-14,1.067e-14,2.516e-14,         ,         ,         
 2CXO J004336.0+010636, 00 43 36.05,+01 06 36.36,  61819,     0.85,     0.29,     3.60,     2.94,     20.1,     4.78,                TRUE,FALSE,FALSE,FALSE,6.907e-14,2.726e-14,1.091e-13,         ,         ,         
 2CXO J004341.2+005253, 00 43 41.25,+00 52 53.33,  60028,     0.70,     0.07,     0.81,     0.73,    128.1,     7.32,                TRUE,FALSE,FALSE,FALSE,1.330e-13,1.146e-13,1.513e-13,         ,         ,         
 2CXO J004342.7+004841, 00 43 42.79,+00 48 41.57,  59508,     0.53,     0.16,     1.97,     1.17,    110.8,     5.59,                TRUE,FALSE,FALSE,FALSE,7.991e-14,6.498e-14,9.484e-14,         ,         ,         
 2CXO J004351.5+005501, 00 43 51.57,+00 55 01.85,  60337,     0.39,     0.06,     0.79,     0.77,     70.7,     2.80,                TRUE,FALSE,FALSE,FALSE,1.362e-14,8.619e-15,1.835e-14,         ,         ,         
 2CXO J004424.4+023148, 00 44 24.48,+02 31 48.89,  67289,     0.98,     0.06,     0.73,     0.72,     22.3,     5.14,                TRUE,FALSE,FALSE,FALSE,1.783e-14,1.427e-14,2.120e-14,         ,         ,         
 2CXO J004455.7+144638, 00 44 55.73,+14 46 38.45,  90092,     0.67,     0.22,     2.77,     1.93,      6.9,     8.61,                TRUE,FALSE,FALSE,FALSE,1.029e-13,8.159e-14,1.230e-13,         ,         ,         
 2CXO J004526.2+143643, 00 45 26.27,+14 36 43.49,  89678,     0.80,     0.06,     0.74,     0.73,    126.8,     7.16,                TRUE,FALSE,FALSE,FALSE,3.411e-14,2.933e-14,3.890e-14,         ,         ,         
 2CXO J004610.3+010643, 00 46 10.31,+01 06 43.92,  16301,     0.25,     0.06,     0.73,     0.71,    109.0,    13.33,                TRUE,FALSE,FALSE,FALSE,1.893e-13,1.750e-13,2.027e-13,         ,         ,         
 2CXO J004613.5+010425, 00 46 13.54,+01 04 25.47,  61521,     0.70,     0.08,     0.93,     0.83,    116.0,     2.72,                TRUE,FALSE,FALSE,FALSE,1.387e-14,8.774e-15,1.896e-14,         ,         ,         
