,A_NAME,A_RA,A_DEC,A_COUNT_RATE,A_COUNT_RATE_ERROR,A_FLUX,A_DATABASE_TABLE,A_OBSERVATORY,B_NAME,B_RA,B_DEC,B_SIGNIFICANCE,B_B_FLUX_AP,B_B_FLUX_AP_HI,B_B_FLUX_AP_LO,B_M_FLUX_AP,B_M_FLUX_AP_HI,B_M_FLUX_AP_LO,XOFFSET_
274,CXOGLB J002404.9-720506,6.02065,-72.085022,5.856e-05,1.853e-05,3.543e-16,GC47TUCCXO      ,CHANDRA      ,2CXO J002406.0-720501 ,6.02525,-72.083766,7.629,9.59e-16,1.09E-15      ,8.22E-16      ,2.99e-16,3.64E-16      ,2.35E-16      ,0.114
275,CXOGLB J002406.0-720456,6.024962,-72.082272,0.00444,0.0002626,3.157e-14,GC47TUCCXO      ,CHANDRA      ,2CXO J002406.0-720501 ,6.02525,-72.083766,7.629,9.59e-16,1.09E-15      ,8.22E-16      ,2.99e-16,3.64E-16      ,2.35E-16      ,0.09
276,CXOGLB J002406.0-720456,6.024983,-72.082272,0.003116,0.0001089,1.807e-14,GC47TUCCXO      ,CHANDRA      ,2CXO J002406.0-720501 ,6.02525,-72.083766,7.629,9.59e-16,1.09E-15      ,8.22E-16      ,2.99e-16,3.64E-16      ,2.35E-16      ,0.09
277,CXOGLB J002406.0-720456,6.024962,-72.082272,0.00444,0.0002626,3.157e-14,GC47TUCCXO      ,CHANDRA      ,2CXO J002406.1-720451 ,6.025752,-72.08099,4.788,1.13e-15,1.47E-15      ,7.77E-16      ,2.99e-16,4.98E-16      ,9.96E-17      ,0.078
278,CXOGLB J002406.0-720456,6.024983,-72.082272,0.003116,0.0001089,1.807e-14,GC47TUCCXO      ,CHANDRA      ,2CXO J002406.1-720451 ,6.025752,-72.08099,4.788,1.13e-15,1.47E-15      ,7.77E-16      ,2.99e-16,4.98E-16      ,9.96E-17      ,0.078
279,CXOGLB J002404.9-720455,6.020471,-72.082044,0.001747,8.201e-05,1.771e-14,GC47TUCCXO      ,CHANDRA      ,2CXO J002406.1-720451 ,6.025752,-72.08099,4.788,1.13e-15,1.47E-15      ,7.77E-16      ,2.99e-16,4.98E-16      ,9.96E-17      ,0.116
280,CXOGLB J002404.9-720455,6.020575,-72.082044,0.0004657,9.424e-05,3.649e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002406.1-720451 ,6.025752,-72.08099,4.788,1.13e-15,1.47E-15      ,7.77E-16      ,2.99e-16,4.98E-16      ,9.96E-17      ,0.115
281,XMMSL2 J002402.8-720447,6.02072,-72.081412,1.152,0.4801,3.638e-12,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002406.1-720451 ,6.025752,-72.08099,4.788,1.13e-15,1.47E-15      ,7.77E-16      ,2.99e-16,4.98E-16      ,9.96E-17      ,0.096
282,CXOGLB J002405.6-720449,6.023521,-72.080333,0.001938,8.645e-05,1.329e-14,GC47TUCCXO      ,CHANDRA      ,2CXO J002406.1-720451 ,6.025752,-72.08099,4.788,1.13e-15,1.47E-15      ,7.77E-16      ,2.99e-16,4.98E-16      ,9.96E-17      ,0.057
283,CXOGLB J002405.6-720449,6.023529,-72.080314,0.001001,0.000133,8.148e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002406.1-720451 ,6.025752,-72.08099,4.788,1.13e-15,1.47E-15      ,7.77E-16      ,2.99e-16,4.98E-16      ,9.96E-17      ,0.058
284,CXOGLB J002407.1-720545,6.029738,-72.096053,0.003644,0.0001174,2.012e-14,GC47TUCCXO      ,CHANDRA      ,2CXO J002406.1-720542 ,6.025797,-72.095261,4.162,6.61e-16,8.52E-16      ,4.69E-16      ,0.0,              ,              ,0.087
285,CXOGLB J002407.1-720545,6.029675,-72.096033,0.001878,0.0001753,1.41e-14,GC47TUCCXO      ,CHANDRA      ,2CXO J002406.1-720542 ,6.025797,-72.095261,4.162,6.61e-16,8.52E-16      ,4.69E-16      ,0.0,              ,              ,0.085
286,CXOGLB J002405.3-720421,6.02235,-72.072647,0.0004675,4.412e-05,2.94e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002406.3-720417 ,6.026374,-72.071406,4.5,2.31e-16,3.62E-16      ,9.97E-17      ,0.0,              ,              ,0.105
287,CXOGLB J002405.3-720421,6.022392,-72.072592,0.000287,7.839e-05,1.913e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002406.3-720417 ,6.026374,-72.071406,4.5,2.31e-16,3.62E-16      ,9.97E-17      ,0.0,              ,              ,0.102
288,CXOGLB J002406.3-720443,6.026558,-72.078611,0.01404,0.0002268,9.186e-14,GC47TUCCXO      ,CHANDRA      ,2CXO J002406.3-720439 ,6.026591,-72.077505,6.498,1.58e-15,1.82E-15      ,1.33E-15      ,2.21e-16,2.90E-16      ,1.52E-16      ,0.066
289,CXOGLB J002406.3-720443,6.026542,-72.078603,0.01018,0.0003906,6.841e-14,GC47TUCCXO      ,CHANDRA      ,2CXO J002406.3-720439 ,6.026591,-72.077505,6.498,1.58e-15,1.82E-15      ,1.33E-15      ,2.21e-16,2.90E-16      ,1.52E-16      ,0.066
290,CXOGLB J002406.0-720456,6.024962,-72.082272,0.00444,0.0002626,3.157e-14,GC47TUCCXO      ,CHANDRA      ,2CXO J002406.3-720452 ,6.026598,-72.08135,7.202,3.7e-15,4.39E-15      ,2.98E-15      ,1.13e-15,1.44E-15      ,8.01E-16      ,0.063
291,CXOGLB J002406.0-720456,6.024983,-72.082272,0.003116,0.0001089,1.807e-14,GC47TUCCXO      ,CHANDRA      ,2CXO J002406.3-720452 ,6.026598,-72.08135,7.202,3.7e-15,4.39E-15      ,2.98E-15      ,1.13e-15,1.44E-15      ,8.01E-16      ,0.063
292,XMMSL2 J002402.8-720447,6.02072,-72.081412,1.152,0.4801,3.638e-12,XMMSLEWCLN      ,XMM-NEWTON   ,2CXO J002406.3-720452 ,6.026598,-72.08135,7.202,3.7e-15,4.39E-15      ,2.98E-15      ,1.13e-15,1.44E-15      ,8.01E-16      ,0.109
293,CXOGLB J002405.6-720449,6.023521,-72.080333,0.001938,8.645e-05,1.329e-14,GC47TUCCXO      ,CHANDRA      ,2CXO J002406.3-720452 ,6.026598,-72.08135,7.202,3.7e-15,4.39E-15      ,2.98E-15      ,1.13e-15,1.44E-15      ,8.01E-16      ,0.083
294,CXOGLB J002405.6-720449,6.023529,-72.080314,0.001001,0.000133,8.148e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002406.3-720452 ,6.026598,-72.08135,7.202,3.7e-15,4.39E-15      ,2.98E-15      ,1.13e-15,1.44E-15      ,8.01E-16      ,0.084
295,CXOGLB J002406.3-720443,6.026558,-72.078611,0.01404,0.0002268,9.186e-14,GC47TUCCXO      ,CHANDRA      ,2CXO J002406.4-720443 ,6.026676,-72.078634,53.28,4.5e-14,4.69E-14      ,4.32E-14      ,6.71e-15,7.27E-15      ,6.10E-15      ,0.003
296,CXOGLB J002405.6-720449,6.023529,-72.080314,0.001001,0.000133,8.148e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002406.4-720443 ,6.026676,-72.078634,53.28,4.5e-14,4.69E-14      ,4.32E-14      ,6.71e-15,7.27E-15      ,6.10E-15      ,0.116
297,CXOGLB J002406.3-720443,6.026542,-72.078603,0.01018,0.0003906,6.841e-14,GC47TUCCXO      ,CHANDRA      ,2CXO J002406.4-720443 ,6.026676,-72.078634,53.28,4.5e-14,4.69E-14      ,4.32E-14      ,6.71e-15,7.27E-15      ,6.10E-15      ,0.003
298,CXOGLB J002406.3-720443,6.026558,-72.078611,0.01404,0.0002268,9.186e-14,GC47TUCCXO      ,CHANDRA      ,2CXO J002407.0-720442 ,6.029553,-72.07854,6.669,1.48e-15,1.69E-15      ,1.28E-15      ,0.0,              ,              ,0.055
299,CXOGLB J002406.3-720443,6.026542,-72.078603,0.01018,0.0003906,6.841e-14,GC47TUCCXO      ,CHANDRA      ,2CXO J002407.0-720442 ,6.029553,-72.07854,6.669,1.48e-15,1.69E-15      ,1.28E-15      ,0.0,              ,              ,0.056
300,CXOGLB J002407.1-720545,6.029738,-72.096053,0.003644,0.0001174,2.012e-14,GC47TUCCXO      ,CHANDRA      ,2CXO J002407.1-720545 ,6.029837,-72.096075,18.17,3.25e-14,3.37E-14      ,3.12E-14      ,6.2e-15,6.60E-15      ,5.78E-15      ,0.002
301,CXOGLB J002407.1-720545,6.029675,-72.096033,0.001878,0.0001753,1.41e-14,GC47TUCCXO      ,CHANDRA      ,2CXO J002407.1-720545 ,6.029837,-72.096075,18.17,3.25e-14,3.37E-14      ,3.12E-14      ,6.2e-15,6.60E-15      ,5.78E-15      ,0.004
302,CXOGLB J002407.9-720454,6.032975,-72.081883,0.0007803,0.0001178,5.385e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002407.2-720450 ,6.030259,-72.080583,1.349,0.0,5.20E-16      ,0.00E+00      ,0.0,              ,              ,0.093
303,CXOGLB J002407.9-720454,6.033017,-72.081878,0.001305,7.169e-05,6.944e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002407.2-720450 ,6.030259,-72.080583,1.349,0.0,5.20E-16      ,0.00E+00      ,0.0,              ,              ,0.093
304,CXOGLB J002406.0-720456,6.024962,-72.082272,0.00444,0.0002626,3.157e-14,GC47TUCCXO      ,CHANDRA      ,2CXO J002407.2-720452 ,6.030002,-72.081364,1.854,2.14e-16,3.19E-16      ,1.09E-16      ,2.01e-16,2.66E-16      ,1.37E-16      ,0.108
305,CXOGLB J002406.0-720456,6.024983,-72.082272,0.003116,0.0001089,1.807e-14,GC47TUCCXO      ,CHANDRA      ,2CXO J002407.2-720452 ,6.030002,-72.081364,1.854,2.14e-16,3.19E-16      ,1.09E-16      ,2.01e-16,2.66E-16      ,1.37E-16      ,0.107
306,CXOGLB J002407.9-720454,6.032975,-72.081883,0.0007803,0.0001178,5.385e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002407.2-720452 ,6.030002,-72.081364,1.854,2.14e-16,3.19E-16      ,1.09E-16      ,2.01e-16,2.66E-16      ,1.37E-16      ,0.063
307,CXOGLB J002407.9-720454,6.033017,-72.081878,0.001305,7.169e-05,6.944e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002407.2-720452 ,6.030002,-72.081364,1.854,2.14e-16,3.19E-16      ,1.09E-16      ,2.01e-16,2.66E-16      ,1.37E-16      ,0.064
308,CXOGLB J002406.0-720456,6.024962,-72.082272,0.00444,0.0002626,3.157e-14,GC47TUCCXO      ,CHANDRA      ,2CXO J002407.2-720454 ,6.030197,-72.081825,2.85,5.55e-16,7.11E-16      ,3.90E-16      ,1.76e-16,2.40E-16      ,1.09E-16      ,0.1
309,CXOGLB J002406.0-720456,6.024983,-72.082272,0.003116,0.0001089,1.807e-14,GC47TUCCXO      ,CHANDRA      ,2CXO J002407.2-720454 ,6.030197,-72.081825,2.85,5.55e-16,7.11E-16      ,3.90E-16      ,1.76e-16,2.40E-16      ,1.09E-16      ,0.1
310,CXOGLB J002407.9-720454,6.032975,-72.081883,0.0007803,0.0001178,5.385e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002407.2-720454 ,6.030197,-72.081825,2.85,5.55e-16,7.11E-16      ,3.90E-16      ,1.76e-16,2.40E-16      ,1.09E-16      ,0.051
311,CXOGLB J002407.9-720454,6.033017,-72.081878,0.001305,7.169e-05,6.944e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002407.2-720454 ,6.030197,-72.081825,2.85,5.55e-16,7.11E-16      ,3.90E-16      ,1.76e-16,2.40E-16      ,1.09E-16      ,0.052
312,CXOGLB J002408.4-720500,6.035312,-72.083417,0.001317,7.187e-05,8.68e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002407.2-720457 ,6.030138,-72.082654,7.936,2.3e-15,2.62E-15      ,1.98E-15      ,0.0,              ,              ,0.106
313,CXOGLB J002408.4-720500,6.035246,-72.083414,0.001277,0.0001519,9.601e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002407.2-720457 ,6.030138,-72.082654,7.936,2.3e-15,2.62E-15      ,1.98E-15      ,0.0,              ,              ,0.105
314,CXOGLB J002406.0-720456,6.024962,-72.082272,0.00444,0.0002626,3.157e-14,GC47TUCCXO      ,CHANDRA      ,2CXO J002407.2-720457 ,6.030138,-72.082654,7.936,2.3e-15,2.62E-15      ,1.98E-15      ,0.0,              ,              ,0.098
315,CXOGLB J002406.0-720456,6.024983,-72.082272,0.003116,0.0001089,1.807e-14,GC47TUCCXO      ,CHANDRA      ,2CXO J002407.2-720457 ,6.030138,-72.082654,7.936,2.3e-15,2.62E-15      ,1.98E-15      ,0.0,              ,              ,0.098
316,CXOGLB J002407.9-720454,6.032975,-72.081883,0.0007803,0.0001178,5.385e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002407.2-720457 ,6.030138,-72.082654,7.936,2.3e-15,2.62E-15      ,1.98E-15      ,0.0,              ,              ,0.07
317,CXOGLB J002407.9-720454,6.033017,-72.081878,0.001305,7.169e-05,6.944e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002407.2-720457 ,6.030138,-72.082654,7.936,2.3e-15,2.62E-15      ,1.98E-15      ,0.0,              ,              ,0.071
318,CXOGLB J002408.4-720500,6.035312,-72.083417,0.001317,7.187e-05,8.68e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002407.8-720458 ,6.032715,-72.0829,3.268,9.94e-17,1.76E-16      ,2.32E-17      ,1.13e-16,1.59E-16      ,6.46E-17      ,0.057
319,CXOGLB J002408.4-720500,6.035246,-72.083414,0.001277,0.0001519,9.601e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002407.8-720458 ,6.032715,-72.0829,3.268,9.94e-17,1.76E-16      ,2.32E-17      ,1.13e-16,1.59E-16      ,6.46E-17      ,0.056
320,CXOGLB J002407.9-720454,6.032975,-72.081883,0.0007803,0.0001178,5.385e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002407.8-720458 ,6.032715,-72.0829,3.268,9.94e-17,1.76E-16      ,2.32E-17      ,1.13e-16,1.59E-16      ,6.46E-17      ,0.061
321,CXOGLB J002407.9-720454,6.033017,-72.081878,0.001305,7.169e-05,6.944e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002407.8-720458 ,6.032715,-72.0829,3.268,9.94e-17,1.76E-16      ,2.32E-17      ,1.13e-16,1.59E-16      ,6.46E-17      ,0.062
322,CXOGLB J002407.9-720454,6.032975,-72.081883,0.0007803,0.0001178,5.385e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002407.3-720449 ,6.030684,-72.080402,9.194,5.31e-15,5.95E-15      ,4.62E-15      ,1.44e-15,1.73E-15      ,1.13E-15      ,0.098
323,CXOGLB J002407.9-720454,6.033017,-72.081878,0.001305,7.169e-05,6.944e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002407.3-720449 ,6.030684,-72.080402,9.194,5.31e-15,5.95E-15      ,4.62E-15      ,1.44e-15,1.73E-15      ,1.13E-15      ,0.098
324,CXOGLB J002408.4-720500,6.035312,-72.083417,0.001317,7.187e-05,8.68e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002407.3-720504 ,6.030773,-72.084513,2.375,0.0,5.59E-17      ,0.00E+00      ,0.0,              ,              ,0.107
325,CXOGLB J002408.4-720500,6.035246,-72.083414,0.001277,0.0001519,9.601e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002407.3-720504 ,6.030773,-72.084513,2.375,0.0,5.59E-17      ,0.00E+00      ,0.0,              ,              ,0.106
326,CXOGLB J002407.9-720454,6.032975,-72.081883,0.0007803,0.0001178,5.385e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002407.5-720450 ,6.03159,-72.080686,5.933,2.05e-15,2.27E-15      ,1.83E-15      ,0.0,              ,              ,0.076
327,CXOGLB J002407.9-720454,6.033017,-72.081878,0.001305,7.169e-05,6.944e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002407.5-720450 ,6.03159,-72.080686,5.933,2.05e-15,2.27E-15      ,1.83E-15      ,0.0,              ,              ,0.076
328,CXOGLB J002408.2-720435,6.034517,-72.076608,0.0007404,5.497e-05,4.712e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002407.7-720431 ,6.032338,-72.075381,3.024,5.61e-16,7.25E-16      ,3.98E-16      ,0.0,              ,              ,0.084
329,CXOGLB J002408.2-720435,6.034529,-72.076575,0.00126,0.0001469,8.998e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002407.7-720431 ,6.032338,-72.075381,3.024,5.61e-16,7.25E-16      ,3.98E-16      ,0.0,              ,              ,0.082
330,CXOGLB J002407.7-720527,6.032371,-72.0909,0.0008798,5.959e-05,5.031e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002407.8-720524 ,6.0328,-72.090147,4.722,4.83e-16,5.87E-16      ,3.79E-16      ,1.5e-16,1.99E-16      ,9.83E-17      ,0.046
331,CXOGLB J002407.7-720527,6.032267,-72.090875,0.0008329,0.0001225,5.739e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002407.8-720524 ,6.0328,-72.090147,4.722,4.83e-16,5.87E-16      ,3.79E-16      ,1.5e-16,1.99E-16      ,9.83E-17      ,0.045
332,CXOGLB J002407.7-720527,6.032371,-72.0909,0.0008798,5.959e-05,5.031e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002407.7-720527 ,6.032464,-72.090925,8.876,5.27e-15,5.63E-15      ,4.92E-15      ,1.27e-15,1.40E-15      ,1.12E-15      ,0.002
333,CXOGLB J002407.7-720527,6.032267,-72.090875,0.0008329,0.0001225,5.739e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002407.7-720527 ,6.032464,-72.090925,8.876,5.27e-15,5.63E-15      ,4.92E-15      ,1.27e-15,1.40E-15      ,1.12E-15      ,0.005
334,CXOGLB J002406.3-720443,6.026558,-72.078611,0.01404,0.0002268,9.186e-14,GC47TUCCXO      ,CHANDRA      ,2CXO J002407.8-720441 ,6.032612,-72.078232,24.52,1.47e-14,1.54E-14      ,1.40E-14      ,4.25e-15,4.57E-15      ,3.91E-15      ,0.114
335,CXOGLB J002406.3-720443,6.026542,-72.078603,0.01018,0.0003906,6.841e-14,GC47TUCCXO      ,CHANDRA      ,2CXO J002407.8-720441 ,6.032612,-72.078232,24.52,1.47e-14,1.54E-14      ,1.40E-14      ,4.25e-15,4.57E-15      ,3.91E-15      ,0.114
336,CXOGLB J002408.2-720435,6.034517,-72.076608,0.0007404,5.497e-05,4.712e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002407.8-720441 ,6.032612,-72.078232,24.52,1.47e-14,1.54E-14      ,1.40E-14      ,4.25e-15,4.57E-15      ,3.91E-15      ,0.104
337,CXOGLB J002408.2-720435,6.034529,-72.076575,0.00126,0.0001469,8.998e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002407.8-720441 ,6.032612,-72.078232,24.52,1.47e-14,1.54E-14      ,1.40E-14      ,4.25e-15,4.57E-15      ,3.91E-15      ,0.106
338,CXOGLB J002408.2-720435,6.034517,-72.076608,0.0007404,5.497e-05,4.712e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002407.9-720439 ,6.033218,-72.077723,8.799,1.4e-15,1.62E-15      ,1.18E-15      ,4.03e-16,5.10E-16      ,2.91E-16      ,0.071
339,CXOGLB J002408.2-720435,6.034529,-72.076575,0.00126,0.0001469,8.998e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002407.9-720439 ,6.033218,-72.077723,8.799,1.4e-15,1.62E-15      ,1.18E-15      ,4.03e-16,5.10E-16      ,2.91E-16      ,0.073
340,CXOGLB J002407.9-720454,6.032975,-72.081883,0.0007803,0.0001178,5.385e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002407.9-720448 ,6.033256,-72.08014,2.55,5.86e-16,7.27E-16      ,4.45E-16      ,2.01e-16,2.69E-16      ,1.29E-16      ,0.105
341,CXOGLB J002407.9-720454,6.033017,-72.081878,0.001305,7.169e-05,6.944e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002407.9-720448 ,6.033256,-72.08014,2.55,5.86e-16,7.27E-16      ,4.45E-16      ,2.01e-16,2.69E-16      ,1.29E-16      ,0.104
342,CXOGLB J002408.4-720500,6.035312,-72.083417,0.001317,7.187e-05,8.68e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002407.9-720454 ,6.033178,-72.081913,16.47,6.57e-15,6.94E-15      ,6.21E-15      ,2e-15,2.16E-15      ,1.82E-15      ,0.098
343,CXOGLB J002408.4-720500,6.035246,-72.083414,0.001277,0.0001519,9.601e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002407.9-720454 ,6.033178,-72.081913,16.47,6.57e-15,6.94E-15      ,6.21E-15      ,2e-15,2.16E-15      ,1.82E-15      ,0.098
344,CXOGLB J002407.9-720454,6.032975,-72.081883,0.0007803,0.0001178,5.385e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002407.9-720454 ,6.033178,-72.081913,16.47,6.57e-15,6.94E-15      ,6.21E-15      ,2e-15,2.16E-15      ,1.82E-15      ,0.004
345,CXOGLB J002407.9-720454,6.033017,-72.081878,0.001305,7.169e-05,6.944e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002407.9-720454 ,6.033178,-72.081913,16.47,6.57e-15,6.94E-15      ,6.21E-15      ,2e-15,2.16E-15      ,1.82E-15      ,0.004
346,CXOGLB J002408.4-720500,6.035312,-72.083417,0.001317,7.187e-05,8.68e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002407.9-720502 ,6.033214,-72.083904,3.366,1.96e-16,3.12E-16      ,8.03E-17      ,0.0,              ,              ,0.049
347,CXOGLB J002408.4-720500,6.035246,-72.083414,0.001277,0.0001519,9.601e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002407.9-720502 ,6.033214,-72.083904,3.366,1.96e-16,3.12E-16      ,8.03E-17      ,0.0,              ,              ,0.048
348,CXOGLB J002407.9-720454,6.032975,-72.081883,0.0007803,0.0001178,5.385e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002408.1-720451 ,6.033777,-72.080884,4.0,5.77e-16,7.02E-16      ,4.53E-16      ,1.52e-16,2.02E-16      ,9.99E-17      ,0.062
349,CXOGLB J002407.9-720454,6.033017,-72.081878,0.001305,7.169e-05,6.944e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002408.1-720451 ,6.033777,-72.080884,4.0,5.77e-16,7.02E-16      ,4.53E-16      ,1.52e-16,2.02E-16      ,9.99E-17      ,0.061
350,CXOGLB J002408.2-720435,6.034517,-72.076608,0.0007404,5.497e-05,4.712e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002408.3-720431 ,6.03472,-72.075417,23.37,1.2e-14,1.25E-14      ,1.15E-14      ,2.32e-15,2.53E-15      ,2.11E-15      ,0.072
351,CXOGLB J002408.2-720435,6.034529,-72.076575,0.00126,0.0001469,8.998e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002408.3-720431 ,6.03472,-72.075417,23.37,1.2e-14,1.25E-14      ,1.15E-14      ,2.32e-15,2.53E-15      ,2.11E-15      ,0.07
352,CXOGLB J002408.2-720435,6.034517,-72.076608,0.0007404,5.497e-05,4.712e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002408.3-720434 ,6.034756,-72.076117,5.62,8.02e-16,9.66E-16      ,6.28E-16      ,1.09e-16,1.60E-16      ,5.74E-17      ,0.03
353,CXOGLB J002408.2-720435,6.034529,-72.076575,0.00126,0.0001469,8.998e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002408.3-720434 ,6.034756,-72.076117,5.62,8.02e-16,9.66E-16      ,6.28E-16      ,1.09e-16,1.60E-16      ,5.74E-17      ,0.028
354,CXOGLB J002408.2-720435,6.034517,-72.076608,0.0007404,5.497e-05,4.712e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002408.3-720435 ,6.034675,-72.076618,12.82,7.82e-15,8.57E-15      ,7.02E-15      ,0.0,              ,              ,0.003
355,CXOGLB J002408.2-720435,6.034529,-72.076575,0.00126,0.0001469,8.998e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002408.3-720435 ,6.034675,-72.076618,12.82,7.82e-15,8.57E-15      ,7.02E-15      ,0.0,              ,              ,0.004
356,CXOGLB J002408.4-720500,6.035312,-72.083417,0.001317,7.187e-05,8.68e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002408.4-720500 ,6.035411,-72.083435,18.4,1.91e-14,2.01E-14      ,1.80E-14      ,2.22e-15,2.43E-15      ,2.00E-15      ,0.002
357,CXOGLB J002408.4-720500,6.035246,-72.083414,0.001277,0.0001519,9.601e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002408.4-720500 ,6.035411,-72.083435,18.4,1.91e-14,2.01E-14      ,1.80E-14      ,2.22e-15,2.43E-15      ,2.00E-15      ,0.003
358,CXOGLB J002407.9-720454,6.032975,-72.081883,0.0007803,0.0001178,5.385e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002408.4-720500 ,6.035411,-72.083435,18.4,1.91e-14,2.01E-14      ,1.80E-14      ,2.22e-15,2.43E-15      ,2.00E-15      ,0.103
359,CXOGLB J002407.9-720454,6.033017,-72.081878,0.001305,7.169e-05,6.944e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002408.4-720500 ,6.035411,-72.083435,18.4,1.91e-14,2.01E-14      ,1.80E-14      ,2.22e-15,2.43E-15      ,2.00E-15      ,0.103
360,CXOGLB J002408.2-720435,6.034517,-72.076608,0.0007404,5.497e-05,4.712e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002408.5-720438 ,6.03566,-72.077473,4.211,8.38e-16,1.14E-15      ,5.33E-16      ,2.44e-16,3.76E-16      ,1.13E-16      ,0.056
361,CXOGLB J002408.2-720435,6.034529,-72.076575,0.00126,0.0001469,8.998e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002408.5-720438 ,6.03566,-72.077473,4.211,8.38e-16,1.14E-15      ,5.33E-16      ,2.44e-16,3.76E-16      ,1.13E-16      ,0.058
362,CXOGLB J002408.4-720500,6.035312,-72.083417,0.001317,7.187e-05,8.68e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002408.5-720456 ,6.035546,-72.082327,3.5,1.87e-16,3.02E-16      ,6.86E-17      ,0.0,              ,              ,0.065
363,CXOGLB J002408.4-720500,6.035246,-72.083414,0.001277,0.0001519,9.601e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002408.5-720456 ,6.035546,-72.082327,3.5,1.87e-16,3.02E-16      ,6.86E-17      ,0.0,              ,              ,0.065
364,CXOGLB J002407.9-720454,6.032975,-72.081883,0.0007803,0.0001178,5.385e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002408.5-720456 ,6.035546,-72.082327,3.5,1.87e-16,3.02E-16      ,6.86E-17      ,0.0,              ,              ,0.054
365,CXOGLB J002407.9-720454,6.033017,-72.081878,0.001305,7.169e-05,6.944e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002408.5-720456 ,6.035546,-72.082327,3.5,1.87e-16,3.02E-16      ,6.86E-17      ,0.0,              ,              ,0.054
366,CXOGLB J002407.9-720454,6.032975,-72.081883,0.0007803,0.0001178,5.385e-15,GC47TUCCXO      ,CHANDRA      ,2CXO J002408.6-720449 ,6.036119,-72.08046,3.4,0.0,5.82E-17      ,0.00E+00      ,5.78e-17,1.01E-16      ,1.29E-17      ,0.103
