,A_NAME,A_ALT_NAME_1,A_RA,A_DEC,A_SOURCE_TYPE,A_SOURCE_TYPE_FLAG,B_NAME,B_RA,B_DEC,XOFFSET_
181,CXOGLB J002410.0-720441,[GHE2001] W10 ,6.041867,-72.078111,CV           ,?                 ,2CXO J002410.0-720441,6.042059,-72.078131,0.004
182,CXOGLB J002412.1-720507,[GHE2001] W93 ,6.050617,-72.08545,AGB          ,                  ,2CXO J002412.2-720507,6.050838,-72.085508,0.005
183,CXOGLB J002410.7-720425,[GHE2001] W8  ,6.044775,-72.073814,CV           ,                  ,2CXO J002410.7-720425,6.044885,-72.073826,0.002
184,CXOGLB J002410.7-720425,[GHE2001] W8  ,6.044779,-72.073797,CV           ,                  ,2CXO J002410.7-720425,6.044885,-72.073826,0.003
185,CXOGLB J002410.5-720444,[GHE2001] W255,6.044137,-72.078939,             ,                  ,2CXO J002410.7-720444,6.044585,-72.079104,0.013
186,CXOGLB J002411.0-720444,[GHE2001] W251,6.046079,-72.078897,AGB          ,                  ,2CXO J002411.0-720444,6.046232,-72.078906,0.003
187,CXOGLB J002411.1-720520,[GHE2001] W7  ,6.046271,-72.088944,MSP          ,                  ,2CXO J002411.1-720520,6.046403,-72.088955,0.003
188,CXOGLB J002411.1-720520,[GHE2001] W7  ,6.04625,-72.088939,MSP          ,                  ,2CXO J002411.1-720520,6.046403,-72.088955,0.003
189,CXOGLB J002411.0-720620,[GHE2001] W120,6.046208,-72.105567,CV           ,                  ,2CXO J002411.1-720620,6.046367,-72.105583,0.003
190,CXOGLB J002411.0-720620,[GHE2001] W120,6.046246,-72.105536,CV           ,                  ,2CXO J002411.1-720620,6.046367,-72.105583,0.004
191,CXOGLB J002411.3-720451,[GHE2001] W250,6.047167,-72.080828,             ,                  ,2CXO J002411.3-720451,6.047113,-72.080895,0.004
192,CXOGLB J002411.8-720443,[GHE2001] W70 ,6.0496,-72.078858,CV           ,                  ,2CXO J002411.9-720443,6.049667,-72.078852,0.001
193,CXOGLB J002411.8-720443,[GHE2001] W70 ,6.049542,-72.078822,CV           ,                  ,2CXO J002411.9-720443,6.049667,-72.078852,0.003
194,CXOGLB J002412.0-720512,[GHE2001] W248,6.0501,-72.086772,AGB          ,                  ,2CXO J002412.0-720512,6.050188,-72.08681,0.003
195,CXOGLB J002412.1-720455,[GHE2001] W196,6.050763,-72.082008,             ,                  ,2CXO J002412.1-720455,6.05061,-72.081972,0.004
196,CXOGLB J002412.1-720455,[GHE2001] W196,6.050587,-72.08195,             ,                  ,2CXO J002412.1-720455,6.05061,-72.081972,0.001
197,CXOGLB J002413.4-720451,[GHE2001] W4  ,6.056029,-72.080894,AB           ,?                 ,2CXO J002413.4-720451,6.056162,-72.080927,0.003
198,CXOGLB J002413.4-720451,[GHE2001] W4  ,6.056092,-72.080889,AB           ,?                 ,2CXO J002413.4-720451,6.056162,-72.080927,0.003
199,CXOGLB J002413.4-720523,[GHE2001] W68 ,6.056163,-72.089806,AB           ,                  ,2CXO J002413.4-720523,6.056051,-72.089809,0.002
200,CXOGLB J002413.5-720447,[GHE2001] W244,6.056496,-72.079786,AGB          ,                  ,2CXO J002413.5-720447,6.056478,-72.079827,0.002
201,CXOGLB J002415.0-720503,[GHE2001] W239,6.062721,-72.084222,AGB          ,                  ,2CXO J002415.0-720503,6.062896,-72.08419,0.004
202,CXOGLB J002415.1-720443,[GHE2001] W3  ,6.063171,-72.07875,AB           ,                  ,2CXO J002415.1-720443,6.063287,-72.07877,0.002
203,CXOGLB J002415.1-720443,[GHE2001] W3  ,6.063158,-72.078697,AB           ,                  ,2CXO J002415.1-720443,6.063287,-72.07877,0.005
204,CXOGLB J002415.2-720433,[GHE2001] W195,6.063346,-72.075906,             ,                  ,2CXO J002415.2-720433,6.0634,-72.075965,0.004
205,CXOGLB J002415.2-720433,[GHE2001] W195,6.063321,-72.075864,             ,                  ,2CXO J002415.2-720433,6.0634,-72.075965,0.006
206,CXOGLB J002415.7-720307,[GHE2001] W166,6.065362,-72.052039,             ,                  ,2CXO J002415.7-720307,6.065678,-72.05202,0.006
207,CXOGLB J002415.7-720307,[GHE2001] W166,6.065508,-72.051992,             ,                  ,2CXO J002415.7-720307,6.065678,-72.05202,0.004
208,CXOGLB J002415.8-720436,[GHE2001] W2  ,6.06615,-72.076775,CV           ,                  ,2CXO J002415.9-720436,6.066288,-72.076792,0.003
209,CXOGLB J002415.8-720436,[GHE2001] W2  ,6.066167,-72.076772,CV           ,                  ,2CXO J002415.9-720436,6.066288,-72.076792,0.003
210,CXOGLB J002416.0-720412,[GHE2001] W235,6.066858,-72.070167,             ,                  ,2CXO J002416.0-720412,6.066707,-72.070192,0.003
211,CXOGLB J002416.7-720447,[GHE2001] W233,6.069696,-72.079806,AGB          ,                  ,2CXO J002416.7-720447,6.069895,-72.079756,0.005
212,CXOGLB J002416.9-720427,[GHE2001] W1  ,6.0707,-72.074225,CV           ,                  ,2CXO J002416.9-720427,6.070791,-72.074234,0.002
213,CXOGLB J002416.9-720427,[GHE2001] W1  ,6.070679,-72.074217,CV           ,                  ,2CXO J002416.9-720427,6.070791,-72.074234,0.002
214,CXOGLB J002418.0-720618,[GHE2001] W231,6.075283,-72.105256,             ,                  ,2CXO J002418.1-720619,6.075444,-72.105321,0.005
215,CXOGLB J002419.3-720334,[GHE2001] W114,6.080683,-72.059661,             ,                  ,2CXO J002419.3-720334,6.080757,-72.059679,0.002
216,CXOGLB J002419.3-720334,[GHE2001] W114,6.080771,-72.059608,             ,                  ,2CXO J002419.3-720334,6.080757,-72.059679,0.004
217,CXOGLB J002419.3-720431,[GHE2001] W182,6.080725,-72.07535,AB           ,                  ,2CXO J002419.4-720431,6.080871,-72.075437,0.006
218,CXOGLB J002419.3-720431,[GHE2001] W182,6.080783,-72.075297,AB           ,                  ,2CXO J002419.4-720431,6.080871,-72.075437,0.009
219,CXOGLB J002419.7-720349,[GHE2001] W226,6.082088,-72.063781,             ,                  ,2CXO J002419.7-720349,6.082167,-72.063778,0.001
220,CXOGLB J002421.4-720433,[GHE2001] W221,6.089321,-72.075878,             ,                  ,2CXO J002421.4-720433,6.089338,-72.075864,0.001
221,CXOGLB J002421.7-720252,[GHE2001] W220,6.090525,-72.047931,             ,                  ,2CXO J002421.6-720252,6.090321,-72.047935,0.004
222,CXOGLB J002422.5-720423,[GHE2001] W219,6.093867,-72.073269,             ,                  ,2CXO J002422.5-720423,6.093951,-72.073303,0.003
223,CXOGLB J002422.7-720328,[GHE2001] W218,6.0948,-72.058017,             ,                  ,2CXO J002422.7-720328,6.094949,-72.058009,0.003
224,CXOGLB J002428.3-720601,[GHE2001] W214,6.118204,-72.100456,             ,                  ,2CXO J002428.4-720601,6.118449,-72.100448,0.005
225,CXOGLB J002428.9-720256,[GHE2001] W160,6.120658,-72.049078,             ,                  ,2CXO J002428.9-720256,6.120737,-72.049041,0.003
226,CXOGLB J002428.9-720256,[GHE2001] W160,6.120767,-72.04885,             ,                  ,2CXO J002428.9-720256,6.120737,-72.049041,0.011
227,CXOGLB J002430.7-720446,[GHE2001] W211,6.128083,-72.079631,AGB          ,                  ,2CXO J002430.7-720446,6.127958,-72.079676,0.004
228,CXOGLB J002431.3-720618,[GHE2001] W159,6.1305,-72.105056,             ,                  ,2CXO J002431.3-720618,6.13056,-72.105166,0.007
229,CXOGLB J002431.3-720618,[GHE2001] W159,6.130529,-72.104994,             ,                  ,2CXO J002431.3-720618,6.13056,-72.105166,0.01
230,CXOGLB J002431.7-720538,[GHE2001] W181,6.132454,-72.093931,             ,                  ,2CXO J002431.8-720538,6.132521,-72.093948,0.002
231,CXOGLB J002437.1-720517,[GHE2001] W207,6.154792,-72.088042,             ,                  ,2CXO J002437.1-720516,6.154886,-72.088021,0.002
232,CXOGLB J002358.2-720538,[GHE2001] W322,5.992708,-72.094022,             ,                  ,2CXO J002358.3-720538,5.992928,-72.09409,0.006
233,CXOGLB J002358.6-720225,[GHE2001] W320,5.994154,-72.040456,             ,                  ,2CXO J002358.5-720225,5.993824,-72.040465,0.006
234,CXOGLB J002358.6-720436,[GHE2001] W321,5.994329,-72.076689,             ,                  ,2CXO J002358.7-720436,5.994653,-72.076693,0.006
235,CXOGLB J002359.3-720448,[GHE2001] W62 ,5.997142,-72.080064,             ,                  ,2CXO J002359.3-720448,5.997318,-72.080057,0.003
236,CXOGLB J002359.3-720448,[GHE2001] W62 ,5.997342,-72.079958,             ,                  ,2CXO J002359.3-720448,5.997318,-72.080057,0.006
237,CXOGLB J002359.3-720459,[GHE2001] W316,5.997471,-72.083108,             ,                  ,2CXO J002359.3-720459,5.997449,-72.083076,0.002
238,CXOGLB J002359.4-720358,[GHE2001] W63 ,5.997363,-72.066339,MSP          ,                  ,2CXO J002359.4-720358,5.997605,-72.066351,0.005
239,CXOGLB J002359.4-720358,[GHE2001] W63 ,5.997513,-72.066325,MSP          ,                  ,2CXO J002359.4-720358,5.997605,-72.066351,0.002
240,CXOGLB J002400.4-720427,[GHE2001] W313,6.001713,-72.074167,             ,                  ,2CXO J002400.4-720427,6.00183,-72.074211,0.003
241,CXOGLB J002400.4-720448,[GHE2001] W205,6.001646,-72.079997,             ,                  ,2CXO J002400.4-720448,6.001914,-72.08002,0.005
242,CXOGLB J002400.4-720448,[GHE2001] W205,6.002,-72.079933,             ,                  ,2CXO J002400.4-720448,6.001914,-72.08002,0.005
243,CXOGLB J002401.3-720427,[GHE2001] W100,6.005429,-72.074233,             ,                  ,2CXO J002401.3-720427,6.005555,-72.074234,0.002
244,CXOGLB J002400.3-720546,[GHE2001] W84 ,6.001604,-72.096258,             ,                  ,2CXO J002400.4-720546,6.001806,-72.096292,0.004
245,CXOGLB J002400.3-720546,[GHE2001] W84 ,6.001558,-72.096239,             ,                  ,2CXO J002400.4-720546,6.001806,-72.096292,0.006
246,CXOGLB J002400.5-720516,[GHE2001] W312,6.002283,-72.088022,             ,                  ,2CXO J002400.5-720517,6.002447,-72.088078,0.005
247,CXOGLB J002400.6-720412,[GHE2001] W311,6.002754,-72.070122,             ,                  ,2CXO J002400.6-720412,6.002745,-72.070185,0.004
248,CXOGLB J002400.6-720554,[GHE2001] W59 ,6.00265,-72.098403,AB           ,                  ,2CXO J002400.6-720554,6.00262,-72.098446,0.003
249,CXOGLB J002400.6-720554,[GHE2001] W59 ,6.00245,-72.098394,AB           ,                  ,2CXO J002400.6-720554,6.00262,-72.098446,0.004
250,CXOGLB J002401.3-720445,[GHE2001] W57 ,6.005683,-72.079342,             ,                  ,2CXO J002401.3-720445,6.005779,-72.079374,0.003
251,CXOGLB J002401.3-720445,[GHE2001] W57 ,6.005658,-72.079292,             ,                  ,2CXO J002401.3-720445,6.005779,-72.079374,0.005
252,CXOGLB J002401.3-720448,[GHE2001] W307,6.005467,-72.080053,             ,                  ,2CXO J002401.3-720448,6.00559,-72.080101,0.004
253,CXOGLB J002401.2-720650,[GHE2001] W308,6.005317,-72.113886,             ,                  ,2CXO J002401.3-720650,6.00581,-72.113921,0.009
254,CXOGLB J002401.4-720441,[GHE2001] W82 ,6.006012,-72.078264,CV           ,                  ,2CXO J002401.4-720441,6.005988,-72.078311,0.003
255,CXOGLB J002401.4-720441,[GHE2001] W82 ,6.005854,-72.078206,CV           ,                  ,2CXO J002401.4-720441,6.005988,-72.078311,0.007
256,CXOGLB J002401.3-720504,[GHE2001] W306,6.005783,-72.084536,             ,                  ,2CXO J002401.4-720504,6.005894,-72.084569,0.003
257,CXOGLB J002402.5-720444,[GHE2001] W54 ,6.010438,-72.079019,AB           ,?                 ,2CXO J002402.5-720444,6.010455,-72.079034,0.001
258,CXOGLB J002402.5-720444,[GHE2001] W54 ,6.010396,-72.078911,AB           ,?                 ,2CXO J002402.5-720444,6.010455,-72.079034,0.007
259,CXOGLB J002402.5-720511,[GHE2001] W53 ,6.010487,-72.086458,CV           ,                  ,2CXO J002402.5-720511,6.010643,-72.086484,0.003
260,CXOGLB J002402.5-720511,[GHE2001] W53 ,6.010542,-72.086458,CV           ,                  ,2CXO J002402.5-720511,6.010643,-72.086484,0.002
261,CXOGLB J002403.0-720426,[GHE2001] W50 ,6.012658,-72.07405,             ,                  ,2CXO J002403.1-720426,6.012946,-72.07407,0.005
262,CXOGLB J002403.0-720426,[GHE2001] W50 ,6.012963,-72.074039,             ,                  ,2CXO J002403.1-720426,6.012946,-72.07407,0.002
263,CXOGLB J002403.1-720447,[GHE2001] W49 ,6.012975,-72.079817,CV           ,                  ,2CXO J002403.1-720447,6.013009,-72.07985,0.002
264,CXOGLB J002403.1-720447,[GHE2001] W49 ,6.012833,-72.079814,CV           ,                  ,2CXO J002403.1-720447,6.013009,-72.07985,0.004
265,CXOGLB J002403.2-720429,[GHE2001] W48 ,6.013138,-72.074931,             ,                  ,2CXO J002403.2-720429,6.013351,-72.07492,0.004
266,CXOGLB J002403.2-720429,[GHE2001] W48 ,6.013379,-72.074897,             ,                  ,2CXO J002403.2-720429,6.013351,-72.07492,0.001
267,CXOGLB J002403.3-720524,[GHE2001] W301,6.013733,-72.090183,             ,                  ,2CXO J002403.3-720524,6.01387,-72.090212,0.003
268,CXOGLB J002404.9-720437,[GHE2001] W203,6.020542,-72.077017,             ,                  ,2CXO J002404.9-720437,6.020611,-72.07704,0.002
269,CXOGLB J002404.9-720437,[GHE2001] W203,6.020462,-72.077008,             ,                  ,2CXO J002404.9-720437,6.020611,-72.07704,0.003
270,CXOGLB J002403.7-720423,[GHE2001] W45 ,6.015675,-72.07305,CV           ,                  ,2CXO J002403.7-720423,6.01575,-72.073064,0.002
271,CXOGLB J002403.7-720423,[GHE2001] W45 ,6.01565,-72.073031,CV           ,                  ,2CXO J002403.7-720423,6.01575,-72.073064,0.003
272,CXOGLB J002403.6-720459,[GHE2001] W44 ,6.015346,-72.083072,CV           ,                  ,2CXO J002403.7-720459,6.015486,-72.083083,0.003
273,CXOGLB J002403.6-720459,[GHE2001] W44 ,6.015271,-72.083061,CV           ,                  ,2CXO J002403.7-720459,6.015486,-72.083083,0.004
274,CXOGLB J002403.6-720522,[GHE2001] W78 ,6.015221,-72.089589,             ,                  ,2CXO J002403.7-720522,6.015492,-72.089606,0.005
275,CXOGLB J002404.1-720512,[GHE2001] W299,6.017271,-72.086797,AGB          ,                  ,2CXO J002404.1-720512,6.017315,-72.086822,0.002
276,CXOGLB J002404.1-720420,[GHE2001] W142,6.017708,-72.072297,MSP          ,?                 ,2CXO J002404.2-720420,6.017691,-72.072303,0.001
277,CXOGLB J002404.1-720420,[GHE2001] W142,6.017462,-72.072253,MSP          ,?                 ,2CXO J002404.2-720420,6.017691,-72.072303,0.005
278,CXOGLB J002404.2-720443,[GHE2001] W43 ,6.017629,-72.078844,AB           ,                  ,2CXO J002404.2-720443,6.017724,-72.078755,0.006
279,CXOGLB J002404.2-720443,[GHE2001] W43 ,6.0177,-72.078761,AB           ,                  ,2CXO J002404.2-720443,6.017724,-72.078755,0.001
280,CXOGLB J002404.2-720458,[GHE2001] W42 ,6.017704,-72.082783,CV           ,                  ,2CXO J002404.2-720457,6.017843,-72.082764,0.003
281,CXOGLB J002404.2-720458,[GHE2001] W42 ,6.017675,-72.082772,CV           ,                  ,2CXO J002404.2-720457,6.017843,-72.082764,0.003
282,CXOGLB J002404.6-720434,[GHE2001] W40 ,6.019333,-72.076272,             ,                  ,2CXO J002404.6-720434,6.019399,-72.07626,0.001
283,CXOGLB J002404.6-720434,[GHE2001] W40 ,6.019308,-72.076217,             ,                  ,2CXO J002404.6-720434,6.019399,-72.07626,0.003
284,CXOGLB J002404.8-720446,[GHE2001] W38 ,6.020367,-72.079469,AB           ,                  ,2CXO J002404.9-720446,6.020592,-72.079522,0.005
285,CXOGLB J002404.8-720446,[GHE2001] W38 ,6.020458,-72.07945,AB           ,                  ,2CXO J002404.9-720446,6.020592,-72.079522,0.005
286,CXOGLB J002404.9-720451,[GHE2001] W37 ,6.020679,-72.080925,QLX          ,?                 ,2CXO J002404.9-720451,6.020771,-72.080953,0.002
287,CXOGLB J002404.9-720451,[GHE2001] W37 ,6.020738,-72.080917,QLX          ,                  ,2CXO J002404.9-720451,6.020771,-72.080953,0.002
288,CXOGLB J002404.9-720454,[GHE2001] W293,6.020779,-72.081653,             ,                  ,2CXO J002404.9-720454,6.020764,-72.081685,0.002
289,CXOGLB J002404.9-720455,[GHE2001] W36 ,6.020471,-72.082044,CV           ,                  ,2CXO J002404.9-720455,6.020589,-72.082103,0.004
290,CXOGLB J002404.9-720455,[GHE2001] W36 ,6.020575,-72.082044,CV           ,                  ,2CXO J002404.9-720455,6.020589,-72.082103,0.004
291,CXOGLB J002405.1-720435,[GHE2001] W290,6.021242,-72.076447,             ,                  ,2CXO J002405.1-720435,6.021261,-72.076491,0.003
292,CXOGLB J002405.1-720604,[GHE2001] W121,6.021483,-72.101239,AB           ,                  ,2CXO J002405.1-720604,6.021642,-72.101254,0.003
293,CXOGLB J002405.1-720604,[GHE2001] W121,6.021417,-72.101117,AB           ,                  ,2CXO J002405.1-720604,6.021642,-72.101254,0.009
294,CXOGLB J002405.2-720315,[GHE2001] W288,6.021975,-72.054383,             ,                  ,2CXO J002405.2-720315,6.021882,-72.054443,0.004
295,CXOGLB J002405.2-720446,[GHE2001] W34 ,6.021679,-72.079644,MSP          ,?                 ,2CXO J002405.2-720446,6.021793,-72.079681,0.003
296,CXOGLB J002405.2-720446,[GHE2001] W34 ,6.021533,-72.079611,MSP          ,?                 ,2CXO J002405.2-720446,6.021793,-72.079681,0.006
297,CXOGLB J002405.6-720449,[GHE2001] W32 ,6.023521,-72.080333,CV           ,?                 ,2CXO J002405.6-720449,6.023632,-72.080356,0.002
298,CXOGLB J002405.6-720449,[GHE2001] W32 ,6.023529,-72.080314,CV           ,?                 ,2CXO J002405.6-720449,6.023632,-72.080356,0.003
299,CXOGLB J002405.6-720504,[GHE2001] W31 ,6.023654,-72.084556,MSP          ,?                 ,2CXO J002405.6-720504,6.023684,-72.084507,0.003
300,CXOGLB J002405.6-720504,[GHE2001] W31 ,6.023608,-72.084467,MSP          ,?                 ,2CXO J002405.6-720504,6.023684,-72.084507,0.003
301,CXOGLB J002405.6-720452,[GHE2001] W286,6.023725,-72.081281,AGB          ,                  ,2CXO J002405.7-720452,6.023896,-72.081266,0.003
302,CXOGLB J002406.0-720501,[GHE2001] W28 ,6.0251,-72.083792,MSP          ,?                 ,2CXO J002406.0-720501,6.02525,-72.083766,0.003
303,CXOGLB J002406.0-720501,[GHE2001] W28 ,6.024992,-72.083714,MSP          ,?                 ,2CXO J002406.0-720501,6.02525,-72.083766,0.006
304,CXOGLB J002406.1-720451,[GHE2001] W283,6.025571,-72.080953,             ,                  ,2CXO J002406.1-720451,6.025752,-72.08099,0.004
305,CXOGLB J002406.1-720451,[GHE2001] W283,6.025167,-72.080928,             ,                  ,2CXO J002406.1-720451,6.025752,-72.08099,0.011
306,CXOGLB J002406.1-720542,[GHE2001] W282,6.025717,-72.095233,             ,                  ,2CXO J002406.1-720542,6.025797,-72.095261,0.002
307,CXOGLB J002406.0-720725,[GHE2001] W284,6.025354,-72.123733,             ,                  ,2CXO J002406.1-720725,6.025435,-72.123746,0.002
308,CXOGLB J002406.3-720416,[GHE2001] W280,6.026308,-72.071372,AGB          ,                  ,2CXO J002406.3-720417,6.026374,-72.071406,0.002
309,CXOGLB J002406.7-720406,[GHE2001] W74 ,6.027946,-72.068578,MSP          ,                  ,2CXO J002406.7-720406,6.027986,-72.068586,0.001
310,CXOGLB J002406.7-720406,[GHE2001] W74 ,6.027817,-72.068544,MSP          ,                  ,2CXO J002406.7-720406,6.027986,-72.068586,0.004
311,CXOGLB J002406.8-720512,[GHE2001] W26 ,6.028442,-72.086772,AB           ,                  ,2CXO J002406.8-720512,6.028634,-72.08681,0.004
312,CXOGLB J002406.8-720512,[GHE2001] W26 ,6.028517,-72.086753,AB           ,                  ,2CXO J002406.8-720512,6.028634,-72.08681,0.004
313,CXOGLB J002406.9-720509,[GHE2001] W276,6.028825,-72.086083,             ,                  ,2CXO J002406.9-720509,6.028951,-72.086065,0.003
314,CXOGLB J002407.3-720449,[GHE2001] W24 ,6.030787,-72.080453,AB           ,?                 ,2CXO J002407.2-720450,6.030259,-72.080583,0.013
315,CXOGLB J002407.3-720449,[GHE2001] W24 ,6.030592,-72.080389,AB           ,?                 ,2CXO J002407.2-720450,6.030259,-72.080583,0.013
316,CXOGLB J002407.1-720452,[GHE2001] W274,6.029879,-72.081322,AGB          ,                  ,2CXO J002407.2-720452,6.030002,-72.081364,0.003
317,CXOGLB J002407.2-720454,[GHE2001] W199,6.030337,-72.081886,             ,                  ,2CXO J002407.2-720454,6.030197,-72.081825,0.004
318,CXOGLB J002407.2-720454,[GHE2001] W199,6.030125,-72.081864,             ,                  ,2CXO J002407.2-720454,6.030197,-72.081825,0.003
319,CXOGLB J002407.2-720457,[GHE2001] W73 ,6.030033,-72.082614,AB           ,                  ,2CXO J002407.2-720457,6.030138,-72.082654,0.003
320,CXOGLB J002407.2-720457,[GHE2001] W73 ,6.029904,-72.082575,AB           ,                  ,2CXO J002407.2-720457,6.030138,-72.082654,0.006
321,CXOGLB J002407.8-720458,[GHE2001] W267,6.03255,-72.082889,AGB          ,                  ,2CXO J002407.8-720458,6.032715,-72.0829,0.003
322,CXOGLB J002407.6-720450,[GHE2001] W198,6.031462,-72.080658,MSP          ,                  ,2CXO J002407.5-720450,6.03159,-72.080686,0.003
323,CXOGLB J002407.6-720450,[GHE2001] W198,6.031583,-72.080656,MSP          ,                  ,2CXO J002407.5-720450,6.03159,-72.080686,0.002
324,CXOGLB J002407.5-720620,[GHE2001] W271,6.031346,-72.105581,AGB          ,                  ,2CXO J002407.5-720620,6.031596,-72.105608,0.005
325,CXOGLB J002407.7-720431,[GHE2001] W269,6.032204,-72.075344,             ,                  ,2CXO J002407.7-720431,6.032338,-72.075381,0.003
326,CXOGLB J002407.8-720524,[GHE2001] W22 ,6.032646,-72.090156,AB           ,                  ,2CXO J002407.8-720524,6.0328,-72.090147,0.003
327,CXOGLB J002407.8-720524,[GHE2001] W22 ,6.032492,-72.090119,AB           ,                  ,2CXO J002407.8-720524,6.0328,-72.090147,0.006
328,CXOGLB J002408.1-720447,[GHE2001] W265,6.033762,-72.079967,             ,                  ,2CXO J002408.1-720447,6.034109,-72.079929,0.007
329,CXOGLB J002408.0-720451,[GHE2001] W197,6.033421,-72.080911,             ,                  ,2CXO J002408.1-720451,6.033777,-72.080884,0.007
330,CXOGLB J002408.0-720451,[GHE2001] W197,6.033625,-72.080811,             ,                  ,2CXO J002408.1-720451,6.033777,-72.080884,0.005
331,CXOGLB J002408.1-720513,[GHE2001] W18 ,6.033908,-72.087033,AB           ,                  ,2CXO J002408.1-720513,6.034126,-72.08706,0.004
332,CXOGLB J002408.1-720513,[GHE2001] W18 ,6.034013,-72.087008,AB           ,                  ,2CXO J002408.1-720513,6.034126,-72.08706,0.004
333,CXOGLB J002410.0-720451,[GHE2001] W257,6.041667,-72.081036,AGB          ,                  ,2CXO J002410.0-720451,6.041759,-72.081056,0.002
334,CXOGLB J002408.4-720500,[GHE2001] W15 ,6.035312,-72.083417,CV           ,                  ,2CXO J002408.4-720500,6.035411,-72.083435,0.002
335,CXOGLB J002408.4-720500,[GHE2001] W15 ,6.035246,-72.083414,CV           ,                  ,2CXO J002408.4-720500,6.035411,-72.083435,0.003
336,CXOGLB J002408.5-720438,[GHE2001] W105,6.035446,-72.077436,MSP          ,                  ,2CXO J002408.5-720438,6.03566,-72.077473,0.005
337,CXOGLB J002408.5-720456,[GHE2001] W261,6.035542,-72.082294,             ,                  ,2CXO J002408.5-720456,6.035546,-72.082327,0.002
338,CXOGLB J002408.5-720535,[GHE2001] W262,6.0356,-72.093106,AGB          ,                  ,2CXO J002408.5-720535,6.035819,-72.093124,0.004
339,CXOGLB J002408.5-720708,[GHE2001] W186,6.035621,-72.118925,             ,                  ,2CXO J002408.5-720708,6.03581,-72.119018,0.007
340,CXOGLB J002408.5-720708,[GHE2001] W186,6.035567,-72.118875,             ,                  ,2CXO J002408.5-720708,6.03581,-72.119018,0.01
341,CXOGLB J002409.2-720543,[GHE2001] W140,6.038412,-72.095519,CV           ,?                 ,2CXO J002409.2-720543,6.038483,-72.095544,0.002
342,CXOGLB J002409.2-720543,[GHE2001] W140,6.038517,-72.095497,CV           ,?                 ,2CXO J002409.2-720543,6.038483,-72.095544,0.003
343,CXOGLB J002410.7-720418,[GHE2001] W254,6.044975,-72.071881,             ,                  ,2CXO J002410.7-720418,6.044986,-72.071936,0.003
344,CXOGLB J002410.2-720401,[GHE2001] W167,6.042492,-72.067158,AB           ,                  ,2CXO J002410.2-720401,6.042659,-72.067123,0.004
345,CXOGLB J002410.2-720401,[GHE2001] W167,6.042571,-72.067086,AB           ,                  ,2CXO J002410.2-720401,6.042659,-72.067123,0.003
346,CXOGLB J002412.5-720521,[GHE2001] W246,6.052171,-72.089361,AGB          ,                  ,2CXO J002412.5-720521,6.052374,-72.089418,0.005
347,CXOGLB J002410.4-720459,[GHE2001] W72 ,6.043608,-72.083328,AB           ,                  ,2CXO J002410.4-720500,6.043718,-72.083345,0.002
348,CXOGLB J002410.4-720459,[GHE2001] W72 ,6.043608,-72.083306,AB           ,                  ,2CXO J002410.4-720500,6.043718,-72.083345,0.003
349,CXOGLB J002410.5-720506,[GHE2001] W9  ,6.043938,-72.085183,AB           ,                  ,2CXO J002410.5-720506,6.043943,-72.085175,0.001
350,CXOGLB J002410.5-720506,[GHE2001] W9  ,6.043812,-72.085075,AB           ,                  ,2CXO J002410.5-720506,6.043943,-72.085175,0.006
351,CXOGLB J002410.6-720516,[GHE2001] W71 ,6.04435,-72.087906,CV           ,?                 ,2CXO J002410.6-720516,6.044488,-72.087879,0.003
352,CXOGLB J002410.6-720516,[GHE2001] W71 ,6.044187,-72.087819,CV           ,?                 ,2CXO J002410.6-720516,6.044488,-72.087879,0.007
353,CXOGLB J002410.6-720529,[GHE2001] W184,6.044158,-72.091447,AB           ,                  ,2CXO J002410.6-720529,6.044218,-72.091472,0.002
354,CXOGLB J002410.6-720529,[GHE2001] W184,6.043746,-72.091322,AB           ,                  ,2CXO J002410.6-720529,6.044218,-72.091472,0.013
355,CXOGLB J002410.8-720415,[GHE2001] W95 ,6.045125,-72.070992,MSP          ,?                 ,2CXO J002410.7-720415,6.044977,-72.071052,0.005
356,CXOGLB J002410.9-720408,[GHE2001] W252,6.045717,-72.068892,             ,                  ,2CXO J002410.9-720408,6.045663,-72.068905,0.001
357,CXOGLB J002410.9-720505,[GHE2001] W253,6.045717,-72.084722,             ,                  ,2CXO J002410.9-720504,6.04582,-72.084719,0.002
358,CXOGLB J002411.5-720224,[GHE2001] W118,6.047958,-72.040103,             ,                  ,2CXO J002411.5-720224,6.048074,-72.040134,0.003
359,CXOGLB J002411.5-720224,[GHE2001] W118,6.047979,-72.040097,             ,                  ,2CXO J002411.5-720224,6.048074,-72.040134,0.003
360,CXOGLB J002411.6-720503,[GHE2001] W6  ,6.048438,-72.084381,MSP          ,?                 ,2CXO J002411.6-720503,6.048569,-72.084413,0.003
361,CXOGLB J002411.6-720503,[GHE2001] W6  ,6.048533,-72.084378,MSP          ,?                 ,2CXO J002411.6-720503,6.048569,-72.084413,0.002
362,CXOGLB J002411.7-720518,[GHE2001] W249,6.049029,-72.088361,             ,                  ,2CXO J002411.7-720518,6.048917,-72.088354,0.002
363,CXOGLB J002411.8-720514,[GHE2001] W94 ,6.049008,-72.087431,AB           ,                  ,2CXO J002411.8-720514,6.049228,-72.087417,0.004
364,CXOGLB J002411.8-720514,[GHE2001] W94 ,6.049221,-72.087378,AB           ,                  ,2CXO J002411.8-720514,6.049228,-72.087417,0.002
