
#ATNF Pulsar Catalogue
#Catalogue Version: 1.65
INDEX;NAME;PSRJ;RAJ;DECJ;RAJD;DECJD;BINCOMP;ASSOC;SURVEY;PSR;
#;;;(hms);(dms);(deg);(deg);;;;TYPE;
2911;J1959+3620;J1959+3620;19:59:38.0;+36:20:29.1;299.90845833;36.34141667;*;*;htru_eff;*;
2912;J2000+29;J2000+29;20:00:14;+29:21;300.05833333;29.35000000;*;*;palfa,lotaas,fast_gpps;*;
2913;J2001-0349;J2001-0349;20:01:53.3;-03:49:43.5;300.47212500;-3.82875000;*;*;pks_superb;*;
2914;J2001+4258;J2001+4258;20:01:10.5;+42:58:06.2;300.29412722;42.96840495;*;*;gbncc,lotaas;*;
2915;J2002+1637;J2002+1637;20:02:47.7;+16:37:16.7;300.69904167;16.62130556;*;*;ar3,ar4;*;
2916;J2002+30;J2002+30;20:02:58;+30:35;300.74166667;30.58333333;*;*;ar4,palfa;*;
2917;B2000+32;J2002+3217;20:02:04.4;+32:17:18.3;300.51843645;32.28841961;*;*;jb2,palfa;*;
2918;B2000+40;J2002+4050;20:02:44.0;+40:50:53.9;300.68346020;40.84830733;*;*;gb3,gbncc;*;
2919;J2003+29;J2003+29;20:03:02;+29:16;300.75833333;29.26666667;*;*;palpha,fast_gpps;*;
2920;J2004+2653;J2004+2653;20:04:59.0;+26:53:40.4;301.24591667;26.89455556;*;*;palfa;*;
2921;B2002+31;J2004+3137;20:04:52.2;+31:37:10.0;301.21785974;31.61944754;*;*;jb1,jb2,gb3,palfa;*;
2922;J2004+3429;J2004+3429;20:04:46.9;+34:29:17.7;301.19570833;34.48825000;*;*;htru_eff;*;
2923;J2005-0020;J2005-0020;20:05:43.7;-00:20:21.9;301.43229006;-0.33942877;*;*;pks70,lotaas;*;
2924;J2005+3411g;J2005+3411g;20:05:45;+34:11;301.43750000;34.18333333;*;*;fast_gpps;*;
2925;J2005+3547;J2005+3547;20:05:17.4;+35:47:25.4;301.32288750;35.79038889;*;*;palfa;*;
2926;J2005+3552;J2005+3552;20:05:47.5;+35:52:24.3;301.44791667;35.87341667;*;*;htru_eff;*;
2927;J2006+0148;J2006+0148;20:06:29.0;+01:48:53.9;301.62105375;1.81497750;He[drc+21];GRS:4FGL_J2006.4+0147[fermi21];FermiAssoc;HE[drc+21];
2928;B2003-08;J2006-0807;20:06:16.3;-08:07:02.1;301.56818750;-8.11726861;*;*;mol2,pkssw;*;
2929;J2006+22;J2006+22;20:06:36;+22:04;301.65000000;22.06666667;*;*;lotaas;*;
2930;J2006+3102;J2006+3102;20:06:11.0;+31:02:03;301.54583333;31.03416667;*;GRS:4FGL_J2006.2+3102[fermi21];palpha,FermiAssoc;HE[nab+13,fermi21];
2931;J2007+0809;J2007+0809;20:07:13.5;+08:09:33;301.80625000;8.15916667;*;*;pkssw,lotaas;*;
2932;J2007+0910;J2007+0910;20:07:58.1;+09:10:12.9;301.99209625;9.17025833;*;*;ar4,lotaas;*;
2933;J2007+20;J2007+20;20:07;+20:21;301.75000000;20.35000000;*;*;gb350;RRAT;
2934;J2007+2722;J2007+2722;20:07:15.8;+27:22:47.9;301.81595333;27.37997611;*;*;palfa;*;
2935;J2007+3120;J2007+3120;20:07:09.0;+31:20:51.5;301.78755000;31.34765000;*;*;palfa;*;
2936;J2008+2513;J2008+2513;20:08:35.4;+25:13:30.3;302.14784167;25.22510000;*;*;ar3,lotaas;*;
2937;J2008+2755g;J2008+2755g;20:08:17;+27:55;302.07083333;27.91666667;*;*;fast_gpps;*;
2938;J2009+3122g;J2009+3122g;20:09:40;+31:22;302.41666667;31.36666667;*;*;fast_gpps;*;
2939;J2009+3326;J2009+3326;20:09:49.1;+33:26:10.2;302.45483333;33.43616667;*;*;palfa;*;
2940;J2010-1323;J2010-1323;20:10:45.9;-13:23:56.0;302.69133792;-13.39891194;*;*;pkssw;*;
2941;J2010+2845;J2010+2845;20:10:05.0;+28:45:29.1;302.52111667;28.75810278;*;*;palfa,lotaas;*;
2942;J2010+3051;J2010+3051;20:10:03.9;+30:51:18.8;302.51647583;30.85524778;He;*;palfa;*;
2943;J2010+31;J2010+31;20:10:35;+31:50;302.64583333;31.83333333;*;*;palpha,fast_gpps;*;
2944;J2010+3230;J2010+3230;20:10:26.5;+32:30:07.3;302.61041667;32.50202778;*;*;palfa;*;
2945;J2011+3006g;J2011+3006g;20:11:12;+30:06;302.80000000;30.10000000;*;*;fast_gpps;*;
2946;J2011+3331;J2011+3331;20:11:04.9;+33:31:24.6;302.77052500;33.52351111;*;*;palfa;*;
2947;J2012-2029;J2012-2029;20:12:46.6;-20:29:31;303.19416667;-20.49194444;*;*;gb350;*;
2948;J2013-0649;J2013-0649;20:13:17.7;-06:49:05.3;303.32396125;-6.81816389;*;*;gb350;*;
2949;J2013+3058;J2013+3058;20:13:34.2;+30:58:50.6;303.39272083;30.98074722;*;*;palfa;*;
2950;J2013+3100g;J2013+3100g;20:13:57;+31:00;303.48750000;31.00000000;*;*;fast_gpps;*;
2951;B2011+38;J2013+3845;20:13:10.3;+38:45:43.3;303.29319583;38.76203056;*;*;gb3;*;
2952;J2015+2524;J2015+2524;20:15:12.7;+25:24:31.3;303.80291667;25.40869444;*;*;ar3;*;
2953;J2016+1948;J2016+1948;20:16:57.4;+19:47:51.5;304.23934788;19.79766339;He[gsf+11];*;misc,lotaas;*;
2954;J2017+0603;J2017+0603;20:17:22.7;+06:03:05.5;304.34460510;6.05154554;He[cgj+11];GRS:4FGL_J2017.4+0602[fermi21],XRS:[pb15;misc;HE;
2955;J2017-1614;J2017-1614;20:17:46.1;-16:14:15.5;304.44228250;-16.23764167;UL[san16];GRS:4FGL_J2017.7-1612[fermi21];FermiAssoc;HE;
2956;J2017+2043;J2017+2043;20:17:28.9;+20:43:31.9;304.37057500;20.72552778;*;*;misc,lotaas;*;
2957;J2017+2819g;J2017+2819g;20:17:20;+28:19;304.33333333;28.31666667;*;*;fast_gpps;*;
2958;J2017+3625;J2017+3625;20:17:55.8;+36:25:07.9;304.48266667;36.41886111;*;GRS:4FGL_J2017.9+3625[fermi21],XRS:[wcp+;FermiBlind;NRAD;
2959;J2017+5906;J2017+5906;20:17:44.5;+59:06:46.9;304.43566243;59.11304758;*;*;gbncc,lotaas;*;
2960;B2016+28;J2018+2839;20:18:03.8;+28:39:54.2;304.51597208;28.66505889;*;*;misc,jb1,gb1,gb3,gb4,lotaas;*;
2961;J2018+3418g;J2018+3418g;20:18:15;+34:18;304.56250000;34.30000000;*;*;fast_gpps;*;
2962;J2018+3431;J2018+3431;20:18:53.1;+34:31:00.5;304.72165000;34.51680833;*;*;palfa;*;
2963;J2019+2425;J2019+2425;20:19:31.9;+24:25:15.3;304.88312083;24.42091772;He[nss01];*;ar3;*;
2964;J2021+3651;J2021+3651;20:21:05.4;+36:51:04.8;305.27275000;36.85133333;*;GRS:4FGL_J2021.1+3651[fermi21];misc;HE[aaa+09d];
2965;J2021+4024g;J2021+4024g;20:21:13;+40:24;305.30416667;40.40000000;*;*;fast_gpps;*;
2966;J2021+4026;J2021+4026;20:21:29.9;+40:26:45.1;305.37495833;40.44586111;*;GRS:4FGL_J2021.5+4026[fermi21],SNR:G78.2;FermiBlind;NRAD;
2967;J2022+21;J2022+21;20:22:24;+21:11;305.60000000;21.18333333;*;*;lotaas;*;
2968;B2020+28;J2022+2854;20:22:37.0;+28:54:23.1;305.65444625;28.90641778;*;*;misc,jb1,gb1,gb3,gb4,lotaas;*;
2969;J2022+3842;J2022+3842;20:22:21.6;+38:42:14.8;305.59037083;38.70411667;*;GRS:4FGL_J2022.3+3840[fermi21],XRS:CXOU_;misc;HE;
2970;J2022+3845g;J2022+3845g;20:22:11;+38:45;305.54583333;38.75000000;*;*;fast_gpps;*;
2971;B2021+51;J2022+5154;20:22:49.8;+51:54:50.2;305.70780417;51.91395361;*;*;jb1,gb1,gb2,gb3,gb4,lotaas;*;
2972;J2023+2853g;J2023+2853g;20:23:16;+28:52;305.81666667;28.86666667;*;*;fast_gpps;*;
2973;B2022+50;J2023+5037;20:23:41.9;+50:37:34.8;305.92476143;50.62634931;*;*;gb2,lotaas;*;
2974;J2024+48;J2024+48;20:24;+48;306.00000000;48.00000000;*;*;gb350;*;
2975;B2025+21;J2027+2146;20:27:16.6;+21:46:04.4;306.81954167;21.76789722;*;*;ar1;*;
2976;J2027+4557;J2027+4557;20:27:16.2;+45:57:57.0;306.81763750;45.96585556;*;*;gb350,misc,gbncc;*;
2977;J2027+7502;J2027+7502;20:27:23.2;+75:02:29.3;306.84699906;75.04147435;*;*;gbncc,lotaas;*;
2978;J2028+3332;J2028+3332;20:28:19.8;+33:32:04.3;307.08275000;33.53454444;*;GRS:4FGL_J2028.3+3331[fermi21];FermiBlind;NRAD;
2979;B2027+37;J2029+3744;20:29:23.8;+37:44:08.1;307.34946892;37.73560148;*;*;gb3,gbncc,lotaas;*;
2980;B2028+22;J2030+2228;20:30:40.4;+22:28:21.8;307.66852513;22.47272933;*;*;ar1,ar2,lotaas;*;
2981;J2030+3641;J2030+3641;20:30:00.2;+36:41:27.1;307.50108750;36.69087500;*;GRS:4FGL_J2030.0+3641[fermi21];FermiAssoc;HE;
2982;J2030+3818g;J2030+3818g;20:30:08;+38:18;307.53333333;38.30000000;*;*;fast_gpps;*;
2983;J2030+3929g;J2030+3929g;20:30:47;+39:29;307.69583333;39.48333333;*;*;fast_gpps;*;
2984;J2030+3944g;J2030+3944g;20:30:22;+39:44;307.59166667;39.73333333;*;*;fast_gpps;*;
2985;J2030+4415;J2030+4415;20:30:51.3;+44:15:38.1;307.71395833;44.26058333;*;GRS:4FGL_J2030.9+4416[fermi21];FermiBlind;NRAD;
2986;J2030+55;J2030+55;20:30;+55;307.50000000;55.00000000;*;*;gb350,lotaas;*;
2987;J2032+4127;J2032+4127;20:32:13.1;+41:27:24.3;308.05466250;41.45675278;MS[lsk+15];GRS:4FGL_J2032.2+4127[fermi21],OPT:MT91_;FermiBlind;HE;
2988;J2033+0042;J2033+0042;20:33:31.1;+00:42:24.1;308.37966667;0.70669444;*;*;pkssw,gb350,lotaas;RRAT;
2989;J2033+1734;J2033+1734;20:33:27.5;+17:34:58.4;308.36463255;17.58290832;He[rtj+96];*;ar4;*;
2990;J2033-1938;J2033-1938;20:33:55.4;-19:38:59;308.48083333;-19.64972222;*;*;gb350;*;
2991;J2034+3632;J2034+3632;20:34;-36:32;308.50000000;-36.53333333;*;GRS:4FGL_J2035.0+3632[fermi21];FermiAssoc;NRAD[nie+20];
2992;J2036+2835;J2036+2835;20:36:46.3;+28:35:10.4;309.19317917;28.58623333;*;*;htru_eff,lotaas;*;
2993;J2036+6646;J2036+6646;20:36:52.3;+66:46:20.7;309.21800000;66.77241667;*;*;lotaas;*;
2994;B2034+19;J2037+1942;20:37:14.5;+19:42:54.3;309.31058333;19.71508333;*;*;gb3,lotaas;*;
2995;B2035+36;J2037+3621;20:37:27.4;+36:21:24.1;309.36433630;36.35669411;*;*;gb2,gbncc;*;
2996;J2038+35;J2038+35;20:38;+35;309.50000000;35.00000000;*;*;gb350,lotaas;*;
2997;J2038-3816;J2038-3816;20:38:54.3;-38:16:15.6;309.72650000;-38.27100000;*;*;pks70;*;
2998;B2036+53;J2038+5319;20:38:03.1;+53:19:12.8;309.51319871;53.32022770;*;*;gb2;*;
2999;J2039-3616;J2039-3616;20:39:16.6;-36:16:17;309.81916667;-36.27138889;*;GRS:4FGL_2039.4-3616[fermi21];gbncc,FermiAssoc;HE[slr+14,fermi21];
3000;J2039-5617;J2039-5617;20:39:34.9;-56:17:09.2;309.89570042;-56.28590778;MS[cnv+21];GRS:4FGL_J2039.5-5617[fermi21];FermiAssoc;HE[cnv+21,cms+21];
3001;J2040+1657;J2040+1657;20:40:17.8;+16:57:30.4;310.07443750;16.95846111;*;*;ar4,lotaas;*;
3002;J2042+0246;J2042+0246;20:42:11.0;+02:46:14.3;310.54584529;2.77066583;He[san16];GRS:4FGL_J2042.2+0245[fermi21];FermiAssoc;HE;
3003;J2043+1711;J2043+1711;20:43:20.8;+17:11:28.9;310.83700687;17.19136336;He[gfc+12];GRS:4FGL_J2043.3+1711[fermi21];FermiAssoc;HE;
3004;J2043+2740;J2043+2740;20:43:43.5;+27:40:56;310.93125000;27.68222222;*;GRS:4FGL_J2043.7+2741[fermi21];ar4,lotaas;HE[naa+11];
3005;J2043+7045;J2043+7045;20:43;+70:45;310.75000000;70.75000000;*;*;gb350,gbncc,lotaas;*;
3006;J2044+28;J2044+28;20:44;+28;311.00000000;28.00000000;*;*;gbncc;*;
3007;J2044+4614;J2044+4614;20:44:58.8;+46:14:54;311.24500000;46.24833333;*;*;misc;*;
3008;J2045+0912;J2045+0912;20:45:47.3;+09:12:29.1;311.44726583;9.20810000;*;*;ar4,lotaas;*;
3009;J2045+3633;J2045+3633;20:45:01.5;+36:33:01.4;311.25627125;36.55039017;CO[mfb+20];*;htru_eff;*;
3010;J2045-68;J2045-68;20:45:17;-68:36:20;311.32083333;-68.60555556;*;GRS:4FGL_J2045.9-6835[fermi21];misc,FermiAssoc;HE[fermi21];
3011;B2043-04;J2046-0421;20:46:00.1;-04:21:26.2;311.50072083;-4.35729333;*;*;mol2,pks70,pkssw,lotaas;*;
3012;B2044+15;J2046+1540;20:46:39.3;+15:40:33.5;311.66390542;15.67598833;*;*;mol2,gb2,gb3,ar4,gb4,lotaas;*;
3013;B2045+56;J2046+5708;20:46:46.6;+57:08:37.0;311.69420492;57.14363637;*;*;gb2,gbncc,lotaas;*;
3014;J2047+1053;J2047+1053;20:47:10.2;+10:53:07.8;311.79269167;10.88550000;UL[rap+12];GRS:4FGL_J2047.3+1051[fermi21];FermiAssoc;HE;
3015;J2047+5029;J2047+5029;20:47:54.6;+50:29:38.1;311.97766667;50.49393611;*;*;misc;*;
3016;B2045-16;J2048-1616;20:48:35.6;-16:16:44.5;312.14850265;-16.27904264;*;*;mol1,mol2,pks70;*;
3017;J2048+2255;J2048+2255;20:48:45.8;+22:55:05.3;312.19111667;22.91814167;*;*;misc;*;
3018;J2050+1259;J2050+1259;20:50:57.2;+12:59:09;312.73837500;12.98583333;*;*;misc;*;
3019;J2051-0827;J2051-0827;20:51:07.5;-08:27:37.7;312.78133237;-8.46048603;UL[sbb96];GRS:4FGL_J2051.0-0826[fermi21];pks70,FermiAssoc;HE[sbl+96,wkh+12];
3020;J2051+1248;J2051+1248;20:51:29.6;+12:48:21.5;312.87358333;12.80597222;*;*;misc,lotaas;*;
3021;J2051+4434g;J2051+4434g;20:51:29;+44:34;312.87083333;44.56666667;*;*;fast_gpps;*;
3022;J2051+50;J2051+50;20:51:49;+50:40:05;312.95416667;50.66805556;*;GRS:4FGL_J2051.7+5051[fermi21];FermiAssoc;HE[fermi21];
3023;J2052+1219;J2052+1219;20:52:47.7;+12:19:59.0;313.19907513;12.33306167;UL[drc+21];GRS:4FGL_2052.7+1218[fermi21];FermiAssoc;HE[cck+16,fermi21];
3024;J2052+4421g;J2052+4421g;20:52:53;+44:21;313.22083333;44.35000000;*;*;fast_gpps;*;
3025;J2053+1718;J2053+1718;20:53:49.4;+17:18:44.6;313.45617042;17.31240611;*;*;ar4,lotaas;*;
3026;J2053+4650;J2053+4650;20:53:52.6;+46:50:51.7;313.46928350;46.84769947;CO[bcf+17];*;htru_eff;*;
3027;B2048-72;J2053-7200;20:53:47.2;-72:00:42.4;313.44700000;-72.01180000;*;*;mol2,pks70;*;
3028;J2055+15;J2055+15;20:56:02.5;+15:47:15;314.01041667;15.78750000;*;GRS:4FGL_2055.8+1545[fermi21];ar327,FermiAssoc;HE[dsm+13,fermi21];
3029;B2053+21;J2055+2209;20:55:39.1;+22:09:27.2;313.91313324;22.15756013;*;*;gb3,gb4,lotaas;*;
3030;J2055+2539;J2055+2539;20:55:48.8;+25:40:02;313.95333333;25.66722222;*;GRS:4FGL_J2055.8+2540[fermi21],XRS:XMMU_;FermiBlind;NRAD;
3031;B2053+36;J2055+3630;20:55:31.3;+36:30:21.4;313.88063375;36.50596361;*;*;gb1,gb2,gb3,gb4,gbncc,lotaas;*;
3032;J2055+3829;J2055+3829;20:55:10.3;+38:29:30.9;313.79294396;38.49191825;UL;*;misc;*;
3033;J2057+21;J2057+21;20:57:48;+21:26;314.45000000;21.43333333;*;*;lotaas;*;
3034;J2102+38;J2102+38;21:02;+38;315.50000000;38.00000000;*;*;gb350,lotaas;*;
3035;J2105+07;J2105+07;21:05:27;+07:57;316.36250000;7.95000000;*;*;ar327;*;
3036;J2105+19;J2105+19;21:05:20;+19:21;316.33333333;19.35000000;*;*;misc;RRAT[ttm18];
3037;J2105+28;J2105+28;21:06;+28:29;316.50000000;28.48333333;*;*;gbncc,lotaas;*;
3038;J2105+6223;J2105+6223;21:05:12.9;+62:23:05.5;316.30387500;62.38486111;*;*;gbncc;RRAT;
3039;J2108-3429;J2108-3429;21:08:30.4;-34:29:37.9;317.12704167;-34.49386111;*;*;pks70;*;
3040;B2106+44;J2108+4441;21:08:20.4;+44:41:48.8;317.08534167;44.69690833;*;*;jb1,gb1,gb3,gb4,gbncc,lotaas;*;
3041;J2108+4516;J2108+4516;21:08;+45:16;317.00000000;45.26666667;*;*;chime;*;
3042;J2111+2106;J2111+2106;21:11:33.1;+21:06:07.0;317.88804167;21.10194444;*;*;gb350;*;
3043;J2111+40;J2111+40;21:11;+40;317.75000000;40.00000000;*;*;gb350;*;
3044;J2111+4606;J2111+4606;21:11:24.1;+46:06:31.3;317.85054167;46.10869444;*;GRS:4FGL_J2111.4+4606[fermi21];FermiBlind;NRAD;
3045;B2110+27;J2113+2754;21:13:04.3;+27:54:01.1;318.26812750;27.90032222;*;*;misc,gb3,ar4,gb4,lotaas;*;
3046;B2111+46;J2113+4644;21:13:24.3;+46:44:08.8;318.35137292;46.73579000;*;*;jb1,gb1,gb3,gb4,gbncc,lotaas;*;
3047;J2113+67;J2113+67;21:14;+67:02;318.50000000;67.03333333;*;*;gbncc,lotaas;*;
3048;J2115+5448;J2115+5448;21:15:11.7;+54:48:45.1;318.79903250;54.81254278;UL[san16];GRS:4FGL_J2115.1+5449[fermi21];FermiAssoc;HE;
3049;B2113+14;J2116+1414;21:16:13.7;+14:14:21.0;319.05730000;14.23917778;*;*;mol2,lotaas;*;
3050;J2122+2426;J2122+2426;21:22:39.0;+24:26:44.9;320.66258333;24.44580556;*;*;lotaas;*;
3051;J2123+36;J2123+36;21:23:48;+36:24;320.95000000;36.40000000;*;*;lotaas;*;
3052;J2123+5434;J2123+5434;21:23:21.6;+54:34:07.7;320.84034634;54.56880947;*;*;gbncc;*;
3053;B2122+13;J2124+1407;21:24:46.5;+14:07:19.3;321.19406041;14.12203918;*;*;gb2,lotaas;*;
3054;J2124-3358;J2124-3358;21:24:43.8;-33:58:44.8;321.18270572;-33.97912500;*;GRS:4FGL_J2124.7-3358[fermi21];pks70;HE[bt99,aaa+09f];
3055;B2123-67;J2127-6648;21:27:31.2;-66:48:28.1;321.88033333;-66.80780556;*;*;mol2,pks70;*;
3056;J2129-0429;J2129-0429;21:29:45.0;-04:29:05.5;322.43766250;-4.48488611;MS;GRS:4FGL_J2129.8-0428[fermi21],OPT:[bkb+;FermiAssoc;HE;
3057;B2127+11A;J2129+1210A;21:29:58.2;+12:10:01.2;322.49269380;12.16700942;*;GC:M15;misc;*;
3058;B2127+11B;J2129+1210B;21:29:58.6;+12:10:00.3;322.49430000;12.16675278;*;GC:M15;misc;*;
3059;B2127+11C;J2129+1210C;21:30:01.2;+12:10:38.2;322.50501750;12.17728028;NS[jcj+06];GC:M15;misc;*;
3060;B2127+11D;J2129+1210D;21:29:58.2;+12:09:59.7;322.49280833;12.16659444;*;GC:M15;misc;*;
3061;B2127+11E;J2129+1210E;21:29:58.1;+12:10:08.6;322.49244583;12.16906389;*;GC:M15;misc;*;
3062;B2127+11F;J2129+1210F;21:29:57.1;+12:10:02.9;322.48824167;12.16747500;*;GC:M15;misc;*;
3063;B2127+11G;J2129+1210G;21:29:57.9;+12:09:57.3;322.49145833;12.16591667;*;GC:M15;misc;*;
3064;B2127+11H;J2129+1210H;21:29:58.1;+12:09:59.4;322.49243333;12.16650833;*;GC:M15;misc;*;
3065;J2129-5721;J2129-5721;21:29:22.7;-57:21:14.2;322.34486236;-57.35394773;He[llb+96];*;pks70;*;
3066;J2136-1606;J2136-1606;21:36:00.2;-16:06:13.0;324.00091667;-16.10361111;*;*;gb350;*;
3067;J2136-5046;J2136-5046;21:36:57.5;-50:46:56.0;324.23997083;-50.78224444;*;*;pks_superb;*;
3068;J2137+6428;J2137+6428;21:37:20.2;+64:28:41.8;324.33444967;64.47827166;*;*;gbncc,lotaas;*;
3069;J2138+4911;J2138+4911;21:38:15;+49:12;324.56250000;49.20000000;*;*;gb350,fast_gpps;*;
3070;J2139+00;J2139+00;21:39:42;+00:36;324.92500000;0.60000000;*;*;ar4;*;
3071;J2139+2242;J2139+2242;21:39:26.9;+22:42:42.0;324.86208333;22.71166667;*;*;gb4,ar4,lotaas;*;
3072;J2139+4716;J2139+4716;21:39:55.9;+47:16:13;324.98312500;47.27027778;*;GRS:4FGL_J2140.0+4716[fermi21];FermiBlind;NRAD;
3073;J2139+4738g;J2139+4738g;21:39:58;+47:38;324.99166667;47.63333333;*;*;fast_gpps;*;
3074;J2140-2310A;J2140-2310A;21:40:22.4;-23:10:48.7;325.09335875;-23.18022044;*;GC:M30;misc;*;
3075;J2140-2310B;J2140-2310B;21:40:22;-23:10:47;325.09166667;-23.17972222;*;GC:M30;misc;*;
3076;J2143+0654;J2143+0654;21:43:03.3;+06:54:17.5;325.76408333;6.90486944;*;XRS:RX_J2143.0+0654,OPT:[kkvh11];misc;XINS,NRAD;
3077;J2144-3933;J2144-3933;21:44:12.0;-39:33:56.8;326.05025168;-39.56580140;*;*;pks70;*;
3078;J2144-5237;J2144-5237;21:44:35.6;-52:37:07.5;326.14854167;-52.61875833;*;*;ghrss;*;
3079;J2145-0750;J2145-0750;21:45:50.4;-07:50:18.5;326.46024500;-7.83847611;CO[bkb+95];*;pks70,lotaas;*;
3080;B2148+63;J2149+6329;21:49:58.7;+63:29:44.2;327.49459708;63.49563250;*;*;jb1,gb1,gb2,gb3,gb4,lotaas;*;
3081;B2148+52;J2150+5247;21:50:37.7;+52:47:49.5;327.65729125;52.79709889;*;*;gb2,gb3,lotaas;*;
3082;J2151+2315;J2151+2315;21:51:28.9;+23:15:12.8;327.87041667;23.25355556;*;*;ar4;*;
3083;J2154-2812;J2154-2812;21:54:17.3;-28:12:41;328.57237500;-28.21138889;*;*;pks_superb,gbncc;*;
3084;J2155+2813;J2155+2813;21:55:15.8;+28:13:12.1;328.81591667;28.22002778;*;*;ar4,lotaas;*;
3085;B2152-31;J2155-3118;21:55:13.6;-31:18:54.7;328.80671139;-31.31518860;*;*;mol2,pks70;*;
3086;B2151-56;J2155-5641;21:55:01.4;-56:41:57;328.75583333;-56.69916667;*;*;mol2;*;
3087;J2156+2618;J2156+2618;21:56:23.7;+26:18:30.4;329.09876667;26.30846389;*;*;ar4,lotaas;*;
3088;B2154+40;J2157+4017;21:57:01.8;+40:17:45.9;329.25770625;40.29610722;*;*;gb1,gb3,gb4,lotaas;*;
3089;J2202+21;J2202+21;22:02:21;+21:47;330.58750000;21.78333333;*;*;misc;RRAT[ttm18];
3090;J2203+50;J2203+50;22:03;+50;330.75000000;50.00000000;*;*;gb350,lotaas;*;
3091;J2204+2700;J2204+2700;22:04:43.6;+27:00:54.6;331.18170417;27.01519167;He(?)[mgf+19];*;ar327;*;
3092;J2205+1444;J2205+1444;22:05:17.2;+14:44:31.3;331.32186250;14.74202778;*;*;ar4,lotaas;*;
3093;J2205+6012;J2205+6012;22:05:34.1;+60:12:54;331.39208333;60.21500000;*;GRS:4FGL_J2205.5+6016[fermi21];misc,FermiAssoc;HE[goc+19,fermi21];
3094;J2206+6151;J2206+6151;22:06:18.1;+61:51:58.1;331.57549583;61.86613889;*;*;htru_eff,gbncc;*;
3095;J2208+4056;J2208+4056;22:08:01.9;+40:56:01.8;332.00830800;40.93384065;*;GRS:4FGL_J2208.1+4058[fermi21];gbncc,lotaas;HE[sbc+19];
3096;J2208+5500;J2208+5500;22:08:23.7;+55:00:08.4;332.09883333;55.00233611;*;*;misc,lotaas;*;
3097;J2209+22;J2209+22;22:09:54;+21:17;332.47500000;21.28333333;*;*;misc,lotaas;*;
3098;J2210+57;J2210+57;22:11;+57:29;332.75000000;57.48333333;*;*;gbncc;*;
3099;B2210+29;J2212+2933;22:12:23.3;+29:33:05.4;333.09726833;29.55150306;*;*;gb2,lotaas;*;
3100;J2213+53;J2213+53;22:13;+53;333.25000000;53.00000000;*;*;gb350;*;
3101;J2214+3000;J2214+3000;22:14:38.8;+30:00:38.1;333.66188554;30.01060907;UL[rrc+11];GRS:4FGL_J2214.6+3000[fermi21],OPT:[sh14;FermiAssoc;HE;
3102;J2215+1538;J2215+1538;22:15:39.6;+15:38:34.8;333.91522083;15.64302222;*;*;ar4,gb4,lotaas;*;
3103;J2215+5135;J2215+5135;22:15:32.6;+51:35:36.3;333.88620167;51.59342778;MS[hrm+11];GRS:4FGL_J2215.6+5135[fermi21],OPT:[bvr+;FermiAssoc;HE;
3104;J2216+5759;J2216+5759;22:16:05.2;+57:59:53.7;334.02175000;57.99825000;*;*;htru_eff;*;
3105;J2217+5733;J2217+5733;22:17:55.0;+57:33:04.0;334.47929167;57.55111111;*;*;misc,gbncc;*;
3106;B2217+47;J2219+4754;22:19:48.1;+47:54:53.9;334.95057917;47.91498056;*;*;misc,jb1,gb1,gb3,gb4,gbncc,lotaas;*;
3107;J2222-0137;J2222-0137;22:22:05.9;-01:37:15.7;335.52487125;-1.62103456;CO[blr+13];OPT:[blr+13,kbd+14],XRS:[pb15];gb350,lotaas;*;
3108;J2222+2923;J2222+2923;22:23:03.2;+29:23:58.6;335.76343393;29.39962442;*;*;ar4,lotaas;*;
3109;J2222+5602;J2222+5602;22:22;+56;335.50000000;56.00000000;*;*;gb350,gbncc;*;
3110;J2225+35;J2225+35;22:24:48;+35:30;336.20000000;35.50000000;*;*;misc;RRAT;
3111;B2224+65;J2225+6535;22:25:52.8;+65:35:36.3;336.47026125;65.59343639;*;XRS:[hb07b],OPT:Guitar_Nebula[crl93];jb1,gb1,gb2,gb3,gb4,gbncc,lotaas;*;
3112;J2227+30;J2227+30;22:27:30;+30:36;336.87500000;30.60000000;*;*;misc,lotaas;*;
3113;J2228+6447;J2228+6447;22:28:40.5;+64:47:19.4;337.16876574;64.78872283;*;*;gbncc;*;
3114;J2228-65;J2228-65;22:28:18;-65:11:47;337.07500000;-65.19638889;*;*;htru_pks;*;
3115;J2229+2643;J2229+2643;22:29:50.8;+26:43:57.6;337.46201887;26.73268012;He[lcf+96];*;ar4;*;
3116;J2229+6114;J2229+6114;22:29:05.2;+61:14:09.3;337.27200000;61.23591667;*;GRS:4FGL_J2229.0+6114[fermi21],SNR:G106.;misc,gbncc;HE[hcg+01,ppp+09,aaa+09i];
3117;B2227+61;J2229+6205;22:29:41.8;+62:05:36.0;337.42431175;62.09333937;*;*;gb1,gb3,gbncc,lotaas;*;
3118;J2234+0611;J2234+0611;22:34:23.0;+06:11:28.6;338.59613788;6.19130176;He[sfa+19];*;ar327;*;
3119;J2234+0944;J2234+0944;22:34:46.8;+09:44:30.2;338.69522423;9.74173514;UL[tjl+17];GRS:4FGL_J2234.7+0943[fermi21];FermiAssoc;HE;
3120;J2234+2114;J2234+2114;22:34:56.6;+21:14:18.8;338.73600000;21.23855556;*;*;ar4,lotaas;*;
3121;J2235+1506;J2235+1506;22:35:43.7;+15:06:49.0;338.93208375;15.11362778;*;*;ar4,lotaas;*;
