
#ATNF Pulsar Catalogue
#Catalogue Version: 1.65
INDEX;NAME;PSRJ;RAJ;DECJ;RAJD;DECJD;BINCOMP;ASSOC;SURVEY;PSR;
#;;;(hms);(dms);(deg);(deg);;;;TYPE;
1520;J1734-3333;J1734-3333;17:34:26.9;-33:33:20;263.61208333;-33.55555556;*;*;pksmb,htru_pks;HE[oklk10];
1521;J1735-0243;J1735-0243;17:35:48.1;-02:43:48;263.95041667;-2.73000000;*;*;gb350;*;
1522;B1732-07;J1735-0724;17:35:04.9;-07:24:52.1;263.77072083;-7.41448056;*;*;misc,mol2,gb2,pks70,pkssw,htru_pks;*;
1523;J1735-3258;J1735-3258;17:35:56.9;-32:58:21.8;263.98716667;-32.97272778;*;*;pksmb;*;
1524;J1735+6320;J1735+6320;17:35:06.5;+63:20:00.0;263.77734167;63.33335000;*;*;lotaas;*;
1525;J1736+05;J1736+05;17:36:54;+05:48;264.22500000;5.80000000;*;*;ar4,pkssw,lotaas;*;
1526;J1736-2457;J1736-2457;17:36:45.4;-24:57:50;264.18933333;-24.96388889;*;*;pksmb,htru_pks;*;
1527;J1736-2819;J1736-2819;17:36:24.7;-28:19:42;264.10304167;-28.32833333;*;*;pksmb;*;
1528;J1736-2843;J1736-2843;17:36:42.5;-28:43:51;264.17745833;-28.73083333;*;*;pksmb,htru_pks;*;
1529;J1736-3422;J1736-3422;17:36:10.9;-34:22:19;264.04541667;-34.37194444;*;GRS:4FGL_J1736.1-3422[fermi21];FermiAssoc;NRAD[nie+20];
1530;J1736-3511;J1736-3511;17:36:02.7;-35:11:56;264.01125000;-35.19888889;*;*;pksmb,htru_pks;*;
1531;J1737-0811;J1737-0811;17:37:47.1;-08:11:08.8;264.44630146;-8.18580194;UL(?)[blr+13];*;gb350;*;
1532;J1737-3102;J1737-3102;17:37:33.7;-31:02:00.5;264.39054167;-31.03347222;*;*;pksmb,htru_pks;*;
1533;J1737-3137;J1737-3137;17:37:04.2;-31:37:21;264.26787500;-31.62250000;*;*;pksmb,htru_pks;*;
1534;J1737-3320;J1737-3320;17:37:10.5;-33:20:20;264.29379167;-33.33888889;*;*;pksmb,htru_pks;*;
1535;B1734-35;J1737-3555;17:37:40.0;-35:55:43.8;264.41682917;-35.92883333;*;*;pks1,pksmb,htru_pks;*;
1536;J1738+0333;J1738+0333;17:38:53.9;+03:33:10.8;264.72486681;3.55302314;He[avk+12];OPT:[avk+12];pkssw;*;
1537;J1738+04;J1738+04;17:38:25;+04:20;264.60416667;4.33333333;*;*;ar327;*;
1538;J1738-2330;J1738-2330;17:38:08.8;-23:30:47;264.53666667;-23.51305556;*;*;pksmb,htru_pks;*;
1539;J1738-2647;J1738-2647;17:38:05.0;-26:47:46;264.52095833;-26.79611111;*;*;pksmb,htru_pks;*;
1540;J1738-2736;J1738-2736;17:38:14.6;-27:36:25.8;264.56095000;-27.60716667;*;*;htru_pks;*;
1541;J1738-2955;J1738-2955;17:38:52.1;-29:55:57.4;264.71716667;-29.93261667;*;*;pksmb;*;
1542;J1738-3107;J1738-3107;17:38:47.4;-31:07:44;264.69750000;-31.12888889;*;*;pksmb,htru_pks;*;
1543;B1735-32;J1738-3211;17:38:54.1;-32:11:53.6;264.72577198;-32.19823466;*;*;jb2,pks1,pksmb,htru_pks;*;
1544;J1738-3316;J1738-3316;17:38:34.4;-33:16:01.6;264.64354167;-33.26711111;*;*;pksmb;*;
1545;J1739+0612;J1739+0612;17:39:17.9;+06:12:28.4;264.82485833;6.20788889;*;*;pkssw;*;
1546;J1739-1313;J1739-1313;17:39:57.8;-13:13:18.6;264.99092083;-13.22183333;*;*;pkssw,htru_pks;*;
1547;J1739-2521;J1739-2521;17:39:32.6;-25:21:56;264.88595417;-25.36555556;*;*;pksmb;RRAT;
1548;B1736-29;J1739-2903;17:39:34.2;-29:03:02.2;264.89288333;-29.05061111;*;*;jb2,pks1,pksmb,htru_pks;*;
1549;J1739-3023;J1739-3023;17:39:39.7;-30:23:12.9;264.91579167;-30.38692222;*;GRS:4FGL_J1739.4-3015[fermi21];pksmb,htru_pks,FermiAssoc;HE[mhl+02,fermi21];
1550;J1739-3049;J1739-3049;17:39:23.2;-30:49:40;264.84675000;-30.82777778;*;*;pksmb,htru_pks;*;
1551;B1736-31;J1739-3131;17:39:24.3;-31:31:15.3;264.85126677;-31.52091637;*;*;jb2,pks1,pksmb,htru_pks;*;
1552;J1739-3159;J1739-3159;17:39:48.6;-31:59:49;264.95283333;-31.99694444;*;*;pksmb,htru_pks;*;
1553;J1739-3951;J1739-3951;17:39:38.2;-39:52:00.3;264.90937500;-39.86675000;*;*;pksmb;*;
1554;J1740+1000;J1740+1000;17:40:25.9;+10:00:06.3;265.10812500;10.00175000;*;GRS:4FGL_J1740.5+1005[fermi21];misc,pkssw;HE[sbc+19];
1555;B1737+13;J1740+1311;17:40:07.3;+13:11:56.6;265.03060625;13.19908056;*;*;mol2,gb3,pkssw,gb4,lotaas;*;
1556;J1740-2540;J1740-2540;17:40:45.3;-25:40:19;265.18883333;-25.67194444;*;*;pksmb,htru_pks;*;
1557;J1740+27;J1740+27;17:40:30;+27:13;265.12500000;27.21666667;*;*;lotaas;*;
1558;B1737-30;J1740-3015;17:40:33.8;-30:15:43.5;265.14091667;-30.26208333;*;*;jb2,pks1,pks70,pksmb,htru_pks;*;
1559;J1740-3052;J1740-3052;17:40:50.0;-30:52:04.3;265.20833750;-30.86786111;MS[bbn+11];OPT:[bbn+11];pksmb,htru_pks;*;
1560;J1740-3327;J1740-3327;17:40:25.7;-33:27:53.5;265.10716667;-33.46486111;*;*;pksmb,htru_pks;*;
1561;J1740-5340A;J1740-5340A;17:40:44.5;-53:40:40.9;265.18578750;-53.67802778;MS[dpm+01];GC:NGC6397,OPT:[fpds01],XRS:[ghe+01];pksgc;*;
1562;B1738-08;J1741-0840;17:41:22.5;-08:40:31.7;265.34401208;-8.67547528;*;*;mol2,gb2,gb3,pks70,pkssw,htru_pks;*;
1563;J1741+1351;J1741+1351;17:41:31.1;+13:51:44.1;265.37976974;13.86225441;He[zkk+19];GRS:4FGL_J1741.4+1354[fermi21],OPT:[zkk+;pkssw;HE[egc+13];
1564;J1741-2019;J1741-2019;17:41:06.8;-20:19:24;265.27862500;-20.32333333;*;*;pkssw,htru_pks;*;
1565;J1741-2054;J1741-2054;17:41:57.2;-20:53:57.1;265.48849167;-20.89920000;*;GRS:4FGL_J1741.9-2054[fermi21],XRS:Swift;FermiBlind;HE;
1566;J1741-21;J1741-21;17:41;-21;265.25000000;-21.00000000;*;*;gbncc;*;
1567;J1741-2719;J1741-2719;17:41:35.0;-27:19:23;265.39608333;-27.32305556;*;*;pksmb,htru_pks;*;
1568;J1741-2733;J1741-2733;17:41:01.3;-27:33:51;265.25558333;-27.56416667;*;*;pksmb,htru_pks;*;
1569;J1741+2758;J1741+2758;17:41:53.5;+27:58:09.0;265.47295833;27.96916667;*;*;ar4,lotaas;*;
1570;J1741-2945;J1741-2945;17:41:14.4;-29:45:35;265.31029167;-29.75972222;*;*;pksmb,htru_pks;*;
1571;J1741-3016;J1741-3016;17:41:07.0;-30:16:31;265.27933333;-30.27527778;*;*;pksmb,htru_pks;*;
1572;J1741-34;J1741-34;17:41:54;-34:19;265.47500000;-34.31666667;*;*;htru_pks;*;
1573;J1741+3855;J1741+3855;17:41:12.3;+38:55:09.9;265.30142083;38.91941667;*;*;lotaas;*;
1574;B1737-39;J1741-3927;17:41:18.0;-39:27:38.2;265.32532917;-39.46061111;*;*;mol2,pks70,pksmb,htru_pks;*;
1575;J1742-3321;J1742-3321;17:42:11.6;-33:21:21;265.54833333;-33.35583333;*;GRS:4FGL_J1742.3-3318[fermi21];FermiAssoc;NRAD[fermi21];
1576;J1742-3957;J1742-3957;17:42:04.4;-39:57:22;265.51845833;-39.95611111;*;*;pksmb;*;
1577;J1742-4616;J1742-4616;17:42:26.1;-46:16:53.5;265.60875000;-46.28152778;*;*;pkssw,htru_pks;*;
1578;B1740-03;J1743-0339;17:43:08.1;-03:39:11.5;265.78410450;-3.65318894;*;*;mol2;*;
1579;J1743+05;J1743+05;17:43:16;+05:29;265.81666667;5.48333333;*;*;ar327;*;
1580;B1740-13;J1743-1351;17:43:37.6;-13:51:38.0;265.90675856;-13.86054575;*;*;gb3,pks70,pkssw,htru_pks;*;
1581;J1743-2442;J1743-2442;17:43:20.1;-24:42:55;265.83383333;-24.71527778;*;*;pksmb,htru_pks;*;
1582;B1740-31;J1743-3150;17:43:36.7;-31:50:22.7;265.90295833;-31.83963889;*;*;pks1,pks70,pksmb,htru_pks;*;
1583;J1743-3153;J1743-3153;17:43:15.5;-31:53:05.3;265.81485417;-31.88480556;*;*;pksmb,htru_pks;*;
1584;J1743-35;J1743-35;17:43:06;-35:32;265.77500000;-35.53333333;*;*;htru_pks;*;
1585;J1743-4212;J1743-4212;17:43:05.2;-42:12:02.4;265.77176250;-42.20066667;*;*;pkssw,htru_pks;*;
1586;J1744-1134;J1744-1134;17:44:29.4;-11:34:54.6;266.12252412;-11.58185591;*;GRS:4FGL_J1744.4-1135[fermi21];pks70,pkssw,htru_pks;HE[aaa+09f];
1587;J1744-1610;J1744-1610;17:44:16.5;-16:10:35.8;266.06889167;-16.17661111;*;*;pkssw,htru_pks;*;
1588;J1744-2335;J1744-2335;17:44:48.4;-23:35:55;266.20195833;-23.59861111;*;*;pks70,pksmb,htru_pks;*;
1589;J1744-3130;J1744-3130;17:44:05.6;-31:30:04;266.02367500;-31.50111111;*;*;pksmb,htru_pks;*;
1590;J1744-3922;J1744-3922;17:44:02.6;-39:22:21.1;266.01114583;-39.37252778;UL[brr+07];*;pksmb;*;
1591;J1744-5337;J1744-5337;17:44:38.9;-53:37:51;266.16216667;-53.63083333;*;*;htru_pks;*;
1592;J1744-7619;J1744-7619;17:44:00.4;-76:19:14.7;266.00203333;-76.32075278;*;GRS:4FGL_J1744.0-7618[fermi21];FermiBlind;NRAD[cpw+18];
1593;J1745-0129;J1745-0129;17:45:02.0;-01:29:18.1;266.25858333;-1.48836111;*;*;pkssw;*;
1594;J1745-0952;J1745-0952;17:45:09.1;-09:52:39.6;266.28806167;-9.87768944;He[jsb+10];*;pkssw,htru_pks;*;
1595;J1745+1017;J1745+1017;17:45:33.8;+10:17:52.5;266.39098792;10.29792306;UL[bgc+13];GRS:4FGL_J1745.5+1017[fermi21];FermiAssoc;HE;
1596;J1745+1252;J1745+1252;17:45:44.1;+12:52:38.3;266.43412500;12.87730556;*;*;lotaas;*;
1597;J1745-2229;J1745-2229;17:45:16.7;-22:29:14;266.31962500;-22.48722222;*;*;pksmb,htru_pks;*;
1598;J1745-23;J1745-23;17:45:30;-23:25;266.37500000;-23.41666667;UL[ccb+20];*;htru_pks;*;
1599;J1745-2758;J1745-2758;17:45:52.2;-27:58:38.0;266.46770000;-27.97722222;*;*;htru_pks;*;
1600;J1745-2900;J1745-2900;17:45:40.1;-29:00:29.8;266.41735917;-29.00830444;*;SGR_J1745-29[kbk+13];misc;AXP,HE[mgz+13,efk+13];
1601;J1745-2910;J1745-2910;17:45:16;-29:10;266.31666667;-29.16666667;*;*;misc;*;
1602;J1745-2912;J1745-2912;17:45:47.8;-29:12:30.7;266.44929346;-29.20855000;*;*;misc;*;
1603;B1742-30;J1745-3040;17:45:56.3;-30:40:22.9;266.48465000;-30.67302778;*;*;misc,mol2,jb2,pks1,pksmb,htru_pks;*;
1604;J1745-3812;J1745-3812;17:45:15.4;-38:12:07.3;266.31425000;-38.20202778;*;*;htru_pks;*;
1605;J1745+42;J1745+42;17:45:48;+42:53;266.45000000;42.88333333;*;*;lotaas;*;
1606;J1746+2245;J1746+2245;17:46:00.8;+22:45:28.9;266.50350000;22.75802778;*;*;ar4;*;
1607;J1746+2540;J1746+2540;17:46:06.8;+25:40:37.5;266.52862500;25.67708333;*;*;ar4,lotaas;*;
1608;J1746-2849;J1746-2849;17:46:03.3;-28:50:13.3;266.51398900;-28.83705139;*;*;misc;*;
1609;J1746-2850;J1746-2850;17:46:06.6;-28:50:42;266.52750000;-28.84500000;*;*;misc;*;
1610;J1746-2856;J1746-2856;17:46:49.8;-28:56:58.9;266.70772833;-28.94971944;*;*;misc;*;
1611;J1746-3239;J1746-3239;17:46:54.9;-32:39:55.8;266.72894583;-32.66550000;*;GRS:4FGL_J1746.8-3239[fermi21];FermiBlind;NRAD;
1612;J1747-1030;J1747-1030;17:47:58.3;-10:30:05;266.99295833;-10.50138889;*;*;htru_pks;*;
1613;J1747-2647;J1747-2647;17:47:30.8;-26:47:14;266.87872500;-26.78722222;*;*;pksmb,htru_pks;*;
1614;J1747-2802;J1747-2802;17:47:26.5;-28:02:37;266.86062500;-28.04361111;*;*;pksmb,htru_pks;*;
1615;J1747-2809;J1747-2809;17:47:22.8;-28:09:15.0;266.84500000;-28.15416667;*;XRS:CXOU_J174722.8-280915,SNR:G0.9+0.1;misc;*;
1616;J1747-2958;J1747-2958;17:47:15.8;-29:58:01.0;266.81617500;-29.96694444;*;GRS:4FGL_J1747.2-2957[fermi21],PWN:G359.;misc;*;
1617;J1747-4036;J1747-4036;17:47:48.7;-40:36:54.7;266.95298545;-40.61521932;*;GRS:4FGL_J1747.7-4037[fermi21];FermiAssoc;HE;
1618;B1745-12;J1748-1300;17:48:17.4;-13:00:52.0;267.07253221;-13.01446767;*;*;mol2,gb2,pks70,pkssw;*;
1619;B1745-20A;J1748-2021A;17:48:52.6;-20:21:39.7;267.21953750;-20.36102778;*;GC:NGC6440;misc,pksmb,htru_pks;*;
1620;J1748-2021B;J1748-2021B;17:48:52.9;-20:21:38.8;267.22063708;-20.36079444;*;GC:NGC6440;misc;*;
1621;J1748-2021C;J1748-2021C;17:48:51.1;-20:21:53.8;267.21322167;-20.36494722;*;GC:NGC6440;misc;*;
1622;J1748-2021D;J1748-2021D;17:48:51.6;-20:21:07.4;267.21519438;-20.35205944;*;GC:NGC6440;misc;*;
1623;J1748-2021E;J1748-2021E;17:48:52.8;-20:21:29.3;267.22000167;-20.35816111;*;GC:NGC6440;misc;*;
1624;J1748-2021F;J1748-2021F;17:48:52.3;-20:21:39.3;267.21805792;-20.36092500;*;GC:NGC6440;misc;*;
1625;J1748-2444;J1748-2444;17:48:48.5;-24:44:37;267.20213485;-24.74360108;*;*;misc,pksmb,htru_pks;*;
1626;B1744-24A;J1748-2446A;17:48:02.2;-24:46:36.9;267.00939583;-24.77691667;UL[rhs+05];GC:Ter5;misc,pksmb,htru_pks;*;
1627;J1748-2446aa;J1748-2446aa;17:48:04.8;-24:46:45;267.02000000;-24.77916667;*;GC:Ter5;misc;*;
1628;J1748-2446ab;J1748-2446ab;17:48:04.8;-24:46:45;267.02000000;-24.77916667;*;GC:Ter5;misc;*;
1629;J1748-2446ac;J1748-2446ac;17:48:04.8;-24:46:45;267.02000000;-24.77916667;*;GC:Ter5;misc;*;
1630;J1748-2446ad;J1748-2446ad;17:48:04.8;-24:46:45;267.02000000;-24.77916667;*;GC:Ter5;misc;*;
1631;J1748-2446ae;J1748-2446ae;17:48:04.8;-24:46:45;267.02000000;-24.77916667;UL[fre08];GC:Ter5;misc;*;
1632;J1748-2446af;J1748-2446af;17:48:04.8;-24:46:45;267.02000000;-24.77916667;*;GC:Ter5;misc;*;
1633;J1748-2446ag;J1748-2446ag;17:48:04.8;-24:46:45;267.02000000;-24.77916667;*;GC:Ter5;misc;*;
1634;J1748-2446ah;J1748-2446ah;17:48:04.8;-24:46:45;267.02000000;-24.77916667;*;GC:Ter5;misc;*;
1635;J1748-2446ai;J1748-2446ai;17:48:04.8;-24:46:45;267.02000000;-24.77916667;*;GC:Ter5;misc;*;
1636;J1748-2446aj;J1748-2446aj;17:48:05.0;-24:46:34.8;267.02088292;-24.77634722;*;GC:Ter5;misc;*;
1637;J1748-2446ak;J1748-2446ak;17:48:03.6;-24:46:37.8;267.01535833;-24.77717500;*;GC:Ter5;misc;*;
1638;J1748-2446al;J1748-2446al;17:48;-24:46;267.00000000;-24.76666667;*;GC:Ter5;misc;*;
1639;J1748-2446C;J1748-2446C;17:48:04.5;-24:46:36;267.01891667;-24.77666667;*;GC:Ter5;misc;*;
1640;J1748-2446D;J1748-2446D;17:48:04.8;-24:46:45;267.02000000;-24.77916667;*;GC:Ter5;misc;*;
1641;J1748-2446E;J1748-2446E;17:48:04.8;-24:46:45;267.02000000;-24.77916667;He[rhs+05];GC:Ter5;misc;*;
1642;J1748-2446F;J1748-2446F;17:48:04.8;-24:46:45;267.02000000;-24.77916667;*;GC:Ter5;misc;*;
1643;J1748-2446G;J1748-2446G;17:48:04.8;-24:46:45;267.02000000;-24.77916667;*;GC:Ter5;misc;*;
1644;J1748-2446H;J1748-2446H;17:48:04.8;-24:46:45;267.02000000;-24.77916667;*;GC:Ter5;misc;*;
1645;J1748-2446I;J1748-2446I;17:48:04.8;-24:46:45;267.02000000;-24.77916667;He(?)[rhs+05];GC:Ter5;misc;*;
1646;J1748-2446J;J1748-2446J;17:48:04.8;-24:46:45;267.02000000;-24.77916667;CO[rhs+05];GC:Ter5;misc;*;
1647;J1748-2446K;J1748-2446K;17:48:04.8;-24:46:45;267.02000000;-24.77916667;*;GC:Ter5;misc;*;
1648;J1748-2446L;J1748-2446L;17:48:04.8;-24:46:45;267.02000000;-24.77916667;*;GC:Ter5;misc;*;
1649;J1748-2446M;J1748-2446M;17:48:04.8;-24:46:45;267.02000000;-24.77916667;He[rhs+05];GC:Ter5;misc;*;
1650;J1748-2446N;J1748-2446N;17:48:04.8;-24:46:45;267.02000000;-24.77916667;CO[rhs+05];GC:Ter5;misc;*;
1651;J1748-2446O;J1748-2446O;17:48:04.8;-24:46:45;267.02000000;-24.77916667;UL[rhs+05];GC:Ter5;misc;*;
1652;J1748-2446P;J1748-2446P;17:48:04.8;-24:46:45;267.02000000;-24.77916667;MS[rhs+05];GC:Ter5;misc;*;
1653;J1748-2446Q;J1748-2446Q;17:48:04.8;-24:46:45;267.02000000;-24.77916667;*;GC:Ter5;misc;*;
1654;J1748-2446R;J1748-2446R;17:48:04.8;-24:46:45;267.02000000;-24.77916667;*;GC:Ter5;misc;*;
1655;J1748-2446S;J1748-2446S;17:48:04.8;-24:46:45;267.02000000;-24.77916667;*;GC:Ter5;misc;*;
1656;J1748-2446T;J1748-2446T;17:48:04.8;-24:46:45;267.02000000;-24.77916667;*;GC:Ter5;misc;*;
1657;J1748-2446U;J1748-2446U;17:48:04.8;-24:46:45;267.02000000;-24.77916667;*;GC:Ter5;misc;*;
1658;J1748-2446V;J1748-2446V;17:48:04.8;-24:46:45;267.02000000;-24.77916667;He[rhs+05];GC:Ter5;misc;*;
1659;J1748-2446W;J1748-2446W;17:48:04.8;-24:46:45;267.02000000;-24.77916667;He[rhs+05];GC:Ter5;misc;*;
1660;J1748-2446X;J1748-2446X;17:48:04.8;-24:46:45;267.02000000;-24.77916667;*;GC:Ter5;misc;*;
1661;J1748-2446Y;J1748-2446Y;17:48:04.8;-24:46:45;267.02000000;-24.77916667;He[rhs+05];GC:Ter5;misc;*;
1662;J1748-2446Z;J1748-2446Z;17:48:04.8;-24:46:45;267.02000000;-24.77916667;*;GC:Ter5;misc;*;
1663;J1748-30;J1748-30;17:48;-30:17;267.00000000;-30.28333333;*;*;htru_pks;*;
1664;J1748-3009;J1748-3009;17:48:23.7;-30:09:11.2;267.09899250;-30.15313333;He[kek+13];*;pksmb,htru_pks;*;
1665;J1749+16;J1749+16;17:49:29;+16:24;267.37083333;16.40000000;*;*;ar327;*;
1666;J1749-2146;J1749-2146;17:49:21.2;-21:46:31;267.33850417;-21.77527778;*;*;htru_pks;*;
1667;J1749-2347;J1749-2347;17:49:15.6;-23:47:17;267.31504167;-23.78805556;*;*;pksmb;*;
1668;J1749-2629;J1749-2629;17:49:11.2;-26:29:10;267.29700000;-26.48611111;*;*;pksmb,htru_pks;*;
1669;B1746-30;J1749-3002;17:49:13.4;-30:02:35;267.30622054;-30.04303417;*;*;pks1,pksmb,htru_pks;*;
1670;J1749-4931;J1749-4931;17:49:23.7;-49:31:59;267.34904167;-49.53305556;*;*;htru_pks;*;
1671;J1749-5417;J1749-5417;17:49:47.0;-54:17:30.7;267.44608333;-54.29186111;*;*;htru_pks;*;
1672;B1745-56;J1749-5605;17:49:44.5;-56:05:19;267.43541667;-56.08861111;*;*;mol2,htru_pks;*;
1673;J1749+5952;J1749+5952;17:49:33.2;+59:52:36.1;267.38845000;59.87670278;*;*;lotaas;*;
1674;J1750+07;J1750+07;17:50:40;+07:33;267.66666667;7.55000000;*;*;ar327;*;
1675;J1750-2043;J1750-2043;17:50:18.4;-20:43:08;267.57666667;-20.71888889;*;*;pksmb;*;
1676;J1750-2438;J1750-2438;17:50:59.7;-24:38:58;267.74911250;-24.64944444;*;*;pksmb,htru_pks;*;
1677;J1750-2444;J1750-2444;17:50:22.9;-24:44:47;267.59566667;-24.74638889;*;*;pksmb,htru_pks;*;
1678;J1750-2536;J1750-2536;17:50:33.3;-25:36:43;267.63912500;-25.61194444;CO[kek+13];*;pksmb,htru_pks;*;
1679;J1750-28;J1750-28;17:50:04.0;-28:45;267.51666667;-28.75000000;*;*;htru_pks;*;
1680;B1747-31;J1750-3157;17:50:47.3;-31:57:44.1;267.69716057;-31.96226094;*;*;pks1,pksmb,htru_pks;*;
1681;J1750-3503;J1750-3503;17:50:44.5;-35:03:08.9;267.68542083;-35.05247222;*;*;pks70,pksmb,htru_pks;*;
1682;J1750-3703A;J1750-3703A;17:50:13.8;-37:03:10.9;267.55750667;-37.05304167;*;GC:NGC6441;misc;*;
1683;J1750-3703B;J1750-3703B;17:50:12.1;-37:03:22.9;267.55073750;-37.05636944;*;GC:NGC6441;misc;*;
1684;J1750-3703C;J1750-3703C;17:50:13.4;-37:03:05.5;267.55605875;-37.05155000;*;GC:NGC6441;misc;*;
1685;J1750-3703D;J1750-3703D;17:50:13.0;-37:03:06.3;267.55457042;-37.05176889;*;GC:NGC6441;misc;*;
1686;J1751-2516;J1751-2516;17:51:52.6;-25:16:43;267.96929167;-25.27861111;*;*;pksmb,htru_pks;*;
1687;J1751-2737;J1751-2737;17:51:12.6;-27:37:19.8;267.80270833;-27.62216667;*;*;misc;*;
1688;J1751-2857;J1751-2857;17:51:32.6;-28:57:46.5;267.88622165;-28.96292222;He[sfl+05];*;pksmb,htru_pks;*;
1689;J1751-3323;J1751-3323;17:51:32.7;-33:23:39.6;267.88635417;-33.39433333;*;*;pksmb,htru_pks;*;
1690;B1747-46;J1751-4657;17:51:42.1;-46:57:26.5;267.92581667;-46.95736944;*;*;misc,mol2,pks70,pkssw,htru_pks;*;
1691;J1752+2359;J1752+2359;17:52:35.4;+23:59:48.2;268.14758333;23.99672222;*;*;ar4,lotaas;*;
1692;J1752-2410;J1752-2410;17:52:58.7;-24:10:26;268.24475833;-24.17388889;*;*;pksmb,htru_pks;*;
1693;B1749-28;J1752-2806;17:52:58.6;-28:06:37.3;268.24454000;-28.11036111;*;*;mol1,jb1,mol2,jb2,pks1,pks70,pksmb,;*;
1694;J1752-2821;J1752-2821;17:52:24.5;-28:21:10;268.10229167;-28.35277778;*;*;pksmb,htru_pks;*;
1695;J1753-12;J1753-12;17:52:53;-12:59;268.22083333;-12.98333333;*;*;pkssw;RRAT;
1696;J1753-1914;J1753-1914;17:53:35.1;-19:14:58;268.39654583;-19.24944444;*;*;pksmb,htru_pks;*;
1697;J1753-2240;J1753-2240;17:53:39.8;-22:40:42;268.41602917;-22.67833333;NS(?)[kkl+09];*;pksmb,htru_pks;*;
1698;B1750-24;J1753-2501;17:53:30.6;-25:00:25;268.37757946;-25.00699789;*;*;jb2,pksmb,htru_pks;*;
1699;J1753-28;J1753-28;17:53:06;-28:53;268.27500000;-28.88333333;*;*;htru_pks;*;
1700;J1753-2819;J1753-2819;17:53:56.1;-28:19:30.0;268.48409875;-28.32500833;*;*;pksmb;*;
1701;J1753-38;J1753-38;17:53;-38:49;268.25000000;-38.81666667;*;*;pkssw,htru_pks;RRAT;
1702;J1754+0032;J1754+0032;17:54:52;+00:36:33;268.71666667;0.60916667;*;*;htru_pks;*;
1703;J1754-2422;J1754-2422;17:54:36.5;-24:22:24;268.65233333;-24.37333333;*;*;htru_pks;*;
1704;J1754-3014;J1754-3014;17:54:30.1;-30:15:03;268.62575417;-30.25083333;*;*;pksmb;RRAT;
1705;J1754-3443;J1754-3443;17:54:37.3;-34:43:53.9;268.65571667;-34.73163889;*;*;pksmb,htru_pks;*;
1706;J1754-3510;J1754-3510;17:54:54.6;-35:10:43.0;268.72756667;-35.17861111;*;*;pksmb,htru_pks;*;
1707;B1753+52;J1754+5201;17:54:22.9;+52:01:12.2;268.59544500;52.02006778;*;*;gb2,lotaas;*;
1708;J1755-0903;J1755-0903;17:55:10.3;-09:03:51.6;268.79318333;-9.06433333;*;*;htru_pks;*;
1709;J1755-1650;J1755-1650;17:55:11.6;-16:50:41;268.79853333;-16.84472222;*;*;pksmb,htru_pks;*;
1710;J1755-2025;J1755-2025;17:55:35.8;-20:25:00;268.89917083;-20.41666667;*;*;pksmb,htru_pks;*;
1711;J1755-2521;J1755-2521;17:55:59.7;-25:21:27;268.99879167;-25.35750000;*;*;pksmb,htru_pks;*;
1712;J1755-25211;J1755-25211;17:55:19.3;-25:21:09;268.83045833;-25.35250000;*;*;pksmb;*;
1713;J1755-2534;J1755-2534;17:55:49.8;-25:34:39;268.95758333;-25.57750000;*;*;pksmb;*;
1714;J1755-2550;J1755-2550;17:55:38.4;-25:50:22.0;268.91000000;-25.83944444;NS(?)[nkt+18];*;htru_pks;*;
1715;J1755-26;J1755-26;17:55:16.2;-26:00;268.81787500;-26.00000000;*;*;htru_pks;*;
1716;J1755-2725;J1755-2725;17:55:41.8;-27:25:45;268.92450000;-27.42916667;*;*;pksmb,htru_pks;*;
1717;J1755-33;J1755-33;17:55:12;-33:31;268.80000000;-33.51666667;*;*;pksmb;*;
1718;J1755-3716;J1755-3716;17:55:35.4;-37:16:10.7;268.89769250;-37.26966111;CO[nbb+14];*;htru_pks;*;
1719;J1756+1822;J1756+1822;17:56:17.5;+18:22:55.3;269.07326250;18.38202778;*;*;misc;*;
1720;J1756-2225;J1756-2225;17:56:25.5;-22:25:48;269.10650000;-22.43000000;*;*;pksmb,htru_pks;*;
1721;J1756-2251;J1756-2251;17:56:46.6;-22:51:59.3;269.19430755;-22.86648611;NS[fsk+14];*;pksmb,htru_pks;*;
1722;B1753-24;J1756-2435;17:56:57.9;-24:35:34;269.24130613;-24.59286391;*;*;jb2,pks1,pksmb,htru_pks;*;
1723;J1756-25;J1756-25;17:56:42;-25:28;269.17500000;-25.46666667;*;*;htru_pks;*;
1724;J1756-2619;J1756-2619;17:57:19.3;-26:19:08;269.33079167;-26.31888889;*;*;pksmb;*;
1725;J1757-1500;J1757-1500;17:57:12.7;-15:00:28.5;269.30313333;-15.00791667;*;*;htru_pks;*;
1726;J1757-16;J1757-16;17:57:25;-16:26;269.35416667;-16.43333333;*;*;pksmb;*;
1727;J1757-1854;J1757-1854;17:57:03.7;-18:54:03.3;269.26576825;-18.90093778;NS[cck+18];*;htru_pks;*;
1728;J1757-2223;J1757-2223;17:57:50.7;-22:23:49;269.46155000;-22.39694444;*;*;pksmb,htru_pks;*;
1729;B1754-24;J1757-2421;17:57:29.3;-24:22:07.4;269.37218150;-24.36873464;*;GRS:4FGL_J1757.9-2419[fermi21];misc,mol1,jb2,pks1,pksmb,htru_pks;HE[sbc+19];
1730;J1757-2745;J1757-2745;17:57:54.7;-27:45:40.1;269.47826083;-27.76115556;*;*;htru_pks;*;
1731;J1757-5322;J1757-5322;17:57:15.1;-53:22:26.3;269.31317292;-53.37399639;CO[jcv+06];*;pkssw,htru_pks;*;
