,flux_bb,flux_bb_lolim,flux_bb_hilim,flux_brems,flux_brems_hilim,flux_brems_lolim,flux_powlaw,flux_powlaw_lolim,flux_powlaw_hilim,photflux_aper,photflux_aper_lolim,photflux_aper_hilim,flux_aper,flux_aper_lolim,flux_aper_hilim,photflux_aper_b,photflux_aper_h,photflux_aper_m,photflux_aper_u,photflux_aper_s,photflux_aper_lolim_b,photflux_aper_lolim_h,photflux_aper_lolim_m,photflux_aper_lolim_u,photflux_aper_lolim_s,photflux_aper_hilim_b,photflux_aper_hilim_h,photflux_aper_hilim_m,photflux_aper_hilim_u,photflux_aper_hilim_s,flux_aper_b,flux_aper_h,flux_aper_m,flux_aper_u,flux_aper_s,flux_aper_lolim_b,flux_aper_lolim_h,flux_aper_lolim_m,flux_aper_lolim_u,flux_aper_lolim_s,flux_aper_hilim_b,flux_aper_hilim_h,flux_aper_hilim_m,flux_aper_hilim_u,flux_aper_hilim_s
10,,,,,,,,,,,,1.4278159999999999e-05,,,1.1308800000000001e-14,,,,,,,,,,,1.355e-06,8.189e-07,5.909e-07,6.72e-05,1.426e-06,,,,,,,,,,,8.141e-15,6.978e-15,1.8030000000000003e-15,3.7680000000000003e-14,1.942e-15
11,,,,,,,,,,,,1.228968e-05,,,1.12004e-14,,,,,,,,,,,1.439e-06,8.714e-07,7.13e-07,5.706e-05,1.365e-06,,,,,,,,,,,8.644e-15,7.102e-15,1.828e-15,3.6569999999999996e-14,1.858e-15
12,,,,,,,,,,2.538e-07,,1.598788e-05,2.07e-15,1.9719999999999998e-16,1.7050800000000002e-14,,,,,1.269e-06,,,,,,1.819e-06,8.139000000000002e-07,7.265000000000001e-07,7.411e-05,2.47e-06,,,,,1.035e-14,,,,,9.859999999999999e-16,1.491e-14,7.202e-15,1.8620000000000003e-15,4.156e-14,1.972e-14
13,,,,,,,,,,1.6349599999999997e-05,6.612e-07,3.1667419999999996e-05,5.6536e-15,7.83e-17,1.31128e-14,1.16e-06,,,7.934e-05,1.248e-06,,,,3.306e-06,,2.32e-06,7.704000000000002e-07,7.167000000000001e-07,0.00015209999999999998,2.43e-06,7.288e-15,,,1.315e-14,7.83e-15,,,,,3.915e-16,1.4580000000000003e-14,6.8769999999999995e-15,1.837e-15,2.7e-14,1.5269999999999995e-14
14,,,,,,,,,,1.6904e-05,,3.38729e-05,,,6.498200000000001e-15,,,,8.452e-05,,,,,,,1.413e-06,8.109e-07,7.556e-07,0.000165,1.385e-06,,,,,,,,,,,8.492e-15,7.175e-15,1.937e-15,1.3e-14,1.887e-15
15,,,,,,,,,,1.0500000000000001e-06,7.181999999999999e-08,4.2360999999999996e-05,1.8991999999999998e-15,,2.7657600000000002e-14,2.9580000000000007e-06,2.292e-06,,,,1.408e-07,2.183e-07,,,,5.634e-06,4.257e-06,1.784e-06,0.0001973,2.83e-06,4.601e-15,4.895e-15,,,,,,,,,9.202e-15,9.532e-15,4.5740000000000006e-15,1.106e-13,4.379999999999999e-15
16,,,,,,,,,,,,1.87151e-05,,,1.38202e-14,,,,,,,,,,,1.397e-06,8.421e-07,7.504e-07,8.923e-05,1.356e-06,,,,,,,,,,,8.392e-15,6.8989999999999995e-15,1.9239999999999997e-15,5.004e-14,1.846e-15
17,,,,,,,,,,,,2.2683920000000003e-05,,,1.6327800000000003e-14,,,,,,,,,,,1.5e-06,9.168e-07,6.388e-07,0.0001088,1.564e-06,,,,,,,,,,,9.01e-15,7.472e-15,2.027e-15,6.1e-14,2.13e-15
18,,,,,,,,,,,,1.8116940000000002e-05,,,1.5143000000000002e-14,,,,,,,,,,,1.435e-06,8.637000000000002e-07,6.09e-07,8.616e-05,1.5169999999999996e-06,,,,,,,,,,,8.620999999999999e-15,7.0819999999999995e-15,2.007e-15,5.594e-14,2.065e-15
19,,,,,,,,,,5.348e-07,2.7466e-08,1.975412e-05,3.788e-16,,1.48994e-14,1.2880000000000002e-06,,,,1.386e-06,6.440999999999999e-08,,,,7.292000000000001e-08,2.512e-06,7.945000000000002e-07,7.561e-07,9.201e-05,2.6980000000000003e-06,,,,,1.894e-15,,,,,,2.7210000000000002e-15,6.82e-15,1.938e-15,5.933e-14,3.688e-15
20,,,,,,,,,,,,2.3227959999999996e-05,,,1.64878e-14,,,,,,,,,,,1.449e-06,8.7e-07,7.578e-07,0.00011159999999999999,1.463e-06,,,,,,,,,,,8.704000000000003e-15,7.128e-15,1.943e-15,6.258e-14,2.084e-15
21,,,,,,,,,,,,2.476014e-05,,,1.72958e-14,,,,,,,,,,,1.433e-06,9.874e-07,7.303e-07,0.00011909999999999998,1.55e-06,,,,,,,,,,,8.607e-15,7.118999999999999e-15,1.872e-15,6.677e-14,2.1109999999999998e-15
22,,,,,,,,,,,,2.6088299999999996e-05,,,1.80828e-14,,,,,,,,,,,1.454e-06,8.637000000000002e-07,7.608e-07,0.0001258,1.563e-06,,,,,,,,,,,8.737e-15,7.039e-15,1.95e-15,7.056e-14,2.1280000000000007e-15
23,,,,,,,,,,,,2.5216479999999997e-05,,,1.7653000000000002e-14,,,,,,,,,,,1.471e-06,8.764e-07,7.709999999999999e-07,0.00012130000000000001,1.664e-06,,,,,,,,,,,8.84e-15,7.143000000000003e-15,1.977e-15,6.803999999999999e-14,2.265e-15
24,,,,,,,,,,,,2.7413479999999993e-05,,,2.1626399999999997e-14,,,,,,,,,,,1.447e-06,9.17e-07,6.674e-07,0.0001322,1.836e-06,,,,,,,,,,,8.695000000000001e-15,7.519e-15,2.037e-15,8.737999999999999e-14,2.5010000000000002e-15
25,,,,,,,,,,,,2.7871719999999994e-05,,,2.2053999999999997e-14,,,,,,,,,,,1.4480000000000004e-06,8.820999999999998e-07,6.665000000000001e-07,0.0001346,1.7619999999999996e-06,,,,,,,,,,,8.695000000000001e-15,7.189e-15,2.097e-15,8.989e-14,2.3989999999999997e-15
26,,,,,,,,,,,,2.7669879999999996e-05,,,2.14708e-14,,,,,,,,,,,1.439e-06,8.803e-07,6.920999999999999e-07,0.0001336,1.738e-06,,,,,,,,,,,8.645e-15,7.556e-15,2.016e-15,8.677e-14,2.367e-15
27,,,,,,,,,,,,6.13804e-05,,,4.76018e-14,,,,,,,,,,,2.709e-06,2.256e-06,1.755e-06,0.00029610000000000004,4.082e-06,,,,,,,,,,,1.9380000000000002e-14,1.627e-14,4.5e-15,1.923e-13,5.559000000000001e-15
28,,,,,,,,,,1.009e-07,,2.460333333333333e-07,,,3.4573333333333337e-16,1.814e-07,,,,1.213e-07,,,,,,3.628e-07,1.328e-07,,,2.425e-07,,,,,,,,,,,3.327e-16,2.932e-16,,,4.1130000000000005e-16
29,,,,,,,,,,,,1.5700000000000002e-07,7.656666666666667e-16,7.656666666666666e-17,3.485033333333333e-15,,,,,,,,,,,1.7489999999999998e-07,1.43e-07,,,1.531e-07,2.297e-15,,,,,2.2969999999999997e-16,,,,,4.364e-15,5.767e-15,,,3.2410000000000003e-16
30,,,,,,,,,,,,1.977333333333333e-07,4.7499999999999995e-17,,4.52175e-16,,,,,,,,,,,2.865e-07,1.284e-07,,,1.7829999999999995e-07,,,1.8999999999999998e-16,,,,,,,,4.479e-16,6.538999999999998e-16,3.7039999999999996e-16,,3.3650000000000004e-16
31,,,,,,,,,,,,1.7699999999999998e-07,,,4.564333333333332e-16,,,,,,,,,,,1.986e-07,1.94e-07,,,1.384e-07,,,,,,,,,,,5.083999999999998e-16,6.192999999999998e-16,,,2.4159999999999997e-16
32,,,,,,,,,,,,3.920622e-05,,,2.5657400000000002e-14,,,,,,,,,,,1.528e-06,9.014e-07,6.897e-07,0.0001911,1.812e-06,,,,,,,,,,,9.182e-15,7.347e-15,2.09e-15,1.072e-13,2.468e-15
33,,,,,,,,,,,,4.01738e-05,,,2.6037000000000002e-14,,,,,,,,,,,1.351e-06,1.006e-06,6.440000000000001e-07,0.000196,1.868e-06,,,,,,,,,,,8.443999999999998e-15,7.253e-15,2.044e-15,1.099e-13,2.5440000000000003e-15
34,,,,,,,,,,,,4.185172e-05,,,2.6949600000000004e-14,,,,,,,,,,,1.447e-06,8.906e-07,6.490000000000001e-07,0.0002044,1.872e-06,,,,,,,,,,,8.359e-15,7.259e-15,1.9800000000000002e-15,1.146e-13,2.55e-15
35,,,,,,,,,,5.539999999999999e-07,,4.046918e-05,3.9679999999999996e-16,,2.6186e-14,1.235e-06,,,,1.535e-06,,,,,,2.47e-06,8.714e-07,6.355e-07,0.0001953,3.069e-06,,,,,1.984e-15,,,,,,3.191e-15,7.144e-15,2.0170000000000002e-15,1.145e-13,4.0780000000000004e-15
36,,,,,,,,,,3.9334000000000005e-07,3.8674e-08,6.376419999999999e-06,6.2559999999999995e-16,3.202e-17,6.273599999999999e-15,1.274e-06,,6.927e-07,,,1.274e-07,,6.597e-08,,,2.42e-06,8.761e-07,1.2859999999999998e-06,2.607e-05,1.23e-06,1.447e-15,,1.681e-15,,,,,1.601e-16,,,2.894e-15,6.317e-15,3.122e-15,1.7359999999999998e-14,1.675e-15
37,,,,,,,,,,,,1.0019480000000002e-05,,,9.042000000000001e-15,,,,,,,,,,,1.299e-06,1.125e-06,7.364000000000001e-07,4.557e-05,1.3669999999999998e-06,,,,,,,,,,,7.802e-15,8.109e-15,1.888e-15,2.555e-14,1.861e-15
38,,,,,,,,,,,,2.15668e-05,,,2.0835600000000003e-14,,,,,,,,,,,3.213e-06,2.24e-06,1.776e-06,9.737e-05,3.235e-06,,,,,,,,,,,1.93e-14,1.6830000000000003e-14,4.5530000000000004e-15,5.909e-14,4.4049999999999996e-15
39,,,,,,,,,,,,1.1904399999999999e-05,,,1.0954999999999999e-14,,,,,,,,,,,1.3619999999999998e-06,8.532999999999999e-07,7.537000000000001e-07,5.518e-05,1.373e-06,,,,,,,,,,,8.182e-15,7.631e-15,1.932e-15,3.5160000000000005e-14,1.87e-15
40,,,,,,,,,,4.7200000000000004e-07,3.4478e-08,1.535924e-05,2.7493999999999997e-15,2.0514000000000002e-16,1.3782999999999999e-14,1.343e-06,1.017e-06,,,,7.068999999999999e-08,1.017e-07,,,,2.615e-06,1.882e-06,7.622e-07,7.006e-05,1.4769999999999998e-06,7.0909999999999995e-15,6.656e-15,,,,6.754e-16,3.503e-16,,,,1.3169999999999999e-14,1.261e-14,1.9539999999999998e-15,3.917e-14,2.011e-15
41,,,,,,,,,,,,1.5176140000000001e-05,,,1.1828199999999999e-14,,,,,,,,,,,1.399e-06,9.439e-07,7.678e-07,7.133e-05,1.44e-06,,,,,,,,,,,8.407e-15,6.805e-15,1.968e-15,4e-14,1.961e-15
42,,,,,,,,,,,,1.3006120000000002e-05,,,1.1552999999999998e-14,,,,,,,,,,,1.39e-06,9.75e-07,7.386e-07,6.05e-05,1.4269999999999998e-06,,,,,,,,,,,8.348999999999999e-15,7.0299999999999995e-15,1.8929999999999998e-15,3.855e-14,1.943e-15
43,,,,,,,,,,,,1.72663e-05,,,1.35366e-14,,,,,,,,,,,1.6219999999999999e-06,1.105e-06,7.025e-07,8.121e-05,1.6919999999999999e-06,,,,,,,,,,,9.745e-15,7.965999999999999e-15,2.1280000000000003e-15,4.554e-14,2.304e-15
44,,,,,,,,,,,,2.50138e-05,,,2.3154600000000003e-14,,,,,,,,,,,2.655e-06,1.877e-06,1.411e-06,0.0001165,2.6260000000000004e-06,,,,,,,,,,,1.595e-14,1.3530000000000002e-14,3.617e-15,7.91e-14,3.576e-15
45,,,,,,,,,,,,1.72071e-05,,,1.27446e-14,,,,,,,,,,,1.4069999999999998e-06,1.025e-06,7.795e-07,8.135e-05,1.474e-06,,,,,,,,,,,8.456e-15,7.392e-15,1.998e-15,4.387e-14,2.007e-15
46,,,,,,,,,,,,1.90609e-05,,,1.4664e-14,,,,,,,,,,,1.6019999999999999e-06,1.19e-06,6.975e-07,9.013e-05,1.685e-06,,,,,,,,,,,9.627e-15,8.582e-15,2.2760000000000003e-15,5.054e-14,2.295e-15
47,,,,,,,,,,,,1.845218e-05,,,1.3747199999999999e-14,,,,,,,,,,,1.386e-06,1.029e-06,7.798999999999999e-07,8.758e-05,1.486e-06,,,,,,,,,,,8.328e-15,7.415999999999999e-15,1.999e-15,4.897e-14,2.023e-15
48,,,,,,,,,,,,1.948102e-05,,,1.4407600000000002e-14,,,,,,,,,,,1.446e-06,8.373999999999999e-07,6.367e-07,9.295e-05,1.535e-06,,,,,,,,,,,8.689e-15,7.135999999999999e-15,2.003e-15,5.212e-14,2.09e-15
49,,,,,,,,,,,,2.3899219999999998e-05,,,2.1636399999999998e-14,,,,,,,,,,,2.02e-06,1.435e-06,8.840999999999999e-07,0.0001131,2.057e-06,,,,,,,,,,,1.2140000000000001e-14,1.034e-14,2.781e-15,8.012e-14,2.8010000000000004e-15
50,,,,,,,,,,4.5920000000000004e-07,3.8962e-08,2.105556e-05,8.018e-16,6.244e-17,1.59754e-14,1.4340000000000002e-06,,8.620000000000001e-07,,,7.171e-08,,1.231e-07,,,2.797e-06,8.918000000000001e-07,1.601e-06,9.834e-05,1.6480000000000001e-06,1.8230000000000002e-15,,2.186e-15,,,,,3.1219999999999998e-16,,,3.645000000000001e-15,7.268e-15,4.059000000000001e-15,6.266000000000001e-14,2.245e-15
51,,,,,,,,,,,,2.020968e-05,,,1.58128e-14,,,,,,,,,,,1.449e-06,8.948e-07,7.785999999999999e-07,9.633e-05,1.5959999999999998e-06,,,,,,,,,,,8.708e-15,7.257e-15,1.996e-15,5.893e-14,2.173e-15
52,,,,,,,,,,,,2.173318e-05,,,1.7799e-14,,,,,,,,,,,1.618e-06,9.617e-07,7.051999999999999e-07,0.0001036,1.781e-06,,,,,,,,,,,9.722e-15,7.838e-15,2.219e-15,6.679e-14,2.426e-15
53,,,,,,,,,,,,2.59653e-05,,,2.2530599999999996e-14,,,,,,,,,,,1.755e-06,1.3059999999999999e-06,8.085e-07,0.000124,1.957e-06,,,,,,,,,,,1.021e-14,9.414e-15,2.5440000000000003e-15,8.782e-14,2.6649999999999997e-15
54,,,,,,,,,,6.7811e-05,2.4783e-05,0.00011105797999999998,3.1554e-13,1.3012e-13,5.005482000000001e-13,6.839e-06,,,0.0003243,7.916e-06,3.761e-06,,,0.0001158,4.354e-06,9.745e-06,8.247e-07,6.401999999999999e-07,0.0005327999999999999,1.128e-05,2.271e-13,,,1.1259999999999998e-12,2.246e-13,1.249e-13,,,4.022e-13,1.235e-13,3.236e-13,7.026999999999999e-15,2.014e-15,1.85e-12,3.201e-13
55,,,,,,,,,,4.7070800000000003e-05,1.111944e-05,8.331038e-05,1.0092e-14,2.1496e-15,2.43038e-14,1.437e-06,,,0.0002322,1.7169999999999998e-06,1.437e-07,,,5.529e-05,1.635e-07,2.731e-06,8.606000000000001e-07,6.712999999999999e-07,0.0004091,3.189e-06,1.578e-14,,,3.4680000000000003e-14,,2.491e-15,,,8.257e-15,,2.9060000000000004e-14,7.014e-15,2.095e-15,6.11e-14,2.225e-14
56,,,,,,,,,,,,2.6692479999999998e-05,,,2.1064e-14,,,,,,,,,,,1.6030000000000002e-06,1.141e-06,7.193999999999999e-07,0.0001281,1.8990000000000002e-06,,,,,,,,,,,9.633e-15,8.228e-15,2.263e-15,8.261e-14,2.586e-15
57,,,,,,,,,,,,3.385854e-05,,,2.3464600000000003e-14,,,,,,,,,,,1.478e-06,9.075e-07,7.172e-07,0.0001644,1.79e-06,,,,,,,,,,,8.881e-15,7.396e-15,2.238e-15,9.637000000000001e-14,2.4379999999999998e-15
58,,,,,,,,,,,,3.0149140000000002e-05,,,2.26484e-14,,,,,,,,,,,1.422e-06,8.809e-07,8.358e-07,0.00014580000000000002,1.8069999999999998e-06,,,,,,,,,,,8.542e-15,7.456e-15,2.143e-15,9.264e-14,2.461e-15
59,,,,,,,,,,,,3.3813220000000005e-05,,,2.5837600000000003e-14,,,,,,,,,,,1.7119999999999999e-06,1.018e-06,9.731e-07,0.0001633,2.063e-06,,,,,,,,,,,1.0290000000000001e-14,8.295000000000001e-15,2.4940000000000003e-15,1.053e-13,2.809e-15
60,,,,,,,,,,,,2.932128e-05,,,2.2325400000000003e-14,,,,,,,,,,,1.4469999999999999e-06,8.97e-07,7.023999999999999e-07,0.0001418,1.76e-06,,,,,,,,,,,8.423e-15,7.311e-15,2.036e-15,9.146e-14,2.3969999999999997e-15
61,,,,,,,,,,,,1.314e-07,,,3.22e-16,,,,,,,,,,,1.314e-07,,,,,,,,,,,,,,,3.22e-16,,,,
62,,,,,,,,,,7.43e-08,,2.3175e-07,3.215e-16,4.3845e-17,8.798499999999999e-16,1.486e-07,,,,,,,,,,2.904e-07,1.7309999999999998e-07,,,,,,,,6.43e-16,,,,,8.769e-17,,5.907e-16,,,1.1689999999999999e-15
63,,,,,,,,,,,,,2.3233333333333335e-16,3.168e-17,7.284333333333334e-16,,,,,,,,,,,,,,,,,,,,6.97e-16,,,,,9.504e-17,7.047000000000001e-16,,2.136e-16,,1.267e-15
64,,,,,,,,,,8.235333333333333e-07,1.0613333333333333e-07,1.5572333333333335e-06,3.5969974999999995e-14,6.217782499999999e-15,6.422432500000001e-14,1.356e-07,,,2.335e-06,,,,,3.184e-07,,2.712e-07,1.545e-07,,4.2460000000000005e-06,,2.262e-15,2.114e-15,,1.392e-13,3.0389999999999997e-16,6.335e-16,,,2.421e-14,2.763e-17,3.8909999999999995e-15,4.3399999999999995e-15,,2.481e-13,5.663e-16
65,,,,,,,,,,,,4.9908519999999986e-05,,,3.1689399999999996e-14,,,,,,,,,,,1.503e-06,9.195e-07,7.041e-07,0.0002445,1.916e-06,,,,,,,,,,,9.029e-15,7.493999999999999e-15,2.215e-15,1.371e-13,2.609e-15
66,,,,,,,,,,4.996000000000001e-07,4.0896e-08,5.025701999999999e-05,2.2412e-15,1.7478e-16,3.2557600000000005e-14,1.478e-06,1.02e-06,,,,1.4779999999999999e-07,5.6679999999999995e-08,,,,2.7339999999999996e-06,1.927e-06,6.751e-07,0.00024409999999999997,1.849e-06,5.655e-15,5.551e-15,,,,5.655e-16,3.0839999999999994e-16,,,,1.074e-14,1.0490000000000001e-14,2.124e-15,1.369e-13,2.534e-15
67,,,,,,,,,,,,6.411089999999999e-05,,,4.0554400000000004e-14,,,,,,,,,,,1.768e-06,1.1959999999999999e-06,8.365000000000001e-07,0.0003148,1.9540000000000003e-06,,,,,,,,,,,1.103e-14,9.344e-15,2.632e-15,1.765e-13,3.266e-15
68,,,,,,,,,,,,0.00010177399999999998,,,6.1601e-14,,,,,,,,,,,3.02e-06,2.181e-06,1.779e-06,0.0004984,3.49e-06,,,,,,,,,,,1.8140000000000002e-14,1.5719999999999998e-14,4.56e-15,2.642e-13,5.3850000000000005e-15
69,,,,,,,,,,,,5.3079599999999996e-06,,,6.1922e-15,,,,,,,,,,,1.139e-06,6.656999999999999e-07,5.811e-07,2.309e-05,1.064e-06,,,,,,,,,,,6.841e-15,6.399e-15,1.49e-15,1.472e-14,1.5109999999999999e-15
70,,,,,,,,,,5.079999999999999e-07,,9.800399999999999e-06,3.482e-16,,8.5104e-15,1.27e-06,,,,1.27e-06,,,,,,2.54e-06,1.035e-06,7.43e-07,4.221e-05,2.474e-06,,,,,1.741e-15,,,,,,2.811e-15,7.465000000000001e-15,1.905e-15,2.6889999999999996e-14,3.4810000000000004e-15
71,,,,,,,,,,1.9410000000000002e-07,1.8484000000000002e-08,1.01483e-05,2.8274e-15,2.1262000000000002e-16,1.10582e-14,,9.705e-07,,,,,9.242e-08,,,,2.027e-06,1.8019999999999999e-06,6.995e-07,4.487e-05,1.343e-06,6.649e-15,7.488e-15,,,,3.5e-16,7.131e-16,,,,1.26e-14,1.391e-14,1.793e-15,2.516e-14,1.828e-15
72,,,,,,,,,,2.402e-07,,1.16168e-05,5.808e-16,3.2280000000000004e-17,1.0410200000000002e-14,1.201e-06,,,,,,,,,,2.401e-06,1.0129999999999999e-06,1.049e-06,5.223e-05,1.391e-06,,,2.904e-15,,,,,1.6140000000000002e-16,,,4.261e-15,7.3e-15,5.486e-15,3.311000000000001e-14,1.894e-15
73,,,,,,,,,,,,1.261306e-05,,,1.1420399999999999e-14,,,,,,,,,,,1.4269999999999996e-06,8.355e-07,7.338e-07,5.859e-05,1.4790000000000002e-06,,,,,,,,,,,8.575e-15,7.291e-15,1.881e-15,3.7339999999999995e-14,2.015e-15
74,,,,,,,,,,,,1.2463080000000001e-05,,,1.12334e-14,,,,,,,,,,,1.394e-06,9.928e-07,7.245999999999999e-07,5.776e-05,1.444e-06,,,,,,,,,,,8.373999999999998e-15,7.158e-15,1.858e-15,3.681e-14,1.9670000000000002e-15
75,,,,,,,,,,,,1.38798e-05,,,1.1032200000000001e-14,,,,,,,,,,,1.34e-06,9.608e-07,7.072e-07,6.497e-05,1.421e-06,,,,,,,,,,,8.054e-15,6.928e-15,1.813e-15,3.643e-14,1.936e-15
76,,,,,,,,,,,,1.2678779999999998e-05,,,1.14064e-14,,,,,,,,,,,1.37e-06,1.038e-06,7.279e-07,5.88e-05,1.458e-06,,,,,,,,,,,8.228e-15,7.482e-15,1.866e-15,3.747e-14,1.986e-15
77,,,,,,,,,,,,3.73136e-05,,,3.4851e-14,,,,,,,,,,,3.33e-06,3.167e-06,2.14e-06,0.0001745,3.4310000000000003e-06,,,,,,,,,,,2.382e-14,2.284e-14,5.4869999999999994e-15,1.161e-13,6.008e-15
78,,,,,,,,,,,,1.3845860000000001e-05,,,1.27292e-14,,,,,,,,,,,1.4030000000000002e-06,8.145e-07,6.958e-07,6.485e-05,1.466e-06,,,,,,,,,,,8.426999999999998e-15,7.418e-15,1.7839999999999998e-15,4.402e-14,1.997e-15
79,,,,,,,,,,,,1.5523199999999997e-05,,,1.20534e-14,,,,,,,,,,,1.37e-06,8.176999999999999e-07,7.073e-07,7.329999999999999e-05,1.421e-06,,,,,,,,,,,8.231e-15,7.177e-15,1.813e-15,4.111e-14,1.936e-15
80,,,,,,,,,,,,1.54451e-05,,,1.31356e-14,,,,,,,,,,,1.395e-06,9.886e-07,7.279e-07,7.263e-05,1.4840000000000001e-06,,,,,,,,,,,8.382999999999999e-15,7.128e-15,1.866e-15,4.628e-14,2.021e-15
81,,,,,,,,,,,,2.721032000000001e-05,,,2.0286e-14,,,,,,,,,,,2.0280000000000003e-06,1.503e-06,9.796e-07,0.00012930000000000005,2.241e-06,,,,,,,,,,,1.2190000000000001e-14,1.083e-14,2.839e-15,7.252e-14,3.051e-15
