#name,ra,dec,pileup_flag,photflux_aper_b,photflux_aper_h,photflux_aper_m,photflux_aper_s,flux_aper_b,flux_aper_h,flux_aper_m,flux_aper_s,photflux_aper_avg_b,photflux_aper_avg_h,photflux_aper_avg_m,photflux_aper_avg_s,flux_aper_avg_b,flux_aper_avg_h,flux_aper_avg_m,flux_aper_avg_s,flux_powlaw_aper_b,flux_powlaw_aper_h,flux_powlaw_aper_m,flux_powlaw_aper_s,flux_bb_aper_b,flux_bb_aper_h,flux_bb_aper_m,flux_bb_aper_s,flux_brems_aper_b,flux_brems_aper_h,flux_brems_aper_m,flux_brems_aper_s,flux_apec_aper_b,flux_apec_aper_h,flux_apec_aper_m,flux_apec_aper_s,flux_powlaw,powlaw_gamma,powlaw_nh,powlaw_ampl,powlaw_stat,flux_bb,bb_kt,bb_nh,bb_ampl,bb_stat,flux_brems,brems_kt,brems_nh,brems_norm,brems_stat,hard_hm,var_inter_hard_prob_hs,var_inter_hard_sigma_hs,hard_ms,var_inter_hard_prob_ms,var_inter_hard_sigma_ms,ks_intra_prob_b,ks_intra_prob_h,ks_intra_prob_m,ks_intra_prob_s
 2CXO J030534.2+034958, 03 05 34.25,+03 49 58.10,FALSE,5.13E-06,1.22E-06,1.176E-06,1.326E-06,1.143E-14,6.763E-15,2.8E-15,2.544E-15,6.163E-06,1.016E-06,1.472E-06,1.773E-06,1.38E-14,6.926E-15,3.274E-15,3.149E-15,1.164E-14,7.742E-15,2.8E-15,2.317E-15,1.303E-14,6.822E-15,2.969E-15,1.881E-15,1.129E-14,7.266E-15,2.826E-15,2.21E-15,1.368E-14,8.633E-15,2.857E-15,2.149E-15,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,0.0225,0.904,0.3173,-0.0787,0.226,0.04362,0.879,0.802,0.912,0.696
 2CXO J122548.8+333248, 12 25 48.86,+33 32 48.88,FALSE,0.0002647,0.0002028,1.564E-05,8.325E-06,1.86E-12,1.824E-12,4.25E-14,1.505E-14,0.0003127,         ,         ,1.245E-05,2.015E-12,         ,         ,2.125E-14,5.619E-13,1.304E-12,3.754E-14,1.417E-14,7.218E-13,1.127E-12,3.91E-14,1.295E-14,5.626E-13,1.211E-12,3.779E-14,1.39E-14,6.974E-13,1.463E-12,3.816E-14,1.377E-14,1.65E-12,0.702,241.6,0.000158,1.702,1.617E-12,1.932,129.8,2.484E-05,1.692,1.587E-12,100,342.5,0.0009043,1.853,0.857,1,0.06456,0.3061,0.998,0.4625,1,1,1,1
 2CXO J003302.5-432652, 00 33 02.57,-43 26 52.24,FALSE,7.701E-06,2.158E-06,1.203E-06,2.763E-06,2.618E-14,1.693E-14,2.96E-15,5.982E-15,7.701E-06,2.158E-06,1.203E-06,2.763E-06,2.618E-14,1.693E-14,2.96E-15,5.982E-15,2.077E-14,1.513E-14,3.053E-15,5.519E-15,2.127E-14,1.318E-14,3.173E-15,4.01E-15,1.973E-14,1.416E-14,3.071E-15,5.127E-15,2.331E-14,1.69E-14,3.112E-15,4.86E-15,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,0.2986,0.033,0.007764,-0.4072,0.058,0.01111,0.776,0.539,0.536,0.832
 2CXO J003344.9-434352, 00 33 44.98,-43 43 52.37,FALSE,1.048E-05,2.012E-06,2.372E-06,4.284E-06,3.292E-14,1.883E-14,6.136E-15,7.428E-15,1.048E-05,2.012E-06,2.372E-06,4.284E-06,3.292E-14,1.883E-14,6.136E-15,7.428E-15,2.953E-14,1.385E-14,6.134E-15,8.726E-15,2.951E-14,1.206E-14,6.346E-15,6.197E-15,2.793E-14,1.296E-14,6.166E-15,8.062E-15,3.28E-14,1.547E-14,6.248E-15,7.599E-15,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,-0.0712,0.555,0.1359,-0.3011,0.166,0.0285,0.657,0.546,0.768,0.769
 2CXO J003414.9-433847, 00 34 14.97,-43 38 47.12,FALSE,8.459E-06,1.864E-06,1.843E-06,2.639E-06,1.904E-14,1.021E-14,5.322E-15,4.105E-15,8.371E-06,1.808E-06,1.82E-06,2.523E-06,1.91E-14,1.01E-14,5.067E-15,3.735E-15,2.229E-14,1.316E-14,4.839E-15,5.446E-15,2.361E-14,1.157E-14,5.064E-15,4.096E-15,2.135E-14,1.236E-14,4.873E-15,5.101E-15,2.531E-14,1.464E-14,4.934E-15,4.878E-15,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,0.0087,         ,         ,-0.1911,         ,         ,0.601,0.352,0.867,0.085
 2CXO J003417.9-433924, 00 34 17.94,-43 39 24.24,FALSE,4.676E-06,1.066E-06,1.228E-06,1.188E-06,9.073E-15,5.381E-15,2.571E-15,1.641E-15,4.789E-06,1.087E-06,1.275E-06,1.005E-06,8.997E-15,5.182E-15,2.607E-15,1.343E-15,1.129E-14,6.872E-15,2.953E-15,2.255E-15,1.196E-14,6.047E-15,3.097E-15,1.699E-15,1.081E-14,6.455E-15,2.975E-15,2.113E-15,1.282E-14,7.65E-15,3.01E-15,2.023E-15,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,-0.055,         ,         ,-0.0275,         ,         ,0.696,0.932,0.298,0.835
 2CXO J003424.3-432036, 00 34 24.30,-43 20 36.94,FALSE,3.685E-06,4.451E-07,5.351E-07,2.318E-06,8.143E-15,3.356E-15,1.606E-15,3.341E-15,3.732E-06,3.654E-07,6.103E-07,2.564E-06,6.099E-15,2.37E-15,1.756E-15,4.166E-15,9.504E-15,         ,         ,4.573E-15,9.943E-15,         ,         ,3.396E-15,9.076E-15,         ,         ,4.271E-15,1.075E-14,         ,         ,4.069E-15,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,0.02,         ,         ,-0.6346,         ,         ,0.592,         ,         ,0.017
 2CXO J003454.8-434050, 00 34 54.82,-43 40 50.60,FALSE,8.522E-06,2.24E-06,1.571E-06,2.654E-06,2.556E-14,1.307E-14,3.852E-15,7.643E-15,8.522E-06,2.24E-06,1.571E-06,2.654E-06,2.556E-14,1.307E-14,3.852E-15,7.643E-15,2.264E-14,1.525E-14,3.858E-15,5.255E-15,2.311E-14,1.333E-14,4.012E-15,3.82E-15,2.151E-14,1.429E-14,3.882E-15,4.883E-15,2.535E-14,1.701E-14,3.931E-15,4.631E-15,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,0.1874,0.853,0.3064,-0.2723,0.109,0.03104,0.147,0.395,0.381,0.187
 2CXO J003455.1-433544, 00 34 55.10,-43 35 44.71,FALSE,5.643E-06,1.537E-06,1.085E-06,1.819E-06,1.593E-14,9.048E-15,2.76E-15,4.962E-15,5.039E-06,1.273E-06,8.853E-07,1.793E-06,1.289E-14,6.946E-15,2.114E-15,4.234E-15,1.429E-14,1.032E-14,2.735E-15,3.641E-15,1.523E-14,9.09E-15,2.879E-15,2.768E-15,1.371E-14,9.691E-15,2.757E-15,3.42E-15,1.627E-14,1.15E-14,2.787E-15,3.283E-15,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,0.1924,         ,         ,-0.2823,         ,         ,0.008,0.161,0.423,0.208
 2CXO J003502.5-433419, 00 35 02.50,-43 34 19.68,FALSE,3.067E-05,5.799E-06,6.055E-06,1.219E-05,7.346E-14,3.626E-14,1.385E-14,2.415E-14,2.559E-05,5.045E-06,4.836E-06,1.01E-05,6.656E-14,3.143E-14,1.155E-14,2.252E-14,6.871E-14,3.437E-14,1.343E-14,2.15E-14,7.3E-14,3.016E-14,1.411E-14,1.628E-14,6.585E-14,3.222E-14,1.354E-14,2.018E-14,7.822E-14,3.834E-14,1.369E-14,1.934E-14,6.571E-14,1.977,7.211E-06,1.545E-05,0.272,3.448E-14,0.4421,5.599E-07,0.0001062,3.942,5.743E-14,3.46,4.352E-06,1.894E-05,0.768,-0.0187,0.365,0.1052,-0.3398,0.582,0.1655,0.201,0.077,0.919,0.79
 2CXO J003504.5-434106, 00 35 04.51,-43 41 06.89,FALSE,5.293E-06,1.509E-06,1.342E-06,1.228E-06,1.425E-14,8.18E-15,3.347E-15,2.598E-15,7.526E-06,2.272E-06,1.31E-06,2.13E-06,2.617E-14,1.867E-14,3.23E-15,4.034E-15,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,0.1074,0.144,0.05435,-0.0562,0.647,0.2109,0.916,0.825,0.246,0.852
 2CXO J003515.6-433357, 00 35 15.61,-43 33 57.64,FALSE,0.0002201,3.17E-05,4.152E-05,0.0001076,5.565E-13,2.023E-13,9.526E-14,2.608E-13,0.0002943,4.349E-05,5.51E-05,0.0001412,7.607E-13,2.773E-13,1.278E-13,3.564E-13,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,-0.1337,0.253,0.01645,-0.4435,0.651,0.06208,0.999,0.995,0.941,1
 2CXO J003516.1-432451, 00 35 16.11,-43 24 51.83,FALSE,5.353E-06,8.798E-07,1.233E-06,2.08E-06,1.192E-14,5.846E-15,2.627E-15,4.386E-15,5.353E-06,8.798E-07,1.233E-06,2.08E-06,1.192E-14,5.846E-15,2.627E-15,4.386E-15,1.289E-14,5.931E-15,2.974E-15,3.897E-15,1.391E-14,5.191E-15,3.144E-15,3.004E-15,1.239E-14,5.546E-15,3.001E-15,3.673E-15,1.48E-14,6.643E-15,3.031E-15,3.541E-15,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,-0.1424,0.651,0.04747,-0.2698,0.034,0.004706,0.734,0.771,0.627,0.497
 2CXO J003520.3-433243, 00 35 20.36,-43 32 43.87,FALSE,6.856E-06,1.91E-06,9.952E-07,2.547E-06,2.243E-14,1.471E-14,2.678E-15,5.222E-15,6.856E-06,1.91E-06,9.952E-07,2.547E-06,2.243E-14,1.471E-14,2.678E-15,5.222E-15,1.721E-14,1.272E-14,2.459E-15,4.78E-15,1.799E-14,1.114E-14,2.559E-15,3.539E-15,1.644E-14,1.193E-14,2.474E-15,4.461E-15,1.945E-14,1.416E-14,2.508E-15,4.246E-15,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,0.3273,0.121,0.0678,-0.4472,0.575,0.1963,0.506,0.636,0.666,0.613
 2CXO J003529.3-433611, 00 35 29.30,-43 36 11.84,FALSE,4.756E-06,1.732E-06,9.238E-07,6.203E-07,1.619E-14,1.366E-14,2.256E-15,7.183E-16,4.756E-06,1.732E-06,9.238E-07,6.203E-07,1.619E-14,1.366E-14,2.256E-15,7.183E-16,1.135E-14,1.113E-14,2.225E-15,1.172E-15,1.212E-14,9.793E-15,2.337E-15,8.916E-16,1.089E-14,1.045E-14,2.242E-15,1.101E-15,1.294E-14,1.24E-14,2.268E-15,1.056E-15,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,0.3248,0.874,0.5288,0.1574,0.493,0.8234,0.361,0.294,0.139,0.275
 2CXO J003536.5-431646, 00 35 36.53,-43 16 46.04,FALSE,1.057E-06,2.484E-07,2.525E-07,2.85E-07,1.082E-15,0,5.616E-16,5.25E-16,1.057E-06,2.484E-07,2.525E-07,2.85E-07,1.082E-15,0,5.616E-16,5.25E-16,2.111E-15,         ,5.479E-16,4.473E-16,2.492E-15,         ,5.707E-16,3.816E-16,2.072E-15,         ,5.516E-16,4.317E-16,2.533E-15,         ,5.571E-16,4.228E-16,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,0.0662,0.837,0.9875,-0.0912,0.975,1.081,0.24,         ,0.033,0.765
 2CXO J003536.8-433615, 00 35 36.81,-43 36 15.31,FALSE,2.136E-06,8.988E-07,3.467E-07,3.052E-07,7.953E-15,6.669E-15,1.003E-15,5.499E-16,2.136E-06,8.988E-07,3.467E-07,3.052E-07,7.953E-15,6.669E-15,1.003E-15,5.499E-16,5.288E-15,5.932E-15,8.584E-16,         ,5.653E-15,5.229E-15,9.036E-16,         ,5.077E-15,5.572E-15,8.654E-16,         ,6.027E-15,6.603E-15,8.749E-16,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,0.4647,0.6,0.04887,-0.1037,0.395,0.003301,0.932,0.966,0.566,         
 2CXO J003547.3-430558, 00 35 47.40,-43 05 58.59,FALSE,4.748E-06,7.354E-07,1.049E-06,2.103E-06,9.768E-15,4.199E-15,2.48E-15,3.264E-15,4.732E-06,7.523E-07,1.013E-06,1.821E-06,9.795E-15,4.185E-15,2.426E-15,2.843E-15,1.21E-14,4.805E-15,2.583E-15,3.983E-15,1.25E-14,4.218E-15,2.669E-15,2.928E-15,1.153E-14,4.511E-15,2.595E-15,3.71E-15,1.359E-14,5.34E-15,2.631E-15,3.524E-15,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,-0.1661,         ,         ,-0.3448,         ,         ,0.879,0.572,0.326,0.875
 2CXO J003548.4-431444, 00 35 48.47,-43 14 44.45,FALSE,1.785E-05,3.485E-06,3.345E-06,6.656E-06,3.405E-14,1.848E-14,6.708E-15,9.494E-15,1.654E-05,3.261E-06,3.234E-06,6.077E-06,3.381E-14,1.822E-14,6.779E-15,9.143E-15,3.447E-14,1.907E-14,6.843E-15,9.989E-15,4.251E-14,1.643E-14,7.117E-15,8.821E-15,3.414E-14,1.769E-14,6.888E-15,9.717E-15,4.219E-14,2.144E-14,6.949E-15,9.577E-15,2.786E-14,2.286,11.53,9.777E-06,1.594,1.663E-14,0.3457,6.808E-07,0.0001315,3.718,2.729E-14,3.069,0.9324,9.262E-06,2.007,0.0237,0.52,0.0985,-0.3335,0.755,0.1423,0.915,0.999,0.737,0.682
 2CXO J003616.5-433918, 00 36 16.56,-43 39 18.50,FALSE,7.612E-06,2.273E-06,1.841E-06,1.32E-06,2.331E-14,1.73E-14,5.013E-15,1.609E-15,8.04E-06,3.056E-06,1.549E-06,1.017E-06,2.639E-14,2.254E-14,4.065E-15,1.347E-15,2.016E-14,1.612E-14,4.855E-15,2.725E-15,2.131E-14,1.416E-14,5.071E-15,2.044E-15,1.93E-14,1.514E-14,4.887E-15,2.55E-15,2.288E-14,1.794E-14,4.951E-15,2.436E-15,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,0.1137,0.969,0.2957,0.1512,0.088,0.05019,0.978,0.915,0.62,0.577
 2CXO J003630.4-433709, 00 36 30.43,-43 37 09.91,FALSE,4.706E-06,1.075E-06,5.499E-07,2.321E-06,1.172E-14,5.859E-15,1.286E-15,4.085E-15,4.706E-06,1.075E-06,5.499E-07,2.321E-06,1.172E-14,5.859E-15,1.286E-15,4.085E-15,1.218E-14,7.333E-15,1.419E-15,4.585E-15,1.269E-14,6.419E-15,1.476E-15,3.384E-15,1.162E-14,6.877E-15,1.428E-15,4.276E-15,1.375E-14,8.167E-15,1.447E-15,4.067E-15,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,0.3485,0.152,0.05701,-0.6334,0.429,0.1299,0.562,0.012,0.763,0.716
 2CXO J145710.8+221844, 14 57 10.81,+22 18 44.71,FALSE,3.187E-06,8.031E-07,5.991E-07,9.399E-07,8.585E-15,5.45E-15,1.524E-15,1.781E-15,3.492E-06,8.435E-07,6.591E-07,1.049E-06,9.076E-15,5.594E-15,1.655E-15,1.875E-15,7.985E-15,5.531E-15,1.544E-15,1.895E-15,8.669E-15,4.875E-15,1.629E-15,1.467E-15,7.691E-15,5.195E-15,1.557E-15,1.788E-15,9.17E-15,6.159E-15,1.574E-15,1.723E-15,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,0.1537,0.881,0.5364,-0.2399,0.759,0.3632,0.729,0.617,0.855,0.959
 2CXO J163935.5+464933, 16 39 35.51,+46 49 33.34,FALSE,2.826E-05,1.207E-05,4.854E-06,4.087E-06,9.221E-14,8.024E-14,1.207E-14,2.701E-15,2.893E-05,1.045E-05,5.209E-06,6.733E-06,9.484E-14,7.248E-14,1.298E-14,1.4E-14,8.182E-14,8.058E-14,1.195E-14,8.559E-15,7.852E-14,7.025E-14,1.245E-14,5.842E-15,7.673E-14,7.534E-14,1.203E-14,7.835E-15,8.91E-14,9.026E-14,1.215E-14,7.351E-15,9.357E-14,1.437,47.56,1.93E-05,0.769,8.642E-14,0.9937,1.647E-05,9.611E-06,0.742,9.344E-14,18.97,44.94,2.874E-05,0.746,0.4272,0.996,0.3513,0.0662,0.831,0.3727,0.622,0.564,0.896,0.787
 2CXO J163950.3+463326, 16 39 50.38,+46 33 26.35,FALSE,3.65E-06,1.255E-06,7.275E-07,1.067E-06,9.515E-15,9.787E-15,1.688E-15,0,4.39E-06,1.37E-06,8.569E-07,1.374E-06,1.161E-14,9.439E-15,2.044E-15,0,1.065E-14,         ,1.805E-15,         ,1.017E-14,         ,1.876E-15,         ,9.98E-15,         ,1.816E-15,         ,1.157E-14,         ,1.835E-15,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,0.2986,0.208,0.07871,-0.2923,0.032,0.01121,0.916,         ,0.971,         
 2CXO J164104.4+463850, 16 41 04.44,+46 38 50.84,FALSE,2.596E-06,1.432E-06,1.907E-07,4.633E-07,9.652E-15,8.029E-15,5.52E-16,1.235E-15,2.708E-06,1.483E-06,2.671E-07,4.17E-07,9.19E-15,7.639E-15,7.394E-16,8.565E-16,7.186E-15,8.913E-15,         ,         ,6.812E-15,7.829E-15,         ,         ,6.731E-15,8.371E-15,         ,         ,7.754E-15,9.919E-15,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,0.7708,         ,         ,-0.5584,         ,         ,0.497,0.533,         ,         
 2CXO J145111.7+580002, 14 51 11.77,+58 00 02.52,FALSE,5.681E-06,0,6.916E-07,4.414E-06,1.637E-14,9.271E-15,1.178E-15,8.69E-15,1.444E-05,1.324E-06,1.741E-06,6.823E-06,3.77E-14,1.952E-14,3.906E-15,1.104E-14,1.3E-14,         ,         ,8.41E-15,1.43E-14,         ,         ,6.575E-15,1.253E-14,         ,         ,7.954E-15,1.51E-14,         ,         ,7.688E-15,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,-0.1861,0.914,0.07956,-0.7283,0.798,0.03871,0.99,         ,0.855,0.963
 2CXO J145206.4+580626, 14 52 06.44,+58 06 26.19,FALSE,2.812E-05,4.934E-06,5.758E-06,1.1E-05,7.022E-14,3.43E-14,1.473E-14,2.245E-14,2.821E-05,5.29E-06,5.231E-06,1.066E-05,6.776E-14,3.45E-14,1.257E-14,2.089E-14,7.101E-14,3.326E-14,1.451E-14,2.227E-14,7.538E-14,2.927E-14,1.522E-14,1.68E-14,6.807E-14,3.123E-14,1.462E-14,2.088E-14,8.051E-14,3.701E-14,1.479E-14,2.001E-14,6.021E-14,2.189,4.952,1.78E-05,1.268,3.92E-14,0.4566,6.659E-07,9.664E-05,3.731,5.602E-14,2.753,1.106E-05,2.019E-05,1.441,-0.0725,0.208,0.07038,-0.3136,0.214,0.04249,0.852,0.603,0.79,0.957
 2CXO J145207.3+580454, 14 52 07.31,+58 04 54.78,FALSE,3.555E-05,7.46E-06,6.919E-06,1.069E-05,7.767E-14,4.379E-14,1.609E-14,1.834E-14,3.396E-05,7.491E-06,6.707E-06,1.029E-05,7.967E-14,4.553E-14,1.594E-14,1.858E-14,7.461E-14,4.507E-14,1.589E-14,1.865E-14,8.38E-14,3.965E-14,1.679E-14,1.494E-14,7.245E-14,4.227E-14,1.603E-14,1.776E-14,8.688E-14,5.029E-14,1.621E-14,1.723E-14,7.047E-14,1.976,11.36,1.955E-05,1.023,5.196E-14,0.5453,4.016E-07,5.977E-05,2.528,6.933E-14,4.565,3.266,2.012E-05,0.995,0.0375,0.237,0.03791,-0.2124,0.184,0.0293,0.867,0.795,0.55,0.737
 2CXO J145310.4+580955, 14 53 10.45,+58 09 55.74,FALSE,0.0002366,7.082E-05,5.385E-05,4.379E-05,7.282E-13,5.215E-13,1.419E-13,7.449E-14,0.0002171,6.551E-05,4.896E-05,3.739E-05,6.637E-13,4.815E-13,1.284E-13,6.185E-14,6.462E-13,5.06E-13,1.423E-13,9.266E-14,6.677E-13,4.424E-13,1.481E-13,6.775E-14,6.153E-13,4.741E-13,1.432E-13,8.623E-14,7.255E-13,5.641E-13,1.451E-13,8.194E-14,6.745E-13,1.922,42.03,0.0002279,0.722,5.915E-13,0.7574,9.256E-07,0.0001795,1.629,6.692E-13,5.78,30.38,0.0002217,0.772,0.1362,0.832,0.08459,0.1012,0.646,0.06527,0.938,0.86,0.953,0.969
 2CXO J145447.1+580058, 14 54 47.18,+58 00 58.13,FALSE,2.828E-05,6.576E-06,4.369E-06,1.086E-05,8.232E-14,5.345E-14,1.047E-14,2.058E-14,2.454E-05,4.297E-06,3.36E-06,1.086E-05,6.184E-14,3.292E-14,8.226E-15,2.241E-14,6.713E-14,4.345E-14,1.08E-14,2.094E-14,7.381E-14,3.742E-14,1.138E-14,1.636E-14,6.467E-14,4.03E-14,1.089E-14,1.98E-14,7.797E-14,4.903E-14,1.1E-14,1.914E-14,6.222E-14,1.869,7.647E-06,1.359E-05,0.415,2.703E-14,0.3094,1.257E-06,0.0003639,1.821,5.534E-14,4.14,4.664E-07,1.669E-05,0.62,0.2124,0.992,0.3054,-0.431,0.968,0.1337,0.763,0.761,0.677,0.788
 2CXO J083454.9+553421, 08 34 54.91,+55 34 21.13,FALSE,3.505E-05,8.85E-06,6.647E-06,1.038E-05,9.573E-14,6.433E-14,1.591E-14,1.722E-14,3.566E-05,8.894E-06,6.598E-06,1.068E-05,9.693E-14,6.478E-14,1.587E-14,1.762E-14,7.593E-14,5.757E-14,1.612E-14,1.746E-14,9.746E-14,4.97E-14,1.679E-14,1.611E-14,7.597E-14,5.346E-14,1.623E-14,1.716E-14,9.474E-14,6.465E-14,1.638E-14,1.705E-14,8.2E-14,1.487,1.111,1.33E-05,1.119,4.89E-14,0.5447,4.519E-07,5.709E-05,3.378,7.949E-14,12.5,5.594E-06,1.863E-05,1.164,0.1424,0.509,0.081,-0.2199,0.802,0.144,0.395,0.841,0.961,0.647
 2CXO J150948.6+333626, 15 09 48.66,+33 36 26.62,FALSE,3.831E-05,4.199E-06,6.651E-06,1.755E-05,8.4E-14,2.399E-14,1.564E-14,4.448E-14,3.678E-05,4.214E-06,6.417E-06,1.691E-05,8.113E-14,2.353E-14,1.493E-14,4.299E-14,8.469E-14,2.697E-14,1.58E-14,3.248E-14,9.387E-14,2.363E-14,1.662E-14,2.541E-14,8.19E-14,2.528E-14,1.592E-14,3.073E-14,9.806E-14,3.009E-14,1.613E-14,2.964E-14,6.906E-14,2.454,2.63E-06,2.067E-05,0.986,4.092E-14,0.3208,3.172E-06,0.000442,3.556,5.826E-14,1.546,9.565E-07,3.182E-05,1.577,-0.2236,0.829,0.3131,-0.4522,0.116,0.03144,0.839,0.634,0.456,0.881
 2CXO J235700.7-344533, 23 57 00.74,-34 45 33.39,FALSE,1.267E-05,8.133E-07,1.502E-06,6.781E-06,1.843E-14,4.032E-15,3.457E-15,1.089E-14,1.072E-05,6.109E-07,1.083E-06,5.783E-06,1.377E-14,2.486E-15,2.438E-15,9.162E-15,2.669E-14,         ,         ,1.146E-14,3.465E-14,         ,         ,1.055E-14,2.679E-14,         ,         ,1.126E-14,3.327E-14,         ,         ,1.118E-14,1.162E-14,8.389,99.67,0.0001228,1.524,1.048E-14,0.1674,28.13,0.007406,1.556,1.084E-14,0.1838,66.95,0.005769,1.498,-0.2836,0.225,0.03426,-0.6396,0.198,0.02643,0.886,         ,         ,0.515
 2CXO J132033.2+331142, 13 20 33.22,+33 11 42.34,FALSE,2.64E-05,6.263E-06,5.08E-06,7.962E-06,7.488E-14,4.763E-14,1.303E-14,1.536E-14,2.64E-05,6.263E-06,5.08E-06,7.962E-06,7.488E-14,4.763E-14,1.303E-14,1.536E-14,6.229E-14,4.143E-14,1.275E-14,1.538E-14,6.832E-14,3.647E-14,1.334E-14,1.196E-14,6.014E-14,3.891E-14,1.284E-14,1.453E-14,7.163E-14,4.605E-14,1.3E-14,1.4E-14,6.293E-14,1.669,5.07,1.274E-05,0.999,4.77E-14,0.6373,9.661E-07,2.924E-05,2.8,6.203E-14,8.429,7.39E-05,1.506E-05,1.011,0.1149,0.652,0.1401,-0.2249,0.786,0.176,0.749,0.811,0.398,0.941
 2CXO J112306.3+013749, 11 23 06.35,+01 37 49.77,FALSE,3.445E-05,3.486E-06,4.688E-06,1.646E-05,6.249E-14,2.297E-14,1.105E-14,2.868E-14,3.523E-05,3.496E-06,         ,1.698E-05,6.363E-14,2.291E-14,         ,2.961E-14,7.401E-14,2.281E-14,1.135E-14,2.742E-14,9.559E-14,1.967E-14,1.183E-14,2.549E-14,7.418E-14,2.117E-14,1.143E-14,2.701E-14,9.267E-14,2.565E-14,1.154E-14,2.685E-14,5.174E-14,2.612,2.859E-07,1.622E-05,1.173,3.273E-14,0.2226,1.596E-07,0.001704,4.323,4.212E-14,1.001,1.629E-06,3.466E-05,2.306,-0.1462,0.766,0.1453,-0.5559,0.853,0.1586,0.755,0.2,0.939,0.917
 2CXO J112320.7+013747, 11 23 20.74,+01 37 47.53,FALSE,0.0001207,3.145E-05,2.668E-05,2.788E-05,3.165E-13,2.105E-13,6.526E-14,4.409E-14,0.000121,3.147E-05,2.675E-05,2.765E-05,3.161E-13,2.105E-13,6.557E-14,4.369E-14,2.469E-13,2.038E-13,6.413E-14,4.505E-14,3.285E-13,1.761E-13,6.693E-14,4.279E-14,2.491E-13,1.893E-13,6.459E-14,4.459E-14,3.128E-13,2.288E-13,6.52E-14,4.45E-14,2.873E-13,1.886,23.96,8.319E-05,0.941,2.303E-13,0.6252,2.182E-07,0.0001493,2.181,2.821E-13,5.267,16.57,8.786E-05,0.937,0.0837,0.926,0.2943,-0.0225,0.937,0.2934,0.946,0.712,0.789,0.973
 2CXO J002410.9-015647, 00 24 10.91,-01 56 47.34,FALSE,8.974E-07,3.755E-07,1.57E-07,1.725E-07,2.539E-15,1.877E-15,4.019E-16,4.099E-16,1.072E-06,3.61E-07,2.403E-07,2.094E-07,2.733E-15,1.777E-15,6.023E-16,4.35E-16,2.452E-15,         ,         ,         ,2.575E-15,         ,         ,         ,2.344E-15,         ,         ,         ,2.773E-15,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,0.4572,         ,         ,-0.2099,         ,         ,0.139,         ,         ,         
 2CXO J112011.8+133122, 11 20 11.85,+13 31 22.76,FALSE,3.026E-05,5.11E-06,4.818E-06,1.071E-05,6.463E-14,3.679E-14,1.157E-14,1.698E-14,2.902E-05,4.625E-06,4.784E-06,1.047E-05,6.04E-14,3.296E-14,1.118E-14,1.65E-14,5.77E-14,3.32E-14,1.152E-14,1.697E-14,7.998E-14,2.856E-14,1.205E-14,1.647E-14,5.875E-14,3.077E-14,1.16E-14,1.688E-14,7.418E-14,3.74E-14,1.172E-14,1.69E-14,5.639E-14,1.781,5.817E-06,1.16E-05,1.373,3.011E-14,0.3615,2.718E-07,0.0001915,4.089,5.101E-14,3.801,2.934E-07,1.55E-05,1.645,0.0325,0.762,0.1299,-0.381,0.416,0.05189,0.327,0.391,0.626,0.251
