#name,ra,dec,pileup_flag,photflux_aper_b,photflux_aper_h,photflux_aper_m,photflux_aper_s,flux_aper_b,flux_aper_h,flux_aper_m,flux_aper_s,photflux_aper_avg_b,photflux_aper_avg_h,photflux_aper_avg_m,photflux_aper_avg_s,flux_aper_avg_b,flux_aper_avg_h,flux_aper_avg_m,flux_aper_avg_s,flux_powlaw_aper_b,flux_powlaw_aper_h,flux_powlaw_aper_m,flux_powlaw_aper_s,flux_bb_aper_b,flux_bb_aper_h,flux_bb_aper_m,flux_bb_aper_s,flux_brems_aper_b,flux_brems_aper_h,flux_brems_aper_m,flux_brems_aper_s,flux_apec_aper_b,flux_apec_aper_h,flux_apec_aper_m,flux_apec_aper_s,flux_powlaw,powlaw_gamma,powlaw_nh,powlaw_ampl,powlaw_stat,flux_bb,bb_kt,bb_nh,bb_ampl,bb_stat,flux_brems,brems_kt,brems_nh,brems_norm,brems_stat,hard_hm,var_inter_hard_prob_hs,var_inter_hard_sigma_hs,hard_ms,var_inter_hard_prob_ms,var_inter_hard_sigma_ms,ks_intra_prob_b,ks_intra_prob_h,ks_intra_prob_m,ks_intra_prob_s
 2CXO J002406.7-720406, 00 24 06.72,-72 04 06.91,FALSE,5.967E-07,0,5.683E-08,3.568E-07,7.895E-16,0,1.234E-16,6.4E-16,5.955E-07,0,5.683E-08,3.562E-07,7.891E-16,0,1.234E-16,6.386E-16,1.261E-15,         ,1.391E-16,5.856E-16,1.611E-15,         ,1.454E-16,5.404E-16,1.26E-15,         ,1.401E-16,5.758E-16,1.572E-15,         ,1.415E-16,5.72E-16,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,-0.9994,0.002,         ,-0.7245,0.229,         ,0.957,         ,0.598,0.989
 2CXO J002407.3-720449, 00 24 07.36,-72 04 49.45,FALSE,3.554E-06,         ,5.671E-07,1.582E-06,5.307E-15,         ,1.438E-15,2.485E-15,4.618E-06,         ,         ,1.867E-06,         ,         ,         ,         ,7.55E-15,         ,1.392E-15,2.589E-15,9.831E-15,         ,1.451E-15,2.428E-15,7.578E-15,         ,1.402E-15,2.555E-15,9.5E-15,         ,1.415E-15,2.544E-15,5.218E-15,3.12,20.02,3.331E-06,1.167,3.907E-15,0.2911,3.179E-06,6.434E-05,1.951,2.574E-15,1.426,3.142,3.263E-06,1.234,         ,0.278,0.1232,         ,0.45,0.1453,0.999,0.835,0.991,0.988
 2CXO J002407.5-720450, 00 24 07.58,-72 04 50.47,FALSE,1.441E-06,5.999E-08,         ,7.245E-07,2.05E-15,3.236E-16,         ,1.245E-15,1.382E-06,         ,         ,7.001E-07,         ,         ,         ,         ,3.079E-15,         ,         ,1.189E-15,4.011E-15,         ,         ,1.115E-15,3.091E-15,         ,         ,1.173E-15,3.875E-15,         ,         ,1.168E-15,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,0.143,0.1023,         ,0.285,0.3168,0.976,         ,0.922,0.939
 2CXO J002407.9-720439, 00 24 07.97,-72 04 39.80,FALSE,1.057E-06,         ,1.846E-07,5.306E-07,1.401E-15,0,4.03E-16,9.625E-16,1.231E-06,3.658E-08,1.84E-07,6.265E-07,         ,         ,         ,         ,2.276E-15,         ,4.527E-16,8.942E-16,2.867E-15,         ,4.745E-16,8.136E-16,2.268E-15,         ,4.562E-16,8.765E-16,2.818E-15,         ,4.608E-16,8.687E-16,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,0.84,1.923,         ,0.314,0.4527,0.926,         ,0.985,0.937
 2CXO J002407.9-720448, 00 24 07.98,-72 04 48.50,FALSE,2.604E-07,5.173E-08,2.867E-08,1.141E-07,5.86E-16,2.088E-16,2.006E-16,4.624E-16,4.934E-07,5.103E-08,6.974E-08,2.576E-07,4.684E-16,1.557E-16,1.694E-16,4.074E-16,5.526E-16,         ,         ,1.871E-16,7.193E-16,         ,         ,1.754E-16,5.547E-16,         ,         ,1.846E-16,6.953E-16,         ,         ,1.838E-16,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,0.2798,0.861,1.328,-0.6096,0.335,0.01401,0.794,         ,         ,0.312
 2CXO J002408.1-720447, 00 24 08.19,-72 04 47.75,FALSE,3.626E-07,2.336E-08,8.751E-08,1.269E-07,3.842E-16,0,1.76E-16,2.13E-16,5.097E-07,3.059E-08,7.286E-08,2.683E-07,         ,         ,         ,         ,7.703E-16,         ,         ,2.039E-16,1.003E-15,         ,         ,1.912E-16,7.731E-16,         ,         ,2.013E-16,9.691E-16,         ,         ,2.004E-16,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,-0.5572,0.375,         ,-0.2149,0.532,         ,0.807,         ,         ,0.681
 2CXO J002408.5-720438, 00 24 08.56,-72 04 38.90,FALSE,5.614E-07,9.093E-08,1.105E-07,1.98E-07,8.376E-16,3.234E-16,2.444E-16,3.268E-16,2.867E-07,         ,5.347E-08,1.316E-07,         ,         ,         ,         ,1.194E-15,         ,         ,3.25E-16,1.553E-15,         ,         ,3.047E-16,1.198E-15,         ,         ,3.207E-16,1.501E-15,         ,         ,3.193E-16,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,-0.0162,0.829,1.272,-0.2998,0.288,0.6619,0.968,         ,         ,0.815
 2CXO J002409.2-720428, 00 24 09.21,-72 04 28.88,FALSE,5.438E-07,2.147E-08,1.063E-07,2.47E-07,7.6E-16,1.513E-16,2.623E-16,4.139E-16,5.281E-07,2.105E-08,1.045E-07,2.396E-07,7.554E-16,1.482E-16,2.581E-16,4.048E-16,1.154E-15,         ,2.593E-16,4.075E-16,1.472E-15,         ,2.711E-16,3.753E-16,1.153E-15,         ,2.612E-16,4.006E-16,1.437E-15,         ,2.638E-16,3.977E-16,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,-0.5971,0.38,0.4848,-0.401,0.718,0.1717,0.988,         ,0.591,0.939
 2CXO J002409.8-720359, 00 24 09.85,-72 03 59.71,FALSE,8.258E-07,6.857E-08,1.243E-07,3.749E-07,1.209E-15,4.03E-16,3.001E-16,6.006E-16,8.031E-07,6.738E-08,1.232E-07,3.735E-07,1.186E-15,3.886E-16,2.859E-16,5.857E-16,1.722E-15,         ,2.95E-16,6.122E-16,2.195E-15,         ,3.084E-16,5.635E-16,1.721E-15,         ,2.972E-16,6.016E-16,2.145E-15,         ,3.001E-16,5.973E-16,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,-0.2673,0.713,0.4278,-0.5034,0.294,0.114,0.979,         ,0.787,0.985
 2CXO J002411.1-720520, 00 24 11.14,-72 05 20.24,FALSE,1.024E-06,0,1.542E-07,5.35E-07,1.193E-15,0,3.42E-16,9.154E-16,1.011E-06,0,1.461E-07,5.349E-07,1.173E-15,0,3.236E-16,9.027E-16,2.166E-15,         ,3.726E-16,8.732E-16,2.765E-15,         ,3.897E-16,8.049E-16,2.164E-15,         ,3.753E-16,8.584E-16,2.699E-15,         ,3.79E-16,8.526E-16,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,-0.9994,0.008,0.2291,-0.5522,0.329,0.131,0.941,         ,0.902,0.834
 2CXO J002413.9-720443, 00 24 13.91,-72 04 43.86,FALSE,8.58E-07,6.952E-08,1.378E-07,3.847E-07,1.2E-15,2.509E-16,         ,         ,8.206E-07,6.859E-08,1.299E-07,3.783E-07,         ,         ,         ,         ,1.795E-15,         ,3.177E-16,6.271E-16,2.308E-15,         ,3.318E-16,5.818E-16,1.797E-15,         ,3.2E-16,6.173E-16,2.245E-15,         ,3.232E-16,6.136E-16,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,-0.3136,0.198,0.5172,-0.4747,0.182,0.4896,0.464,         ,0.673,0.471
 2CXO J002416.5-720425, 00 24 16.52,-72 04 25.24,FALSE,5.73E-07,3.897E-08,6.719E-08,2.938E-07,9.138E-16,2.367E-16,1.655E-16,4.992E-16,5.436E-07,3.356E-08,6.749E-08,2.773E-07,         ,         ,         ,         ,1.2E-15,         ,         ,4.753E-16,1.555E-15,         ,         ,4.443E-16,1.203E-15,         ,         ,4.686E-16,1.507E-15,         ,         ,4.662E-16,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,-0.2174,0.853,1.744,-0.6321,0.707,1.614,0.492,         ,         ,0.62
 2CXO J002422.3-720117, 00 24 22.39,-72 01 17.39,FALSE,5.144E-07,5.266E-08,8.83E-08,2.508E-07,9.86E-16,4.35E-16,2.046E-16,4.317E-16,4.683E-07,4.328E-08,8.01E-08,2.259E-07,9.716E-16,3.945E-16,1.768E-16,3.644E-16,1.184E-15,         ,         ,4.181E-16,1.456E-15,         ,         ,3.755E-16,1.173E-15,         ,         ,4.083E-16,1.454E-15,         ,         ,4.034E-16,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,-0.1824,0.354,0.2456,-0.4884,0.353,0.2391,0.999,         ,         ,0.71
 2CXO J010043.0-721133, 01 00 43.04,-72 11 33.72,FALSE,0.0002449,2.521E-05,6.365E-05,8.391E-05,4.466E-13,1.437E-13,1.551E-13,1.493E-13,         ,         ,         ,         ,         ,         ,         ,         ,5.923E-13,1.72E-13,1.606E-13,1.544E-13,6.491E-13,1.503E-13,1.676E-13,1.207E-13,5.71E-13,1.612E-13,1.616E-13,1.459E-13,6.889E-13,1.918E-13,1.64E-13,1.402E-13,3.942E-13,3.879,59.05,0.0006827,1.337,3.901E-13,0.4143,0.5038,0.001377,1.283,3.965E-13,1.03,29.34,0.0005971,1.037,-0.4322,0.487,0.1378,-0.1374,0.866,0.1539,0.996,0.94,0.921,0.985
 2CXO J010111.0-642230, 01 01 11.09,-64 22 30.64,FALSE,1.319E-05,1.029E-06,2.765E-06,9.122E-06,3.574E-14,5.439E-15,7.053E-15,2.464E-14,1.319E-05,1.029E-06,2.765E-06,9.122E-06,3.574E-14,5.439E-15,7.053E-15,2.464E-14,3.748E-14,         ,7.166E-15,1.948E-14,3.76E-14,         ,7.524E-15,1.392E-14,3.551E-14,         ,7.222E-15,1.803E-14,4.144E-14,         ,7.292E-15,1.711E-14,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,-0.4447,         ,         ,-0.5572,         ,         ,0.147,         ,0.093,0.256
 2CXO J010808.3-143150, 01 08 08.35,-14 31 50.35,FALSE,4.493E-06,4.551E-07,8.331E-07,2.019E-06,8.082E-15,3.191E-15,1.921E-15,3.196E-15,4.493E-06,4.551E-07,8.331E-07,2.019E-06,8.082E-15,3.191E-15,1.921E-15,3.196E-15,1E-14,2.908E-15,2E-15,3.524E-15,1.243E-14,2.514E-15,2.078E-15,3.142E-15,9.941E-15,2.703E-15,2.012E-15,3.435E-15,1.225E-14,3.263E-15,2.032E-15,3.39E-15,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,-0.2648,         ,         ,-0.4135,         ,         ,0.776,0.015,0.618,0.661
 2CXO J020537.9+644941, 02 05 37.94,+64 49 41.44,FALSE,0.0003598,0.0001205,8.257E-05,6.268E-05,1.114E-12,8.226E-13,2.052E-13,9.767E-14,0.000377,0.0001237,8.698E-05,6.608E-05,1.155E-12,8.459E-13,2.159E-13,1.028E-13,1.14E-12,8.038E-13,2.059E-13,9.407E-14,1.224E-12,6.884E-13,2.133E-13,8.819E-14,1.087E-12,7.449E-13,2.071E-13,9.33E-14,1.389E-12,9.06E-13,2.098E-13,9.351E-14,1.036E-12,1.829,39.52,0.0003123,1.003,9.099E-13,0.7731,2.131,0.0002555,3.417,1.024E-12,6.243,31.86,0.0003314,1.075,0.1874,0.96,0.03472,0.1374,0.017,0.005145,0.809,0.798,0.988,0.968
 2CXO J024818.6+602134, 02 48 18.65,+60 21 34.97,FALSE,1.992E-06,0,0,2.396E-06,3.911E-15,         ,         ,3.862E-15,1.992E-06,0,0,2.396E-06,3.911E-15,         ,         ,3.862E-15,6.923E-15,         ,         ,2.749E-15,6.803E-15,         ,         ,2.315E-15,6.526E-15,         ,         ,2.684E-15,8.116E-15,         ,         ,2.667E-15,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,0.9981,         ,         ,-0.9994,         ,         ,0.6,         ,         ,0.6
 2CXO J035853.7+541313, 03 58 53.73,+54 13 13.75,FALSE,7.81E-06,2.503E-06,1.907E-06,1.269E-06,2.273E-14,1.708E-14,4.372E-15,1.735E-15,7.957E-06,2.71E-06,1.68E-06,1.563E-06,         ,         ,         ,         ,2.552E-14,1.687E-14,4.933E-15,1.387E-15,2.517E-14,1.472E-14,5.138E-15,1.169E-15,2.408E-14,1.581E-14,4.966E-15,1.353E-15,2.991E-14,1.888E-14,5.048E-15,1.341E-15,1.845E-14,1.855,35.17,5.764E-06,1.072,1.563E-14,0.7661,3.336E-06,4.75E-06,2.294,1.832E-14,7.324,22.53,5.623E-06,1.156,0.1374,0.225,0.2454,0.1936,0.827,0.3249,0.958,0.819,0.977,0.855
 2CXO J035926.0+541455, 03 59 26.07,+54 14 55.46,FALSE,2.23E-06,3.435E-07,5.951E-07,9.09E-07,5.738E-15,2.607E-15,1.4E-15,1.14E-15,2.351E-06,4.467E-07,5.823E-07,8.355E-07,6.153E-15,3.366E-15,1.412E-15,1.041E-15,7.467E-15,2.413E-15,1.541E-15,1.023E-15,7.339E-15,2.096E-15,1.6E-15,8.614E-16,7.036E-15,2.257E-15,1.551E-15,9.98E-16,8.767E-15,2.706E-15,1.577E-15,9.865E-16,3.886E-15,3.098,40.61,3.823E-06,1.197,3.6E-15,0.4454,2.4E-05,1.013E-05,1.294,3.839E-15,1.651,14.56,2.926E-06,1.205,-0.2573,0.912,0.6775,-0.2261,0.52,0.4088,0.925,0.451,0.966,0.485
 2CXO J041833.8+573222, 04 18 33.83,+57 32 22.99,FALSE,9.687E-06,9.654E-07,3.071E-06,3.116E-06,1.738E-14,4.885E-15,7.447E-15,5.071E-15,1.515E-05,         ,4.554E-06,         ,2.643E-14,1.343E-14,1.101E-14,5.887E-15,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,-0.5209,1,1.014,-0.0062,0.999,0.2196,0.907,0.633,0.823,0.907
 2CXO J042001.9-502248, 04 20 01.96,-50 22 48.19,FALSE,9.586E-06,0,4.926E-07,6.377E-06,1.358E-14,0,1.043E-15,1.224E-14,9.586E-06,0,4.926E-07,6.377E-06,1.358E-14,0,1.043E-15,1.224E-14,2.042E-14,         ,1.186E-15,1.078E-14,2.628E-14,         ,1.236E-15,9.894E-15,2.045E-14,         ,1.195E-15,1.058E-14,2.54E-14,         ,1.206E-15,1.05E-14,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,-0.9994,0.777,0.04382,-0.8545,0.193,0.01099,0.497,         ,0.891,0.617
 2CXO J043715.8-471508, 04 37 15.82,-47 15 08.64,FALSE,0.0003723,3.452E-05,6.11E-05,0.0001751,6.181E-13,1.748E-13,1.453E-13,2.992E-13,         ,         ,         ,0.0002063,         ,         ,         ,         ,8.077E-13,2.226E-13,1.468E-13,3.004E-13,1.024E-12,1.924E-13,1.528E-13,2.721E-13,8.062E-13,2.068E-13,1.478E-13,2.939E-13,9.975E-13,2.498E-13,1.492E-13,2.908E-13,5.563E-13,3.184,15.32,0.0003122,1.218,4.276E-13,0.2751,2.198E-07,0.008503,3.359,5.438E-13,1.272,4.815E-06,0.000346,1.134,-0.2773,1,0.4739,-0.4834,1,0.1409,0.949,0.852,0.962,0.827
 2CXO J050106.7+451634, 05 01 06.76,+45 16 34.09,FALSE,0.0008452,0.0002069,0.000272,0.0001603,2.004E-12,1.101E-12,6.733E-13,2.414E-13,0.0008454,         ,0.0002728,0.0001603,2E-12,         ,6.722E-13,2.39E-13,         ,1.378E-12,6.791E-13,2.291E-13,         ,1.179E-12,6.987E-13,2.057E-13,         ,1.277E-12,6.825E-13,2.252E-13,         ,1.552E-12,6.912E-13,2.232E-13,1.817E-12,3.319,89.74,0.002977,1.079,1.686E-12,0.5178,24.73,0.002968,1.891,1.798E-12,1.536,59.29,0.002079,1.125,-0.1349,         ,         ,0.2586,         ,         ,0.873,0.17,0.653,0.595
 2CXO J052600.9-660436, 05 26 00.90,-66 04 36.13,FALSE,0.0005238,9.558E-05,0.0001378,0.0001252,1.04E-12,5.199E-13,3.356E-13,1.941E-13,0.0005493,9.571E-05,0.0001398,0.0001518,1.128E-12,5.212E-13,3.419E-13,2.399E-13,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,0.664,0.02857,         ,0.906,0.03182,0.776,0.653,0.868,0.629
 2CXO J053747.4-691019, 05 37 47.41,-69 10 19.86,FALSE,0.001987,         ,0.0005061,0.0003957,4.903E-12,         ,1.175E-12,5.842E-13,0.001134,0.0003712,0.0002784,0.000206,3.424E-12,2.46E-12,6.854E-13,3.195E-13,4.052E-12,         ,1.161E-12,6.015E-13,5.263E-12,         ,1.201E-12,5.61E-13,4.061E-12,         ,1.168E-12,5.94E-13,5.138E-12,         ,1.178E-12,5.912E-13,3.89E-12,2.374,52.57,0.002184,1.795,3.331E-12,0.6147,10.17,0.0025,6.224,3.767E-12,2.821,38.86,0.00197,2.158,         ,1,0.1376,         ,1,0.1058,0.996,0.996,0.946,0.922
 2CXO J063049.4-283443, 06 30 49.42,-28 34 43.04,FALSE,2.731E-05,1.836E-06,4.45E-06,1.229E-05,4.357E-14,1.246E-14,1.09E-14,2.053E-14,2.731E-05,1.836E-06,4.45E-06,1.229E-05,4.357E-14,1.246E-14,1.09E-14,2.053E-14,5.779E-14,1.189E-14,1.074E-14,1.987E-14,7.553E-14,1.027E-14,1.121E-14,1.881E-14,5.804E-14,1.104E-14,1.082E-14,1.965E-14,7.302E-14,1.336E-14,1.092E-14,1.961E-14,3.685E-14,2.743,4.135,1.391E-05,1.202,2.666E-14,0.3278,1.734E-06,0.0002624,3.324,3.401E-14,1.254,2.677E-06,2.286E-05,1.219,-0.416,         ,         ,-0.4672,         ,         ,0.193,0.134,0.472,0.34
 2CXO J072916.3-144837, 07 29 16.39,-14 48 37.38,FALSE,9.37E-06,0,9.685E-07,5.931E-06,1.104E-14,         ,2.323E-15,9.396E-15,9.37E-06,0,9.685E-07,5.931E-06,1.104E-14,         ,2.323E-15,9.396E-15,2.946E-14,         ,         ,8.909E-15,3.172E-14,         ,         ,8.338E-15,2.811E-14,         ,         ,8.83E-15,3.588E-14,         ,         ,8.842E-15,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,-0.9994,         ,         ,-0.7258,         ,         ,0.596,         ,         ,0.458
 2CXO J073751.2-303940, 07 37 51.24,-30 39 40.70,FALSE,1.661E-05,6.164E-07,2.235E-06,9.323E-06,2.527E-14,3.322E-15,5.209E-15,1.653E-14,1.661E-05,6.164E-07,2.235E-06,9.323E-06,2.527E-14,3.322E-15,5.209E-15,1.653E-14,4.953E-14,4.04E-15,5.489E-15,1.407E-14,5.426E-14,3.467E-15,5.686E-15,1.309E-14,4.75E-14,3.746E-15,5.523E-15,1.391E-14,6.04E-14,4.549E-15,5.592E-15,1.387E-14,2.216E-14,3.766,13.26,1.278E-05,1.013,1.764E-14,0.2194,1.524E-06,0.0009984,2.227,2.086E-14,0.7247,4.231E-06,2.523E-05,1.054,-0.5646,0.953,0.2299,-0.6146,0.546,0.08452,0.581,0.323,0.778,0.385
