,Name,Disc. Date,Mag.,R.A.,Dec.,num_obs,Type
49,ASASSN-19th,2019/08/3,17.27,17:57:40.22,-25:42:46.1,0,Candidate
50,ASASSN-19ti,2019/08/3,16.18,18:16:43.14,-36:5:37.2,0,Candidate
51,ASASSN-19tj,2019/08/3,14.17,16:16:20.81,-53:59:4.4,0,Candidate
52,ASASSN-19tk,2019/08/3,16.59,17:44:0.61,-46:1:44.5,0,Candidate
53,ASASSN-19tl,2019/08/4,17.24,4:6:21.6,-76:50:49.4,0,Candidate
54,ASASSN-19tm,2019/08/4,16.51,18:34:57.69,-30:20:27.3,0,Candidate
55,ASASSN-19tp,2019/08/5,15.23,19:7:40.93,-19:30:17.4,0,Candidate
56,ASASSN-19ts,2019/08/6,16.46,16:39:9.96,-53:53:4.9,0,Candidate
57,ASASSN-19tu,2019/08/12,15.59,13:17:4.19,-43:49:4.2,0,Candidate
58,ASASSN-19ty,2019/08/20,14.88,19:32:17.52,-7:1:39.8,0,Candidate
59,ASASSN-19tz,2019/08/20,16.55,14:5:43.31,-51:2:34.5,0,Candidate
60,ASASSN-19ua,2019/08/20,14.01,22:18:14.05,-0:58:49.1,0,Candidate
61,ASASSN-19ud,2019/08/20,16.09,18:54:41.68,-14:34:44.2,0,Candidate
62,ASASSN-19ug,2019/08/23,15.84,16:16:46.4,-27:58:13.1,0,Candidate
63,ASASSN-19uh,2016/10/9,16.61,18:20:51.41,49:12:0,0,Candidate
64,ASASSN-19uq,2019/08/22,16.87,15:15:43.38,-30:18:15.4,0,Candidate
65,ASASSN-19ur,2019/08/22,15.74,16:15:36.4,-44:39:8.8,0,Candidate
66,ASASSN-19us,2019/08/23,15.51,20:6:15.18,-51:7:26.6,0,Candidate
67,ASASSN-19uu,2019/08/23,15.18,19:12:52.74,-41:25:28.9,0,Candidate
68,ASASSN-19uv,2019/08/23,17.17,19:11:49.4,-31:9:52.7,0,Candidate
69,ASASSN-19uw,2019/08/25,15.46,20:16:30.86,52:58:30,0,Candidate
70,ASASSN-19ux,2019/08/23,15.9,19:49:19.5,-3:29:38.6,0,Candidate
71,ASASSN-19uy,2019/08/23,16.1,17:7:20.51,-57:59:36.6,0,Candidate
72,ASASSN-19va,2019/08/26,15.46,18:38:3.71,-18:20:48.5,0,Candidate
73,ASASSN-19vb,2019/08/26,15.83,20:5:18.67,-1:45:53.7,0,Candidate
74,ASASSN-19vc,2019/08/26,16.79,18:31:54.49,23:41:8.1,0,Candidate
75,ASASSN-19ve,2019/08/27,16.5,20:14:20.06,16:39:42,0,Candidate
76,ASASSN-19vf,2019/08/27,17.04,20:14:59.55,10:8:5.2,0,Candidate
77,ASASSN-19vl,2019/08/28,16.27,13:40:19.82,-57:32:32.4,0,Candidate
78,ASASSN-19vm,2019/08/29,15.79,19:5:43.09,-19:50:48.4,0,Candidate
79,ASASSN-19vr,2019/09/3,14.83,0:47:53.24,39:0:58.1,0,Candidate
80,ASASSN-19vt,2019/09/2,16.78,19:56:30.3,-82:16:34.8,0,Candidate
81,ASASSN-19vu,2019/09/2,16.81,15:55:53.71,-13:3:24.9,0,Candidate
82,ASASSN-19vw,2019/08/31,16.85,18:34:35.53,-5:11:1.4,0,Candidate
83,ASASSN-19vx,2019/09/3,15.1,18:31:39.4,-61:25:45.5,0,Candidate
84,ASASSN-19vz,2019/08/31,17.06,15:19:26.62,-61:1:41.3,0,Candidate
85,ASASSN-19wa,2019/08/31,17.19,15:11:6.75,-9:23:20.8,0,Candidate
86,ASASSN-19wb,2019/09/1,15.86,14:40:46.69,-63:45:59.9,0,Candidate
87,ASASSN-19wd,2019/09/2,16.05,16:8:52.18,-40:17:22.7,0,Candidate
88,ASASSN-19wg,2019/09/3,15.74,18:28:34.9,-37:22:35.7,0,Candidate
89,ASASSN-19wh,2019/09/4,15.98,20:33:32.02,18:48:1.9,0,Candidate
90,ASASSN-19wi,2019/09/4,16.22,22:21:17.38,19:48:18.6,0,Candidate
91,ASASSN-19wj,2019/09/3,16.42,16:57:37.47,-54:12:37.3,0,Candidate
92,ASASSN-19wk,2019/09/4,,7:7:20.27,-41:19:17.2,0,Candidate
93,ASASSN-19wl,2019/09/7,15.53,17:25:55.14,-69:3:39.7,0,Candidate
94,ASASSN-19wm,2019/09/6,16.05,21:28:53.08,-66:38:5.5,0,Candidate
95,ASASSN-19wn,2019/09/5,14.99,6:20:39.76,-2:4:44.9,0,Candidate
96,ASASSN-19wp,2019/09/15,16.25,19:11:43.52,2:5:54.8,0,Candidate
97,ASASSN-19wq,2019/09/15,,18:53:51.13,-28:34:7.1,0,Candidate
98,ASASSN-19wr,2019/09/16,15.39,18:8:45.73,15:21:0.8,0,Candidate
99,ASASSN-19ws,2019/09/17,15.96,18:58:35.65,-17:4:58.3,0,Candidate
100,ASASSN-19ww,2019/09/17,15.25,19:17:48.89,-9:3:7,0,Candidate
101,ASASSN-19wy,2019/09/19,15.38,15:36:41.43,-23:14:53.1,0,Candidate
102,ASASSN-19wz,2019/09/19,14.73,19:23:33.26,3:12:27.5,0,Candidate
103,ASASSN-19xd,2019/09/20,15.11,16:12:20.97,-32:37:34.7,0,Candidate
104,ASASSN-19xe,2019/09/20,16.88,20:20:5.67,-30:51:45.2,0,Candidate
105,ASASSN-19xf,2019/09/20,16.07,17:7:0.76,-34:23:0.7,0,Candidate
106,ASASSN-19xi,2015/05/11,16.39,19:28:30.28,-74:10:53.2,0,Candidate
107,ASASSN-19xm,2019/09/24,16.36,16:49:9.91,-28:34:11.3,0,Candidate
108,ASASSN-19xn,2019/09/23,17.25,19:17:31.82,-26:7:43.9,0,Candidate
109,ASASSN-19xo,2019/09/25,15.25,18:31:32.54,33:3:14.3,0,Candidate
110,ASASSN-19xq,2019/09/26,13.74,0:31:51.73,20:20:51.5,0,Candidate
111,ASASSN-19xx,2019/09/23,15.43,22:15:37.15,50:33:13.4,0,Candidate
112,ASASSN-19xy,2019/09/24,15.46,17:25:55.58,-50:0:0.8,0,Candidate
113,ASASSN-19xz,2019/09/29,16.61,19:3:21.89,35:20:45.7,0,Candidate
114,ASASSN-19ya,2019/09/29,16.18,17:45:15.84,-17:4:40,0,Candidate
115,ASASSN-19yb,2019/09/27,15.19,15:51:30.54,-44:12:2.3,0,Candidate
116,ASASSN-19yc,2019/09/28,16.41,6:7:21.19,0:17:52.2,0,Candidate
117,ASASSN-19yd,2019/09/27,16.42,18:57:18.42,-11:0:32.4,0,Candidate
118,ASASSN-19ye,2016/04/14,15.88,19:32:3.73,45:7:58.3,0,Candidate
119,ASASSN-19yf,2019/09/30,15.07,19:22:54.92,-12:19:1.9,0,Candidate
120,ASASSN-19yg,2019/10/1,13.93,23:47:59.97,76:39:1.9,0,Candidate
121,ASASSN-19yh,2019/10/1,15.08,20:4:23.48,-22:41:12.6,0,Candidate
122,ASASSN-19yj,2019/09/27,16.66,16:7:44.07,-62:18:17.2,0,Candidate
123,ASASSN-19yn,2019/10/6,15.42,23:33:0.28,43:23:26.3,0,Candidate
124,ASASSN-19yp,2019/10/7,15.06,17:6:27.52,-57:12:18.8,0,Candidate
125,ASASSN-19yq,2019/10/6,15.48,17:17:58.08,-61:41:46.1,0,Candidate
126,ASASSN-19yr,2019/10/5,17.1,22:59:33.79,73:32:14.4,0,Candidate
127,ASASSN-19ys,2019/10/4,15.64,20:3:3.51,-37:32:56,0,Candidate
128,ASASSN-19yu,2019/10/8,15.59,20:7:17.16,44:5:11.2,0,Candidate
129,ASASSN-19za,2019/10/12,15.36,23:20:18.57,49:19:47.6,0,Candidate
130,ASASSN-19zc,2019/10/15,13.34,9:54:45.2,-60:55:41.6,0,Candidate
131,ASASSN-19zd,2019/10/15,14.65,19:56:32.35,33:14:0.4,0,Candidate
132,ASASSN-19zf,2019/10/16,14.25,16:55:22.86,-66:37:52.9,0,Candidate
133,ASASSN-19zg,2019/10/16,15.75,18:31:46.27,-46:35:27.1,0,Candidate
134,ASASSN-19zi,2019/10/20,15.4,3:56:30.08,-4:22:51.4,0,Candidate
135,ASASSN-19zj,2019/10/19,15.98,19:53:8.51,-21:37:4.9,0,Candidate
136,ASASSN-19zk,2019/10/17,,19:15:22.16,-28:50:58.4,0,Candidate
137,ASASSN-19zl,2019/10/17,15.16,21:57:34.23,36:25:2.4,0,Candidate
138,ASASSN-19zm,2019/10/19,16.63,18:47:11.74,-29:37:44.5,0,Candidate
139,ASASSN-19zn,2019/10/21,16.14,19:49:21.88,-20:18:1.5,0,Candidate
140,ASASSN-19zo,2019/10/22,14.86,23:40:16.28,51:49:33.1,0,Candidate
141,ASASSN-19zq,2019/10/23,16.46,22:14:40.14,51:5:37,0,Candidate
142,ASASSN-19zx,2019/10/26,12.6,5:46:20.78,-73:22:15,0,Candidate_Nova
143,ASASSN-19zz,2019/10/25,14.74,17:41:12.35,-72:52:1.2,0,Candidate
144,AT2016ays,2016/02/27_09:07:12,17.38,07:54:02.950,-01:13:56.70,0,Cataclysmic_Variable
145,AT2016blf,2016/03/30_02:52:48,16.1,06:34:12.716,-32:59:49.62,0,Cataclysmic_Variable
146,AT2016cny,2016/05/13_14:09:36,16.9,20:22:50.125,+22:42:09.66,0,Cataclysmic_Variable
147,AT2016cxa,2016/06/19_14:24:27,16.57,19:08:42.212,+49:44:17.29,0,Cataclysmic_Variable
148,AT2016cya,2016/06/21_08:10:19,21.0,"17:49:21.70,17:49:21.78,17:49:21.781","+19:44:22.8,+19:44:22.9,+19:44:23.00",-1,CataclyV
149,AT2016cyq,2016/06/28_08:28:19,15.9,20:17:27.533,-16:33:07.56,0,Cataclysmic_Variable
150,AT2016dah,2016/07/14,16.54,"00:44:41.073,0:44:41.09","+40:08:35.68,40:8:36",-1,N
151,AT2016dsk,2016,15.3,"12:44:32.69,12:44:32.64","-23:57:20.4,-23:57:20.88",-1,CataclyV
152,AT2016ehs,2016,17.09,"02:39:58.99,02:39:58.992","-30:02:25.5,-30:02:25.44",-1,Candidate_CV
153,AT2016ejq,2016/07/26_05:42:43,18.23,"17:07:49.55,17:07:49.600,17:07:49.44","-20:26:27.1,-20:26:27.20,-20:26:27.24",-1,CataclyV
154,AT2016eki,2016/07/26_11:57:07,16.97,"17:09:03.60,17:09:03.600,17:09:03.6,17:9:3.59","-06:31:18.7,-06:31:18.70,-06:31:18.732,-6:31:20.1",-1,CataclyV
155,AT2016ele,2016/07/28_04:36:28,18.13,"14:21:24.35,14:21:24.400,14:21:24.24","-84:31:30.6,-84:31:30.60,-84:31:30.72",-1,Candidate_CV
156,AT2016enm,2016/08/01_07:33:36,16.88,17:09:05.100,-17:36:21.80,0,Cataclysmic_Variable
157,AT2016eqf,2016/08/01_07:12:00,17.51,20:10:47.200,+58:31:47.00,0,Cataclysmic_Variable
158,AT2016eqg,2016/08/02_06:23:02,17.88,"18:19:02.89,18:19:02.900,18:19:02.88","+09:55:42.7,+09:55:42.70,+09:55:42.672",-1,Candidate_CV
159,AT2016esi,2016/08/03_05:31:12,16.42,"07:29:21.49,07:29:21.500,07:29:21.6","-35:58:11.3,-35:58:11.40,-35:58:11.28",-1,Candidate_CV
160,AT2016ewr,2016/08/11_05:41:23,18.1,18:22:38.057,+12:26:17.74,0,Cataclysmic_Variable
161,AT2016hvq,2016/11/02_03:36:00,16.8,21:47:34.388,-25:47:33.65,0,Cataclysmic_Variable
162,AT2016hvt,2016/11/06_07:04:48,19.1467,"06:21:53.17,06:21:53.189","-27:10:02.5,-27:10:02.52",-1,CataclyV
163,AT2016hzv,2016/11/10_00:14:24,16.1,19:55:51.653,-17:45:34.42,0,Cataclysmic_Variable
164,AT2016hzw,2016/11/10_13:12:00,16.3,05:50:48.065,+70:00:25.85,0,Cataclysmic_Variable
165,AT2016iad,2016/11/11_15:07:12,15.1,"11:43:39.420,11:43:39.42","-10:16:11.17,-10:16:11.1",-1,Candidate
166,AT2016ice,2016,15.9,"20:00:57.950,20:00:57.84",-11:11:23.64,-1,CataclyV
167,AT2016ind,2016/10/19_14:29:45,18.85,06:57:06.345,-31:59:27.53,0,Cataclysmic_Variable
168,AT2016irp,2016,,01:34:01.570,+30:42:39.90,0,N
169,AT2016ixa,2016,,00:43:11.06,+41:13:57.3,0,N
170,AT2016iyr,2016/12/19_01:33:36,18.84,11:33:37.890,-42:14:54.24,0,Cataclysmic_Variable
171,AT2016ize,2016,,00:42:46.59,+41:16:57.8,33,N
172,AT2016izk,2016/12/22_14:09:36,16.6,"08:49:04.763,08:49:04.764","+14:24:50.63,+14:24:50.62",-1,CataclyV
173,AT2016jai,2016/12/22_06:07:12,18.47,22:06:41.060,+30:14:35.74,0,Cataclysmic_Variable
174,AT2016su,2016/01/22_11:02:04,17.8267,09:31:42.512,-30:13:01.11,0,Cataclysmic_Variable
175,AT2017axz,2017,,09:55:36.19,+69:06:21.0,34,N
176,AT2017blf,2017,,09:56:31.49,+69:07:30.1,0,N
177,AT2017cai,2017/03/06_02:54:14,18.76,"06:53:56.690,06:53:56.64","-43:15:28.26,-43:15:28.08",-1,Candidate_CV
178,AT2017cam,2017/03/05_08:52:48,16.5,"16:51:55.846,16:51:55.728","-16:21:05.52,-16:21:04.03",-1,CataclyV
179,AT2017cel,2017/03/14_10:19:12,16.86,07:58:48.450,-11:14:51.65,0,Cataclysmic_Variable
180,AT2017cjx,2017/03/19_06:38:52,17.38,"19:04:58.99,19:04:58.990,19:04:59.04","-16:16:37.7,-16:16:37.70,-16:16:37.56",-1,CataclyV
181,AT2017dac,2017,,18:58:11.11,+46:27:55.1,0,CataclyV
182,AT2017djk,2017/04/28,16.19,"18:08:51.10,18:8:51.11","-73:04:04.2,-73:4:4.2",-1,CataclyV
183,AT2017dwu,2017/05/03_17:32:38,16.04,18:28:46.800,+32:27:05.87,0,Cataclysmic_Variable
184,AT2017ebe,2017,15.38,"09:24:52.360,09:24:52.32",-35:59:00.24,-1,CataclyV
185,AT2017egi,2017,17.95,"00:42:18.250,00:42:18.24","+40:53:57.23,+40:53:57.12",-1,N
186,AT2017egv,2017/05/25_09:36:00,17.3,15:44:19.650,-06:49:15.35,0,Cataclysmic_Variable
187,AT2017ehm,2017,,00:42:49.090,+41:42:41.62,0,N
188,AT2017epj,2017,17.4,"00:41:05.38,00:41:05.424","+40:30:46.7,+40:30:46.8",-1,N
189,AT2017ffy,2017/07/09_10:56:38,18.71,22:03:02.930,+36:25:33.31,0,Cataclysmic_Variable
190,AT2017fmr,2017,,20:01:07.660,-44:18:33.33,0,CataclyV
191,AT2017foa,2017,,00:43:14.500,+41:33:57.20,0,N
192,AT2017fog,2017,,00:43:15.04,+41:20:50.6,0,N
193,AT2017fom,2017/07/15_16:42:14,18.71,00:29:32.330,+50:25:54.19,0,Cataclysmic_Variable
194,AT2017fvz,2017,,19:45:01.030,-14:46:50.74,0,N
195,AT2017fyp,2017,17.92,"00:45:25.490,00:45:25.488","+39:50:52.34,+39:50:52.44",-1,N
196,AT2017gcj,2017/08/12_13:30:43,17.54,"17:40:59.56,17:40:59.570,17:40:59.52","-61:20:50.1,-61:20:50.10,-61:20:50.28",-1,CataclyV
197,AT2017gfv,2017/08/15_10:00:28,17.64,19:52:47.355,-06:11:33.27,0,Cataclysmic_Variable
198,AT2017gfx,2017/08/16_05:58:33,18.16,14:25:17.503,-26:14:54.06,0,Cataclysmic_Variable
199,AT2017ggj,2017/08/18_08:49:55,17.9,18:48:15.192,+17:17:10.43,0,Cataclysmic_Variable
200,AT2017ggq,2017/08/06_11:25:26,16.99,20:12:54.900,+16:12:41.28,0,Cataclysmic_Variable
201,AT2017glc,2017,,00:44:08.720,+41:43:36.70,0,N
202,AT2017glp,2017/09/03_07:40:48,15.05,05:12:45.094,-69:57:20.05,0,Cataclysmic_Variable
203,AT2017goa_(PS17ens),2019/08/3,14.87,19:40:23.12,-28:55:20.8,0,Candidate
204,AT2017gop,2017/08/07_10:01:55,16.01,21:11:08.116,+63:32:55.30,0,Cataclysmic_Variable
205,AT2017gqq,2017/09/07_20:27:46,17.4,06:49:04.670,+17:30:04.12,0,Cataclysmic_Variable
206,AT2017gqw,2017,,00:42:59.00,+41:26:26.9,2,N
207,AT2017gsc,2017,,00:43:16.100,+41:20:08.30,0,N
208,AT2017gvg,2017/09/19_07:20:38,17.33,19:16:19.937,-15:39:22.99,0,Cataclysmic_Variable
209,AT2017gwx,2017/09/26_08:01:03,16.34,"21:55:48.81,21:55:48.960,21:55:48.81","-17:48:56.5,-17:48:56.88,-17:48:56.5",-1,CataclyV
210,AT2017haq,2017/09/30_12:31:40,17.4,06:38:50.580,+01:59:19.72,0,Cataclysmic_Variable
211,AT2017heo,2017/10/09_08:23:59,15.4,06:05:53.753,-29:05:46.03,0,Cataclysmic_Variable
212,AT2017hfo,2017/10/08_07:53:45,17.87,20:14:29.500,+19:07:13.08,0,Cataclysmic_Variable
213,AT2017hid,2017,16.53,"21:05:19.290,21:05:19.2","+19:00:23.11,+19:00:23.04",-1,CataclyV
214,AT2017hjp,2017/10/13_14:19:40,17.75,"23:56:31.57,23:56:31.650,23:56:31.68","-50:56:43.1,-50:56:42.58,-50:56:42.72",-1,Candidate_CV
215,AT2017hkm,2017/10/15_20:03:50,17.39,21:57:47.420,+32:29:05.10,0,Cataclysmic_Variable
216,AT2017hld,2017/10/17_08:08:09,16.06,22:18:22.850,+34:45:08.46,0,Cataclysmic_Variable
217,AT2017hmd_(ATLAS17mlc),2018/01/19,17.24,7:57:28.6,-1:45:9.4,0,Candidate
218,AT2017hna,2017/10/19_13:33:35,18.414,05:51:38.329,+16:05:30.96,0,Cataclysmic_Variable
219,AT2017hni,2017/10/17_12:20:09,17.183,04:25:07.838,-23:58:21.77,0,Cataclysmic_Variable
220,AT2017hnt,2017/10/12_06:36:00,17.394,19:05:49.090,+49:17:50.53,0,Cataclysmic_Variable
221,AT2017hue,2017/11/01_14:57:07,16.362,07:51:35.101,+69:25:32.82,0,Cataclysmic_Variable
222,AT2017hvi,2017,,00:42:54.22,+41:30:42.3,0,N
223,AT2017hvs,2017/11/03_10:52:19,18.076,02:15:26.266,+43:16:31.52,0,Cataclysmic_Variable
224,AT2017hzh,2017/11/11_10:56:38,16.914,04:55:48.698,+06:09:46.71,0,Cataclysmic_Variable
225,AT2017imy,2017/11/25_00:43:12,17.6,23:37:37.430,-60:43:58.37,0,Cataclysmic_Variable
226,AT2017ixr,2017,,00:44:01.520,+41:30:18.40,0,N
227,AT2017jco,2017/12/08_12:31:40,15.63,07:19:56.288,+46:49:16.59,0,Cataclysmic_Variable
228,AT2017jdh,2017/12/22_06:14:24,17.0,04:29:23.232,+01:59:51.04,0,Cataclysmic_Variable
229,AT2017jdm,2017,,00:43:29.50,+41:17:13.0,0,N
230,AT2017lu,2017/01/17_14:19:40,19.12,"06:14:12.950,06:14:12.936",-16:33:45.72,-1,CataclyV
231,AT2017pv,2017/01/26_11:45:36,16.69,09:37:40.253,-28:59:47.64,0,Cataclysmic_Variable
232,AT2018ade,2018/03/08_14:36:57,14.64,"14:06:25.090,14:06:25.2","-32:03:19.80,-32:03:19.8",-1,CataclyV
233,AT2018adh,2018/03/09_04:48:00,16.39,"07:28:27.530,07:28:27.550","-37:25:13.04,-37:25:13.22",-1,CataclyV
234,AT2018aja,2018/03/16_08:34:04,16.84,"14:22:50.520,14:22:50.4","-22:18:28.91,-22:18:28.8",-1,CataclyV
235,AT2018ajb,2018/03/03_22:03:21,18.32,"14:40:33.070,14:40:33.12",-15:45:23.04,-1,CataclyV
236,AT2018akh,2018,,09:55:13.53,+69:00:48.1,0,Candidate_Nova
237,AT2018akx,2018/03/22,17.08,"10:03:23.225,10:3:23.22","-26:10:56.37,-26:10:55.8",-1,N
238,AT2018ala,2018,17.56,"05:20:33.8225,05:20:33.816","-00:05:30.293,-00:05:30.336",-1,CataclyV
239,AT2018amv,2018,16.8,"05:11:32.560,05:11:32.568","+18:47:35.99,+18:47:35.88",-1,N
240,AT2018amz,2018/03/25_16:07:40,15.12,08:14:31.210,-25:13:01.49,0,Cataclysmic_Variable
241,AT2018aoa,2018,,06:27:24.380,+16:13:29.57,0,CataclyV
242,AT2018aow,2018,17.64,"08:33:16.570,08:33:16.56","-11:38:12.52,-11:38:12.48",-1,CataclyV
243,AT2018apa,2018,17.14,"05:15:34.610,05:15:34.608","+44:50:40.49,+44:50:40.56",-1,CataclyV
244,AT2018apj,2018,,09:55:31.86,+69:09:14.6,0,Candidate_Nova
245,AT2018aqc,2018/04/03_21:26:10,13.8,11:22:54.890,+16:35:23.00,0,CataclyV
246,AT2018asi,2016/10/2,14.89,"23:34:35.5542,23:34:35.52,23:34:35.58","+54:33:25.493,+54:33:25.56,54:33:26.2",-1,CataclyV
247,AT2018bej,2018,,06:26:20.760,-69:45:46.30,0,N
248,AT2018blk,2018/05/12_13:14:52,14.92,18:41:51.052,+37:52:28.65,0,Cataclysmic_Variable
249,AT2018bo,2018/01/06_06:34:33,18.24,22:07:28.320,+23:08:25.94,0,Cataclysmic_Variable
250,AT2018brh,2018/05/12_10:50:52,17.818,"16:04:53.68,16:04:53.685","-28:14:21.2,-28:14:21.26",-1,CataclyV
251,AT2018brk,2018/05/12_13:07:40,18.216,"19:24:17.76,19:24:17.771","-19:23:09.8,-19:23:09.77",-1,CataclyV
252,AT2018bto,2018,18.14,00:43:42.12,"+41:22:34.9,+41:22:34.68",-1,N
253,AT2018bwf,2018/05/19_15:40:19,18.36,"18:56:13.00,18:56:13.000,18:56:12.96","-38:53:41.4,-38:53:41.42,-38:53:41.28",-1,CataclyV
254,AT2018bzo,2018/05/27_01:12:00,16.3,13:03:58.000,-30:24:05.65,0,Cataclysmic_Variable
255,AT2018C,2018,16.84,"04:12:01.220,04:12:01.224","+76:00:57.31,+76:00:57.24",-1,N
256,AT2018cex,2018,,14:37:39.200,-09:13:09.59,0,CataclyV
257,AT2018cgo,2018/06/5,16.49,"19:28:50.740,19:28:50.91","-19:32:54.02,-19:33:1.6",-1,N
258,AT2018cgv,2018/06/06_12:51:50,18.837,18:09:29.063,+26:50:44.69,0,Cataclysmic_Variable
259,AT2018che,2018/06/05_08:02:24,18.0,"18:47:27.140,18:47:27.137",+14:32:01.65,-1,CataclyV
260,AT2018cjc,2018/06/10_09:33:07,18.102,14:11:06.040,+12:22:53.00,1,Cataclysmic_Variable
261,AT2018cmi,2018,,00:42:19.670,+40:56:40.70,0,N
262,AT2018crq,2018/06/12_10:55:12,17.15,"19:40:06.58,19:40:06.588","+60:28:59.4,+60:28:59.42",-1,CataclyV
263,AT2018ctl,2018/06/10_10:56:38,20.5,"23:10:11.150,23:10:11.15,23:10:11.155","+51:15:11.07,+51:15:11.1,+51:15:11.08",-1,CataclyV
264,AT2018ctp,2018/06/21_09:20:09,18.78,"19:45:27.720,19:45:27.721","+44:29:56.22,+44:29:56.23",-1,CataclyV
265,AT2018dcq,2018/07/03_06:11:31,17.22,22:15:42.180,+20:22:55.09,0,Cataclysmic_Variable
266,AT2018dyr,2018/07/09_05:28:19,18.21,17:53:30.490,+20:38:07.04,0,Cataclysmic_Variable
267,AT2018eab,2018/07/01_10:35:02,18.4,21:53:44.680,+12:35:24.04,0,Cataclysmic_Variable
