photflux_aper_u,photflux_aper_lolim_s,photflux_aper_hilim_h,photflux_aper_lolim_h,photflux_aper_m,photflux_aper_hilim_b,photflux_aper_hilim_s,photflux_aper_h,photflux_aper_lolim_u,photflux_aper_b,photflux_aper_s,photflux_aper_hilim_m,photflux_aper_lolim_b,photflux_aper_lolim_m,photflux_aper_hilim_u,photflux_aper_lolim,photflux_aper_hilim,flux_aper_lolim,flux_aper_hilim,flux_aper_lolim_u,flux_aper_hilim_b,flux_aper_lolim_s,flux_aper_h,flux_aper_lolim_h,flux_aper_lolim_m,flux_aper_hilim_s,photflux_aper,flux_aper_hilim_u,flux_aper_m,flux_aper_hilim_h,flux_aper_lolim_b,flux_aper_u,flux_aper,flux_aper_s,flux_aper_b,flux_aper_hilim_m,var_index,var_inter_index,var_mean,var_prob,kp_prob,var_max,var_min,var_inter_sigma,var_inter_prob,var_sigma,ks_prob,hard_hm_hilim,hard_hm,hard_hs_hilim,hard_hs_lolim,hard_hm_lolim,hard_ms,hard_hs,hard_ms_lolim,hard_ms_hilim,class
-4.0,-5.921543181946706,-5.416121401501374,-6.061230177216883,-5.643591672961018,-4.8683813356508745,-5.284916329305073,-5.6219656775426685,-5.0,-4.9974020192800905,-5.495801081460555,-5.450874073241888,-5.181906130853363,-5.999132278468772,-4.318758762624412,-5.71460023569757,-4.829116632235227,-14.325947601547863,-13.702348896756813,-14.0,-13.525055664534614,-14.851397345193904,-13.857610533881164,-14.296966695266313,-14.576590272266907,-14.185286387304025,-5.4458016784345755,-13.505984625242856,-14.22112552799726,-13.651889931519758,-13.838631997765026,-13.0,-14.035957335457802,-14.40153779952585,-13.654234306885511,-14.028353117935692,0.0,8.0,0.0024739999999999996,0.292,0.004,0.0029690000000000003,0.002346,7.3510000000000004e-06,1.0,0.0001633,0.278,0.4091,0.0525,0.2105,-0.5553,-0.3267,-0.2423,-0.1974,-0.564,0.1505,XRB
-4.0,-5.492819022739758,-5.418619311290013,-5.588717086982617,-5.634137784597446,-4.822752163744377,-5.335170058856909,-5.492954127572673,-5.0,-4.866461091629782,-5.406935568341282,-5.560825260156531,-4.914709421769934,-5.728623128105926,-5.509058794643212,-5.401625389801325,-5.231776414924203,-13.897950674337851,-13.764810536047024,-14.0,-13.389872386924006,-14.284330857599011,-13.590066876668706,-13.685711339052505,-14.351835221426,-14.1266793981846,-5.3362237155121415,-15.181840113602815,-14.257431965633858,-13.515557792357592,-13.4817493486915,-13.0,-13.827216150444718,-14.19839051197268,-13.433326862393885,-14.184090349113223,0.0,4.2,0.0017145,0.377,0.52875,0.0026739999999999997,0.0016407499999999998,1.98642e-06,0.7998000000000001,0.0001418,0.48700000000000004,0.2904,0.1674,0.0294,-0.223,0.0369,-0.2598,-0.0974,-0.3754,-0.138,CV
-4.0,-6.954677021213343,-5.896196279044043,-5.0,-5.0,-5.495665088197536,-5.3983745204460565,-5.0,-5.0,-5.796695083861518,-5.6759234202605136,-6.0619308137766135,-5.0,-5.0,-3.5529971015338377,-7.653647025549362,-4.237731021283862,-15.270025714300445,-13.356361800957632,-14.0,-13.594312213327225,-14.871277715661574,-13.0,-13.0,-14.0,-13.592439150513638,-6.1300645893531405,-12.804100347590769,-14.0,-14.019632973815224,-14.872895201635194,-13.0,-14.270025714300445,-13.871277715661574,-13.872895201635194,-14.597566653780687,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9994,-0.2979,-1.0,-0.1843,-0.9994,-0.9994,-1.0,-0.4628,CV
-5.442252258358532,-5.322119418488409,-5.4541982428407225,-5.573976984310124,-5.526659035814066,-4.774174008538107,-5.241466577762713,-5.509900994936695,-5.562883906951921,-4.801068130067791,-5.279923427231858,-5.4812229310732254,-4.8297382846050425,-5.577574323628795,-5.3480439304669245,-5.2578878683734205,-5.169308703682334,-13.884695765588114,-13.800206439829413,-14.803823814960024,-13.432033093176846,-14.111090740736469,-13.711750774428015,-13.775985188627136,-14.180456064458133,-14.03039773515146,-5.2113226568184015,-14.589054141312225,-14.129654628919038,-13.655804284128564,-13.48758245139916,-14.683191247946976,-13.840396717311744,-14.068898254367364,-13.45892023222337,-14.084230934016313,1.0,6.2,0.00219994,0.5206,0.6526,0.00285026,0.00198158,4.1072e-06,0.9840000000000001,0.000245888,0.6874,0.1056,0.0212,-0.1843,-0.3342,-0.0656,-0.2773,-0.2586,-0.3429,-0.2117,CV
-4.0,-6.697885623043799,-5.953504835665291,-5.0,-5.0,-5.657577319177793,-5.419189027339053,-5.0,-5.0,-4.0,-5.697885623043799,-6.078729814490187,-5.0,-5.0,-3.494714325855868,-7.396855627379818,-4.183021754346516,-16.084178212379598,-13.355817532673766,-14.0,-13.82217502813532,-15.385208208043585,-13.0,-13.0,-14.0,-13.805485658117533,-6.396855627379818,-12.74593554708566,-14.0,-14.095717342354375,-13.0,-13.0,-14.495665088197534,-14.084230934016313,-14.111651989821949,-14.669992299127241,0.0,1.5,0.0,0.0,0.0,0.0,0.0,3.5900000000000005e-05,0.1345,0.0,0.0,1.0,0.9994,-0.3329,-1.0,-0.2267,-0.9994,-0.9994,-1.0,-0.4553,CV
-4.0,-5.0,-6.723768042078167,-8.06620911585658,-5.0,-6.6221475809932455,-7.349401101827342,-7.005506877116488,-5.0,-6.9136401693252525,-5.0,-7.555486793665957,-8.275314611762639,-5.0,-5.8771290771355655,-8.5562364930225,-6.437193425196613,-15.857297754262385,-14.929536548586848,-14.0,-14.610479534153624,-14.0,-14.837137006678073,-15.454321850207975,-14.0,-16.152427340857887,-7.355088966121246,-15.114469166811908,-14.0,-14.60049933868539,-15.464452720823331,-13.0,-15.240030142445693,-14.0,-14.847100403606253,-16.091193400594324,0.0,5.2,0.0,0.0,0.0,0.0,0.0,0.002257511,0.7596,0.0,0.0,1.0,0.9994,1.0,0.4279,0.6102,-0.9994,0.9994,-1.0,0.1355,XRB
-6.235823867609669,-6.199076818186783,-6.522734004575148,-6.863913902615902,-6.484656106911618,-5.7318902701915215,-6.028956208163972,-6.656197666838344,-7.557990840859048,-5.790753151246626,-6.1033635694704165,-6.3931888530810355,-5.8591778198906885,-6.609594843519919,-5.945386945443113,-6.314174097014848,-6.033576654056307,-14.981657400924174,-14.782416047966475,-14.0,-14.424581208785641,-14.913996294381619,-14.971428747307463,-15.196406335228655,-15.232473100591614,-14.744004273277598,-6.150396341917553,-15.675511766692345,-15.107515820635312,-14.82390874094432,-14.556737012541303,-13.0,-14.877017817745545,-14.818442226137213,-14.485585079419632,-15.010639186223752,0.5,7.0,0.00027260000000000007,0.485,0.44,0.000461875,0.00025847,6.238000000000001e-07,0.951,2.5827e-05,0.34750000000000003,0.0244,-0.1811,-0.4179,-0.6977,-0.3879,-0.4197,-0.5646,-0.5403,-0.2879,XRB
-4.0,-7.1607105439938525,-6.982549270489463,-5.0,-7.043591428804167,-6.160396270529161,-6.362410214161299,-5.0,-5.0,-6.36794783329419,-6.5909126305521655,-6.755475488429918,-6.817870785947004,-8.274088367704952,-5.719649306953994,-7.343920972559763,-6.1788796762231755,-16.29670862188134,-15.290080214677332,-14.0,-15.208028798979232,-16.100453068909133,-13.0,-13.0,-16.990974257913088,-15.235151642806587,-6.809360202155316,-13.0,-15.760450279159524,-13.0,-16.208028798979228,-13.0,-15.550315944608053,-15.480697150764573,-15.467627866432126,-15.47237009912866,0.0,4.2,0.0,0.0,0.0,0.0,0.0,3.4305999999999995e-07,0.703,0.0,0.0,0.0094,-0.9994,-0.4254,-1.0,-1.0,-0.5696,-0.9994,-0.8676,-0.12300000000000001,CV
-3.8921119748172015,-4.3451499094386055,-4.365119859233474,-4.487983030503873,-4.638461028730721,-3.767003889607846,-4.235300936201632,-4.422163658707256,-4.068237111518823,-3.800519085137644,-4.286761538454337,-4.577246058698653,-3.837137006678074,-4.709742730605481,-3.773142429711276,-4.182897595743077,-4.029299880095552,-12.730482385974051,-12.622675532263447,-13.338755391040669,-12.274088367704953,-12.952335805398441,-12.497846107128641,-12.563678299860266,-13.330032630091493,-12.842241113953135,-4.098007993359152,-13.043831569524635,-13.258769588974529,-12.440811810995223,-12.34418950550475,-13.1627272974977,-12.67298454951678,-12.893809102736585,-12.307770164227245,-13.197568373569275,1.2,8.0,0.016725200000000003,0.3158,0.4480000000000001,0.032993800000000004,0.012637,4.6706e-05,1.0,0.003613560000000001,0.3802,0.3392,0.2473,-0.0668,-0.2455,0.1505,-0.3885,-0.1562,-0.4678,-0.3042,CV
-4.0,-5.0,-5.69486368105636,-5.937794191180288,-6.257746330093407,-5.503485481302255,-6.951946826884392,-5.795880017344076,-5.0,-5.589222766622791,-5.0,-6.117817112369731,-5.7031155244614515,-6.465339424171556,-5.639217310126719,-6.1577028656719355,-5.7785805454384604,-14.415594137682405,-14.163297465970313,-14.0,-13.80271944187438,-14.0,-13.925915310971757,-14.070581074285707,-15.037015415683005,-15.762205006726074,-6.0243476534730975,-14.871923987331286,-14.829444941478794,-13.82333006733185,-14.00943917000598,-13.0,-14.282146499569164,-14.0,-13.893809102736585,-14.689519108537324,0.0,4.0,0.0005549333333333333,0.44566666666666666,0.7373333333333333,0.0008189333333333335,0.0004756666666666666,1.131475e-06,0.69025,7.755666666666667e-05,0.6786666666666666,0.6652,0.5034,1.0,0.8701,0.3167,0.9994,0.9994,0.6615,1.0,XRB
-4.0,-5.0,-5.3019864960608185,-5.644356949779131,-5.0,-5.0,-5.0,-5.440332721611941,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.644356949779131,-5.3019864960608185,-13.753255290276158,-13.358922686674626,-14.0,-13.0,-14.0,-13.507798548607461,-13.753255290276158,-14.0,-14.0,-5.440332721611941,-14.0,-14.0,-13.358922686674626,-13.0,-13.0,-13.507798548607461,-14.0,-13.0,-14.0,0.0,8.0,0.0016420000000000002,0.322,0.071,0.002408,0.0015689999999999999,0.008676739999999999,1.0,0.0001238,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,XRB
-4.0,-6.4387793210660575,-5.730253626869232,-5.917573699139228,-5.678815972697686,-5.204676235670687,-6.107794054024228,-5.813891620186793,-5.0,-5.2531323721495715,-6.2425280522343325,-5.616364131638121,-5.311580177997289,-5.7517814388099255,-5.0,-5.68697160889075,-5.548897003166307,-14.217256921833673,-14.070785496262607,-14.0,-13.795066477645856,-15.310602337178716,-14.05286048235717,-14.165134420099962,-14.346884006834431,-14.978810700930062,-5.611494722986853,-14.0,-14.274006741075278,-13.968187728669632,-13.905528871358356,-13.0,-14.136054403729295,-15.109634878551875,-13.84496777120903,-14.211548792976544,0.75,4.5,0.0009400000000000001,0.42575,0.44025,0.001213575,0.0008865874999999998,1.7364000000000002e-05,0.77225,7.0646e-05,0.42100000000000004,-0.0281,-0.1537,0.609,0.2904,-0.278,0.5659,0.4547,0.4366,0.6889,XRB
-4.0,-5.0,-5.828566099056991,-6.135310965863148,-5.0,-5.71331903064507,-6.914352711703143,-5.9515581964495965,-5.0,-5.846490010699163,-5.0,-6.7950664776458565,-6.05217431555755,-5.0,-5.0,-6.392786318543086,-6.03372917187417,-14.36855623098683,-14.061923300962773,-14.0,-13.759700417997287,-14.0,-13.901356274182945,-14.085445301482364,-14.0,-15.673869043289207,-6.196884445109973,-14.0,-14.0,-13.778325002929229,-14.050317309204795,-13.0,-14.192126867996668,-14.0,-13.881074247174224,-15.373967752170982,2.0,5.8,0.00044905,0.6890000000000001,0.7325,0.00116,0.0004268,1.176452e-05,0.8356,6.025e-05,0.8574999999999999,1.0,0.9994,1.0,0.8039,0.7489,0.9994,0.9994,-0.2167,1.0,XRB
-4.0,-4.935542010773082,-5.296622631487652,-5.518557371497695,-4.9730583720409705,-4.367340286706087,-4.823619307756728,-5.3935111495573524,-5.0,-4.403292970318553,-4.876148359032914,-4.920456992597094,-4.442492798094341,-5.032498825277159,-5.893129455521346,-4.920753614665414,-4.816616257947305,-13.524437762083442,-13.412457398806383,-14.0,-13.132061349109216,-13.737786294523584,-13.633203616713269,-13.758204568704803,-13.661742769753745,-13.625801742070918,-4.869724141296653,-13.0,-13.602233743873551,-13.53625627875294,-13.207328210858432,-13.0,-13.464864179387414,-13.678194516142463,-13.168066269533256,-13.549750891680636,3.75,7.25,0.00620475,0.69525,0.83925,0.008687,0.004344499999999999,1.0194e-05,0.95075,0.0015614375,0.87525,-0.3379,-0.4485,-0.4354,-0.6315,-0.5565,-0.1124,-0.5347,-0.1993,-0.0256,XRB
-4.0,-4.915781313260761,-5.367340286706087,-5.582196277360119,-4.980883709552927,-4.37716452047848,-4.7975116829399065,-5.461551948289783,-5.0,-4.411280220399943,-4.852632892206214,-4.933674074637962,-4.448428026325747,-5.033623576911077,-5.0,-4.826653451124216,-4.733756540346932,-13.555369769957904,-13.446329320049374,-14.0,-13.163549286279846,-13.747389659432626,-13.675717544702305,-13.798329820353418,-13.706637445288555,-13.629116983222394,-4.777706326524236,-14.0,-13.653842697767992,-13.580209413893638,-13.237321436272564,-13.0,-13.497436330892635,-13.684239509334267,-13.198870812420294,-13.606775883638704,0.5,8.0,0.0042575,0.32325000000000004,0.63,0.005707,0.0040065,0.005466799999999999,1.0,0.00029475,0.696,-0.4004,-0.4997,-0.5191,-0.6889,-0.594,-0.1537,-0.6084,-0.2367,-0.0668,XRB
-4.680477550934546,-4.229810977264007,-4.095014118900637,-4.179404503455509,-4.255081457558647,-3.540909210399413,-4.1523039792658345,-4.135133085671474,-4.8250684064715585,-3.5632014897681965,-4.1893642997244624,-4.217312431765033,-3.588211995456131,-4.296450701761771,-4.572027286391792,-4.047052652328325,-3.9779925168098496,-12.56554447439714,-12.498965398736901,-14.081183609639618,-12.117874080229967,-13.035504660444909,-12.303119628317235,-12.347463581406975,-12.898940645091884,-12.957818405484236,-4.010754918557393,-13.817870785947001,-12.857610533881164,-12.262966468666122,-12.165134420099962,-13.926281649653875,-12.530575655899836,-12.99481948749622,-12.140141479519007,-12.819874124835945,0.0,5.8,0.038395,0.1696,0.524,0.0389892,0.037811800000000007,2.16814e-05,0.9572,0.0004493600000000001,0.5087999999999999,0.2005,0.1374,0.1268,-0.0019,0.0731,-0.0762,0.0625,-0.1368,-0.0144,CV
-4.0,-5.0,-6.049732531986412,-5.0,-6.064492734175287,-5.553307533628472,-5.783042792638903,-5.0,-5.0,-5.843450848668219,-5.0,-5.795608668080701,-7.144420277498282,-6.9097419470686825,-4.007269796045858,-7.409358757987719,-4.6766332034635845,-16.20453710560962,-13.796548258952475,-14.0,-14.438302467346007,-14.0,-13.0,-13.0,-15.5055671012736,-14.648783654660658,-6.337998120610082,-13.203009609454314,-14.660349842386315,-14.138585081364006,-13.0,-13.0,-15.095933948085493,-14.0,-14.739213331345027,-14.391580948682716,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0131,-0.9994,0.0843,-1.0,-1.0,-0.2011,-0.9994,-0.6177,0.5815,CV
-4.0,-7.3086532358651795,-5.491604966866947,-6.154405906839975,-5.0,-5.180456064458132,-5.764471553092451,-5.7073009969560715,-5.0,-5.348915910756989,-6.053400374984868,-5.926648297613099,-5.64994590642097,-5.0,-4.884722408604098,-6.223454260246794,-5.287889292524383,-14.345679038296321,-13.745180120765598,-14.0,-13.476904161747433,-14.0,-13.686132779630844,-14.179076412118686,-15.978810700930062,-14.771856392402258,-5.834203879837401,-13.0,-14.802995271976956,-13.470569645633015,-13.946153573147747,-13.0,-13.950743202767773,-14.0,-13.645315446045272,-14.516555351901465,0.0,4.5,0.001019,0.451,0.84,0.0013859999999999999,0.0009591000000000001,1.05845e-06,0.7255,9.698e-05,0.8140000000000001,1.0,0.9994,0.7477,-0.0431,0.2892,-0.396,0.3848,-1.0,0.0394,CV
-4.122686256687762,-4.205163542185439,-4.107015449289284,-4.187420844590953,-4.210489795909746,-3.5319482085457623,-4.110810387952927,-4.145390361904205,-4.7459355470856615,-3.5547072305740284,-4.155460697870992,-4.175353585281648,-3.5802094138936367,-4.248720896016658,-3.876801924968001,-4.0319375399235495,-3.886711924244731,-12.633449294929724,-12.564557000545662,-14.692076296388118,-12.182368532809484,-13.053498609430413,-12.394264106123257,-12.436400271118467,-12.927015255372071,-12.959002307576512,-3.95292772078408,-13.822752163744376,-12.888737486340935,-12.355955507185252,-12.23062267392386,-14.068796474549249,-12.597262444738965,-13.00370728145868,-12.205093893483195,-12.853561864714225,0.0,5.8,0.031389999999999994,0.0745,0.49875,0.031479999999999994,0.031299999999999994,2.16814e-05,0.9572,7.30225e-05,0.5225,0.138,0.0762,0.0806,-0.0593,0.0156,-0.0675,0.01,-0.133,0.0019,CV
-3.99439055463972,-4.279427279635739,-4.175613797681226,-4.273191317475036,-4.350859935855781,-3.607478910068068,-4.169668006548038,-4.221704008911166,-4.3081231774406685,-3.6362000545208906,-4.219466674683596,-4.305394801066432,-3.6671577330056486,-4.4050552633049165,-3.814174640387038,-4.086610056368245,-3.932408451698488,-12.580149948199491,-12.420330706445279,-12.771599641296994,-12.174444067709643,-12.948461609484673,-12.398700689805665,-12.453333974929814,-13.010639186223752,-12.83505262737816,-4.0023253467497115,-12.286089645871046,-12.95624487303132,-12.35281270210401,-12.234182484690082,-12.458046525541766,-12.491120293205492,-12.88806572366732,-12.203286936719104,-12.910801633194849,0.2,5.8,0.0229302,0.387,0.5932000000000001,0.024455,0.02149192,2.16814e-05,0.9572,0.00144387,0.6508,0.2242,0.1487,0.0781,-0.0881,0.0718,-0.1537,-0.005,-0.233,-0.0706,CV
-4.0,-5.3172233536855655,-3.786216700664696,-3.887730231582729,-4.902395671125589,-3.6681679555637516,-4.891096872332687,-3.834162375309872,-5.0,-3.711974464611637,-5.048371106163362,-4.779630367548607,-3.7604502791595267,-5.074687908500351,-4.86359655186601,-4.1988200126856965,-4.0742239461632535,-12.235372055226106,-12.133194475746635,-14.0,-11.838931614528825,-14.105739335553013,-11.891434976267163,-11.945004138470859,-13.686554629573585,-13.679853713888946,-4.140182260258218,-13.0,-13.51427857351842,-11.843753809602655,-11.934420285271552,-13.0,-12.18059427105459,-13.836838625022981,-11.882728704344235,-13.391367010509965,0.5,5.25,0.032026250000000006,0.3895,0.5235,0.034516500000000006,0.0310405,1.190225e-05,0.84025,0.00107385,0.59475,0.8913,0.8445,0.93,0.8326,0.7939,0.1424,0.8857,-0.1143,0.3966,CV
-4.0,-6.4381833356810425,-6.490259984429617,-7.127028369261558,-6.745451922891027,-5.848936746646251,-6.103473782510445,-6.7011469235902945,-5.0,-5.955852379121278,-6.239351380418644,-6.5609832716124865,-6.0977250795255,-7.100945932001829,-5.766496239658864,-6.579384229374236,-6.0443892079079165,-15.299261679095595,-14.916053279623403,-14.0,-14.573163546196492,-15.25422278211024,-15.088895682195965,-15.597051170655597,-15.681102285372512,-14.919373513078193,-6.384681343388522,-15.925549281045411,-15.325690111058524,-14.869988050328095,-14.826231176863349,-13.0,-15.070621950984116,-15.055369298143724,-14.681519274825485,-15.141162148571414,0.0,2.4,0.0002823,0.4365,0.17,0.0004645,0.00026865,2.9786e-07,0.465,1.978e-05,0.128,0.4503,0.0987,-0.213,-0.7327,-0.2879,-0.5459,-0.4922,-0.7452,-0.3004,XRB
-4.0,-5.0,-6.0159680197288194,-5.0,-6.186619193266145,-5.7086311495484185,-5.884056823060945,-5.0,-5.0,-6.060730413661267,-5.0,-5.897223385116559,-5.0,-5.0,-4.2075382686530505,-5.0,-4.869647573328055,-16.747146969020108,-14.004751016616789,-14.0,-14.547446936771074,-14.0,-13.0,-13.0,-16.048176964684092,-14.749824051916075,-6.517069276139615,-13.458670422333304,-14.769295686387432,-14.170696227168975,-13.0,-13.0,-15.46826569072345,-14.0,-13.0,-14.479909671887155,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1193,-0.6796,0.2317,-1.0,-1.0,-0.0962,-0.9994,-0.534,0.6839,CV
-5.691008970999836,-5.674895017028593,-5.743522793758324,-5.90274269030658,-6.039243909098227,-5.144723196169908,-5.563996464330104,-5.815876645760329,-5.8492435601396915,-5.183427303973897,-5.616005210558266,-5.964970717797632,-5.225921199247481,-6.129069641651304,-5.581201709409647,-5.639523979186352,-5.511251921768414,-14.21993628038764,-14.09906510896734,-15.083862016892825,-13.740645072691965,-14.455559862682307,-13.959793372425287,-14.0471591433243,-14.753501419204197,-14.34447740374658,-5.5700992134495495,-14.805763251276169,-14.663740447985807,-13.88706002391592,-13.821886747685369,-14.919012953089114,-14.15518744731568,-14.396530840266161,-13.779368980551908,-14.589391457431633,0.4,5.6,0.00094144,0.30799999999999994,0.4366,0.00114218,0.00093144,2.3292e-06,0.8390000000000001,2.5788000000000004e-05,0.4064,0.3704,0.2548,-0.1218,-0.3267,0.1318,-0.451,-0.2249,-0.5365,-0.3604,CV
-5.370794342897696,-5.701802132890185,-5.9193735130781935,-6.124360062995832,-6.076600533841282,-5.21367456560993,-5.590235895733653,-6.009927665307847,-5.4714689393645894,-5.2545348313292735,-5.642446280256919,-6.000043431619807,-5.299642472177339,-6.176134690675489,-5.2891213823148275,-5.627176337094999,-5.494147575876322,-14.345072998917857,-14.209025579976215,-14.513427849481644,-13.911155437272994,-14.46813805090419,-14.229958445680332,-14.34447740374658,-14.810790510417695,-14.356547323513812,-5.5554337390110025,-14.332920794535784,-14.709965388637483,-14.139482322538251,-13.997833938243492,-14.413862974769206,-14.271532585691755,-14.4087127349415,-13.952335805398441,-14.63264407897398,3.2,3.8,0.00087802,0.7402,0.8304,0.0017646200000000004,0.00034338,1.10686e-06,0.6306,0.0003737640000000001,0.7668,0.2305,0.0899,-0.2842,-0.4991,-0.0593,-0.4622,-0.3923,-0.5503,-0.3691,CV
-6.339893778276756,-6.327902142064282,-6.123032032567415,-6.391046300724138,-6.4182778400509015,-5.60624935965192,-6.1060718734573936,-6.232992636050196,-6.8170150329964185,-5.672232510097271,-6.202940305300029,-6.308299791709839,-5.749824051916074,-6.576426480267265,-6.126853848671744,-6.211407444079641,-5.9787279860489635,-14.793526557982993,-14.581675502724886,-16.559563233894227,-14.223734781731892,-15.122053048370812,-14.472885888360196,-14.634324859544082,-15.174638804047367,-14.90031935889075,-6.078063941932888,-15.559563233894224,-15.01659926181946,-14.361211332842602,-14.369470428573177,-15.819300798703964,-14.673291461302949,-14.996970529446385,-14.290560425867591,-14.906578314837766,0.0,4.2,0.00036310000000000004,0.43725,0.5785,0.00056725,0.000354125,3.4305999999999995e-07,0.703,2.333e-05,0.6279999999999999,0.4129,0.2249,0.153,-0.2242,0.0219,-0.2536,-0.0325,-0.4254,-0.0731,CV
-4.0,-6.691008970999836,-6.351347304868777,-6.745693667668713,-6.6302277114030375,-5.849857838151442,-6.351152291627106,-6.5003129173815966,-5.0,-5.944239535312265,-6.488651484509788,-6.482540173459767,-6.07350321072678,-6.873219422987992,-6.713094647027625,-6.564952358660037,-6.247705649714142,-15.033142857817758,-14.717083473204855,-14.0,-14.457174573040819,-15.498119506244944,-14.734474664780926,-15.024614151010532,-15.496754228534886,-15.1505805862031,-6.3953636137013765,-13.0,-15.253755128279801,-14.56976364658849,-14.67264106561367,-13.0,-14.844679147922163,-15.29047564412366,-14.551757587365561,-15.10612732120492,0.3333333333333333,6.0,0.0002396,0.4666666666666666,0.2796666666666667,0.00035516666666666666,0.00023383333333333334,8.442600000000001e-07,0.9294,1.4960333333333331e-05,0.536,0.4329,0.1661,0.2567,-0.2879,-0.1255,-0.1736,-0.0112,-0.4266,0.0918,CV
-4.0,-6.912928794093465,-6.747875447494357,-7.4749551929631535,-7.094042300907573,-6.197910742118268,-6.479254528480518,-6.966978555317088,-5.0,-6.320753854586141,-6.6439741428068775,-6.8830603534492445,-6.5052889747947376,-7.519993057042849,-5.0,-6.904569104156907,-6.4964476316411774,-15.6432286383304,-15.150319596528337,-14.0,-14.893129455521347,-15.65856547542186,-15.459545386328587,-16.501000636419846,-16.185020316239246,-15.23262147588582,-6.651096690480218,-14.0,-15.734946211495984,-15.178748568454061,-15.226798857643654,-13.0,-15.326909943204225,-15.389765824665613,-15.024338466818941,-15.518844129171965,0.5,5.2,0.00011759,0.4925,0.475,0.00017415,0.00011562,3.87222e-07,0.8400000000000001,5.9955e-06,0.28500000000000003,0.5803,0.2224,-0.0156,-0.6615,-0.1993,-0.5172,-0.3573,-0.7589,-0.2117,XRB
-4.0,-5.0,-6.126970187938956,-6.772113295386326,-5.0,-6.012780770091995,-6.920456992597094,-6.332733880617727,-5.0,-6.201832940284062,-5.0,-6.8437538096026564,-6.57413985492216,-5.0,-5.0,-6.962972120244224,-6.3051974393352905,-15.098405472085005,-14.55662747459512,-14.0,-14.261298699565295,-14.0,-14.496073195806492,-14.856672870007953,-14.0,-15.839231438138874,-6.5634000970254665,-14.0,-14.0,-14.301725423325633,-14.74521031260279,-13.0,-14.764976840504776,-14.0,-14.434034182553331,-15.312471038785365,0.0,5.8,0.0,0.0,0.0,0.0,0.0,1.176452e-05,0.8356,0.0,0.0,1.0,0.9994,1.0,0.614,0.5589999999999999,0.2973,0.9994,-0.2655,1.0,XRB
-5.9730583720409705,-6.237171446810909,-6.152550737500827,-6.459545386328587,-6.331987028358167,-5.552997101533838,-6.026364226582593,-6.275478372881437,-6.2447351085877525,-5.617802789622546,-6.116168286670548,-6.226359806739974,-5.694218848745017,-6.4718549217468935,-5.814174640387037,-6.112956887840481,-5.881292274788816,-14.668414806919836,-14.451733454829256,-15.294050805089705,-14.110082316563794,-15.037867530701766,-14.372224624770697,-14.552221990705378,-15.078157518594143,-14.819300798703964,-5.979953777985654,-14.883724412419456,-14.93666664104825,-14.251191995041394,-14.246800085800587,-15.042201225070002,-14.5455393176159,-14.915066425063285,-14.17308335281508,-14.830325565941193,0.75,2.0,0.0005024000000000001,0.534,0.25225000000000003,0.0009569,0.00047615,2.179075e-06,0.41525,5.55225e-05,0.5555,0.3004,0.1037,0.0219,-0.3592,-0.1156,-0.2598,-0.1649,-0.4229,-0.0881,CV
-4.0,-6.081131256619017,-5.969400278034049,-6.363913484896928,-5.869344650977969,-5.313900228004084,-5.686765708305277,-6.11838712752165,-5.0,-5.388276691992658,-5.835647144215562,-5.776763726897002,-5.483993769613953,-5.987162775294827,-3.760950906859808,-5.952865375897107,-4.436386036077844,-14.583817323870054,-14.206069993227315,-14.0,-13.937794191180286,-14.0,-14.296708621881336,-14.639217310126721,-14.626536278367634,-14.748848656824643,-5.814605184637486,-13.0,-14.505984625242856,-14.114073660198569,-14.238748925691338,-13.0,-14.373967752170982,-14.0,-14.058538260652671,-14.41172829315767,0.6666666666666666,3.0,0.0005692000000000001,0.5483333333333333,0.7746666666666666,0.001040566666666667,0.0005197,5.494375000000001e-07,0.5155000000000001,7.362333333333333e-05,0.8356666666666667,-0.0556,-0.2661,-0.0893,-0.6015,-0.4878,-0.0899,-0.3648,-0.3004,0.1555,CV
-4.0,-5.0,-5.669789215428473,-5.87942606879415,-6.313542489530889,-5.515700160653214,-7.058886272962898,-5.758702612890008,-5.0,-5.598427154323554,-5.0,-6.173730780606274,-5.707522406332216,-6.521145032471337,-5.0,-6.047910161777094,-5.827789804161447,-14.134795313896687,-13.94319325696266,-14.0,-13.660548558693561,-14.0,-13.749092300299143,-13.861697301833718,-15.121018876606266,-15.963770455913705,-5.925384668171525,-14.0,-14.89928491342692,-13.659754238432068,-13.82915179635669,-13.0,-14.02894460237351,-14.0,-13.736600668665998,-14.759201228882668,0.0,5.8,0.0006321333333333332,0.4113333333333333,0.5606666666666668,0.0009716666666666668,0.0006076333333333334,1.176452e-05,0.8356,5.159666666666667e-05,0.4183333333333333,0.7102,0.5746,1.0,0.9051,0.4179,0.9994,0.9994,0.6989,1.0,XRB
