obs_id,class,src_id,src_n,significance,photflux_aper_hilim_b,photflux_aper_m,photflux_aper_lolim_h,photflux_aper_b,photflux_aper_hilim_m,photflux_aper_s,photflux_aper_hilim_h,photflux_aper_lolim_s,photflux_aper_lolim_m,photflux_aper_lolim_b,photflux_aper_h,photflux_aper_hilim_s,flux_aper_hilim,flux_aper_lolim,flux_aper_b,flux_aper_m,flux_aper_lolim_b,flux_aper_lolim_s,flux_aper_hilim_h,photflux_aper_hilim,flux_aper_hilim_b,flux_aper_hilim_s,flux_aper_hilim_m,photflux_aper_lolim,photflux_aper,flux_aper_lolim_h,flux_aper_s,flux_aper_h,flux_aper_lolim_m,flux_aper,kp_prob,var_min,var_max,ks_prob,var_sigma,var_prob,var_index,var_mean,hard_hm_lolim,hard_hs_lolim,hard_ms,hard_ms_hilim,hard_ms_lolim,hard_hm,hard_hm_hilim,hard_hs_hilim,hard_hs
BH_OBS_78,BH,BH0019,CXOU J100515.4-07425,17.39,-6.47977856411804,-7.176199846250122,-7.260078429977304,-6.6067758836387025,-7.003838706631992,-6.898596649444669,-7.48372911727066,-7.151872489432125,-7.488517711373999,-6.787013815263332,-6.914223957641148,-6.73969005420508,-15.619354680809073,-16.191883596045507,-15.581864501574767,-15.84345084866822,-15.914352711703145,-15.880414225038214,-15.89928491342692,-6.62640764480106,-15.395881993807965,-15.475344287642224,-15.667359589612534,-7.273664076665701,-7.0552706396967055,-15.817382141884027,-15.627087997029893,-15.308736303619998,-16.167938385409276,-15.891908764418778,0.6875,6.0375e-05,0.00014040000000000002,0.7815,1.18335e-05,0.6655,1.5,7.068e-05,-1.0,-1.0,-0.341,-0.0369,-0.604,-0.9994,-0.3429,-0.589,-0.9994
PULSAR_OBS_299,PULSAR,PL0089,PSR J1811-1925,133.15,-3.656197666838345,-4.691222226335278,-3.806041021980813,-3.668775218979268,-4.659952682338607,-5.8326826652518236,-3.7780644001719934,-5.989700043360188,-4.724919101543142,-3.68193666503724,-3.7918274733328783,-5.717377887121938,-12.238751183336168,-12.266822692026313,-11.858236769724215,-13.257903597696755,-11.871277715661574,-14.783042792638906,-11.855425792390385,-4.0838051261456,-11.845576026885354,-14.51074483163074,-13.226652458019178,-4.114320640097674,-4.09874094396283,-11.883724412419456,-14.625985259708088,-11.869344650977972,-13.291494119044767,-12.252561047614494,0.23025,0.038846725,0.03911675,0.155,5.001100000000001e-05,0.1805,0.25,0.03888,0.7601,0.9763,0.8645,0.9013,0.8251,0.7758,0.7914,0.9863,0.9819
CV_OBS_610,CV,CV0089,CXOGLB J002410.0-72044,8.28,-5.782516055786092,-6.83238732727247,-6.924061872151988,-5.913996294381617,-6.586867949565128,-6.139063379299906,-6.664742743565467,-6.371611069949688,-7.452102282436902,-6.1162817980360416,-6.9519468268843925,-5.988429556402723,-14.420076423118186,-15.033635308416958,-14.374481771028366,-15.327071309557278,-14.563519304990509,-15.190440285364733,-14.15533647175976,-6.001976186292818,-14.24321180123188,-14.777023550106607,-15.081497860363829,-6.610688584250728,-6.35579782560708,-15.673869043289207,-14.930701987884474,-14.443456291516485,-15.94692155651658,-14.625806329066856,0.6355,0.00022385,0.00048865,0.815,4.662e-05,0.599,1.0,0.00026475,-0.539,-0.9338,-0.6933,-0.4391,-0.8826,-0.065,0.4141,-0.4866,-0.7458
PULSAR_OBS_264,PULSAR,PL0081,PSR J1745-2900,107.91,-4.65856547542186,-6.471211808225104,-4.931072388317928,-4.711303739409744,-6.234629519708352,-6.776670264190277,-4.811915626285061,-7.500577568799139,-7.088469537692838,-4.775725985705742,-4.865504144165326,-6.4558078892349675,-13.260679603595527,-13.403506707661649,-12.945386945443113,-14.940058111938045,-13.010105436281226,-16.166592174675458,-12.884056823060947,-4.89522140831076,-12.8921119748172,-15.32166375326782,-14.718058066559177,-5.243187927856666,-5.175120827323324,-13.002744710179892,-15.540544214060922,-12.937418015771835,-15.417028070895196,-13.33715154240458,0.8079999999999999,0.005594,0.008798,0.8085,0.00045545,0.192,0.0,0.005951,0.9163,0.9513,0.9994,1.0,0.0069,0.9532,0.985,1.0,0.9994
NS_OBS_362,NS,NS0066,SAXWFC J1734.2-2605.,2.56,-6.132355766096902,-6.7749619020352805,-7.359021942641668,-6.351152291627106,-7.024200690320593,-6.688034339631632,-6.292004253577073,-7.307681955740723,-7.275490565337192,-6.85949195696182,-6.557363474217768,-6.599634726650063,-14.35297256650638,-15.171662399940994,-14.424235019463277,-15.4543907360092,-14.901356274182945,-16.184754408083407,-14.16184381524785,-6.402133762059347,-14.211124884224589,-15.56847541581255,-15.224686554649727,-7.439017944413765,-6.840072047104014,-15.11605480496572,-15.503485481302274,-14.4171415377755,-15.930527313226927,-14.596765055300429,0.2659999999999993,0.00010149999999999981,0.00015100000000000007,0.34499999999999953,4.244999999999998e-06,0.4919999999999996,0.0,0.00010270000000000008,0.5191,0.1193,-0.9994,-0.0956,-1.0,0.9994,1.0,1.0,0.9994
CV_OBS_719,CV,CV0110,XMMSL2 J004231.9+41162,174.76,-3.4909319549828384,-4.170953663146817,-4.134836780493913,-3.5185573714976948,-4.12953756841108,-4.155522824254319,-4.041961983901663,-4.2204035087421765,-4.216739767127051,-3.5479067509822686,-4.085921414610889,-4.099086932262331,-12.358617120749598,-12.444566957945339,-12.009749967072187,-12.750801642608886,-12.039148846280314,-12.838332587562265,-12.145329668104663,-3.8877570614142014,-11.982132281036494,-12.716925025264528,-12.709520186669328,-4.020069395891296,-3.9809585227013664,-12.23822246249182,-12.773400094792642,-12.189297139052885,-12.796695083861515,-12.404393565134392,0.52375,0.03742,0.03821,0.5547500000000001,0.00035717499999999994,0.11175,0.0,0.0378,0.0269,-0.0106,-0.025,0.0593,-0.1081,0.0987,0.1693,0.1593,0.075
PULSAR_OBS_261,PULSAR,PL0081,PSR J1745-2900,107.91,-4.5036239459875995,-6.57413985492216,-4.6850799440075805,-4.520280764560429,-6.455188088242222,-6.99097425791309,-4.648977147415875,-7.623058242853241,-6.738261452647463,-4.5388017113775065,-4.666754301038037,-6.752026733638194,-13.093527148140945,-13.13054276392972,-12.717604495257476,-15.060281117645895,-12.735890843694193,-16.925183559354824,-12.69486368105636,-4.927253209664973,-12.700274846024366,-15.69486368105636,-14.941573975542994,-5.001057316469158,-4.962297075948591,-12.730720610228099,-15.971022294791222,-12.712422190921295,-15.236347429435467,-13.1118460139064,1.0,0.0017915,0.08621999999999999,1.0,0.01094,1.0,10.0,0.008926,0.9675,0.9838,0.3948,0.6752,0.0881,0.9756,0.9825,0.9963,0.9906
PULSAR_OBS_8,PULSAR,PL0003,PSR J0100-7211,65.51,-3.5529971015338377,-4.13306318226836,-4.615288257061717,-3.5689580546641144,-4.110250224735962,-3.98296666070122,-4.500175504160421,-4.007137328610972,-4.157141237554707,-3.585528050370697,-4.5522219907053785,-3.9597933724252887,-12.703958184350753,-12.792134142392511,-12.358129454523688,-12.750068243365805,-12.384155117125294,-12.784891418946907,-12.903437561625864,-3.888744209217767,-12.333575627481242,-12.736837535037782,-12.727230413448241,-3.965869081407957,-3.9255858701588635,-13.209503723032892,-12.760200181552902,-13.026548855975065,-12.774174008538107,-12.752532478073555,0.929,0.0307,0.03086,0.899,8.118e-05,0.07200000000000001,0.0,0.03078,-0.5041,-0.6215,-0.1711,-0.1355,-0.208,-0.446,-0.3916,-0.5278,-0.5746
BH_OBS_184,BH,BH0027,J1745-2900          ,337.0,-3.5371529641683264,-5.8271053022478245,-3.6170828649124687,-3.549135307620234,-5.703993330686327,-6.845185445931996,-3.5920994598573657,-7.650978616137965,-5.9995659225206825,-3.5620909644605017,-3.6039751033914067,-6.363211310965625,-11.99743447386019,-12.022661144281766,-11.712870379280892,-14.406603157699793,-11.726073219899476,-16.249571873673567,-11.6929320493387,-3.950642172522033,-11.701146923590295,-15.308653235865178,-14.283329024439864,-3.9858147618210955,-3.967685916152705,-11.71783122169536,-15.454514861435294,-11.704872914747806,-14.579219380451436,-12.009447935874741,0.6843333333333333,0.057274300000000014,0.05775033333333333,0.7683333333333332,0.00014998666666666668,0.268,0.6666666666666666,0.057421166666666676,0.9838,0.9975,0.9994,1.0,0.5565,0.9881,0.9913,1.0,0.9994
PULSAR_OBS_121,PULSAR,PL0024,PSR J0737-3039,19.99,-4.758951849328357,-5.656394491895827,-6.441171475182989,-4.781989957015637,-5.610302451793613,-5.022962664775319,-6.17789733135308,-5.050951707684336,-5.707965564005264,-4.806041021980814,-6.286257521590918,-4.996539467890494,-13.801392392450627,-13.873725692113016,-13.602755418989613,-14.284163724835004,-13.627087997029893,-13.796695083861515,-14.452102282436902,-4.914802928264634,-13.579879151914295,-13.742561433140187,-14.23807216157947,-4.985445021459191,-4.9487062100594414,-14.72010501998836,-13.768785352037401,-14.562090964460502,-14.335640125448856,-13.835891131557574,0.28700000000000003,0.00251942,0.0027139000000000004,0.4474,3.81908e-05,0.2234,0.0,0.00254608,-0.7114,-0.9238,-0.6221,-0.5828,-0.6602,-0.6196,-0.5253,-0.8676,-0.8969
CV_OBS_508,CV,CV0081,CXOGLB J002406.0-72045,25.99,-4.69637202361611,-5.449527042893436,-5.3951262294473645,-4.735182176990463,-5.387746093903563,-5.36997914888659,-5.2573534100612624,-5.452471423540218,-5.521433504406158,-4.778064400171995,-5.320844758716646,-5.300682698978617,-13.619897345482835,-13.759445759855492,-13.322393047279506,-14.061580354206807,-13.365019199948776,-14.191316490871033,-13.427476902150365,-5.060191314193792,-13.283495836226782,-14.0395292224657,-14.0,-5.230194499350255,-5.135868796054744,-13.565271458220243,-14.108797172739706,-13.490931954982836,-14.13353543402826,-13.683652171266901,0.57125,0.002204,0.0030575000000000003,0.7037500000000001,0.00014602250000000005,0.3845,0.5,0.002292,0.0443,-0.0581,-0.0962,0.0181,-0.2055,0.1512,0.2542,0.1705,0.0562
PULSAR_OBS_201,PULSAR,PL0072,PSR J1709-4429,50.09,-3.8934691461776185,-4.659952682338607,-4.8386319977650265,-3.9143527117031436,-4.623058242853241,-4.373762314853098,-4.727462222624761,-4.403402904373539,-4.700274846024363,-3.936291440608583,-4.777803953698281,-4.3460160926259315,-12.984581560112364,-13.052362511424697,-12.623423042943488,-13.309360988284032,-12.645891560852599,-13.236946559700383,-12.835052627378161,-4.356166495829691,-12.602059991327966,-13.179535809422314,-13.272458742971445,-4.416372812565771,-4.385014247515226,-12.944621668625,-13.207258214165252,-12.884722408604098,-13.34978964533964,-13.016690416824472,0.5362,0.0168118,2860.0184582,0.6327999999999999,238.00087246400003,0.3218,0.2,22.717582999999998,-0.2092,-0.4928,-0.3198,-0.2717,-0.3679,-0.1337,-0.0606,-0.3791,-0.4347
CV_OBS_127,CV,CV0011,[HPH2013] 143         ,10.38,-6.571379327328062,0.0,0.0,0.0,0.0,-6.875495775165717,-6.862645888629268,0.0,0.0,0.0,0.0,-6.586030028251939,-13.158720950306122,-13.321709298281958,0.0,0.0,0.0,0.0,-15.123608938180812,-4.940011772011422,-15.335546071418845,-15.47560387789616,0.0,-5.106932110085031,-5.017805680085154,0.0,0.0,0.0,0.0,-13.23414525253421,0.828,0.0005251,0.00312,0.767,0.000528,0.992,7.0,0.0009426,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-0.0893,-0.9994
PULSAR_OBS_217,PULSAR,PL0079,PSR J1741-205,98.07,-3.8184422261372135,-4.508638306165727,-4.834162375309872,-3.8309136425129773,-4.487315603782836,-4.126098402135538,-4.758951849328357,-4.14417809459397,-4.532687937019448,-3.8446639625349377,-4.794795636051855,-4.108685600617857,-12.56250628576667,-12.613162292045994,-12.48214458106997,-13.124822940185295,-12.495801081460554,-12.795066477645856,-13.020087589665284,-3.876906586851121,-12.469544156415324,-12.760450279159524,-13.103418672494268,-3.928980075794362,-3.9020212015920688,-13.094960071923788,-12.776763726897002,-13.055912320584564,-13.148802823825841,-12.586385109492896,0.5114000000000001,0.0208552,0.0209652,0.5274000000000001,5.12952e-05,0.07200000000000001,0.0,0.0209098,-0.3579,-0.6727,-0.416,-0.3891,-0.4416,-0.3148,-0.2705,-0.619,-0.6458
BH_OBS_0,BH,BH0001,1A 0620-00          ,23.63,-5.0090399003178,-5.814174640387037,-5.8338660296948905,-5.048711062722329,-5.745210312602791,-5.578396073130169,-5.6552148773673405,-5.640923773940737,-5.896538377905295,-5.092427421201449,-5.732359017654084,-5.523748203992967,-14.102266272271356,-14.232231357465015,-13.769551078621724,-14.414877813693185,-13.81559251458768,-14.473531487530522,-13.944621668625,-5.451657269497613,-13.727926212499993,-14.354675998437704,-14.347947151751894,-5.573147292964632,-5.507566502162335,-14.135963817274225,-14.40837896178668,-14.029792641193144,-14.499900808084275,-14.161932082639911,0.4978,0.00118278,0.00253714,0.5988,0.000121256,0.4218,1.0,0.00125702,-0.0381,-0.2954,-0.2673,-0.1655,-0.3679,0.0974,0.2255,-0.0606,-0.1761
CV_OBS_276,CV,CV0037,[HPH2013] 50          ,9.94,-5.689731633367553,-6.1398954752791095,-7.209206678049003,-5.726796519243045,-6.1494762911210055,-5.762205006726076,-5.9542859410591324,-7.063134541024377,-7.397965407228395,-6.471561078441099,-5.997652145651894,-5.472112434047295,-13.621772943033006,-15.952586270814686,-14.156406880139668,-14.83052140419469,-14.740470569436527,-15.066402516664898,-14.096367483915765,-4.449931203012887,-14.546375926408553,-14.415895029600547,-14.664943480560913,-7.762104545360396,-6.461175011062096,-15.139353012883312,-14.716925025264528,-14.099908597069255,-16.086621048024654,-15.415895029600547,0.8135799999999993,0.0029626566666666678,0.004880866666666661,0.8915599999999994,0.0008188553333333335,0.6035933333333342,0.8099999999999998,0.0032898533333333303,-0.1705,-1.0,-0.9994,-0.4603,-1.0,0.9994,1.0,-0.278,-0.9994
PULSAR_OBS_226,PULSAR,PL0081,PSR J1745-2900,107.91,-4.6516951369518384,-6.585695311871668,-4.830325565941193,-4.668167955563751,-6.484126156288321,-7.04639031007244,-4.794524963259109,-7.704955250110818,-6.718285029972705,-4.686554629573586,-4.812197361281581,-7.353694319715241,-13.259943477566367,-13.295824250182244,-12.883392256011753,-15.072270440228346,-12.901702463505304,-16.574427480965706,-12.861066059743075,-5.09783071540032,-12.867100230055517,-16.30715308072277,-14.971835580575528,-5.148114518187144,-5.122383352797301,-12.896196279044045,-15.759028048644126,-12.877784121727176,-15.211336786879144,-13.27712481494525,0.999,0.0054435,0.010645,0.9485,0.00109645,0.6485000000000001,4.5,0.006699500000000001,0.9588,0.995,0.9994,1.0,0.7077,0.9669,0.975,1.0,0.9994
PULSAR_OBS_237,PULSAR,PL0081,PSR J1745-2900,107.91,-4.5528419686577815,-6.511514204889778,-4.7572101905213255,-4.5805399272139296,-6.313497244964062,-6.572676213642754,-4.697452627512513,-7.0497812333581376,-7.015729482663279,-4.612254340391137,-4.725380380908762,-6.350859935855781,-13.06279314610287,-13.126211199808074,-12.798876102792619,-14.928461825138774,-12.82885884897162,-15.653060537301009,-12.76145211231867,-4.880795265440349,-12.770574152079305,-14.98171569157347,-14.750284663243484,-4.978819283501056,-4.9454108820860965,-12.822175028135321,-15.198870812420294,-12.789681480173767,-15.615317436463776,-13.094429957522008,1.0,0.0020045,0.039025,1.0,0.0077795,1.0,10.0,0.0079075,0.9520250000000008,0.9538,-0.3233730000000001,0.25616999999999984,-0.6558310000000002,0.9675359999999992,0.984731,0.9888,0.9719
CV_OBS_158,CV,CV0014,[HPH2013] 150         ,16.28,-4.80493100353141,0.0,0.0,-4.931814138253839,-6.159454812363161,-4.888065723667318,-5.954677021213343,-5.068338760315519,0.0,-5.1122139651616285,0.0,-4.761201437286083,-13.37523539363945,-13.977654123730119,-13.397614409894896,0.0,-13.577738549186401,-13.581698708680255,-14.09663866374468,-4.251962916554223,-13.27059220303693,-13.274415027729304,-14.661742769753745,-5.366875075889938,-4.523342239968838,0.0,-13.401428336517858,0.0,0.0,-13.797457195206075,0.748,0.001744,0.003994,0.953,0.0007428999999999999,0.574,1.0,0.002553,-0.138,-1.0,-0.9994,-0.8988,-1.0,0.9994,1.0,-0.8413,-0.9994
CV_OBS_485,CV,CV0079,CXOGLB J002405.3-72042,10.2,-5.802443786846464,-6.650722472532045,-6.735890843694191,-5.933674074637962,-6.4533339749298175,-6.619607839942972,-6.215739417433916,-7.1893642997244624,-7.055369298143723,-6.13608262304214,-6.3959900675877694,-6.391046300724138,-14.528345305929642,-14.969637120116547,-14.406160338918733,-15.334606649720287,-14.608535588160901,-16.044023777751676,-14.288445831749833,-6.025304128090317,-14.274823698580866,-15.178683029408903,-15.137153340017061,-6.670646874601037,-6.391388399585389,-14.808548985535106,-15.424235019463277,-14.46864883541694,-15.739213331345027,-14.690194234280884,0.7390000000000001,0.00019875,0.00029095,0.5535,1.10585e-05,0.4765,0.0,0.0002026,-0.0231,-0.1393,-0.1237,0.3142,-0.4978,0.3385,0.639,0.604,0.2436
CV_OBS_783,CV,CV0110,XMMSL2 J004231.9+41162,174.76,-3.6010189333418685,-4.270025714300444,-4.2473370568790285,-3.6341377845974447,-4.22018713682942,-4.2019712065959265,-4.136736636349518,-4.283495836226783,-4.326242063450423,-3.6701954778359305,-4.1885590563258415,-4.13335827943396,-12.499209343600974,-12.598806315369975,-12.156393528075487,-12.910448117113544,-12.191721490417233,-12.976336081802206,-12.28424728317714,-3.7377957925931504,-12.123724411322119,-12.826231176863349,-12.860750782428394,-4.131332055097529,-4.082504993463981,-12.39491053811842,-12.894830572000668,-12.336110701377336,-12.96697855531709,-12.550028189433107,0.36325,0.027585,0.02875,0.41325,0.0005700825,0.17825,0.0,0.0281525,0.0094,-0.0918,-0.0849,0.0194,-0.1855,0.0949,0.1793,0.1156,0.01
NS_OBS_41,NS,NS0001,1A 1742-289         ,167.36,-5.8996294548824375,0.0,-7.6742791419805885,-6.190574971202966,-6.5705707356182135,0.0,-6.030863766403288,0.0,0.0,-7.532984181561567,-6.3125602254541056,-6.2530545903848935,-14.782213471126573,-16.23507701535011,-14.874518734299405,0.0,-15.935167780261429,0.0,-14.590574131328554,-6.12225442361857,-14.592779107072609,-15.137391636035053,-15.122168108507106,-7.898940645091884,-6.548328675440357,-15.93292914395463,0.0,-14.872247484167024,0.0,-15.17441162014103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3666,0.0169,-0.9994,0.0119,-1.0,0.9994,1.0,1.0,0.9994
NS_OBS_312,NS,NS0046,XMMU J004245.2+41172,4.71,-6.134126471792184,-6.8474059220725305,-6.785421046429501,-6.306712842994345,-6.6343248595440825,-6.313233655403378,-6.283412422324308,-6.997884304138662,-7.324588306285138,-6.597222930389652,-6.459420283495545,-6.725194893944582,-14.742953731691408,-15.241037669824614,-14.784626847216575,-15.368657713516063,-15.06555205105103,-16.07709381658118,-14.636576067082824,-6.304781081094849,-14.61564658586249,-15.563237324404323,-15.161087972594002,-6.810547119026213,-6.4846561069116175,-15.148435917736512,-15.17169576924818,-14.821023052706833,-15.818728228440538,-14.923250359375999,0.5748741666666668,0.0005650945833333332,0.003512260416666669,0.4927266666666663,0.00019668305,0.4472533333333334,0.2383333333333333,0.0007991396666666668,0.1255,0.034061999999999995,-0.050145000000000016,0.7005840000000001,-0.42128199999999977,0.471,0.7402,0.9846870000000001,0.6595380000000004
CV_OBS_700,CV,CV0110,XMMSL2 J004231.9+41162,174.76,-3.486915639534857,-4.210137369953618,-4.114865033936566,-3.5165553519014647,-4.164246032480617,-4.132061349109216,-4.0196329738152246,-4.198527686478529,-4.261457259071215,-3.5485205948751384,-4.0646439070544265,-4.07448164182257,-12.430607361107654,-12.518844129171965,-12.082127044801151,-12.816445466381138,-12.113960724433555,-12.996108833763087,-12.198596289982646,-3.8920239053034376,-12.054236076888824,-12.872895201635195,-12.770574152079305,-4.019869314665597,-3.9779925168098496,-12.293879890297296,-12.930331903088405,-12.243592127451036,-12.867740310468955,-12.476669823162224,0.50475,0.034555,0.0362325,0.68475,0.0005369249999999999,0.1255,0.0,0.035362500000000005,0.0893,-0.0131,-0.0949,-0.0069,-0.1818,0.1661,0.2405,0.1605,0.0725
CV_OBS_137,CV,CV0013,[HPH2013] 146         ,12.98,-6.136736636349517,-6.856048883576037,0.0,-6.381847266621481,-6.600845666041782,-6.681102285372512,0.0,-7.4940364819818726,-7.555174800490253,-7.066107964235789,0.0,-6.4148778136931845,-14.142366014849992,-14.260668007928347,0.0,-15.56019378860667,0.0,-16.92190584959359,0.0,-5.215823286832617,-15.478861916295966,-15.288361461767652,-15.306976932076305,-5.336398238846657,-5.271792360334458,0.0,-15.579384229374234,0.0,-16.338376590770768,-14.200337295981386,0.733,0.002389,0.005559000000000001,0.84,0.0004897,0.484,0.0,0.002746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CV_OBS_427,CV,CV0073,CXOGLB J002403.6-72045,12.38,-5.282495925235798,-6.035080705713358,-6.554649150508116,-5.462306805632608,-5.7920964696139485,-5.737786294523582,-6.131943638176957,-6.0953926361845525,-6.695078838099108,-5.79805693659835,-6.267052143615612,-5.544546031221372,-14.387074932262307,-15.111240336253779,-14.577574323628795,-14.706195640080665,-15.179601477296018,-14.926648297613099,-14.276973126412535,-5.584425737130156,-14.343422708603885,-14.359319846722336,-14.468904453129973,-6.284564951577138,-5.906550296742733,-14.670201139379866,-14.54928912185308,-14.433252676672915,-15.32166375326782,-14.605840281861687,0.155,0.001363,0.00182,0.391,0.0001111,0.362,0.0,0.001434,-1.0,-1.0,-0.3323,0.0618,-0.669,-0.9994,-0.1555,-0.4279,-0.9994
CV_OBS_343,CV,CV0060,2XMM J180507.1-274308 ,5.41,-4.402085528797471,-5.057148993445662,-5.2848326421515415,-4.489186989487504,-4.943857737940948,-5.2608233680892695,-4.916855856856948,-5.675717544702308,-5.210983673206625,-4.605373235727791,-5.0629838925351835,-5.059483515067432,-13.335015048467646,-13.809388202186394,-13.218603694803207,-13.66394072213365,-13.447088549783487,-14.20992605157372,-13.191316490871033,-4.551262770555608,-13.06971335275448,-14.139302725947962,-13.550521600812635,-5.11620233696512,-4.956072132008236,-13.95467702121334,-14.095392636184526,-13.423313194799006,-13.817585347565446,-13.523385717967491,0.627,0.0050815,0.015919000000000003,0.44,0.001898,0.706,1.5,0.006577500000000001,-0.2367,-0.1418,0.1549,0.4716,-0.1205,0.02,0.2517,0.5141,0.1799
PULSAR_OBS_312,PULSAR,PL0094,PSR J1824-2452,5.53,-6.276955008356555,-6.664742743565467,-6.596553563423059,-5.77710634544733,-6.382999658879101,-6.382843212704942,-6.655607726314889,-7.054451877791902,-8.02645653146751,-5.937063111698817,-6.316186121022303,-6.774949303861951,-15.083572373125401,-16.942333896090172,-14.171617489344474,-15.27950993154995,-14.40957479406021,-16.153094592998094,-14.176079833478026,-6.373844478119088,-15.190507623062658,-15.125874306427296,-14.997833938243492,-8.725426535803528,-7.363712747901487,-14.646033762086205,-15.409018395673735,-14.302265254578733,-16.64130390042619,-15.580539927213929,0.4791866666666666,0.0006351706533333329,0.0037157194999999977,0.3938478333333334,0.0004310970650000008,0.5447613333333328,0.488,0.0013784404500000002,-1.0,-1.0,0.9994,1.0,0.1818,-0.9994,-0.0481,1.0,0.9981
CV_OBS_383,CV,CV0069,CXOGLB J002402.1-72054,46.73,-4.427360702957187,-5.192194467729376,-5.234629519708352,-4.498256270372005,-5.085445301482366,-5.131473113231796,-4.966576244513051,-5.303643611266668,-5.334043970546043,-4.583026827396964,-5.076548730360349,-5.00850811108984,-13.380608194505932,-13.60174741181612,-13.09231997575758,-13.805208242278075,-13.177308989223945,-13.997402019280093,-13.160710543993853,-4.719012110995354,-13.021317434843054,-13.702239488900867,-13.6985359268567,-5.069601185972512,-4.859391408374949,-13.428757149439775,-13.825068406471555,-13.270673190353143,-13.947306058075032,-13.481249236805198,0.4125,0.003489775,0.0050905,0.48425,0.0006262749999999999,0.474,1.5,0.00407775,-0.0481,-0.1518,-0.0912,0.123,-0.2917,0.1487,0.3354,0.273,0.0612
BH_OBS_192,BH,BH0030,SAXWFC J1819.4-2524.,2.24,-6.214527796693613,0.0,-7.952725132615821,-6.476123524361869,-6.9825492704894625,-6.809948582240794,-6.447575154295914,-8.040433953362072,0.0,-7.235749124561226,-6.722390785695909,-6.535212480354062,-14.807098173890436,-16.374867684813925,-14.9434762759209,0.0,-15.808828544271442,-16.871923987331286,-14.723308471154963,-6.2850502623023665,-14.673050005834002,-15.366733588844571,0.0,-7.8048146160125125,-6.867420152340263,0.0,-15.641494088509765,0.0,0.0,-15.466196177528095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3242,-0.3654,-0.9994,-0.2342,-1.0,0.9994,1.0,0.6302,0.1636
CV_OBS_718,CV,CV0110,XMMSL2 J004231.9+41162,174.76,-3.6263525277907824,-4.307681955740721,-4.324588306285136,-3.6589613683224775,-4.259006068415114,-4.248259126189098,-4.208800753501125,-4.3218459619895615,-4.362610349870788,-3.6942188487450176,-4.262886905694039,-4.185286387304023,-12.539664549375837,-12.643477379858885,-12.20342566678957,-12.88706002391592,-12.238748925691338,-13.135726303195622,-12.321117585329265,-3.890097624591913,-12.170696227168975,-12.999132278468773,-12.838332587562265,-4.1295141600953365,-3.993542515361817,-12.436993812938207,-13.062081097352221,-12.37520242103924,-12.941953769604714,-12.588494774336267,0.3945,0.02706,0.027795,0.59575,0.00030975,0.13174999999999998,0.0,0.0274225,-0.0356,-0.1218,-0.0762,0.0219,-0.1693,0.0525,0.1393,0.0768,-0.0237
CV_OBS_566,CV,CV0085,CXOGLB J002407.9-72045,16.47,-5.394371777992381,-6.121305899603891,-6.599289363226768,-5.444542782795351,-6.039624368589842,-5.8591778198906885,-6.272784179091508,-5.938924676370207,-6.221993538576491,-5.501138311007116,-6.401866354186763,-5.7920964696139485,-14.534542789424288,-14.711218854751532,-14.237696636712231,-14.74521031260279,-14.297138829427073,-14.739928612014925,-14.548367052543009,-5.796874603964066,-14.185486047631766,-14.593289541390215,-14.663740447985807,-5.966552117712016,-5.872668390619978,-14.882066164960358,-14.660548558693561,-14.679645967182328,-14.845880474484153,-14.613208630668595,0.7562500000000001,0.000594625,0.00112275,0.72075,6.5523e-05,0.48375,0.25,0.0006243749999999999,-0.4841,-0.6827,-0.2948,-0.1743,-0.4104,-0.3073,-0.1255,-0.4179,-0.5547
PULSAR_OBS_265,PULSAR,PL0081,PSR J1745-2900,107.91,-4.488517711373999,-6.422623108082986,-4.671416550285798,-4.531800413927387,-6.200728391650128,-6.44891613481422,-4.572351628813069,-7.189297139052884,-6.945386945443113,-4.579879151914297,-4.6190655366692965,-6.200314909090898,-13.088301325751548,-13.190380632886354,-12.728855682050922,-15.08008551934057,-12.77858576215766,-15.939679971311715,-12.704652851666381,-4.8690271630962405,-12.684029654543085,-14.939679971311715,-14.84345084866822,-5.019559643399049,-4.965262482185966,-12.807711387431883,-15.199420378430867,-12.753255290276158,-15.63940658643475,-13.137077827465019,0.3675,0.020125,0.02026,0.38,4.8705e-05,0.054000000000000006,0.0,0.020195,0.9475,0.945,-0.0375,0.4191,-0.4616,0.9694,0.9875,0.99,0.9706
