obs_id,class,src_id,src_n,significance,photflux_aper_hilim_b,photflux_aper_m,photflux_aper_lolim_h,photflux_aper_b,photflux_aper_hilim_m,photflux_aper_s,photflux_aper_hilim_h,photflux_aper_lolim_s,photflux_aper_lolim_m,photflux_aper_lolim_b,photflux_aper_h,photflux_aper_hilim_s,flux_aper_hilim,flux_aper_lolim,flux_aper_b,flux_aper_m,flux_aper_lolim_b,flux_aper_lolim_s,flux_aper_hilim_h,photflux_aper_hilim,flux_aper_hilim_b,flux_aper_hilim_s,flux_aper_hilim_m,photflux_aper_lolim,photflux_aper,flux_aper_lolim_h,flux_aper_s,flux_aper_h,flux_aper_lolim_m,flux_aper,kp_prob,var_min,var_max,ks_prob,var_sigma,var_prob,var_index,var_mean,hard_hm_lolim,hard_hs_lolim,hard_ms,hard_ms_hilim,hard_ms_lolim,hard_hm,hard_hm_hilim,hard_hs_hilim,hard_hs
PULSAR_OBS_5,PULSAR,PL0003,PSR J0100-7211,65.51,-3.48439105076552,-4.173148052179356,-4.4432152176929725,-3.505288974794737,-4.140501441812224,-4.0073581301216015,-4.318758762624412,-4.0385789059335515,-4.20844969497267,-3.5270973481963366,-4.374687549038327,-3.9783972839717583,-12.57449186403773,-12.67079337436675,-12.23381030668984,-12.804931003531413,-12.265040238727556,-12.853561864714225,-12.470441326978836,-3.921079408845807,-12.204676235670686,-12.792904459580786,-12.772113295386324,-3.990753126041217,-3.9544032281324215,-12.655214877367339,-12.822175028135321,-12.550367349529926,-12.840432806766383,-12.619343834428987,0.6094,0.037883200000000006,0.04115200000000002,0.5980000000000001,0.0006076499999999999,0.17959999999999998,0.2,0.038441,-0.3029,-0.4653,-0.1886,-0.1393,-0.2367,-0.2261,-0.1518,-0.3342,-0.3985
PULSAR_OBS_214,PULSAR,PL0079,PSR J1741-205,98.07,-3.8085489855351047,-4.513569521145567,-4.7677664788852665,-3.8175853475654464,-4.4971633613789965,-4.113396485713288,-4.715569266155481,-4.126446906486382,-4.530472520812986,-3.8276890314780463,-4.740167300936516,-4.1007815821486275,-12.430797032363234,-12.472932339451944,-12.459045191073868,-13.128427064454119,-12.468904453129973,-12.784891418946907,-12.95467702121334,-3.909904264531737,-12.449894000652408,-12.759201228882668,-13.111989087754967,-3.9474676502972383,-3.9281474373856993,-13.00665196007674,-12.771856392402258,-12.980053318321161,-13.14545106418705,-12.450825017048242,0.3646,0.0213912,0.0214198,0.3924,1.479e-05,0.0546,0.0,0.021406400000000003,-0.2854,-0.6377,-0.4322,-0.4141,-0.4516,-0.2536,-0.2205,-0.5978,-0.6184
NS_OBS_390,NS,NS0071,SAXWFC J1748.1-2446.,2.75,-6.586197483230648,-7.133913763125402,-6.012278626418812,-6.8873949984654255,-7.12953756841108,-6.862013267276469,-6.975104039892515,-7.862013267276469,-7.49834123677929,-7.553964423439382,-6.658717027216683,-6.583193128177055,-15.201335545728734,-17.39383368539238,-15.228332902933175,-15.707561374912428,-14.074672090075751,-16.694863681056358,-15.012378417874515,-6.215167396325658,-15.549904924128398,-15.416234631715,-15.648203693102975,-8.560983271612487,-7.272458742971443,-14.125992964710875,-15.69486368105636,-13.976911484983782,-15.481283311809634,-16.39383368539238,0.2736699999999996,0.0006766473333333331,0.0011635293333333325,0.26325999999999994,6.050350000000002e-05,0.4228100000000003,0.10666666666666663,0.0007476696666666662,-0.2105,-1.0,-0.9994,-0.3442,-1.0,0.9994,1.0,-0.1818,-0.9994
CV_OBS_96,CV,CV0006,[HPH2013] 123         ,23.44,-6.7862167006646965,0.0,0.0,0.0,0.0,0.0,-6.869344650977969,0.0,0.0,0.0,0.0,-6.854803593885817,-12.674257294461007,-12.830987208106768,0.0,0.0,0.0,0.0,-15.169732199066358,-4.895782699400632,-15.266722466067419,-15.371611069949687,0.0,-5.056011124926228,-4.970819211092453,0.0,0.0,0.0,0.0,-12.746117045095644,0.321,0.001012,0.001056,0.232,1.93e-05,0.156,0.0,0.001032,0.0,-0.7964,0.0,0.0,0.0,0.0,0.0,0.5191,-0.1074
CV_OBS_556,CV,CV0084,CXOGLB J002407.7-72052,8.88,-5.55579901113584,-6.343717770148432,-6.768424207236061,-5.766749990458901,-6.468521082957745,-5.905878404159439,-6.270430273698031,-6.310424784240063,-6.628639884724195,-6.1926679607088095,-6.509329901973789,-5.700057099977232,-14.497231587674309,-15.134096900792828,-14.721246399047173,-14.929443770854967,-15.171211251815047,-15.099906098456602,-14.619521112657496,-5.818928542177383,-14.505011026316831,-14.489589051989824,-14.817590840743101,-6.645507399410564,-6.22870655737094,-15.092782297994873,-14.695294101787233,-14.768112320267146,-15.263340588393591,-14.708076424116115,0.6928331666666669,0.0005612780933333334,0.0008621310166666668,0.5601933333333331,5.8215943000000024e-05,0.5089719999999999,0.4459999999999999,0.000636848566666666,-0.1593,-1.0,-0.9994,-0.5703,-1.0,0.9994,1.0,-0.3991,-0.9994
CV_OBS_393,CV,CV0070,CXOGLB J002402.5-72051,22.52,-5.395881993807964,-6.117589315626033,-6.889410289700751,-5.480303232840147,-5.99481948749622,-5.88907375773358,-6.287434472126693,-6.053990115234235,-6.289713352297107,-5.591590421531572,-6.484921324924077,-5.770062314092066,-14.489334369189393,-14.802558438085663,-14.25165689551245,-14.717151397165356,-14.363010898187769,-14.819874124835945,-14.520424689825013,-5.6305651945897806,-14.167363372403296,-14.535808629359,-14.594312213327225,-6.0679221513585935,-5.792462572141884,-15.148802823825841,-14.655018586072742,-14.722849386036206,-14.889410289700749,-14.615492468244755,0.21066666666666667,0.0004617000000000001,0.0008007,0.13433333333333333,5.679e-05,0.4493333333333333,0.0,0.0005089666666666667,-0.6552,-0.8001,-0.2723,-0.0556,-0.4691,-0.3935,-0.1118,-0.3829,-0.6096
NS_OBS_232,NS,NS0044,XMMU J004245.2+41172,49.26,-4.9299621333922445,-5.949620243738543,-6.22438955199364,-5.101988261202498,-5.648590248074561,-5.405607449624573,-5.359121221298381,-6.0253962079129675,-6.867511910390692,-5.4148778136931845,-5.604673606930648,-5.1601450153981165,-13.532403732246713,-14.70672983938753,-13.871923987331286,-14.770318157682324,-14.184820869860582,-15.012736045877766,-13.788879458741945,-4.3900088247796205,-13.699621935129294,-14.147398030661767,-14.482276405166266,-5.967647215159576,-5.5101820916985496,-14.65403845818686,-14.392974121565215,-14.034328028779893,-16.00082594441151,-14.245452913004474,0.094,0.0014119999999999998,0.004485,0.08800000000000001,0.000503,0.484,0.0,0.001841,-0.0331,-0.679,-0.6621,-0.2492,-0.9138,0.436,0.7914,0.1393,-0.3186
NS_OBS_369,NS,NS0068,SAXWFC J1744.9-2921.,9.04,0.0,0.0,-5.762456261857126,0.0,0.0,0.0,-5.426548177964515,0.0,0.0,0.0,-5.5583048643592825,0.0,-13.33338843158097,-13.661543506395395,0.0,0.0,0.0,0.0,-13.33338843158097,-5.426548177964515,0.0,0.0,0.0,-5.762456261857126,-5.5583048643592825,-13.661543506395395,0.0,-13.462810773756356,0.0,-13.462810773756356,0.336,0.0007976,0.002129,0.451,0.00017409999999999998,0.74,2.0,0.0008791000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PULSAR_OBS_62,PULSAR,PL0014,PSR J0525-6607,117.49,-3.2985183643790728,-3.876148359032913,-4.041627267521394,-3.305833704066801,-3.8655041441653264,-3.8629625452104883,-4.0116640441439495,-3.876475019057268,-3.88706002391592,-3.3132743789254584,-4.026364226582594,-3.8498578381514412,-12.355945650409186,-12.380161908660526,-11.983802646487561,-12.488116639021126,-11.99097425791309,-12.670195477835927,-12.286509456906055,-3.7355080200583215,-11.976747540366285,-12.643400564275026,-12.47755576649368,-3.760720546440589,-3.7478365644465055,-12.316412682427233,-12.656591406196144,-12.30120374820957,-12.498940737782247,-12.367885014090902,0.6252,0.07211519999999999,0.0722768,0.4332000000000001,4.1604e-05,0.07720000000000002,0.0,0.072142,-0.1905,-0.208,-0.015,0.0031,-0.0344,-0.1711,-0.1505,-0.1643,-0.1861
PULSAR_OBS_315,PULSAR,PL0094,PSR J1824-2452,5.53,-5.873868592738018,-6.709965388637482,-6.631899148290649,-5.988852639224203,-6.520280764560429,-6.719194071606332,-6.240709966975696,-7.209292712672322,-7.054482177922161,-6.146119349875457,-6.393726146830013,-6.494850021680094,-14.477694032390266,-14.963746484478767,-14.375408540873153,-15.350665141287855,-14.526075306583845,-15.998266287191,-14.27188981589966,-6.18972714692925,-14.263762901095273,-15.283662712110452,-15.157203604824419,-6.658498209504348,-6.4399019925737,-14.663140179083193,-15.508078287413847,-14.424812155072338,-15.733063088840828,-14.757985610074215,0.051,0.0004799,0.0006775,0.038,2.784e-05,0.355,0.0,0.0004893,0.0606,0.0119,-0.0487,0.3666,-0.4229,0.3598,0.639,0.659,0.336
CV_OBS_679,CV,CV0095,CXOU J192035.7+374452 ,10.9,-4.876148359032914,-5.68277265082358,-5.630413109263656,-4.913996294381618,-5.618343517414213,-5.3801764995427215,-5.483993769613953,-5.451856362565154,-5.758204568704803,-4.9558523791212785,-5.551139154392558,-5.322119418488409,-13.728820791019592,-13.841042269059145,-13.479778564118039,-14.269137007953509,-13.523893283159804,-14.265360161012303,-13.601712694642599,-5.278981230905604,-13.442011851775089,-14.134540677338036,-14.208309350979881,-5.427360702957187,-5.371733711588919,-13.749579997691104,-14.195043200142507,-13.667359589612534,-14.344765492965706,-13.779872290664553,0.56225,0.00150155,0.00222075,0.61,0.00013183,0.38925,0.5,0.0015998000000000002,0.0418,-0.2917,-0.3323,-0.2342,-0.4216,0.1549,0.2605,-0.0818,-0.1886
PULSAR_OBS_164,PULSAR,PL0053,PSR J1418-605,12.04,-4.714442690992227,-5.757210190521324,-4.993533957750769,-4.777803953698281,-5.625801742070918,-6.782516055786108,-4.84103473961659,-7.299209778625669,-5.959397659885927,-4.852014679316195,-4.910801633194851,-6.366531544420414,-13.248958282796725,-13.397657808963773,-12.924453038607464,-14.35822852934604,-12.998266287191,-16.24435378054334,-12.86359655186601,-5.119369307061522,-12.861381566100507,-15.226725651662544,-14.226945306635738,-5.295712178548907,-5.211704329916817,-13.013317820220495,-15.642255674819598,-12.93218548883816,-14.560667306169734,-13.318246958739607,0.527,0.0037723333333333337,0.0046736666666666645,0.2393333333333333,0.00017002333333333332,0.3046666666666667,0.3333333333333333,0.0039381,0.6665,0.9338,0.9994,1.0,0.604,0.757,0.8364,1.0,0.9994
BH_OBS_187,BH,BH0028,KV UMA              ,12.97,-5.151195298948196,-5.849243560139692,-6.192600287240515,-5.1936843301918865,-5.784362436564939,-5.5347659050119855,-5.949620243738543,-5.60519822283729,-5.930331903088405,-5.240785568765756,-6.050707598587973,-5.477555766493679,-14.036259381142116,-14.219610671529047,-13.855114581712856,-14.463820467862776,-13.903089986991944,-14.328549445787505,-14.192532624315724,-5.312364038953534,-13.811634073936851,-14.207748428096735,-14.3981572102179,-5.518620441942537,-5.400973266290048,-14.435570673002017,-14.264002115908207,-14.293709042741234,-14.546528766277065,-14.117737369917386,0.4924000000000001,0.0008531200000000001,0.00099896,0.2928,2.13724e-05,0.314,0.2,0.00086582,-0.3641,-0.6365,-0.3523,-0.2567,-0.4441,-0.2186,-0.0756,-0.4254,-0.5347
PULSAR_OBS_63,PULSAR,PL0015,PSR J0537-6910,519.42,-3.1739900222088995,-3.7920964696139485,-3.6489771474158763,-3.180192935409244,-3.7825160557860937,-4.01972385892216,-3.6289321377282637,-4.033764375901418,-3.802168306671097,-3.1864857284581167,-3.6388390048049737,-4.006167133386014,-12.071899240453074,-12.088745418534234,-11.686343653381968,-12.395018370392568,-11.692717952966651,-12.844360366240226,-11.80271944187438,-3.627511456506976,-11.680269505669775,-12.817015032996418,-12.385419133002515,-3.6451308669399554,-3.636211330162252,-11.822752163744376,-12.83061950468805,-11.812479279163535,-12.404944910240696,-12.080136284000082,0.493,0.09291208,0.0931176,0.4507999999999999,4.42246e-05,0.1118,0.0,0.09295528,0.1593,0.3966,0.2561,0.2742,0.2392,0.1749,0.1893,0.4279,0.4122
BH_OBS_161,BH,BH0027,J1745-2900          ,337.0,-5.281000362121282,-6.891096872332687,-5.719649306953994,-5.397505931192719,-6.603975103391408,-6.999020140227952,-5.43937612545007,-7.786142709448503,-8.095338542084475,-5.557206774060232,-5.553773598221837,-6.7447274948966935,-14.074785919501489,-14.583239371108446,-13.914709421769937,-15.513286224017515,-14.182302445236974,-16.01824120918788,-13.751536282448967,-5.3985723672957455,-13.756218083906205,-15.592269271973665,-15.222718208328983,-6.028072363702298,-5.858456165779347,-14.189297139052885,-15.859935678708075,-13.912928794093466,-16.835349784065702,-14.306331078102145,0.4535033333333335,0.002453514999999999,0.0037310399999999993,0.4539966666666666,0.0001541956220000001,0.2320550000000001,0.15,0.002805529999999999,0.8264,0.8763,0.5871,1.0,-0.0943,0.9194,0.9825,1.0,0.9994
PULSAR_OBS_119,PULSAR,PL0023,PSR J0734-1559,3.65,-5.368860749743189,0.0,-7.576099081471582,-5.474048658751989,0.0,-5.5699249444480605,-6.34572717290229,-5.723768042078168,0.0,-5.613322716039161,-6.6219656775426685,-5.462432742847325,-14.359977945607893,-14.697091406681825,-14.122455892284055,-15.335264031481294,-14.264321274094096,-14.341893164493609,-14.818156412055226,-5.405604686945816,-14.015697768020097,-14.080660363212587,-15.059035506507199,-5.926424605540688,-5.587128033780012,0.0,-14.1880900195799,0.0,-16.289459552066702,-14.537898621673794,0.8320000000000001,0.0008623,0.0020925,0.7095,0.00021165,0.6435,1.0,0.00099225,0.0,-0.955,0.0,0.0,0.0,0.0,0.0,-0.6889,-0.8420000000000001
PULSAR_OBS_318,PULSAR,PL0095,PSR J1824-2452,92.0,-5.054186873412662,-5.795337488251781,-5.616005210558266,-5.129888844635599,-5.6724367398127225,-6.08196966321512,-5.3693687559795,-6.3949105381184195,-5.96738123914928,-5.228118679809901,-5.4723700991286615,-5.90204892900585,-13.670017691268153,-13.877697271515524,-13.473144012874124,-14.418164075942352,-13.563678299860266,-15.157640426669323,-13.415216621003491,-5.385155492806289,-13.398265851739895,-14.695940533782403,-14.293196902962661,-5.6101342904049885,-5.480992823860233,-13.64859024807456,-14.868060704789574,-13.513427849481644,-14.594312213327225,-13.760243938238627,0.735,0.0015167333333333333,0.002179,0.7723333333333334,0.0001337533333333333,0.3393333333333333,0.0,0.0016072333333333336,0.1793,0.4229,0.3111,0.5503,0.0493,0.3648,0.5315,0.7701,0.6134
CV_OBS_577,CV,CV0086,CXOGLB J002408.2-72043,12.82,-5.506541949004811,-6.292174431667768,-6.242224508988074,-5.562566556202028,-6.1928033392890525,-6.138346129786089,-6.018679826740893,-6.253988892248074,-6.42969061456412,-5.631713115097869,-6.113114641013992,-6.047110735089071,-14.513764253416104,-14.686799490424724,-14.194839098400564,-14.905528871358356,-14.261933285222533,-15.061630402548193,-14.301464507437995,-5.924788925541298,-14.13679614097137,-14.851397345193904,-14.812479279163535,-6.1150348017992675,-6.022623969345073,-14.520280764560427,-14.940815382368624,-14.3971806575673,-15.032686081712914,-14.592405169489256,0.305,0.00046595,0.0007063,0.27175,2.8735e-05,0.4,0.0,0.0004764999999999999,0.0319,-0.1355,-0.1724,-0.0069,-0.3304,0.2036,0.3641,0.1943,0.0325
NS_OBS_224,NS,NS0044,XMMU J004245.2+41172,49.26,-4.372634143407267,-5.057942316158605,-5.659952682338608,-4.489589051989823,-4.904133546521457,-4.9694002780340485,-5.023145853423782,-5.324771746406936,-5.317584138322641,-4.6501399178076674,-5.233959139618611,-4.776504059037605,-13.346652393399193,-14.095641555864013,-13.460547508450539,-14.028353117935692,-13.62105730138656,-14.276052023568356,-13.604324214730065,-4.221731505933429,-13.343518484209502,-13.727926212499993,-13.874518734299405,-5.166024628720094,-4.937749032923459,-14.241163775253042,-13.920818753952375,-13.8153085691824,-14.288024145648244,-13.84589265682842,0.4256666666666665,0.004329,0.012479333333333334,0.2866666666666667,0.0020399666666666666,0.313,0.0,0.00639,-0.4903,-0.644,-0.1774,0.1593,-0.4678,-0.1574,0.17800000000000002,0.0244,-0.3385
CV_OBS_742,CV,CV0110,XMMSL2 J004231.9+41162,174.76,-3.508778423760717,-4.182368532809485,-4.128602218512516,-3.5368538632736506,-4.140261433802853,-4.190305641283077,-4.0381993608083215,-4.2604276555499085,-4.228927216778805,-3.5668704824195143,-4.081078909908665,-4.129947418306455,-12.379938937598205,-12.468728060818353,-12.034375032890756,-12.754981129262244,-12.064240896254688,-12.919012953089116,-12.16902660267735,-3.750742925071022,-12.00638744206111,-12.788345599446814,-12.712870379280892,-3.994141967555685,-3.853128096914261,-12.259400487188845,-12.848630149752536,-12.211902366619706,-12.80465394165158,-12.421780390505884,0.265,0.0364325,0.03681,0.29525,0.00014963249999999995,0.09575,0.0,0.036614999999999995,0.0481,0.0356,0.0025,0.0931,-0.0843,0.1187,0.1893,0.2105,0.1224
CV_OBS_457,CV,CV0076,CXOGLB J002404.2-72045,120.12,-3.7584535194034516,-4.667561540084395,-4.395342027952129,-3.7659891824128207,-4.6516951369518384,-4.203148250950114,-4.364717362001788,-4.214456630043406,-4.685290307044826,-3.774432286560529,-4.3797598101541695,-4.1928033392890525,-12.655772828899634,-12.678981844744733,-12.29860473098608,-13.280420142286275,-12.306624848974815,-12.976747540366285,-12.446238301609993,-4.111169271957982,-12.291239276309685,-12.95467702121334,-13.264480941184829,-4.136142038116027,-4.123089688655373,-12.476253533188435,-12.96537154337468,-12.460547508450539,-13.298173069602859,-12.66686722421804,0.8004,0.023393200000000003,0.0376982,0.8347999999999999,0.0028863260000000003,0.5192,3.2,0.0258154,0.2967,-0.2205,-0.4884,-0.4716,-0.5053,0.3198,0.3417,-0.1805,-0.2011
CV_OBS_286,CV,CV0037,[HPH2013] 50          ,9.94,-5.684029654543082,-6.138818842349242,-7.2993828043179425,-5.717562345449182,-6.203217588298693,-5.762179845689786,-5.73118809626022,-6.913777307475443,-7.395040148414281,-6.563870593434725,-6.020679302617976,-5.796151536253765,-13.794265275991096,-15.907403627201493,-14.188023055663047,-14.83052140419469,-15.067362558378727,-15.054918555765214,-13.865185629679539,-4.782293438226998,-13.88706002391592,-14.662141570958905,-14.718739312944988,-7.998352808653963,-6.719649306953994,-15.171005151667464,-14.618373478058695,-14.166343003107128,-16.085121709468527,-14.574987768124554,0.8135799999999993,0.0029178800000000003,0.004843699999999993,0.8915599999999994,0.0008142733333333335,0.6035933333333342,0.8099999999999998,0.0032898533333333303,0.2542,-0.263,-0.9994,-0.0656,-1.0,0.9994,1.0,0.9225,0.1974
CV_OBS_649,CV,CV0092,CXOGLB J002411.8-72044,5.0,-6.176917203467196,0.0,0.0,-6.311580177997289,0.0,0.0,0.0,0.0,0.0,-6.507938395487401,0.0,0.0,-15.31140222491883,-16.04081545726881,-15.538201442474891,0.0,-16.04081545726881,0.0,0.0,-6.176917203467196,-15.31140222491883,0.0,0.0,-6.507938395487401,-6.311580177997289,0.0,0.0,0.0,0.0,-15.538201442474891,0.8185,0.0001228,0.00024905,0.4405,1.79565e-05,0.546,0.5,0.00013376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PULSAR_OBS_230,PULSAR,PL0081,PSR J1745-2900,107.91,-4.692290076595193,-6.823619307756728,-4.885722703438415,-4.71602071576152,-6.647431613820691,-7.043425655437554,-4.834755673874689,-7.642204453971582,-7.124591439922936,-4.743041847439069,-4.858550226599533,-7.364918563989128,-13.302443577045365,-13.354919011868773,-12.934047019686133,-15.33338843158097,-12.960982678002589,-16.57273484079839,-12.903785414653598,-5.137840464045404,-12.910448117113544,-16.175223537524456,-15.153786636120612,-5.205441412358018,-5.1774383561243305,-12.953895212753961,-15.761266958343265,-12.928117992693874,-15.645123577483766,-13.328153366287355,0.569,0.0061665,0.00617,0.5429999999999999,1.7161900000000003e-06,0.051,0.0,0.006168,0.9675,0.9938,0.9994,1.0,0.5528,0.9781,0.9875,1.0,0.9994
NS_OBS_169,NS,NS0044,XMMU J004245.2+41172,49.26,-5.288108450119421,-6.139123203596702,-6.402743717074858,-5.49894073778225,-5.875821944525327,-6.0733815225466525,-5.537452271197336,-6.555629329189456,-7.093341782328402,-5.924818145381308,-5.783042792638903,-5.873868592738018,-13.808504272832305,-14.905542847270501,-13.992679047077255,-14.805763251276169,-14.442492798094342,-15.350379504536335,-13.748848656824643,-4.7998063628588,-13.77624454634276,-14.739690054205079,-14.542572307053517,-6.477487954031275,-5.955154616397469,-14.614215041156664,-14.836461098756006,-13.99439055463972,-15.759950227887352,-14.359240385651415,0.6457016666666664,0.0013445308333333331,0.003830151166666668,0.5918733333333333,0.0003216931666666665,0.5486141666666666,0.8558333333333334,0.0019794995,0.0443,0.1443,-0.1087,0.6677,-0.534,0.5009,0.8264,1.0,0.9994
NS_OBS_261,NS,NS0046,XMMU J004245.2+41172,4.71,-5.3638131048012765,-6.169182510697186,-7.223807485252927,-5.617082864912468,-6.142788157683108,-5.799149501908923,-5.692290076595192,-6.770064400018655,-7.1367528747336735,-6.298259367562787,-5.968591535748375,-5.5111673656176,-13.707690752982959,-15.371958644583607,-14.115148017254002,-14.803534564980845,-14.796423225022027,-15.634699251362012,-14.001087095641214,-4.602547369391607,-13.862013267276465,-14.103253384392595,-14.677160727313678,-6.948515610379528,-5.9932773077983175,-15.532539890492735,-14.379447555270565,-14.277283832511506,-15.83161729274138,-14.465314064650256,0.3634150000000001,0.0013898013333333331,0.003764696416666668,0.31685500000000016,0.00024522764999999994,0.4497875000000001,0.17916666666666664,0.0019542525,0.268,-0.7514,-0.9994,-0.4453,-1.0,0.9994,1.0,0.1955,-0.3473
PULSAR_OBS_384,PULSAR,PL0100,PSR J1834-0845,42.61,-5.384997385475413,-6.517555208081727,-5.5909126305521655,-5.4540746706441565,-7.2643212740940974,-6.6482036931029835,-5.438540828758083,-7.3108688027655155,-6.872895201635183,-5.536256278752941,-5.5080782874138485,-6.793174123968152,-13.870109759978472,-14.027334407733884,-13.551757587365561,-15.061680456657829,-13.63283051146532,-16.015517693597754,-13.474955192963154,-5.735351679323782,-13.4834646261042,-15.716698771296446,-15.79997073344623,-5.9606652112619125,-5.878177623247815,-13.625985259708088,-15.352812702104018,-13.543937775545047,-15.417028070895189,-13.945770090136604,0.3805,0.001049,0.002291,0.2595,0.00016319999999999998,0.6275,1.0,0.0011225,0.9663,0.9026,-0.9994,-0.1818,-1.0,0.9994,1.0,1.0,0.9994
CV_OBS_748,CV,CV0110,XMMSL2 J004231.9+41162,174.76,-3.576754126063192,-4.253132372149572,-4.238297632458587,-3.6074789100680684,-4.206768552943478,-4.155460697870992,-4.135845043997975,-4.226872075966665,-4.308388125785584,-3.6403542073254567,-4.184023999028015,-4.094096233783383,-12.366147918780921,-12.53212267091075,-12.12953756841108,-12.831797253157367,-12.1624746905504,-13.005638848092001,-12.261298699565295,-3.63632034312433,-12.098868748644627,-12.874193541860473,-12.785421046429505,-3.9562919961463896,-3.767410437245213,-12.363813104801276,-12.934793871945686,-12.309538106753822,-12.88706002391592,-12.441147488301542,0.5529999999999999,0.029715,0.0315725,0.459,0.0008619999999999999,0.20600000000000002,0.0,0.030735,-0.0019,-0.133,-0.1199,-0.0256,-0.2092,0.0787,0.1593,0.0556,-0.0412
NS_OBS_103,NS,NS0021,GRS 1741.9-2853     ,376.06,-5.70092873997259,-5.732825144096236,-5.551834569935153,-5.99097425791309,-6.225264117448247,-6.039911145626534,-5.841336019186013,-7.260744196731482,-6.128764271249747,-7.291919189531767,-6.129303542010749,-6.050463626623857,-14.04958646063062,-16.411168274405796,-14.411056357259984,-15.100720766480718,-15.712198270069775,-15.081901289129295,-14.193616498175832,-4.966273952104133,-14.121076266032428,-14.80715388481116,-14.816445466381138,-7.990889193867787,-6.4525945403325125,-14.324131434313307,-14.352988516701062,-13.79490535807765,-14.533329273172876,-15.110026361596004,0.20734000000000025,0.006302879999999999,0.00943477,0.35597000000000034,0.00042980800000000033,0.3865750000000004,0.16,0.00620777,0.1818,-0.0306,-0.9994,0.1668,-1.0,0.9994,1.0,1.0,0.9994
NS_OBS_89,NS,NS0020,EXO 1745-248        ,23.47,-5.285083752006416,-5.802443786846464,-5.980053318321158,-5.348431261134208,-5.718739312944987,-6.474825572164729,-5.736837535037783,-6.835349784065702,-5.90622821850127,-5.422508200162777,-5.8416375079047524,-6.2876870913186345,-14.167904822065722,-14.356468368058293,-13.95624487303132,-14.395018370392568,-14.032077793269485,-15.68782264356022,-14.05863766428824,-5.626784465033956,-13.891773343625074,-15.140201452519436,-14.311313275715875,-5.8086817534970745,-5.708070880438428,-14.306448914404086,-15.3272558016934,-14.165070903539426,-14.498666821354432,-14.25189535002677,0.4993333333333334,0.0008862333333333332,0.0010963666666666666,0.6123333333333333,7.156666666666668e-05,0.3566666666666667,0.3333333333333333,0.0009608666666666666,-0.1993,0.4366,0.6458,0.7964,0.4716,-0.035,0.1293,0.7914,0.6309
PULSAR_OBS_156,PULSAR,PL0046,PSR J1231-1411,9.99,-4.251811972993798,-5.088469537692838,-5.6416843599178055,-4.292004253577072,-5.014124642691606,-4.409381051793422,-5.340654364253823,-4.469160221383478,-5.1842230797016375,-4.339324211661476,-5.461426266193143,-4.3568435343802925,-13.066373537504404,-13.183941075673768,-12.81901441921327,-13.676747899828312,-12.867740310468955,-13.020224067270314,-13.553929064298995,-4.544340649676539,-12.77780395369828,-12.907981529247206,-13.602407565961885,-4.654846903937324,-4.595067979810817,-13.855114581712856,-12.960585880823865,-13.674895017028591,-13.772627557710367,-13.120058729367663,0.7440000000000001,0.0058152,0.007410999999999998,0.6609999999999999,0.000316385,0.3305,0.25,0.00615775,-0.5553,-0.8888,-0.6596,-0.5928,-0.7202,-0.4035,-0.2467,-0.7864,-0.8407
CV_OBS_636,CV,CV0091,CXOGLB J002410.7-72042,23.78,-5.261695206925896,-6.311046537362581,-5.682563503464903,-5.335358024443875,-6.163422725159353,-6.650722472532045,-5.497982785172851,-7.331987028358167,-6.536405597812999,-5.424119684319353,-5.5805399272139296,-6.397505931192719,-13.919622474118292,-14.103098621573556,-13.709742730605482,-14.886056647693165,-13.798329820353418,-16.19695278950887,-13.645123577483766,-5.637072902674098,-13.636012170251508,-15.262489309326524,-14.73849922680172,-5.907956231276346,-5.798106043021972,-13.829738284605046,-15.515700160653214,-13.727694155597913,-15.1114274031424,-14.001795169826375,0.7416666666666667,0.0006172666666666667,0.0014008666666666667,0.6970000000000001,0.00015235000000000002,0.5086666666666667,0.6666666666666666,0.0007486000000000001,0.5678,0.7152,0.3136,0.6415,-0.0344,0.6933,0.8026,0.9375,0.8420000000000001
CV_OBS_559,CV,CV0085,CXOGLB J002407.9-72045,16.47,-5.526805090795064,-6.166852888087216,-8.158640529545146,-5.623605557962733,-6.041914151478915,-6.06981534770138,-6.6534514414515264,-6.277448337999044,-6.355167671174363,-5.7486051499598965,-6.928117992693875,-5.9299621333922445,-14.585712041565303,-14.900923925235436,-14.425390058659813,-14.760950906859806,-14.552531869050245,-14.959002307576512,-15.037346595106788,-5.851576281766827,-14.327071309557278,-14.611543547299735,-14.636200054520893,-6.258023159175093,-6.0937188442278485,-14.766549728574846,-14.751536282448967,-14.48781648531978,-14.949233688766954,-14.741063554570768,0.8246666666666665,0.0002791000000000001,0.0006726666666666666,0.8976666666666667,0.00010669666666666666,0.6193333333333334,1.0,0.0003832,-0.9051,-0.9413,-0.1474,0.1068,-0.3779,-0.7021,-0.4428,-0.5489999999999999,-0.7758
