index,class,c0,c1,c2
419,BH,-0.5023202788204856,-0.2940317201604927,0.33702643312769826
420,NS,0.236949188186252,0.14036834219675226,-0.16251863703974956
421,NS,0.23694913384562066,0.14036836697173366,-0.16251869394059662
422,NS,0.2369491791853445,0.14036839097662862,-0.1625186086845174
423,NS,0.2369490827233161,0.14036840342080004,-0.16251873635782982
424,NS,0.2375692703913003,0.12768528629354384,-0.15998225374146527
425,BH,-0.4997371483276388,-0.2949993213057271,0.33750841871607634
426,NS,0.23694909004383596,0.14036836507955164,-0.1625187582929398
427,BH,-0.4977114406164023,-0.2887834090928188,0.3358983860141549
428,BH,0.2326667400684596,0.1266007301186654,-0.1669676887059525
429,NS,0.2349274914622271,0.13930932421558467,-0.1651954381941472
430,BH,-0.4894966605277569,-0.2742620441938725,0.3367379353819106
431,NS,0.23694908679614254,0.14036836894284632,-0.1625187596787373
432,NS,0.233867131314228,0.09734799466529807,-0.13733368141926927
433,BH,-0.5020688204158598,-0.2906368090214898,0.33773504797936993
434,NS,0.2355782915334827,0.14420089939027628,-0.1547388516617185
435,BH,-0.3619475083989968,-0.045099964607134786,0.09464449174440237
436,BH,-0.11798754785418047,0.019815471194389745,0.13848903055248524
437,BH,-0.5019861384560744,-0.29661149372324314,0.3326841845860879
438,BH,-0.4672376600408704,-0.27445729339256564,0.3521979123865491
439,NS,0.2369491282177459,0.14036836397834096,-0.16251870453470027
440,NS,0.23748902640984496,0.13933522864646064,-0.16363711113163767
441,NS,0.2369490901701348,0.14036839954437327,-0.1625187289673026
442,BH,-0.5016467182814438,-0.2953004287850836,0.33693719154905344
443,BH,-0.4990435281082071,-0.2864094542906513,0.336664436536052
444,BH,-0.4857159645153632,-0.2927415313968829,0.3434338475020574
445,NS,0.2369491436725013,0.1403684169731279,-0.16251863757881846
446,NS,0.2369491191338953,0.1403683318264687,-0.16251874473759048
447,NS,0.2370212630076924,0.13899241318511266,-0.1624204532813918
448,BH,-0.4989773252659456,-0.29161720105147443,0.3351140818469507
449,NS,0.2345579682386865,0.1378506485128159,-0.16339178748766756
450,NS,0.21683921063992875,0.1205547677262939,-0.09711085606076654
451,NS,-0.4959923157539061,-0.29544721836981325,0.34013032380655
452,BH,-0.4964733007322221,-0.2781211259158901,0.3365283214645853
453,BH,-0.497399236438001,-0.292780938769107,0.3333784191080493
454,BH,-0.4968809551061562,-0.29752167648546257,0.33945898323855656
455,NS,0.22564527794159295,0.08119285745852095,-0.13444065959599227
456,BH,-0.5010441821248968,-0.2953494128506902,0.3378255576274831
457,NS,0.2237507317108004,0.14875051199487133,-0.16272305857681016
458,NS,0.23694915763353125,0.1403683895270574,-0.16251864078691824
459,BH,-0.4908167725651642,-0.29836393827557106,0.32968857232024923
