obs_id,class,src_n,src_id,significance,photflux_aper_lolim_h,photflux_aper_h,flux_aper_lolim_b,photflux_aper_lolim_b,flux_aper_b,flux_aper_hilim_u,photflux_aper_b,flux_aper_lolim,photflux_aper_lolim,flux_aper,photflux_aper,var_inter_prob,var_inter_index,var_inter_sigma,photflux_aper_hilim_u,flux_aper_hilim_m,flux_aper_hilim_h,flux_aper_hilim_s,hard_ms_lolim,hard_ms_hilim,hard_ms,hard_hm_lolim,hard_hm,hard_hm_hilim,hard_hs,hard_hs_hilim,hard_hs_lolim,photflux_aper_hilim_m,photflux_aper_hilim_s,flux_aper_hilim_b,photflux_aper_hilim_h,flux_aper_hilim,photflux_aper_hilim_b,photflux_aper_hilim
CV_OBS_561,CV,CXOGLB J002407.9-72045,CV0085,16.47,-6.607830850510264,-6.306800854846282,-14.249106079617874,-5.503208684299958,-14.151010793748831,0.0,-5.4050552633049165,-14.590193634800238,-6.006766634603182,-14.437201744365408,-5.877495780377799,0.4202,1.6,5.879600000000001e-07,-5.7544873321858505,-14.51999305704285,-14.31596296251348,-14.597051170655597,-0.2567,0.158,-0.055,-0.5715,-0.3485,-0.1118,-0.401,-0.153,-0.6227,-5.869988050328097,-5.819300798703965,-14.07504911108439,-6.138405855356134,-14.328063877568686,-5.329197715739056,-5.697318486507427
NS_OBS_318,NS,XMMU J004414.0+41220,NS0047,6.53,0.0,0.0,-13.706195640080665,0.0,-13.229147988357857,-13.421475394725007,0.0,-14.156667538770346,-5.711393109609031,-13.534572531547425,-5.370896349822863,1.0,7.666666666666668,8.338666666666667e-05,-4.527682453683158,-14.675923420260515,-12.947690900352676,-14.283162276700475,-1.0,-0.2442,-0.9994,0.0806,0.9994,1.0,-0.0725,0.3916,-0.7976,-5.989700043360188,-5.573488738635424,-13.007313960837871,-5.6048484084954575,-13.290155318572085,-5.317313521750231,-5.089759907641372
CV_OBS_700,CV,XMMSL2 J004231.9+41162,CV0110,174.76,-4.114865033936566,-4.0646439070544265,-12.113960724433555,-3.5485205948751384,-12.082127044801151,-13.445147565627945,-3.5165553519014647,-12.518844129171965,-4.019869314665597,-12.476669823162224,-3.9779925168098496,0.9572,5.8,2.16814e-05,-4.174573882232177,-12.770574152079305,-12.198596289982646,-12.872895201635194,-0.1818,-0.0069,-0.0949,0.0893,0.1661,0.2405,0.0725,0.1605,-0.0131,-4.164246032480617,-4.07448164182257,-12.054236076888824,-4.0196329738152246,-12.430607361107654,-3.486915639534857,-3.8920239053034376
NS_OBS_328,NS,J1748-2021#1        ,NS0055,28.02,-5.447453452044339,-5.358724242768087,-13.276462238467946,-4.554863031286696,-13.24313577593945,-15.394371777992381,-4.52157781225992,-13.687374188871393,-5.045014999508534,-13.63744213344551,-5.001810433362444,0.8590000000000001,6.0,0.000507937325,-6.329661358872558,-13.612432220582809,-13.499214827082545,-13.987162775294829,0.1568,0.3079,0.2336,-0.4503,-0.3623,-0.2742,-0.1412,-0.0331,-0.248,-4.9846402445907865,-5.176851940189307,-13.212114649059075,-5.285083752006416,-13.591240210410858,-4.490797477668896,-4.958843477313736
CV_OBS_413,CV,CXOGLB J002403.1-72044,CV0072,6.22,-7.155398580373652,-6.783042792638903,-14.964970717797632,-6.475863623407433,-14.784626847216575,0.0,-6.286761538454338,-15.326684130990742,-6.9762209432262186,-15.055184331936731,-6.721127555766778,0.1255,0.0,2.654975e-07,-6.809388202186395,-15.56098327161249,-14.664542099310616,-15.320935681878689,-0.8351,-0.2829,-0.5934,0.1643,0.5222,0.8039,-0.1124,0.223,-0.4391,-6.981715691573468,-6.5097605147537125,-14.657577319177792,-6.593971055036385,-14.893010626534213,-6.155460697870993,-6.516441229057055
PULSAR_OBS_281,PULSAR,PSR J1745-2900,PL0081,107.91,-4.979638717352292,-4.906578314837764,-12.999132278468773,-4.8771290771355655,-12.934047019686131,0.0,-4.810509686300632,-13.31013530670288,-5.320647520902349,-13.240231335164545,-5.2428485205064606,0.75,5.5,8.803350000000001e-05,-5.154777893570986,-14.825649402520618,-12.890084136976204,-14.843753809602655,-0.579,0.3042,-0.1674,0.9088,0.9482,0.9813,0.9407,0.9813,0.8876,-6.248182212263122,-6.1629800514590904,-12.877456475931243,-4.844056982028163,-13.179918464397119,-4.752517739322946,-5.094163119852434
BH_OBS_69,BH,CXOU J100514.2-07423,BH0018,16.29,0.0,0.0,-15.220115036807355,-6.300162274132753,-15.051684859310653,-15.354479485094124,-6.155460697870993,-15.61672694327277,-6.753732907652173,-15.42684979553492,-6.5854946057992825,0.8074,4.8,4.13912e-07,-6.162600975657978,-15.480303232840145,-15.38795825535473,-14.990124366287839,-0.8626,-0.5128,-0.7083,-1.0,-0.9994,-0.3442,-0.9994,-0.8339,-1.0,-6.831502516476967,-6.175223537524454,-14.93666664104825,-7.334888262924949,-15.172333543735856,-6.0471107350890705,-6.310415908498308
CV_OBS_572,CV,CXOGLB J002408.2-72043,CV0086,12.82,-5.934047019686131,-5.794795636051855,-13.9072793553159,-5.310868802765501,-13.82915179635669,-15.192532624315724,-5.232992636050196,-14.325745274741545,-5.801562864674437,-14.216839928943989,-5.698145627730414,0.9294,6.0,8.442600000000001e-07,-5.520136886976903,-14.512296136836273,-13.889747082646597,-14.431563585583115,-0.3991,-0.0306,-0.2236,0.0531,0.2349,0.4054,0.0137,0.203,-0.1718,-5.885055584287414,-5.702020755840637,-13.762707662432542,-5.695078838099108,-14.124037497967336,-5.166916665821657,-5.518987579043427
CV_OBS_308,CV,[HPH2013] 81          ,CV0039,7.81,0.0,0.0,0.0,-4.769295686387432,-13.46331532737907,-12.351639989019068,-4.5932895413902095,-13.182924065815733,-4.192613821090588,-13.040472088675413,-4.102449879108994,1.0,6.0,0.000222315,-3.3910463007241374,-14.422738046414185,-13.184023999028016,-13.160710543993853,-1.0,-0.9038,-0.9994,0.1605,0.9994,1.0,-0.9994,-0.7514,-1.0,-5.933301449577005,-4.5469876088785455,-13.153353671422884,-5.474566446571179,-12.883685869248508,-4.474436941729934,-4.024256714156837
CV_OBS_341,CV,2XMM J175013.1-064227 ,CV0059,83.51,-5.397722915699808,-5.353890478021152,-13.006916639301936,-4.7157949322982065,-12.985059650207065,-14.074069402131526,-4.694004117229195,-13.40201976479938,-5.0929435296806815,-13.368529849413061,-5.048050819245896,1.0,8.0,6.1918e-05,-5.00629930517965,-14.195519810894007,-13.05973260855399,-13.713768145971446,-0.6352,-0.5578,-0.5984,0.2192,0.2836,0.3479,-0.3785,-0.3304,-0.4266,-5.566870482419515,-4.983802646487561,-12.96537154337468,-5.314079207805465,-13.338022711150611,-4.674279141980588,-5.009048768990789
NS_OBS_157,NS,XMMU J004245.2+41172,NS0044,49.26,0.0,0.0,0.0,0.0,0.0,-12.599462010608056,0.0,-14.764760000197024,-6.714532709539943,-13.573339119870381,-5.353092666639959,1.0,8.0,7.3510000000000004e-06,-4.382056565171027,-14.817585347565446,-14.197226274708026,-14.581036169296373,-1.0,-0.3154,-0.9994,-0.2392,0.9994,1.0,-0.9994,-0.1818,-1.0,-6.226286674722978,-5.723308471154961,-14.709520186669328,-6.108406795651035,-13.277451628744464,-5.710188160882377,-5.029625225662862
NS_OBS_192,NS,XMMU J004245.2+41172,NS0044,49.26,-6.059533322336472,-5.6550185860727415,-13.884056823060947,-5.635261444944601,-13.583193128177054,-13.968187728669632,-5.3223930472795065,-14.33542401965842,-6.173330556319377,-13.969246501065529,-5.765032458027522,1.0,8.0,7.3510000000000004e-06,-4.777803953698281,-14.584692707774431,-13.3971806575673,-14.631155493174179,-0.7314,0.2005,-0.326,0.2342,0.6109,0.8688,0.4272,0.7739,-0.0194,-5.921180816901151,-5.7366006686659965,-13.414764936634224,-5.449160394934214,-13.724688645458189,-5.150212175762316,-5.216897174641285
PULSAR_OBS_406,PULSAR,PSR J1958+284,PL0116,3.09,0.0,0.0,-14.282995592959454,-4.980053318321159,-14.106904333903772,0.0,-4.804100347590767,-14.500083919494982,-5.362560307296335,-14.276982400862284,-5.143830193104395,0.0,0.0,0.0,0.0,-14.220547816595936,0.0,-14.253599355508436,-0.5091,0.0581,-0.2498,-1.0,-0.9994,-0.6715,-0.9994,-0.7651,-1.0,-5.130474937142774,-4.942333896090171,-13.988006885340743,-5.991399828238082,-14.137173193025312,-4.6850799440075805,-4.9946585880259375
CV_OBS_13,CV,[HPH2013] 100         ,CV0002,37.03,0.0,0.0,0.0,0.0,-14.137391636035057,-13.568636235841012,-5.935542010773082,-16.106238237942062,-6.17966715510059,-14.247674921693331,-4.786492868075119,0.0,0.0,0.0,-3.8178707859470022,-14.735890843694193,-14.162600975657975,-13.81616096294358,-1.0,-0.3454,-0.9994,-0.3192,0.9981,1.0,-0.9994,-0.3017,-1.0,-6.14466259553046,-5.614393726401689,-13.836242476018045,-6.113283725883522,-13.882304562717993,-5.6345120151091015,-4.499387317916557
NS_OBS_404,NS,SAXWFC J1748.1-2446.,NS0072,19.47,-5.838631997765025,-5.718058066559175,-13.985899678480383,-5.6294869104014085,-13.885389015767824,-14.931072388317927,-5.528855034839367,-14.394257646659911,-6.081854286288648,-14.278222349566542,-5.9643301653483185,0.69025,4.0,1.131475e-06,-5.6985359268567,-14.68235445677884,-13.832682665251825,-15.792634962530927,0.6977,1.0,0.9994,0.4016,0.5584,0.6977,0.9994,1.0,0.9026,-6.122168108507108,-6.999132278468772,-13.803823814960024,-5.6237881497173285,-14.169780991726787,-5.447210149807218,-5.754191323212512
CV_OBS_648,CV,CXOGLB J002411.8-72044,CV0092,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.691008970999837,0.0,0.42700000000000005,1.6666666666666667,4.32e-07,-4.885055584287415,0.0,0.0,-14.088948979671875,-1.0,-0.2829,-0.9994,-0.2192,0.9994,1.0,-0.9994,-0.138,-1.0,-6.353400248279628,-5.7741740085381075,-14.237246435066625,-6.204954629578875,-14.156798377573436,-5.825068406471558,-5.461551948289783
CV_OBS_488,CV,CXOGLB J002405.3-72042,CV0079,10.2,-6.383734594718293,-6.218963061378868,-14.358426746821824,-6.0154726866562065,-14.243896628414895,0.0,-5.901010360598823,-14.674288886533883,-6.4925192401489555,-14.529420469937062,-6.34181682851206,0.35775,2.0,2.7705e-07,-6.748361779551788,-15.032498825277159,-14.168258166354358,-15.494036481981876,0.0256,0.599,0.3173,0.1805,0.3923,0.5778,0.6384,0.8126,0.4316,-6.425505731714673,-6.6651443103827095,-14.157765313652758,-6.105573162035812,-14.426243872581118,-5.8147412347034155,-6.209531865495439
BH_OBS_154,BH,J1745-2900          ,BH0027,337.0,-5.502793819296046,-5.251037138743839,-13.524764777395873,-5.2516568955124505,-13.291834142144461,0.0,-5.029792641193144,-13.83768432366956,-5.65231391162363,-13.588056377313292,-5.403507367507663,0.8301999999999999,7.0,0.000481169,0.0,-14.259084923518715,-13.150949309430487,-14.849243560139689,-0.0294,1.0,0.7395,0.5465,0.7658,0.92,0.9994,1.0,0.7027,-5.8233300673318515,-6.017095882207372,-13.141102042767994,-5.098705182834434,-13.426484401081517,-4.88941028970075,-5.234137806486051
NS_OBS_418,NS,1WGA J0748.5-6745   ,NS0076,6.77,-6.721703791908727,-6.349304020239389,-14.596193389452578,-6.439734602137285,-14.317313521750233,-14.593800576336687,-6.150334944521267,-14.944078184973257,-6.759480704093832,-14.611481408217726,-6.157665401193148,0.7164999999999999,3.75,7.310000000000002e-07,-5.401975927665809,-15.234629519708353,-14.143573227529757,0.0,0.17800000000000002,1.0,0.9994,0.1918,0.5584,0.8351,0.9994,1.0,0.614,-6.581864501574768,-6.973466735476703,-14.148925194771113,-6.160207815554672,-14.361196367749587,-5.97798426018228,-5.915445169236316
NS_OBS_190,NS,XMMU J004245.2+41172,NS0044,49.26,-6.954677021213343,-5.977159389123473,-13.492819022739761,-4.874844170419469,-13.353694319715242,-12.977984260182279,-4.735890843694191,-13.934390412215967,-5.321791291345775,-13.739985885393287,-5.1415470228224445,1.0,8.0,7.3510000000000004e-06,-3.827981190575444,-13.713319030645067,-13.963770455913705,-13.429807438904273,-0.6889,-0.2842,-0.5072,-0.8601,-0.6209,-0.3092,-0.8607,-0.7064,-0.965,-5.2050938934831965,-4.776504059037605,-13.248489949729958,-5.699621935129298,-13.339096594003275,-4.6362000545208915,-4.405225261884224
PULSAR_OBS_384,PULSAR,PSR J1834-0845,PL0100,42.61,-5.5909126305521655,-5.5080782874138485,-13.63283051146532,-5.536256278752941,-13.551757587365561,-15.136320332124102,-5.4540746706441565,-14.027334407733886,-5.960665211261913,-13.945770090136604,-5.878177623247815,0.784,5.4,6.931264000000001e-05,-5.914709421769935,-15.79997073344623,-13.474955192963154,-15.716698771296448,-1.0,-0.1818,-0.9994,0.9663,0.9994,1.0,0.9994,1.0,0.9026,-7.264321274094097,-6.793174123968151,-13.4834646261042,-5.438540828758083,-13.870109759978472,-5.384997385475413,-5.735351679323781
PULSAR_OBS_141,PULSAR,PSR J1112-610,PL0039,11.04,-5.334888262924949,-5.284916329305073,-13.380280734388275,-5.003838706631993,-13.338850142755213,-14.551448260798422,-4.962573502059376,-13.782090918557053,-5.4879589853354025,-13.733725017176626,-5.436416879255601,0.45675,2.75,3.465535e-07,-5.3172233536855655,-14.229516190568892,-13.341797746612984,-15.21488380497808,0.4616,0.7614,0.6171,0.4091,0.4847,0.5565,0.8507,0.9126,0.7801,-5.6779875614175985,-6.213461519502197,-13.301029995663981,-5.240181122625174,-13.67846909028204,-4.924818145381309,-5.298091965153211
PULSAR_OBS_160,PULSAR,PSR J1400-6325,PL0049,56.35,-3.812197361281581,-3.780677491580663,-11.868060704789574,-3.602407565961883,-11.839231438138874,-13.122283199135024,-3.5731635461964917,-12.263630751553313,-4.069987773628323,-12.226052734990347,-3.9825701304756302,0.7495999999999999,4.6,1.88278e-05,-3.909036923404269,-13.167682730077738,-11.821023052706833,-13.647046088289912,0.4803,0.7851,0.6458,0.7464,0.7833,0.8189,0.9507,0.9725,0.9225,-4.624153563690844,-5.193141970481181,-11.811915626285062,-3.751046384504293,-12.191388013328506,-3.545765104251734,-3.9097631154715846
PULSAR_OBS_319,PULSAR,PSR J1824-2452,PL0095,92.0,-4.252821328639835,-4.243668232678942,-12.282995592959454,-3.8127613801685216,-12.277201603129097,-13.917573699139226,-3.807153884811158,-12.675467742860675,-4.253843943766066,-12.667238464390195,-4.244529149859919,1.0,8.0,5.6899999999999994e-05,-4.985479461242076,-13.057793457722905,-12.383524486111435,-13.328456914737425,0.0806,0.1131,0.0962,0.2342,0.2473,0.2605,0.336,0.3504,0.3217,-4.454569170534648,-4.536704390037998,-12.27188981589966,-4.235300936201632,-12.659647116413579,-3.8016178699917056,-4.235704284905837
PULSAR_OBS_157,PULSAR,PSR J1311-3430,PL0047,6.65,-5.36997914888659,-5.235898623523772,-13.252588192113574,-4.763462738511307,-13.176656209179349,0.0,-4.687399560738741,-13.57436797644268,-5.1243889783713135,-13.468093385828547,-5.0198261274069695,0.6456,4.0,9.178084e-06,0.0,-13.962972120244224,-13.232547281902225,-13.743763466794073,-0.5978,-0.2879,-0.4535,0.0956,0.2748,0.4453,-0.2036,-0.0244,-0.3679,-5.361710464585743,-4.970210529168145,-13.111989087754969,-5.139003563242804,-13.385260929680298,-4.622875957653544,-4.937897696565972
CV_OBS_396,CV,CXOGLB J002402.5-72051,CV0070,22.52,0.0,0.0,-14.747875447494357,-6.271402756616569,-14.17789733135308,0.0,-5.701583619938706,-15.194385882098643,-6.970372760952588,-14.577082019232336,-6.400553624274725,0.9994,7.6,3.1642e-06,-4.97387548325455,-14.605723473232178,-14.020542681902153,0.0,-0.3317,1.0,0.9994,-0.1693,0.9994,1.0,0.9994,1.0,-0.1393,-6.079615757821642,-6.117247844386919,-13.949620243738543,-5.912218582190458,-14.11075433910702,-5.473014931440004,-5.473534071855272
PULSAR_OBS_184,PULSAR,PSR J1635-4735,PL0065,15.74,-4.233215484502141,-4.186953034839893,-12.349304020239387,-4.101274818410507,-12.300943145452333,0.0,-4.0535968661009445,-12.648461052116382,-4.559797062885095,-12.59936014035208,-4.510512613046661,0.64025,4.75,3.3189200000000004e-05,-4.293282217663242,-14.221414672137037,-12.25562877266814,-14.05163594401163,-0.2792,0.8801,0.1811,0.9463,0.9719,0.9925,0.9994,1.0,0.9575,-5.764724123312948,-5.838033383635925,-12.25987426303427,-4.145086977692143,-12.552964131160724,-4.013004460275618,-4.351208836452663
CV_OBS_724,CV,XMMSL2 J004231.9+41162,CV0110,174.76,-4.381742655159599,-4.295677859177765,-12.507099988891294,-3.7137681459714464,-12.460672936460625,-12.962972120244224,-3.667359589612537,-12.921332973395838,-4.188197183327868,-12.85563754310636,-4.124695599770397,0.9572,5.8,2.16814e-05,-3.6933605589757375,-13.06479513257342,-12.566550206238404,-13.248874928464415,-0.1943,0.0581,-0.0712,-0.12300000000000001,-0.005,0.1106,-0.0775,0.0593,-0.20800000000000002,-4.225921199247481,-4.153662887870195,-12.418733194726329,-4.223880200947011,-12.742791965681944,-3.6254349392772345,-3.900416032968497
CV_OBS_772,CV,XMMSL2 J004231.9+41162,CV0110,174.76,-4.05217431555755,-4.005067263269958,-12.094635931233109,-3.549135307620234,-12.062883489232949,-13.058836539841527,-3.5175552080817347,-12.498806497145734,-4.015679757217543,-12.457149685817988,-3.9735729728960094,0.9572,5.8,2.16814e-05,-3.909036923404269,-12.794254459057338,-12.165770097148323,-12.869988050328095,-0.1505,0.0394,-0.0587,0.168,0.2399,0.3117,0.1861,0.2755,0.0968,-4.168258166354362,-4.104577453960592,-12.033295223342126,-3.962573502059376,-12.39973953945398,-3.487983030503873,-3.8514713789722883
NS_OBS_238,NS,XMMU J004245.2+41172,NS0044,49.26,-5.985479461242076,-5.860750782428392,-13.819587367161677,-5.194227368064331,-13.76624263703449,0.0,-5.141222262694551,-14.140636504628393,-5.558226337194816,-14.06186821096534,-5.4861168143889065,1.0,8.0,7.3510000000000004e-06,0.0,-14.325965999568744,-14.004759798137185,-14.175548729963387,-0.4041,-0.1693,-0.2898,-0.2167,-0.0625,0.0881,-0.3485,-0.2155,-0.4766,-5.723308471154961,-5.472112434047295,-13.718966632752274,-5.763714722551971,-13.995818396930801,-5.093934455244763,-5.424783280069376
PULSAR_OBS_219,PULSAR,PSR J1745-2900,PL0081,107.91,-4.2287065573709395,-4.209926051573695,-12.268975620184312,-4.086292086019517,-12.250804957780328,-14.884389488325699,-4.06772922410051,-12.662845950285115,-4.548141136948135,-12.644132813632131,-4.528541352407411,0.75,5.5,8.803350000000001e-05,-5.63339028960757,-14.440691989092988,-12.227091805028728,-15.583692412940115,0.5315,0.9238,0.7533,0.9688,0.9769,0.9825,0.9969,0.9988,0.9938,-6.020178569969776,-6.703554205793604,-12.234331445240985,-4.193074223116268,-12.626723489893372,-4.051098239029786,-4.504487576639179
PULSAR_OBS_183,PULSAR,PSR J1628-3205,PL0064,11.99,-5.185020316239243,-5.116622510251661,-13.081497860363829,-4.62967199222049,-13.043687469158805,-14.555486793665954,-4.5919297141128155,-13.495315780740249,-5.07907251232225,-13.439493195295796,-4.998084648206068,0.0,0.0,0.0,-5.1359638172742255,-13.896880746454285,-13.129128104932256,-13.799696817018413,-0.3854,-0.2005,-0.2948,0.1543,0.2511,0.3467,-0.0475,0.0518,-0.14300000000000002,-5.272377422030862,-5.019269623464054,-13.008906891951113,-5.060780364145182,-13.390249827570054,-4.557050130422138,-4.930753824931472
CV_OBS_279,CV,[HPH2013] 50          ,CV0037,9.94,0.0,0.0,-12.94692155651658,-4.596364810209452,-12.849857838151443,-12.479516467259208,-4.498119506244941,-13.085050682075508,-4.0052124624656935,-12.96555845453072,-3.869598036540782,0.1345,1.5,3.5900000000000005e-05,-3.1079610796587085,-14.554863031286695,-14.133181197073954,-12.780677491580665,-0.9913,-0.9126,-0.9582,-1.0,-0.9994,0.0219,-0.9994,-0.9475,-1.0,-5.878768544850378,-4.439017944413765,-12.770574152079305,-6.080033298516612,-12.868415977951285,-4.4180503416266825,-3.766174848779144
CV_OBS_418,CV,CXOGLB J002403.6-72045,CV0073,12.38,0.0,0.0,-14.384470776362868,-5.924088238517222,-13.954285941059132,0.0,-5.512013668870607,-14.86159203108253,-6.623058242853241,-14.36676727205566,-6.096074799765471,0.41525,2.0,2.179075e-06,-4.84955059053912,-14.66655272550325,0.0,-14.447696890661645,-1.0,-0.0906,-0.9994,-0.1455,0.9994,1.0,-0.41100000000000003,0.138,-1.0,-6.016238439713835,-5.729787145103757,-13.750312572194698,-5.831207979685818,-14.106201262548742,-5.304430772963816,-5.329711461959146
BH_OBS_170,BH,J1745-2900          ,BH0027,337.0,-6.161025045044532,-5.785421046429501,-14.157765313652758,-5.852014679316195,-13.835647144215566,-13.913640169325252,-5.550984683652214,-14.610196237025573,-6.37753728768816,-14.256333478553787,-6.037611720599985,0.8301999999999999,7.0,0.000481169,-4.633577042774029,-15.277448337999044,-13.679853713888946,-14.897566294318665,-0.9425,0.0581,-0.6221,0.6902,0.8882,0.9975,0.9994,1.0,0.4653,-6.524474084960718,-6.213745604210219,-13.652669984683051,-5.587035728003338,-13.94200012722034,-5.38153350780092,-5.208980605369142
NS_OBS_191,NS,XMMU J004245.2+41172,NS0044,49.26,-5.038531444649213,-4.899284913426919,-12.851397345193904,-4.428524096318057,-12.768785352037401,-12.991825815993574,-4.34591976469343,-13.271581281602767,-4.900733827968083,-13.15507571253133,-4.786269796145159,1.0,8.0,7.3510000000000004e-06,-3.7404061211140514,-13.41442648137727,-12.879755204453636,-13.217527375833715,-0.3616,0.0443,-0.1699,-0.0806,0.1062,0.2867,-0.0625,0.1543,-0.268,-4.882066164960358,-4.739451627363021,-12.699621935129294,-4.7939841232366565,-12.972560688076038,-4.276626432981016,-4.248566918180654
CV_OBS_394,CV,CXOGLB J002402.5-72051,CV0070,22.52,-6.266883018557936,-5.296880653763922,-14.136855653747332,-5.604149623981218,-13.513569521145566,0.0,-4.980883709552927,-14.559883651465665,-6.2176850691230365,-13.634013112720055,-5.419052227312124,0.9994,7.6,3.1642e-06,-4.137987948749784,-13.540306023522028,-13.306624848974815,0.0,0.0643,1.0,0.9994,-0.2967,0.2136,0.6577,0.9994,1.0,0.2055,-5.14837479684669,-5.419303060287564,-13.27950993154995,-5.028028723600244,-13.360779215531323,-4.7469044141509675,-4.653729197143496
CV_OBS_298,CV,[HPH2013] 50          ,CV0037,9.94,0.0,0.0,0.0,0.0,0.0,-11.683610248926804,0.0,-13.661145253747675,-5.642065152999545,-12.661145253747675,-4.341225679155643,0.1345,1.5,3.5900000000000005e-05,-3.3634118162701583,-14.68235445677884,-14.096475935528733,-14.568153954301277,-1.0,-0.1418,-0.9994,-0.14800000000000002,0.9994,1.0,-0.9994,0.0843,-1.0,-6.166852888087216,-5.702239488900866,-14.053596866100946,-5.9542859410591324,-12.378070486448474,-5.83238732727247,-4.057150974946621
PULSAR_OBS_165,PULSAR,PSR J1418-605,PL0053,12.04,-5.239050048589101,-5.195996945270387,-13.298432014944071,-5.016328617139804,-13.260190400978642,-12.15156454466853,-4.9771593891234716,-13.455517786631214,-5.46186354534943,-12.99906475569393,-5.319584707035928,0.8187999999999999,5.8,4.830543999999998e-06,-4.973466735476703,-14.505706231334667,-13.234927798897207,-15.399244850360384,0.4816,0.8426,0.6771,0.7014,0.752,0.7989,0.9482,0.9788,0.9113,-5.964970717797632,-6.553307533628472,-13.227165072760982,-5.159329438666591,-12.781774545702614,-4.943857737940948,-5.217488678049558
CV_OBS_548,CV,CXOGLB J002407.7-72052,CV0084,8.88,-6.361910278015494,-6.137272471682025,-14.204954629578873,-5.591760034688151,-14.100726812682394,0.0,-5.4874490070957895,-14.4502612687351,-6.088948979671874,-14.300682698978616,-5.9479142652293335,0.8051999999999999,5.4,8.333400000000002e-07,-5.3923305633117575,0.0,-14.164816930150955,-14.548674191510479,-0.659,-0.2605,-0.47600000000000003,-0.0044,0.2686,0.5066,-0.2473,-0.0094,-0.4691,-6.1944991418416,-5.799423073245152,-14.016779785351893,-5.996108833763089,-14.191789027075776,-5.403512866263457,-5.648358273806478
CV_OBS_96,CV,[HPH2013] 123         ,CV0006,23.44,0.0,0.0,0.0,0.0,0.0,-12.073040511619725,0.0,-12.830987208106768,-5.056011124926228,-12.746117045095644,-4.970819211092453,0.0,0.0,2.393e-05,-4.297483302561849,0.0,-15.169732199066358,-15.371611069949687,0.0,0.0,0.0,0.0,0.0,0.0,-0.1074,0.5191,-0.7964,0.0,-6.854803593885817,-15.266722466067419,-6.869344650977969,-12.674257294461007,-6.7862167006646965,-4.895782699400632
CV_OBS_9,CV,[HPH2013] 100         ,CV0002,37.03,0.0,0.0,-14.904830648568243,-6.763462738511306,-14.03957679292217,-13.41657449959349,-5.742081549685942,-15.174963558778643,-6.9711848301531125,-14.415917661481625,-6.1087971727397035,0.0,0.0,0.0,-4.241088107602026,-14.739690054205079,-14.17672144304833,-13.744004273277598,-1.0,-0.5215,-0.9994,-0.2467,0.9994,1.0,-0.9994,-0.4254,-1.0,-6.148435917736513,-5.42033070644528,-13.779891911959947,-6.034657164439378,-13.788196236369052,-5.462306805632608,-4.87757571039058
PULSAR_OBS_37,PULSAR,PSR J0358+5413,PL0009,19.44,-5.571865205971212,-5.495393229358046,-13.759950227887352,-5.120560034004783,-13.706858516549067,-14.056208801070698,-5.068186296040862,-14.170876416329213,-5.585588257090354,-14.10105553313349,-5.513456180117481,0.522,3.0,1.1317e-06,-4.8938091027365855,-14.573976984310123,-13.75448733218585,-14.480434499119491,-0.4379,-0.1443,-0.2986,0.3142,0.4272,0.534,0.1537,0.2929,0.0156,-5.803271277376712,-5.544241796895864,-13.659555885159884,-5.430392032453176,-13.964482211031342,-5.021454299537262,-5.215682324130925
CV_OBS_622,CV,CXOGLB J002410.6-72051,CV0090,6.98,-8.156891858000392,-6.926281649653879,-15.614036429399302,-6.848323769152953,-15.1059055726773,0.0,-6.3983745204460565,-15.95566933661784,-7.370227620921431,-15.41468970155705,-6.819702047511406,0.4592500000000001,2.5,1.677825e-07,-5.7517814388099255,0.0,-15.044408449594275,-15.185153331395535,-1.0,-0.5539999999999999,-0.9994,0.3079,0.9994,1.0,-0.3948,0.0906,-0.7689,-7.1607105439938525,-6.3927594961682574,-14.878112014896322,-6.6516951369518384,-15.017774008325324,-6.190709698823683,-6.20586483022331
PULSAR_OBS_15,PULSAR,PSR J0100-7211,PL0003,65.51,-4.723078867934227,-4.598082749482425,-12.472756883611913,-3.6243363860391145,-12.415442639474325,-12.485053994691993,-3.593971055036385,-12.891854591033995,-4.049489107014002,-12.809724343443039,-3.9461305546156233,0.8332,5.4,2.7561000000000006e-05,-3.6583676642219456,-12.744968836654445,-12.76904044425143,-12.905528871358356,-0.0993,0.0381,-0.0325,-0.5765,-0.4735,-0.3779,-0.4997,-0.4004,-0.6015,-4.108406795651035,-4.0731432910503065,-12.364918563989127,-4.501276029252097,-12.607901272836006,-3.5655907924125,-3.8630005595202763
PULSAR_OBS_242,PULSAR,PSR J1745-2900,PL0081,107.91,-4.844360366240224,-4.73849922680172,-13.039481657219293,-4.695294101787233,-12.927015255372071,0.0,-4.592609095529268,-13.339703839729273,-5.064492734175287,-13.226579276709389,-4.950867293554023,0.75,5.5,8.803350000000001e-05,0.0,-14.848323769152953,-12.83386602969489,-14.741841806659204,-1.0,-0.4241,-0.9994,0.95,0.9994,1.0,0.8969,0.9688,0.7889,-6.320662969479206,-5.7073009969560715,-12.838033383635926,-4.658367664221946,-13.13219381205482,-4.514420523015321,-4.861777061416727
