obs_id,class,src_n,src_id,significance,photflux_aper_lolim_h,photflux_aper_h,flux_aper_lolim_b,photflux_aper_lolim_b,flux_aper_b,flux_aper_hilim_u,photflux_aper_b,flux_aper_lolim,photflux_aper_lolim,flux_aper,photflux_aper,var_inter_prob,var_inter_index,var_inter_sigma,photflux_aper_hilim_u,flux_aper_hilim_m,flux_aper_hilim_h,flux_aper_hilim_s,hard_ms_lolim,hard_ms_hilim,hard_ms,hard_hm_lolim,hard_hm,hard_hm_hilim,hard_hs,hard_hs_hilim,hard_hs_lolim,photflux_aper_hilim_m,photflux_aper_hilim_s,flux_aper_hilim_b,photflux_aper_hilim_h,flux_aper_hilim,photflux_aper_hilim_b,photflux_aper_hilim
PULSAR_OBS_425,PULSAR,PSR J2032+4127,PL0125,8.11,-5.379551615288291,-5.300075597257524,-13.376647318462007,-5.053793446157217,-13.31596296251348,-14.18983471545685,-4.991399828238082,-13.78457342328866,-5.542054552625906,-13.711074588898141,-5.461969473871096,0.9,5.75,1.8563499999999998e-06,-4.962175249411658,-14.234853209891975,-13.291494119044767,-15.0762380391713,0.2929,0.7464,0.5347,0.4129,0.5247,0.6277,0.8332,0.9213,0.7252,-5.702239488900866,-6.1256921668719615,-13.262727823464456,-5.232992636050196,-13.624003706772767,-4.940058111938045,-5.208004960414279
CV_OBS_594,CV,CXOGLB J002408.4-72050,CV0087,18.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.197226274708026,-7.095717342354371,0.80975,4.75,1.349025e-06,-5.726767165956955,-14.594995334949632,0.0,0.0,0.0718,1.0,0.9994,-1.0,-0.782,0.0781,0.9994,1.0,-0.2267,-6.1067377141120085,-6.3983745204460565,-14.757955760630448,-6.249183157350244,-14.668876512153346,-6.013317820220496,-6.037072171365508
NS_OBS_148,NS,XB 1732-304         ,NS0041,3.37,-5.955460239607589,-5.775466937393914,-14.1627272974977,-5.799696817018415,-14.001391970684905,-15.241618058225324,-5.641494088509765,-14.570855188234944,-6.250882337643678,-14.39049309872432,-6.069692956639233,0.67425,4.0,5.9033333333333326e-08,-5.990549104201306,-14.874193541860473,-13.896880746454285,-15.665546248849068,0.3179,1.0,0.9994,0.5191,0.7146,0.8651,0.9994,1.0,0.8264,-6.313810765755976,-6.799696817018415,-13.889747082646597,-5.654626269440912,-14.25656393047928,-5.531504975492932,-5.865051923223906
NS_OBS_282,NS,XMMU J004245.2+41172,NS0046,4.71,-6.6599526823386075,-6.370488465799546,-14.741123370627868,-6.492009275180307,-14.509620079996822,0.0,-6.211195506955352,-15.067374055978222,-6.834192020996214,-14.792897720115974,-6.527902071630646,0.0,0.0,0.0,0.0,-15.23807216157947,-14.345534666479852,-15.716472635138304,0.1343,1.0,0.9994,0.2155,0.5347,0.7876,0.9994,1.0,0.5803,-6.610302451793613,-6.944239535312265,-14.359518563029578,-6.1983219409641075,-14.61739318609888,-6.049099910633613,-6.3266334545863225
PULSAR_OBS_21,PULSAR,PSR J0205+6449,PL0006,179.61,-3.8113527040002837,-3.8024437868464633,-11.832978204209745,-3.288192770958809,-11.827981190575445,-14.429807438904273,-3.282912275072982,-12.230512046325677,-3.7539344523099483,-12.223417500652593,-3.746696894739872,0.889,6.4,5.3595e-05,-5.172953982995266,-12.51684079028302,-11.964970717797632,-12.845880474484153,0.1305,0.158,0.1437,0.1193,0.1324,0.1455,0.2711,0.2842,0.2567,-3.9097419470686834,-4.033811319043863,-11.822752163744376,-3.7934439559009694,-12.216308333840098,-3.277777536030269,-3.739582745927492
CV_OBS_470,CV,CXOGLB J002404.9-72045,CV0077,19.64,-5.2420728168866715,-5.199764210672647,-13.29662263148765,-5.097290187030123,-13.261774551857496,0.0,-5.05428528594014,-13.760941723490351,-5.5332005677501055,-13.720059427160447,-5.4700899280043185,0.5824,4.0,2.51842e-06,-5.997833938243492,-14.813891620186794,0.0,-14.748118545447474,-0.5953,-0.0793,-0.3573,0.8364,0.8832,0.9288,0.7758,0.8551,0.7027,-6.251501873386263,-5.961777361631283,-13.229589868486096,-5.161213855053405,-13.682905162931563,-5.017819254403596,-5.416701451815946
PULSAR_OBS_409,PULSAR,PSR J2017+0603,PL0118,3.82,0.0,0.0,-14.13353543402826,-5.388276691992658,-13.99439055463972,0.0,-5.2516568955124505,-14.485452247339715,-5.874232552098856,-14.314840695927158,-5.709208816617241,0.0,0.0,0.0,-5.434506370131137,-14.325782054423302,-14.609594843519918,-14.10551778498991,-0.564,-0.1081,-0.3498,-1.0,-0.9994,-0.3317,-0.9994,-0.5965,-1.0,-5.707079700399993,-5.432855954804343,-13.894489815230026,-6.156144577376839,-14.158437197170956,-5.153353671422883,-5.4671437456887375
BH_OBS_99,BH,CXOU J100516.5-07420,BH0021,16.75,-7.122283199135024,-6.874518734299405,-14.945386945443113,-6.212327035312509,-14.847100403606253,-15.653451441451526,-6.1249387366083,-15.385693488686965,-6.619948028799803,-15.240709966975697,-6.393597135694723,0.8400000000000001,5.2,3.87222e-07,-5.934420285271552,-15.222355722303515,-15.107515820635312,-15.229295231784219,-0.3154,0.0581,-0.1337,-0.4191,-0.1874,0.0381,-0.3186,-0.0956,-0.5328,-6.584359020103847,-6.474307475494988,-14.771343041891065,-6.7242280998350665,-15.109590160094102,-6.052223291535262,-6.246524187553349
PULSAR_OBS_310,PULSAR,PSR J1816+4510,PL0092,3.47,0.0,0.0,-14.779630367548606,-6.0098832339320944,-14.619065536669297,-15.229958445680332,-5.8623294627632445,-15.249414472658989,-6.348741374581152,-15.029364929713696,-5.9740145451807605,0.0,0.0,0.0,-5.2891213823148275,-14.913284336055113,-15.013631406429727,-14.811634073936851,-0.5928,-0.0893,-0.361,-1.0,-0.9744,-0.278,-0.9994,-0.5565,-1.0,-6.335170058856909,-6.056406567231631,-14.502241281712733,-6.723768042078167,-14.825765695058978,-5.752517739322946,-5.772817989215941
BH_OBS_129,BH,J1745-2900          ,BH0027,337.0,-6.114469166811907,-5.722390785695909,-14.407046428452134,-6.044937930324968,-13.888737486340935,-14.272377422030864,-5.61475131759678,-14.737027121194632,-6.4762535331884346,-14.265200170411156,-6.063184768802367,0.8301999999999999,7.0,0.000481169,-5.021135015652343,-15.268491816403975,-13.634137784597444,-15.267686672528756,-1.0,0.0356,-0.9994,0.8039,0.9994,1.0,0.9994,1.0,0.6452,-6.697452627512513,-6.401866354186763,-13.666754301038036,-5.519705539996994,-13.989871419913928,-5.4029633350223465,-5.466022151567326
CV_OBS_490,CV,CXOGLB J002405.3-72042,CV0079,10.2,-6.184355850868036,-6.06378795567975,-14.437231456983481,-5.992679047077257,-14.335264031481294,-15.934047019686131,-5.8904214530956125,-14.842144480591907,-6.447572719916628,-14.721731250805133,-6.318632111869528,0.35775,2.0,2.7705e-07,-6.504316932383086,-15.402085528797471,-14.263762901095273,-15.459420283495545,-0.5178,0.163,-0.1961,0.6677,0.7908,0.8913,0.7158,0.8426,0.5653,-6.790753151246626,-6.652669984683048,-14.252743602557855,-5.969400278034049,-14.623576350404715,-5.807990407346329,-6.176982476553952
NS_OBS_346,NS,J1748-2446          ,NS0057,18.31,-6.4655931008621215,-6.174508970120568,-14.427942010073695,-6.39211625564301,-14.180127178049455,0.0,-6.0808172709575,-14.73760824416978,-6.728332610681282,-14.471616858734636,-6.395584929511276,0.8356,5.8,1.176452e-05,0.0,-15.222645686915794,-14.017186237868138,-15.775985188627136,-0.0056,1.0,0.5372,0.4553,0.7395,0.9375,0.9994,1.0,0.6577,-6.660151216962363,-6.8604357338241515,-14.029978734171634,-6.00864099736205,-14.307342520235624,-5.907981529247202,-6.191637084360584
CV_OBS_532,CV,CXOGLB J002406.3-72044,CV0082,53.28,-5.330590132712217,-5.1725661045992215,-13.132650382811208,-4.449771646944906,-13.07345177536438,-12.923723744595785,-4.3910463007241365,-13.343474424807608,-4.568777806744219,-13.259545723509314,-4.494622076907364,1.0,8.0,2.04492e-05,-3.985059650207064,-14.006828394969235,-13.22870655737094,-13.404283380056574,-0.8089,-0.6377,-0.727,0.17300000000000001,0.3735,0.5515,-0.4959,-0.3716,-0.614,-5.371611069949689,-4.639785386704649,-13.021408673179927,-5.062582418522863,-13.190152197931615,-4.339324211661476,-4.431544815832835
CV_OBS_108,CV,[HPH2013] 143         ,CV0011,10.38,-7.018453194954764,-6.018453194954764,-14.653255945395152,-6.786482243003695,-13.971835580575528,-13.443818153347086,-5.74496883665445,-15.176943311524667,-7.285100497826923,-14.326757852681956,-6.1033194920846165,0.0,0.0,0.0,-4.248105311956253,-14.742321425130816,-13.779630367548606,-14.09339562827502,-1.0,-0.3329,-0.9994,0.2217,0.9994,1.0,-0.2386,0.3192,-0.6864,-6.151010793748831,-5.637706062035768,-13.718739312944988,-5.73969005420508,-13.787359686465162,-5.474695990041761,-4.8883188561863165
NS_OBS_220,NS,XMMU J004245.2+41172,NS0044,49.26,-5.03919637508823,-4.813891620186793,-13.52826834851995,-4.469672210221914,-13.389126999619947,-12.927015255372071,-4.330497165895657,-13.968704669045383,-4.987339902364353,-13.775001039460546,-4.794568259571175,1.0,8.0,7.3510000000000004e-06,-3.6757175447023074,-13.893809102736585,-13.380593589113223,-14.111090740736469,-0.163,0.539,0.1836,-0.1131,0.1674,0.4254,0.35600000000000004,0.6665,0.0181,-4.793174123968151,-4.9277501023864865,-13.283829652140145,-4.666351243485299,-13.33261616614044,-4.225264117448247,-4.1938200260161125
NS_OBS_402,NS,SAXWFC J1748.1-2446.,NS0072,19.47,0.0,0.0,0.0,0.0,0.0,-12.958607314841776,0.0,-14.134698573897454,-5.824391558650415,-13.657511521968074,-5.347109305047757,0.69025,4.0,1.131475e-06,-4.648203693102976,-14.715118285344547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.158015195409887,0.0,-14.00859669741996,0.0,-13.391720065030814,-5.694218848745017,-5.0757724187398825
PULSAR_OBS_131,PULSAR,PSR J1028-5819,PL0031,6.7,-5.404724288197901,-5.2680890578831265,-13.267767119779506,-4.700057099977234,-13.197363081917189,0.0,-4.629857152948898,-13.588666551387432,-5.0509517076843355,-13.489300869410608,-4.956500184421527,0.0,0.0,0.0,0.0,-13.930701987884472,-13.349692476868064,-13.581698708680255,-0.649,-0.3966,-0.5309,0.0044,0.1886,0.3629,-0.3835,-0.233,-0.5215,-5.3218459619895615,-4.8449677712090296,-13.136855653747332,-5.1698606125746585,-13.410050398674292,-4.569441230477242,-4.8796811271792055
CV_OBS_197,CV,[HPH2013] 176         ,CV0018,11.31,0.0,0.0,0.0,0.0,0.0,-13.169796401074295,0.0,-16.698102282804793,0.0,-15.397289055042444,-6.855612625898062,0.0,0.0,0.0,-3.9336740746379615,-14.408156588775215,-14.100562545713824,-14.69702006325175,-0.6327,0.5915,-0.2024,-1.0,-0.5372,0.1405,-0.9994,0.2142,-1.0,-5.865504144165326,-5.831207979685818,-14.526951194911463,-5.9586073148417755,-13.772313785263815,-5.790484985457369,-4.612403754855703
NS_OBS_83,NS,EXO 1745-248        ,NS0020,23.47,-5.8492435601396915,-5.548367052543008,-14.541815564429733,-5.6823544567788415,-13.939679971311715,-14.548674191510479,-5.372326968233384,-14.370537391660552,-5.945340990786502,-14.052733950106814,-5.669850130567348,0.77225,4.5,1.7364000000000002e-05,-5.312203588618705,-14.000608438280908,-13.448062304635165,-14.813043664534588,0.4391,0.8701,0.6783,-0.2792,0.015,0.2742,0.7021,0.9013,0.4116,-5.398157210217903,-5.982966660701218,-13.704652851666381,-5.3722246247706975,-13.855544110945704,-5.193277496923819,-5.3858835288182165
NS_OBS_239,NS,XMMU J004245.2+41172,NS0044,49.26,-5.8127613801685225,-5.701583619938706,-13.802995271976956,-5.1844222516757315,-13.748361779551788,-15.003794893821675,-5.129888844635599,-14.22125561903806,-5.579978204140043,-14.141450772278926,-5.446262571328738,1.0,8.0,7.3510000000000004e-06,-5.155336471759761,-14.285335007137466,-13.91578131326076,-14.327532686931914,-0.2929,-0.0231,-0.1611,-0.0481,0.0949,0.233,-0.0675,0.0781,-0.2117,-5.700710665912321,-5.55783391421528,-13.699839463048649,-5.617262734238668,-14.065710666438225,-5.081497860363826,-5.347637604709637
BH_OBS_119,BH,J1047+1234          ,BH0024,56.53,-5.075410614330582,-5.0258108088818325,-12.984221243610962,-4.223008415143595,-12.963770455913705,-13.754734160542538,-4.203981030652851,-13.360772570929734,-4.640938972613748,-13.32932748593076,-4.611568405422199,0.8138,6.4,9.0646e-06,-4.703993330686329,-13.512296136836273,-13.272540079142091,-13.455435902503956,-0.3217,-0.2355,-0.2786,-0.1768,-0.1124,-0.0493,-0.3798,-0.3279,-0.4316,-4.896196279044043,-4.654038458186858,-12.945770090136604,-4.981299501333757,-13.300925777494006,-4.185819018959813,-4.584092254443184
NS_OBS_434,NS,4U1745-203          ,NS0080,2.5,-7.1110907407364685,-5.83238732727247,0.0,-6.2835792661534455,-14.1349552783069,0.0,-5.505428015769803,-15.805023396783946,-6.808811765671598,-14.444663672004733,-5.927823655521034,0.65575,4.0,3.685725e-07,-5.504733255612191,-14.202940305300029,-13.82419836715172,0.0,0.2505,1.0,0.9994,-0.3542,0.1711,0.6227,0.9994,1.0,0.3242,-5.62324060459512,-6.07350321072678,-13.820448208834813,-5.542875373696592,-13.916294374647734,-5.252199909135631,-5.528318186048262
PULSAR_OBS_169,PULSAR,PSR J1509-585,PL0056,3.0,-6.664542099310617,-6.451487743658965,-14.686976889676762,-6.330962199114843,-14.51427857351842,0.0,-6.154901959985742,-15.0096278416978,-6.731568299541498,-14.807683495297265,-6.502531276290032,0.887,6.0,1.6889999999999998e-07,0.0,-15.22767829327708,-14.4185054577091,-15.953504835665292,-0.17300000000000001,0.7027,0.331,0.1493,0.431,0.6777,0.6983,0.9225,0.3616,-6.653255945395151,-6.855737226238008,-14.396530840266161,-6.309183942019083,-14.671044777298924,-6.0299787341716335,-6.350275814070478
PULSAR_OBS_144,PULSAR,PSR J1119-6127,PL0040,19.93,-5.4560560575170935,-5.356646038023137,-13.404614019190856,-4.905878404159439,-13.348915910756988,-15.256098449514823,-4.851089006890644,-13.816758635577633,-5.385343188215621,-13.739656666566221,-5.311224344727155,0.6044,2.8,9.34854e-07,-6.0603809210433015,-13.909389292171593,-13.390512310146717,-14.59482445378201,0.4116,0.6702,0.5422,-0.1468,-0.015,0.1118,0.5347,0.669,0.3904,-5.273843533827245,-5.744004273277597,-13.299642472177341,-5.275888046038788,-13.67257362747154,-4.802443786846464,-5.235761082584588
BH_OBS_86,BH,CXOU J100516.2-07423,BH0020,16.78,0.0,0.0,-14.892450870255313,-6.046143701775013,-14.77624454634276,-15.801893001126599,-5.943857737940947,-15.282878952393466,-6.461024327726784,-15.147898348894033,-6.207006319440325,0.465,2.4,2.9786e-07,-5.717377887121938,-15.00581487179768,-15.440811810995223,-14.84740592207253,-0.5203,-0.163,-0.3485,-1.0,-0.9994,-0.7664,-0.9994,-0.8776,-1.0,-6.3996806702483395,-6.113058294016585,-14.68909437062386,-7.405276053590252,-15.002272954782232,-5.861066059743076,-6.045513389165148
CV_OBS_670,CV,CXOGLB J002416.9-72042,CV0094,38.28,-5.519705539996994,-5.434860848030209,-13.504039605118294,-4.9193735130781935,-13.455435902503956,-15.101329657034471,-4.870954940112042,-13.917487495391047,-5.4074013710938695,-13.849403188858135,-5.303171998172626,0.7998000000000001,4.2,1.98642e-06,-5.367542707815276,-14.162853656090938,-13.568153954301277,-14.08375666953466,-0.2792,-0.0219,-0.1549,0.0943,0.2161,0.3329,0.065,0.1943,-0.0643,-5.549596913844634,-5.416687848016921,-13.411840383616907,-5.363913484896927,-13.786849489962352,-4.827105302247824,-5.219567467462038
CV_OBS_627,CV,CXOGLB J002410.6-72051,CV0090,6.98,-8.06514819703434,-7.087459117209362,-15.280420142286275,-6.324955264044108,-15.067374055978222,-15.788345599446814,-6.160082224321319,-15.71683450953225,-6.832513116697168,-15.47755576649368,-6.5249509227183875,0.4592500000000001,2.5,1.677825e-07,-6.250959731296543,-15.189700258959832,-15.451487743658964,-15.2786841193941,-0.4366,0.1593,-0.1499,-0.6802,-0.3148,0.0668,-0.4585,-0.0993,-0.7751,-6.575935474582512,-6.47069800221202,-14.931443104927634,-6.809948582240794,-15.2426191565942,-6.046772028440146,-6.353067207859473
CV_OBS_0,CV,[DSH2013] 24          ,CV0001,9.81,-5.757210190521324,-5.525783735923746,-13.717377887121938,-5.221125527997262,-13.566550206238404,0.0,-5.07644514193245,-14.07921164772543,-5.7381901457789155,-13.859641251707432,-5.535659515372333,0.5155000000000001,3.0,5.494375000000001e-07,-4.609594843519919,-14.28558640771288,-13.553618187777555,-14.084705716977314,-0.2942,0.4279,0.0462,-0.0194,0.2611,0.5103,0.326,0.6465,-0.0069,-5.587035728003338,-5.632830511465318,-13.454940415305993,-5.3823707022421585,-13.718744994490287,-4.96818772866963,-5.051655509470115
CV_OBS_458,CV,CXOGLB J002404.2-72045,CV0076,120.12,-4.22373478173189,-4.2099964796095115,-12.148497047229455,-3.6524748400013114,-12.141162148571414,-13.109578981199085,-3.645507399410564,-12.52598781483015,-4.0240629575168905,-12.515247591147668,-4.012503554179545,1.0,8.0,4.6706e-05,-4.016960383953898,-13.153415497101953,-12.266642212074414,-12.854492828590338,-0.5003,-0.4691,-0.4834,0.3654,0.3848,0.4041,-0.1224,-0.1043,-0.1405,-4.546223140309558,-4.094635931233108,-12.133949075990724,-4.197568373569276,-12.504861008071384,-3.6388390048049737,-4.001592433738401
CV_OBS_607,CV,CXOGLB J002409.2-72054,CV0088,6.1,0.0,0.0,-14.907981529247206,-6.193413065672197,-14.457921853664374,0.0,-5.7675121336470125,-15.495206425073357,-6.858487517122578,-14.977355154186661,-6.281415279972564,0.703,4.2,3.4305999999999995e-07,-5.699404516110038,-14.929962133392243,-14.396206295863035,-14.848630149752537,-0.5903,0.4179,-0.1124,-0.5515,0.2498,0.6652,0.07,0.5141,-0.6927,-6.084230934016316,-6.02714944415277,-14.241693818274696,-6.031703884953744,-14.51074483163074,-5.556580538217183,-5.825841301911193
CV_OBS_365,CV,CXOGLB J002401.4-72044,CV0067,5.63,0.0,0.0,-16.618704376996178,-6.866461091629782,-15.715794932298206,-15.75448733218585,-6.554240163511369,-16.348770459073158,-7.2598584621762905,-15.757968197649365,-6.791929672293676,0.29500000000000004,1.75,2.4049500000000004e-07,-6.261933285222532,-15.503901007867427,0.0,-15.440452444419568,-0.6215,0.1205,-0.2823,-1.0,-0.9994,-0.3079,-0.9994,-0.4991,-1.0,-6.8604357338241515,-6.664742743565467,-15.452471423540215,-7.3503731131594705,-15.521108986948477,-6.3743789185750925,-6.562779155566143
CV_OBS_678,CV,CXOGLB J002416.9-72042,CV0094,38.28,-5.606951533583222,-5.399353764337605,-13.537152964168325,-4.797784224198868,-13.448428026325749,-13.668167955563753,-4.710188160882378,-13.922930206611259,-5.2506038346353,-13.760470293191275,-5.1020981257317715,0.7998000000000001,4.2,1.98642e-06,-5.036542739883291,-13.802443786846464,-13.635449004646027,-13.94692155651658,-0.2792,0.1031,-0.0912,-0.2979,-0.0687,0.1543,-0.1611,0.0618,-0.3816,-5.215026290045599,-5.146788665496684,-13.37479047461812,-5.259479413946336,-13.6425606836861,-4.6375175252488265,-4.991723540818777
CV_OBS_696,CV,XMMSL2 J004231.9+41162,CV0110,174.76,-4.371100435579393,-4.312649430441971,-12.33161408331,-3.7210178831345564,-12.300075597257527,-14.033482823553207,-3.6895191085373247,-12.739380124827628,-4.20388379069616,-12.69457983687639,-4.161679937671209,0.9572,5.8,2.16814e-05,-4.888737486340935,-12.918292729902651,-12.446116973356125,-13.029792641193144,-0.168,0.0006,-0.0849,-0.0081,0.075,0.158,-0.01,0.0781,-0.0981,-4.330776126069194,-4.251889532505016,-12.27059220303693,-4.261060968796522,-12.650672730688406,-3.660151216962363,-4.108886451079397
NS_OBS_52,NS,1H 1715-321         ,NS0006,2.32,0.0,0.0,-14.873543886568196,-6.218172847067572,-14.620150821237171,-15.555642874343972,-5.972650392225241,-15.448159800310036,-6.762486422243394,-15.13919500363245,-6.457249243267425,0.0,0.0,0.0,-5.858863909879261,-15.064140201962118,-14.625434939277234,-14.945386945443113,-0.7439,-0.0643,-0.4372,-0.614,0.1274,0.5091,-0.9619,-0.193,-1.0,-6.448184177648986,-6.13649869935855,-14.461300620457592,-6.468265690723451,-14.790436733195564,-5.816730156317196,-6.0619007633009945
CV_OBS_574,CV,CXOGLB J002408.2-72043,CV0086,12.82,-6.5036239459876,-5.8804142250382165,-14.066057397258739,-5.334419008982047,-13.858550226599533,0.0,-5.132002489655049,-14.469320153067073,-5.8867520753548135,-14.140891737940581,-5.601712694642599,0.9294,6.0,8.442600000000001e-07,-5.00841954282566,-14.140741582532694,-13.90274269030658,-14.26656197290894,-0.4816,0.248,-0.1399,-0.4903,-0.0874,0.2967,-0.2386,0.183,-0.619,-5.564633493387339,-5.474048658751989,-13.724919101543144,-5.6345120151091015,-13.958656669291727,-5.000738928886898,-5.24882871299355
PULSAR_OBS_222,PULSAR,PSR J1745-2900,PL0081,107.91,-4.839831707041489,-4.774174008538107,-12.931072388317927,-4.684659523372711,-12.864867348623227,0.0,-4.617082864912469,-13.227817333782337,-5.053294797732222,-13.159661758122928,-4.982646277929018,0.75,5.5,8.803350000000001e-05,0.0,-14.541815564429733,-12.799696817018413,-15.302596276799513,0.2854,1.0,0.9994,0.8776,0.9269,0.965,0.9994,1.0,0.9575,-5.970210529168145,-6.436756298859602,-12.807432546663456,-4.717151397165356,-13.099946824014756,-4.562090964460501,-4.9205763405340965
BH_OBS_142,BH,J1745-2900          ,BH0027,337.0,-5.6252516539898965,-5.511449283499557,-13.782516055786092,-5.462936857218383,-13.655607726314885,-14.608888386297195,-5.35222594973117,-14.164689999130935,-5.93449497690161,-14.038850484210196,-5.813650066861817,0.8301999999999999,7.0,0.000481169,-5.399135963690161,-15.39707228714081,-13.543633966870955,-15.614930223668065,-0.679,0.3079,-0.2336,0.9113,0.9582,0.9913,0.9482,0.9913,0.8863,-6.870632404277013,-6.751046384504293,-13.562249437179613,-5.421246215573566,-13.927349456605878,-5.268572412949052,-5.5692768903795145
NS_OBS_370,NS,SAXWFC J1744.9-2921.,NS0068,9.04,-5.679438319804762,-5.5347659050119855,-13.544241796895866,-5.543785844642012,-13.414652088905411,-14.086504040382874,-5.3960981682683276,-13.946230310400688,-6.004277078004535,-13.810509686300634,-5.857860919867865,0.794,4.5,5.48475e-06,-4.896196279044043,-15.396422631848536,-13.309360988284032,-15.253365801062419,-1.0,-0.2904,-0.9994,0.9088,0.9994,1.0,0.9994,1.0,0.7014,-6.865822892423234,-6.290984583027883,-13.314975214894286,-5.432150549426893,-13.671117477172253,-5.291919189531769,-5.353578627858506
BH_OBS_167,BH,J1745-2900          ,BH0027,337.0,-5.581698708680254,-5.512437439743622,-13.707079700399994,-5.4278256863869405,-13.634699251362012,-14.729787145103755,-5.359617955290432,-14.109120894078805,-5.891850257455124,-14.031904820659133,-5.816757496371358,0.8301999999999999,7.0,0.000481169,-5.592439150513639,-15.211831628858832,-13.580870692258024,-15.394371777992381,-0.263,0.564,0.1549,0.8888,0.9282,0.9625,0.9569,0.9888,0.9138,-6.761452112318673,-6.888737486340935,-13.572838597074034,-5.452717692036697,-13.951789000990985,-5.300595918184663,-5.642469158531957
NS_OBS_427,NS,1WGA J1911.2+0035   ,NS0078,44.36,-4.718058066559174,-4.648783654660658,-12.404173222926776,-3.586532587014175,-12.385419133002515,-13.95546023960759,-3.5668704824195143,-12.807494433855126,-4.064140201962119,-12.7773693560027,-4.0358818568485155,1.0,8.0,0.000294904,-4.744004273277597,-12.7594507517174,-12.869023308394382,-12.85325198636936,-0.1468,-0.0631,-0.1049,-0.5628,-0.5059,-0.4491,-0.5809,-0.529,-0.6315,-4.138824164486971,-4.049586460630619,-12.367340286706087,-4.592099459857366,-12.74973617659485,-3.549135307620234,-4.010674792887862
NS_OBS_82,NS,EXO 1745-248        ,NS0020,23.47,-4.283746174103963,-4.225994269741791,0.0,0.0,0.0,0.0,0.0,-12.828078620633486,-4.691129802832768,-12.762241848383553,-4.62182020961905,0.77225,4.5,1.7364000000000002e-05,0.0,-13.529001830339125,-12.25508145755865,-14.239728339457937,0.3779,0.669,0.5334,0.6627,0.7245,0.7839,0.9069,0.9363,0.8713,-4.941573975542996,-5.415895029600546,0.0,-4.1749635587786464,-12.705432376812384,0.0,-4.562682891219612
BH_OBS_94,BH,CXOU J100516.5-07420,BH0021,16.75,-6.770574152079305,-6.4576726172260255,-14.599807511407425,-5.876475019057268,-14.479254528480515,-15.274823698580864,-5.760450279159527,-15.048672197072985,-6.365381682612598,-14.863844065551467,-6.2052053367688735,0.8400000000000001,5.2,3.87222e-07,-6.0236041633881205,-14.827105302247825,-14.644356949779132,-14.903089986991944,-0.3392,0.1343,-0.1087,-0.4054,-0.1237,0.1555,-0.2336,0.0481,-0.5028,-6.204189475332592,-6.117532385104629,-14.384892012556806,-6.285586407712879,-14.713988382141704,-5.6689778289581705,-6.0003475746339205
NS_OBS_423,NS,1WGA J1747.4-3002   ,NS0077,17.15,-5.141583122276511,-5.040958607678906,-13.189498652233471,-4.6779875614175985,-13.106848786870135,0.0,-4.619607839942971,-13.502486383509837,-5.0606929545681725,-13.405892099705467,-4.985857638454994,0.88125,6.0,0.00039244847500000005,0.0,-13.81219736128158,-13.112945621949045,-14.483596851552598,0.0731,0.3616,0.2149,0.1855,0.3048,0.4091,0.4909,0.6127,0.3579,-5.240785568765756,-5.391153177673589,-13.041197296600494,-4.963371104637838,-13.330813334301045,-4.570893991667304,-4.924936871201698
NS_OBS_113,NS,GRS 1741.9-2853     ,NS0021,376.06,-3.8774564759312455,-3.8582367697242117,-11.85886390987926,-3.730487055782084,-11.840132152907431,-12.145511774955569,-3.7110803943382735,-12.255532864499292,-4.162257566027258,-12.235564863158007,-4.0371374495711,1.0,8.0,0.008676739999999999,-3.6493643917410457,-14.224608028303388,-11.820161071976813,-13.914709421769937,-0.1843,0.8114,0.1699,0.9713,0.9806,0.99,0.9994,1.0,0.9813,-5.699621935129298,-5.875495775165717,-11.82217502813532,-3.8398317070414882,-12.124657173451984,-3.6927179529666536,-3.939280256650937
PULSAR_OBS_126,PULSAR,PSR J1023-574,PL0029,22.45,-5.396422631848533,-5.25987426303427,-13.461426266193145,-5.014214382227395,-13.360812440064244,0.0,-4.9136401693252525,-13.775279223942421,-5.4108046490816974,-13.653510107432913,-5.291196817055418,0.7545,4.75,3.6910000000000003e-06,0.0,-13.989276134608225,-13.328179439816749,-15.07088774334534,0.6377,1.0,0.9994,0.1568,0.341,0.5103,0.9994,1.0,0.8014,-5.440093374963888,-6.205024255948866,-13.279096829186544,-5.161591721505814,-13.558071680206703,-4.831797253157369,-5.189151100443008
CV_OBS_327,CV,1WGA J1740.6-5340     ,CV0051,64.73,-6.477947199131178,-6.322940822607839,-13.119872677783375,-4.2665619729089395,-13.107126593111234,-13.60642479673041,-4.25515960321462,-13.409250092070305,-4.529947280360006,-13.390370912624535,-4.509671333420626,0.8863999999999999,5.8,4.7537200000000005e-06,-4.440931665965463,0.0,-14.562090964460502,-13.209714835966759,0.0,0.0,0.0,0.0,0.0,0.0,-0.9731,-0.965,-0.98,0.0,-4.452225294612178,-13.09550084460218,-6.214670164989233,-13.373015855196757,-4.243972787026559,-4.490931954982838
