index,class,src_id,src_name,livetime,significance,likelihood,gti_obs,var_inter_sigma,var_inter_prob,var_inter_index,var_max,var_min,var_mean,var_sigma,kp_prob,ks_prob,var_prob,var_index,flux_aper_hilim,flux_aper_lolim,flux_aper,photflux_aper_hilim,photflux_aper_lolim,photflux_aper,photflux_aper_b,photflux_aper_h,photflux_aper_m,photflux_aper_u,photflux_aper_s,photflux_aper_lolim_b,photflux_aper_lolim_h,photflux_aper_lolim_m,photflux_aper_lolim_u,photflux_aper_lolim_s,photflux_aper_hilim_b,photflux_aper_hilim_h,photflux_aper_hilim_m,photflux_aper_hilim_u,photflux_aper_hilim_s,flux_aper_b,flux_aper_h,flux_aper_m,flux_aper_u,flux_aper_s,flux_aper_lolim_b,flux_aper_lolim_h,flux_aper_lolim_m,flux_aper_lolim_u,flux_aper_lolim_s,flux_aper_hilim_b,flux_aper_hilim_h,flux_aper_hilim_m,flux_aper_hilim_u,flux_aper_hilim_s,hard_hm,hard_hs,hard_ms,flux_powlaw,powlaw_gamma,powlaw_nh,powlaw_ampl,powlaw_stat,flux_bb,flux_bb_hilim,flux_bb_lolim,bb_kt,bb_nh,bb_ampl,bb_stat,flux_brems,brems_kt,brems_nh,brems_stat,hard_hm_hilim,hard_hm_lolim,hard_hs_hilim,hard_hs_lolim,hard_ms_hilim,hard_ms_lolim,flux_powlaw_hilim,flux_powlaw_lolim,powlaw_gamma_hilim,powlaw_gamma_lolim,powlaw_nh_hilim,powlaw_nh_lolim,powlaw_ampl_hilim,powlaw_ampl_lolim,bb_ampl_lolim,bb_ampl_hilim,flux_brems_lolim,flux_brems_hilim,brems_kt_hilim,brems_kt_lolim,brems_nh_hilim,brems_nh_lolim,bb_kt_hilim,bb_kt_lolim,bb_nh_hilim,bb_nh_lolim
26,NS,NS0001,1A 1742-289         ,4979.8,167.36,21.89294,2006-07-30T14:45:37,0.0022575110000000002,0.7596,5.2,,,,,,,,,13.100781582148628,inf,inf,1.1136500000000001e-05,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,1.298e-05,9.293e-06,,,,0.0,0.0,,,,0.0,0.0,,,,8.531e-14,7.327e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,NS,NS0001,1A 1742-289         ,4980.9,167.36,21.89294,2006-08-22T06:09:57,0.0022575110000000002,0.7596,5.2,,,,,,,,,13.751781438809925,inf,inf,2.7165e-06,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,3.093e-06,2.34e-06,,,,0.0,0.0,,,,0.0,0.0,,,,1.858e-14,1.684e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,NS,NS0001,1A 1742-289         ,5112.4,167.36,21.89294,2006-09-25T14:04:53,0.0022575110000000002,0.7596,5.2,,,,,,,,,13.840322542849597,inf,inf,2.568e-06,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,3.478e-06,2.536e-06,1.69e-06,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,2.09e-14,1.828e-14,4.151e-15,,,0.9994,,,,,,,,,,,,,,,,,,,1.0,-0.1618,,,,,,,,,,,,,,,,,,,,,,,,
29,NS,NS0001,1A 1742-289         ,5097.1,167.36,21.89294,2006-10-29T03:44:33,0.0022575110000000002,0.7596,5.2,,,,,,,,,13.656814683723397,inf,inf,2.9475e-05,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,3.986e-06,2.319e-06,,8.212e-05,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,7.636e-15,8.05e-15,,5.043e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,NS,NS0001,1A 1742-289         ,5078.8,167.36,21.89294,2007-02-11T06:36:01,0.0022575110000000002,0.7596,5.2,,,,,,,,,14.01523272837569,inf,inf,1.3431000000000001e-06,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,2.008e-06,1.461e-06,5.603e-07,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,1.377e-14,1.376e-14,1.436e-15,,,0.9994,,,,,,,,,,,,,,,,,,,1.0,0.1118,,,,,,,,,,,,,,,,,,,,,,,,
31,NS,NS0001,1A 1742-289         ,5084.9,167.36,21.89294,2007-03-25T23:10:34,0.0022575110000000002,0.7596,5.2,,,,,,,,,13.933879154780902,inf,inf,1.2605249999999999e-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,1.995e-06,1.575e-06,5.527e-07,,9.194e-07,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,2.087e-14,2.286e-14,1.417e-15,,1.431e-15,0.9994,0.9994,-0.9994,,,,,,,,,,,,,,,,,1.0,0.1718,1.0,-0.1018,0.1305,-1.0,,,,,,,,,,,,,,,,,,,,
32,NS,NS0001,1A 1742-289         ,4977.8,167.36,21.89294,2007-05-17T01:28:58,0.0022575110000000002,0.7596,5.2,,,,,,,,,14.401975927665811,inf,inf,8.741e-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,1.164e-06,6.855e-07,5.769e-07,,1.07e-06,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,6.994e-15,5.982e-15,1.479e-15,,1.397e-15,0.9994,-0.9994,-0.9994,,,,,,,,,,,,,,,,,1.0,-0.2804,0.1543,-1.0,0.0681,-1.0,,,,,,,,,,,,,,,,,,,,
33,NS,NS0001,1A 1742-289         ,4980.6,167.36,21.89294,2007-07-20T02:50:53,0.0022575110000000002,0.7596,5.2,,,,,,,,,13.713880497409637,inf,inf,2.82e-06,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,3.181e-06,2.459e-06,,,,0.0,0.0,,,,0.0,0.0,,,,2.092e-14,1.773e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,NS,NS0001,1A 1742-289         ,4977.8,167.36,21.89294,2007-09-02T20:36:43,0.0022575110000000002,0.7596,5.2,,,,,,,,,13.733525266794679,inf,inf,3.113333333333333e-06,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,4.068e-06,2.902e-06,2.37e-06,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,2.676e-14,2.283e-14,5.821e-15,,,0.9994,,,,,,,,,,,,,,,,,,,1.0,-0.2667,,,,,,,,,,,,,,,,,,,,,,,,
35,NS,NS0001,1A 1742-289         ,5005.3,167.36,21.89294,2007-10-26T10:23:56,0.0022575110000000002,0.7596,5.2,,,,,,,,,13.263550376265044,inf,inf,9.100333333333333e-06,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,1.237e-05,9.016e-06,5.915e-06,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,7.772e-14,7.352e-14,1.228e-14,,,0.9994,,,,,,,,,,,,,,,,,,,1.0,-0.178,,,,,,,,,,,,,,,,,,,,,,,,
36,NS,NS0001,1A 1742-289         ,27601.2,167.36,21.89294,2008-05-05T04:18:06,0.0022575110000000002,0.7596,5.2,,,,,,,,,14.251240011707628,15.180982801310941,14.59468779724158,2.34354e-06,0.0,1.0384000000000001e-07,2.918e-07,2.274e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.674e-07,4.547e-07,9.1e-08,1.043e-05,1.746e-07,6.279e-15,6.435e-15,0.0,0.0,0.0,1.628e-15,1.668e-15,0.0,0.0,0.0,1.07e-14,1.096e-14,2.683e-16,5.847e-15,2.616e-16,0.9994,0.9994,-0.9994,,,,,,,,,,,,,,,,,1.0,0.4928,1.0,0.2192,0.0743,-1.0,,,,,,,,,,,,,,,,,,,,
37,NS,NS0001,1A 1742-289         ,26801.3,167.36,21.89294,2008-05-06T03:23:51,0.0022575110000000002,0.7596,5.2,,,,,,,,,14.623678585452716,inf,inf,2.125364e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.037e-07,3.629e-07,9.402e-08,9.587e-06,1.792e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.568e-15,2.716e-15,2.651e-16,6.068e-15,2.759e-16,0.9994,0.9994,-0.9994,,,,,,,,,,,,,,,,,1.0,0.3254,1.0,-0.0144,0.0381,-1.0,,,,,,,,,,,,,,,,,,,,
38,NS,NS0001,1A 1742-289         ,27685.9,167.36,21.89294,2008-05-10T03:35:12,0.0022575110000000002,0.7596,5.2,,,,,,,,,14.346532774836643,15.422508200162774,14.741266962787188,2.368182e-06,1.4922e-08,1.4428e-07,4.092e-07,3.122e-07,0.0,0.0,0.0,3.559e-08,3.902e-08,0.0,0.0,0.0,7.829e-07,5.853e-07,9.151e-08,1.021e-05,1.712e-07,4.486e-15,4.586e-15,0.0,0.0,0.0,9.346e-16,9.554e-16,0.0,0.0,0.0,8.038e-15,8.216e-15,2.698e-16,5.723e-15,2.664e-16,0.9994,0.9994,-0.9994,,,,,,,,,,,,,,,,,1.0,0.594,1.0,0.3354,0.0643,-1.0,,,,,,,,,,,,,,,,,,,,
39,NS,NS0001,1A 1742-289         ,27436.9,167.36,21.89294,2008-05-11T03:57:17,0.0022575110000000002,0.7596,5.2,,,,,,,,,14.618307447941836,inf,inf,1.8292e-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,2.727e-07,1.924e-07,9.228e-08,,1.743e-07,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,4.579e-15,4.503e-15,2.721e-16,,2.787e-16,0.9994,0.6708,-0.9994,,,,,,,,,,,,,,,,,1.0,0.0031,1.0,-0.3167,0.0618,-1.0,,,,,,,,,,,,,,,,,,,,
